"SOURCE_DATE","ORDER_BRAND_NAME","EVENT_CLASSIFICATION","CUSTOMER_TYPE","CONV_COUNT","AD_SPEND"
"2024-02-01","Tower 28 Beauty","display","returning","2",10
"2024-02-01","Sol de Janeiro","display","new","9",180
"2024-02-01","Tushbaby","click","new","1",18
"2024-02-01","SolaWave","display","returning","2",20
"2024-02-01","Lunya","display","new","1",100
"2024-02-01","Little Words Project","display","new","1",15
"2024-02-01","Caraway","display","new","1",70
"2024-02-01","Coterie","display","returning","1",0
"2024-02-01","Dagne Dover","display","lapsed","1",30
"2024-02-01","Liquid I.V.","display","new","9",315
"2024-02-01","For Days","display","returning","3",45
"2024-02-01","Wolf & Shepherd","click","lapsed","1",50
"2024-02-01","My Medic","display","returning","1",10
"2024-02-01","Curie","display","returning","1",5
"2024-02-01","Liquid I.V.","click","new","3",105
"2024-02-01","Beginning Boutique","click","returning","1",10
"2024-02-01","Coterie","display","new","8",132
"2024-02-01","Gathre","display","returning","1",20
"2024-02-01","jane iredale","display","lapsed","1",20
"2024-02-01","MantraBand","click","returning","1",10
"2024-02-01","Glamnetic","display","new","3",90
"2024-02-01","Siblings","click","returning","1",10
"2024-02-01","Evereden","display","returning","2",30
"2024-02-01","Otteroo","display","returning","1",2
"2024-02-01","True Classic","click","returning","1",0
"2024-02-01","Ursa Major","click","returning","1",9.98
"2024-02-01","Glamnetic","click","new","1",30
"2024-02-01","Nanit","display","new","3",150
"2024-02-01","Saranoni Luxury Blankets","display","returning","1",10
"2024-02-01","Caden Lane","display","lapsed","2",64
"2024-02-01","Dreamland Baby","display","returning","1",0
"2024-02-01","Ursa Major","display","returning","2",19.96
"2024-02-01","Liquid I.V.","display","returning","7",0
"2024-02-01","Homesick Candles","display","new","1",23.87
"2024-02-01","QALO","display","lapsed","1",7.1
"2024-02-01","SPONGELLE","display","returning","2",30
"2024-02-01","Solly Baby","display","new","1",18
"2024-02-01","Tushbaby","display","new","4",72
"2024-02-01","Wolf & Shepherd","display","returning","2",30
"2024-02-01","Sol de Janeiro","click","returning","1",10
"2024-02-01","Oars + Alps","display","returning","1",43
"2024-02-01","Kosas Cosmetics","display","returning","2",30
"2024-02-01","Carve Designs","display","returning","2",20
"2024-02-01","Little Words Project","display","returning","7",70
"2024-02-01","Coco Moon","display","new","1",25
"2024-02-01","Bodily","display","returning","3",36
"2024-02-01","Buffbunny Collection","display","returning","6",24
"2024-02-01","Crown Affair","display","new","2",36.58
"2024-02-01","LIVELY","display","returning","2",40
"2024-02-01","Caden Lane","click","new","1",32
"2024-02-01","D.S. & Durga","display","new","1",40
"2024-02-01","Dr. Squatch","display","returning","5",5
"2024-02-01","Evereden","display","lapsed","1",35
"2024-02-01","FullWell","click","returning","1",15
"2024-02-01","Primally Pure","display","lapsed","1",10
"2024-02-01","Carve Designs","display","lapsed","1",60
"2024-02-01","Shinesty","display","returning","2",20
"2024-02-01","Dollar Shave Club","click","returning","2",10
"2024-02-01","Dagne Dover","display","new","5",150
"2024-02-01","Saranoni Luxury Blankets","display","new","1",15
"2024-02-01","Waterboy","click","returning","1",10
"2024-02-01","Caden Lane","display","returning","14",280
"2024-02-01","Ursa Major","display","lapsed","1",30
"2024-02-01","cbdMD","display","returning","1",5
"2024-02-01","True Classic","display","lapsed","1",45
"2024-02-01","Caraway","display","returning","6",240
"2024-02-01","Siblings","display","returning","2",20
"2024-02-01","Caden Lane","display","new","15",480
"2024-02-01","Nanit","display","returning","2",50
"2024-02-01","Snuggle Me Organic","display","returning","1",10
"2024-02-01","Kopari","display","new","1",35
"2024-02-01","Dermaclara, LLC","display","returning","1",10
"2024-02-01","Monica & Andy Inc.","display","returning","3",30
"2024-02-01","Kosas Cosmetics","display","new","2",50
"2024-02-01","Sol de Janeiro","display","lapsed","1",20
"2024-02-01","Electric Picks Jewelry","display","returning","1",15
"2024-02-01","Caraway","display","lapsed","1",70
"2024-02-01","Lalo","click","new","1",20
"2024-02-01","HATCH","display","new","1",40
"2024-02-01","August Uncommon Tea","click","new","1",20
"2024-02-01","Dagne Dover","display","returning","2",40
"2024-02-01","Dieux Skin","display","returning","3",3
"2024-02-01","Dollar Shave Club","display","returning","7",35
"2024-02-01","Cadence","click","returning","1",15
"2024-02-01","Lalo","display","returning","4",40
"2024-02-01","Needed","display","new","2",100
"2024-02-01","JACK HENRY","display","returning","1",15
"2024-02-01","Branch","display","returning","1",45
"2024-02-01","Luca Faloni","click","returning","1",25
"2024-02-01","Native Pet","display","returning","1",15
"2024-02-01","Wildfang","display","lapsed","1",80
"2024-02-01","Lunya","display","returning","2",150
"2024-02-01","Clover by CLOVE + HALLOW","display","returning","1",12
"2024-02-01","BlendJet","display","returning","1",5
"2024-02-01","Opopop","click","new","1",25
"2024-02-01","Juna","click","returning","1",15
"2024-02-01","BlendJet","display","new","12",120
"2024-02-01","Vegamour","display","returning","1",5
"2024-02-01","Dropps","display","returning","3",15
"2024-02-01","Highline Wellness","display","lapsed","1",35
"2024-02-01","Coco Moon","display","returning","1",10
"2024-02-01","Dr. Squatch","display","new","1",25
"2024-02-01","Blueland","display","new","1",33
"2024-02-01","Luca Faloni","display","returning","1",25
"2024-02-01","INTO THE AM","display","returning","1",10
"2024-02-01","Clover by CLOVE + HALLOW","display","new","1",17
"2024-02-01","MANSCAPED","display","new","1",0.01
"2024-02-01","Dieux Skin","click","returning","1",1
"2024-02-01","Wolf & Shepherd","click","returning","1",15
"2024-02-01","Glamnetic","display","returning","6",60
"2024-02-01","Boie USA","display","lapsed","1",8
"2024-02-01","Tini Lux","click","returning","1",5
"2024-02-01","Afloral","display","returning","1",20
"2024-02-01","Laura Geller","click","new","4",60
"2024-02-01","True Classic","click","new","3",135
"2024-02-01","Dakine","click","new","1",20
"2024-02-01","Le Mini Macaron","display","returning","1",20
"2024-02-01","Wolf & Shepherd","display","new","2",100
"2024-02-01","Primally Pure","display","new","1",10
"2024-02-01","Shinesty","display","lapsed","1",20
"2024-02-01","D.S. & Durga","click","new","1",40
"2024-02-01","D.S. & Durga","click","returning","2",80
"2024-02-01","Vegamour","click","returning","1",5
"2024-02-01","Dreamland Baby","display","new","5",200
"2024-02-01","Bodily","display","new","8",280
"2024-02-01","Snuggle Me Organic","display","new","11",220
"2024-02-01","woolino","display","returning","4",20
"2024-02-01","Sol de Janeiro","display","returning","9",90
"2024-02-01","jot","click","new","1",35
"2024-02-01","eeBoo","display","returning","1",5
"2024-02-01","True Classic","display","new","10",450
"2024-02-01","Dollar Shave Club","click","new","2",60
"2024-02-01","Girlfriend Collective","display","returning","4",20
"2024-02-01","Corpus Naturals","click","lapsed","1",25
"2024-02-01","Sunday Citizen","display","returning","1",50
"2024-02-01","Kate Quinn","display","new","1",30
"2024-02-01","Vegamour","display","new","3",150
"2024-02-01","Billy Reid","display","lapsed","1",100
"2024-02-01","Twillory","display","new","1",15
"2024-02-01","Ursa Major","click","lapsed","1",30
"2024-02-01","Sol de Janeiro","click","new","1",20
"2024-02-01","Gibsonlook","display","returning","1",18
"2024-02-01","Volcom","display","returning","3",24
"2024-02-01","Newton Baby","display","new","4",12
"2024-02-01","BlendJet","display","lapsed","1",10
"2024-02-01","Beekman 1802","display","returning","2",20
"2024-02-01","Solly Baby","display","returning","3",36
"2024-02-01","Blueland","display","returning","1",0
"2024-02-01","LIVELY","click","new","1",35
"2024-02-01","Licorice","display","new","1",25
"2024-02-01","jane iredale","display","returning","2",10
"2024-02-01","HATCH","display","returning","2",20
"2024-02-02","NOT!CE Hair Co","display","returning","1",10
"2024-02-02","Branch","click","new","2",90
"2024-02-02","Carve Designs","display","returning","7",70
"2024-02-02","Sol de Janeiro","display","new","5",100
"2024-02-02","Hello Cake","display","returning","1",20
"2024-02-02","Tower 28 Beauty","display","new","1",15
"2024-02-02","True Classic","click","new","8",360
"2024-02-02","cbdMD","display","returning","3",15
"2024-02-02","Dagne Dover","display","new","4",120
"2024-02-02","SolaWave","click","returning","1",10
"2024-02-02","Little Words Project","display","returning","6",60
"2024-02-02","DEUX","display","returning","1",15
"2024-02-02","Nanit","click","returning","1",25
"2024-02-02","Alpyn Beauty","display","returning","1",20
"2024-02-02","Oradina","display","returning","3",60
"2024-02-02","Sunday Citizen","display","returning","1",50
"2024-02-02","For Days","display","new","3",90
"2024-02-02","Bodily","display","new","1",35
"2024-02-02","True Classic","display","returning","1",0
"2024-02-02","Hedley & Bennett","click","new","1",40
"2024-02-02","Oars + Alps","display","returning","1",43
"2024-02-02","Shinesty","display","returning","2",20
"2024-02-02","Canopy","display","new","1",15
"2024-02-02","Sol de Janeiro","display","lapsed","2",40
"2024-02-02","Laura Geller","click","new","8",120
"2024-02-02","12|12","display","returning","1",10
"2024-02-02","Dr. Squatch","display","new","2",50
"2024-02-02","Sol de Janeiro","click","new","1",20
"2024-02-02","Snuggle Me Organic","display","new","4",80
"2024-02-02","jane iredale","display","returning","4",20
"2024-02-02","Luca Faloni","click","returning","1",25
"2024-02-02","Caden Lane","display","returning","24",480
"2024-02-02","Snuggle Me Organic","display","returning","1",10
"2024-02-02","Bala","display","returning","1",5
"2024-02-02","D.S. & Durga","display","returning","1",40
"2024-02-02","Newton Baby","click","new","1",3
"2024-02-02","Modern Picnic","display","new","1",70
"2024-02-02","Evereden","display","lapsed","1",35
"2024-02-02","True Botanicals","display","new","1",15
"2024-02-02","Dropps","display","returning","2",10
"2024-02-02","Liquid I.V.","click","new","1",35
"2024-02-02","Nood","display","new","1",60
"2024-02-02","Kate Quinn","display","returning","1",0
"2024-02-02","Wildfang","display","returning","2",30
"2024-02-02","SACHEU Beauty","click","new","1",10
"2024-02-02","Caden Lane","display","lapsed","1",32
"2024-02-02","HATCH","display","new","1",40
"2024-02-02","True Botanicals","display","returning","3",15
"2024-02-02","Tula Skincare","display","returning","1",0
"2024-02-02","MANSCAPED","display","lapsed","2",0.02
"2024-02-02","Dieux Skin","display","returning","1",1
"2024-02-02","Shinesty","display","lapsed","1",20
"2024-02-02","Curie","click","returning","1",5
"2024-02-02","Create","display","returning","1",15
"2024-02-02","The HoneyPot","display","returning","1",5
"2024-02-02","woolino","display","new","1",12
"2024-02-02","Wolf & Shepherd","click","returning","2",30
"2024-02-02","SeaVees","display","returning","1",10
"2024-02-02","Beekman 1802","display","returning","3",30
"2024-02-02","Dreamland Baby","display","returning","1",0
"2024-02-02","Wolf & Shepherd","display","returning","2",30
"2024-02-02","Siblings","display","returning","1",10
"2024-02-02","Dr. Squatch","display","returning","11",11
"2024-02-02","Morphe","display","lapsed","1",45
"2024-02-02","Lalo","display","returning","2",20
"2024-02-02","MANSCAPED","display","returning","2",0.02
"2024-02-02","Dr. Squatch","click","new","1",25
"2024-02-02","Wolf & Shepherd","display","new","1",50
"2024-02-02","Afloral","display","returning","1",20
"2024-02-02","Vegamour","display","returning","1",5
"2024-02-02","Twillory","display","returning","2",10
"2024-02-02","Newton Baby","display","returning","1",0
"2024-02-02","Newton Baby","display","new","6",18
"2024-02-02","Primally Pure","display","new","1",10
"2024-02-02","Posh Peanut","display","returning","1",0
"2024-02-02","Dagne Dover","display","returning","3",60
"2024-02-02","jane iredale","display","lapsed","1",20
"2024-02-02","True Classic","display","new","7",315
"2024-02-02","M.M.LaFleur","display","returning","1",50
"2024-02-02","Beginning Boutique","display","new","1",20
"2024-02-02","HATCH","display","returning","10",100
"2024-02-02","INBLOOM","display","returning","1",25
"2024-02-02","BelliWelli","click","returning","1",10
"2024-02-02","biom","display","returning","1",15
"2024-02-02","Kosas Cosmetics","display","returning","1",15
"2024-02-02","Nuudii System","display","returning","1",15
"2024-02-02","Otteroo","click","new","1",3.75
"2024-02-02","For Days","display","returning","9",135
"2024-02-02","Liquid I.V.","display","new","5",175
"2024-02-02","Volcom","display","returning","1",8
"2024-02-02","eyebobs","display","new","1",25
"2024-02-02","Willow Pumps","display","new","1",40
"2024-02-02","For Days","click","new","1",30
"2024-02-02","Coco Moon","display","returning","2",20
"2024-02-02","Sijo","display","returning","2",80
"2024-02-02","Le Monde Gourmand","display","returning","1",10
"2024-02-02","Saranoni Luxury Blankets","display","returning","2",20
"2024-02-02","Sol de Janeiro","click","returning","2",20
"2024-02-02","Aura Bora","display","returning","1",10
"2024-02-02","Coterie","display","new","6",99
"2024-02-02","Nanit","display","returning","1",25
"2024-02-02","Bad Birdie","display","returning","2",10
"2024-02-02","Highline Wellness","click","lapsed","1",35
"2024-02-02","BlendJet","display","new","4",40
"2024-02-02","LIVELY","click","new","1",35
"2024-02-02","Nanit","display","new","1",50
"2024-02-02","SPONGELLE","display","returning","2",30
"2024-02-02","Foria","display","returning","2",32
"2024-02-02","Needed","display","new","1",50
"2024-02-02","Gibsonlook","display","lapsed","1",38
"2024-02-02","Caraway","display","new","3",210
"2024-02-02","HATCH","click","returning","1",10
"2024-02-02","Vegamour","display","new","2",100
"2024-02-02","Girlfriend Collective","display","new","2",50
"2024-02-02","SolaWave","display","returning","1",10
"2024-02-02","Thorlos","display","new","1",15
"2024-02-02","Ursa Major","display","returning","5",49.9
"2024-02-02","woolino","display","returning","1",5
"2024-02-02","Dagne Dover","display","lapsed","1",30
"2024-02-02","Tushbaby","display","new","4",72
"2024-02-02","Bodily","display","returning","7",84
"2024-02-02","Lalo","display","new","2",40
"2024-02-02","Modern Picnic","display","returning","1",60
"2024-02-02","Dreamland Baby","click","returning","1",0
"2024-02-02","Evereden","display","returning","3",45
"2024-02-02","Dreamland Baby","display","new","9",360
"2024-02-02","Kosas Cosmetics","display","lapsed","1",25
"2024-02-02","Dollar Shave Club","display","new","1",30
"2024-02-02","Crown Affair","display","returning","1",12.72
"2024-02-02","Girlfriend Collective","display","returning","1",5
"2024-02-02","Kosas Cosmetics","display","new","1",25
"2024-02-02","Liquid I.V.","display","returning","2",0
"2024-02-02","Glamnetic","display","returning","10",100
"2024-02-02","Monica & Andy Inc.","display","returning","1",10
"2024-02-02","Bad Birdie","display","lapsed","1",50
"2024-02-02","Amberjack","click","new","1",60
"2024-02-02","Gathre","display","returning","1",20
"2024-02-02","ettitude","click","new","1",75
"2024-02-02","Gibsonlook","display","new","1",38
"2024-02-02","ByHeart","display","returning","1",10
"2024-02-02","BlendJet","display","returning","1",5
"2024-02-02","Twillory","click","lapsed","1",15
"2024-02-02","Amberjack","display","new","1",60
"2024-02-02","Electric Picks Jewelry","display","new","1",30
"2024-02-02","Glamnetic","click","returning","1",10
"2024-02-02","ByHeart","display","new","2",60
"2024-02-02","Sol de Janeiro","display","returning","16",160
"2024-02-02","MANSCAPED","display","new","3",0.03
"2024-02-02","Posh Peanut","display","new","3",60
"2024-02-02","Caden Lane","display","new","14",448
"2024-02-02","Dieux Skin","click","returning","1",1
"2024-02-02","Caraway","display","returning","3",120
"2024-02-03","Ponto Footwear","display","returning","1",30
"2024-02-03","Juna","click","returning","1",15
"2024-02-03","Cadence","click","new","2",70
"2024-02-03","Dr. Squatch","click","returning","1",1
"2024-02-03","Siete Foods","display","returning","1",8
"2024-02-03","True Classic","display","returning","3",0
"2024-02-03","Glamnetic","display","returning","3",30
"2024-02-03","Nood","display","new","1",60
"2024-02-03","Nanit","display","returning","5",125
"2024-02-03","Fuse Lenses","click","new","1",15
"2024-02-03","True Classic","click","new","10",450
"2024-02-03","Petunia Pickle Bottom","display","returning","1",10
"2024-02-03","cbdMD","display","returning","3",15
"2024-02-03","Siblings","click","returning","1",10
"2024-02-03","Carve Designs","display","new","2",120
"2024-02-03","SPONGELLE","display","returning","2",30
"2024-02-03","HATCH","display","returning","5",50
"2024-02-03","Cadence","display","returning","3",45
"2024-02-03","jane iredale","display","returning","3",15
"2024-02-03","Otteroo","display","new","2",7.5
"2024-02-03","ByHeart","click","new","1",30
"2024-02-03","SeaVees","display","returning","1",10
"2024-02-03","Sol de Janeiro","click","new","1",20
"2024-02-03","Sol de Janeiro","click","returning","1",10
"2024-02-03","NEIWAI","display","lapsed","1",40
"2024-02-03","Beekman 1802","display","returning","1",10
"2024-02-03","Newton Baby","display","new","2",6
"2024-02-03","Girlfriend Collective","display","returning","5",25
"2024-02-03","Kopari","display","new","1",35
"2024-02-03","Baby Tula","click","new","1",10
"2024-02-03","Billy Reid","display","returning","2",140
"2024-02-03","Afloral","display","returning","2",40
"2024-02-03","Glamnetic","display","lapsed","2",60
"2024-02-03","Lalo","display","new","1",20
"2024-02-03","Saranoni Luxury Blankets","display","returning","1",10
"2024-02-03","Caraway","display","returning","4",160
"2024-02-03","Dagne Dover","display","new","1",30
"2024-02-03","Amberjack","click","new","2",120
"2024-02-03","Munk Pack","display","returning","1",12
"2024-02-03","Seafolly Australia","click","new","1",50
"2024-02-03","Dr. Squatch","display","returning","9",9
"2024-02-03","MANSCAPED","display","returning","1",0.01
"2024-02-03","Dollar Shave Club","display","returning","2",10
"2024-02-03","Gathre","click","returning","1",20
"2024-02-03","Dr. Squatch","click","new","2",50
"2024-02-03","Caraway","display","new","1",70
"2024-02-03","Joanna Vargas Skincare","display","returning","1",10
"2024-02-03","Sol de Janeiro","display","returning","10",100
"2024-02-03","Laura Geller","click","new","3",45
"2024-02-03","Crown Affair","display","returning","1",12.72
"2024-02-03","Vegamour","display","new","5",250
"2024-02-03","Tower 28 Beauty","click","new","1",15
"2024-02-03","Muslin Comfort","display","returning","1",5
"2024-02-03","Dieux Skin","display","new","1",2
"2024-02-03","MANSCAPED","display","new","2",0.02
"2024-02-03","Tower 28 Beauty","display","new","1",15
"2024-02-03","Koio","display","returning","1",50
"2024-02-03","For Days","display","returning","3",45
"2024-02-03","Coterie","display","returning","2",0
"2024-02-03","Kate Quinn","display","new","1",30
"2024-02-03","good light","click","returning","1",20
"2024-02-03","Oars + Alps","display","returning","1",43
"2024-02-03","Ursa Major","click","new","1",30
"2024-02-03","Girlfriend Collective","display","new","1",25
"2024-02-03","Haand Inc","display","returning","1",20
"2024-02-03","Snuggle Me Organic","display","new","7",140
"2024-02-03","Caraway","display","lapsed","1",70
"2024-02-03","TriLASTIN","display","lapsed","1",40
"2024-02-03","Licorice","display","new","1",25
"2024-02-03","Ursa Major","display","returning","2",19.96
"2024-02-03","Buffbunny Collection","display","lapsed","1",12
"2024-02-03","Shinesty","display","returning","3",30
"2024-02-03","Monica & Andy Inc.","click","new","1",45
"2024-02-03","Foria","display","new","1",20
"2024-02-03","Kortni Jeane","display","returning","1",5
"2024-02-03","Hedley & Bennett","display","new","1",40
"2024-02-03","Lalo","display","returning","1",10
"2024-02-03","Manduka","display","returning","1",19
"2024-02-03","Blueland","display","new","2",66
"2024-02-03","Dr. Squatch","display","new","5",125
"2024-02-03","Electric Picks Jewelry","display","returning","1",15
"2024-02-03","Bodily","display","new","2",70
"2024-02-03","Oradina","display","returning","1",20
"2024-02-03","Caden Lane","display","returning","17",340
"2024-02-03","Dreamland Baby","display","new","4",160
"2024-02-03","Little Words Project","click","new","1",15
"2024-02-03","Dropps","display","returning","1",5
"2024-02-03","Little Words Project","display","new","1",15
"2024-02-03","Gooselings","display","returning","1",10
"2024-02-03","Blueland","display","returning","1",0
"2024-02-03","Anyday","click","new","1",33
"2024-02-03","Sunday Citizen","display","new","1",70
"2024-02-03","Caraway","click","returning","1",40
"2024-02-03","Tower 28 Beauty","display","returning","3",15
"2024-02-03","Primally Pure","display","returning","1",0
"2024-02-03","LIVELY","display","returning","1",20
"2024-02-03","Dagne Dover","display","returning","2",40
"2024-02-03","Newton Baby","click","new","1",3
"2024-02-03","Boie USA","click","new","1",8
"2024-02-03","INH Hair","click","new","1",40
"2024-02-03","Dermaclara, LLC","display","new","1",15
"2024-02-03","Nanit","display","new","2",100
"2024-02-03","BlendJet","display","new","1",10
"2024-02-03","D.S. & Durga","display","new","1",40
"2024-02-03","Otteroo","click","new","2",7.5
"2024-02-03","Sol de Janeiro","display","new","10",200
"2024-02-03","True Classic","display","new","8",360
"2024-02-03","Cadence","display","new","2",70
"2024-02-03","ettitude","display","returning","1",55
"2024-02-03","Carve Designs","display","returning","1",10
"2024-02-03","Thorlos","display","lapsed","1",15
"2024-02-03","Caden Lane","display","lapsed","3",96
"2024-02-03","Spyder","display","new","1",15
"2024-02-03","ByHeart","display","returning","2",20
"2024-02-03","True Botanicals","display","returning","2",10
"2024-02-03","Snuggle Me Organic","display","lapsed","1",20
"2024-02-03","Coterie","display","new","7",115.5
"2024-02-03","Softies","display","returning","1",13.5
"2024-02-03","Dieux Skin","display","returning","1",1
"2024-02-03","Tushbaby","display","new","1",18
"2024-02-03","Lalabu","click","returning","1",4
"2024-02-03","Tower 28 Beauty","display","lapsed","1",15
"2024-02-03","Girlfriend Collective","display","lapsed","2",50
"2024-02-03","HATCH","display","new","2",80
"2024-02-03","Branch","display","new","1",45
"2024-02-03","Liquid I.V.","display","new","2",70
"2024-02-03","Buffbunny Collection","display","returning","1",4
"2024-02-03","UNTUCKit","display","new","1",40
"2024-02-03","Golde","display","returning","1",18
"2024-02-03","Bodily","display","returning","4",48
"2024-02-03","Gibsonlook","display","returning","1",18
"2024-02-03","Caden Lane","display","new","12",384
"2024-02-03","Monica & Andy Inc.","display","returning","2",20
"2024-02-03","Shinesty","display","lapsed","1",20
"2024-02-03","woolino","display","returning","2",10
"2024-02-03","MantraBand","display","returning","1",10
"2024-02-03","Carve Designs","display","lapsed","1",60
"2024-02-03","Vegamour","display","returning","3",15
"2024-02-03","Kosas Cosmetics","display","new","1",25
"2024-02-03","Liquid I.V.","display","returning","1",0
"2024-02-03","Lalabu","click","new","2",14
"2024-02-03","For Days","click","returning","1",15
"2024-02-03","Dreamland Baby","display","returning","1",0
"2024-02-03","Wildfang","display","returning","1",15
"2024-02-03","Tushbaby","display","returning","1",5
"2024-02-03","Wolf & Shepherd","display","returning","1",15
"2024-02-03","JOI","display","returning","1",15
"2024-02-03","12|12","display","returning","1",10
"2024-02-04","D.S. & Durga","display","returning","1",40
"2024-02-04","Wolf & Shepherd","click","returning","2",30
"2024-02-04","Snuggle Me Organic","display","returning","3",30
"2024-02-04","Caden Lane","display","lapsed","3",96
"2024-02-04","Primally Pure","display","new","1",10
"2024-02-04","Vegamour","display","returning","4",20
"2024-02-04","Newton Baby","display","returning","1",0
"2024-02-04","Little Words Project","display","returning","6",60
"2024-02-04","Tower 28 Beauty","display","returning","1",5
"2024-02-04","Sunday Citizen","display","returning","1",50
"2024-02-04","Dr. Squatch","display","new","4",100
"2024-02-04","Sol de Janeiro","display","new","10",200
"2024-02-04","Sol de Janeiro","click","returning","2",20
"2024-02-04","Liquid I.V.","display","lapsed","1",35
"2024-02-04","Manduka","click","returning","1",19
"2024-02-04","Ursa Major","display","lapsed","1",30
"2024-02-04","Licorice","display","returning","1",0
"2024-02-04","Morphe","display","returning","1",25
"2024-02-04","Newton Baby","display","new","4",12
"2024-02-04","Dropps","click","returning","1",5
"2024-02-04","Ursa Major","click","returning","1",9.98
"2024-02-04","Tushbaby","display","new","2",36
"2024-02-04","Carve Designs","display","returning","3",30
"2024-02-04","Canopy","click","new","1",15
"2024-02-04","Little Words Project","display","lapsed","2",30
"2024-02-04","Girlfriend Collective","display","new","1",25
"2024-02-04","HATCH","display","returning","4",40
"2024-02-04","Dr. Squatch","click","new","1",25
"2024-02-04","Evereden","display","returning","2",30
"2024-02-04","For Days","display","new","1",30
"2024-02-04","Aura Bora","display","returning","1",10
"2024-02-04","Spärkel Beverage Systems","display","returning","1",5
"2024-02-04","Highline Wellness","click","returning","1",7
"2024-02-04","Tula Skincare","display","new","2",100
"2024-02-04","Caden Lane","display","returning","13",260
"2024-02-04","Ursa Major","display","returning","2",19.96
"2024-02-04","UNTUCKit","display","new","2",80
"2024-02-04","For Days","click","lapsed","1",30
"2024-02-04","Tula Skincare","display","returning","1",0
"2024-02-04","Wolf & Shepherd","display","returning","1",15
"2024-02-04","Cadence","click","returning","1",15
"2024-02-04","Glamnetic","display","returning","1",10
"2024-02-04","True Botanicals","display","new","1",15
"2024-02-04","Wolf & Shepherd","click","lapsed","1",50
"2024-02-04","Caraway","display","new","1",70
"2024-02-04","Billy Reid","display","returning","1",70
"2024-02-04","Nanit","display","new","2",100
"2024-02-04","Tower 28 Beauty","display","new","1",15
"2024-02-04","esmi Skin Minerals","display","returning","1",40
"2024-02-04","True Classic","display","new","13",585
"2024-02-04","Evereden","click","returning","1",15
"2024-02-04","Solly Baby","display","new","1",18
"2024-02-04","Gathre","display","returning","1",20
"2024-02-04","wildwonder","click","new","1",20
"2024-02-04","Cadence","click","new","1",35
"2024-02-04","True Classic","display","lapsed","1",45
"2024-02-04","Golde","display","returning","1",18
"2024-02-04","Liquid I.V.","display","returning","3",0
"2024-02-04","Cadence","display","returning","2",30
"2024-02-04","Manduka","display","new","1",32
"2024-02-04","Kopari","display","new","2",70
"2024-02-04","Tushbaby","display","returning","1",5
"2024-02-04","Beyond Polish","display","returning","1",0
"2024-02-04","Licorice","display","new","2",50
"2024-02-04","True Classic","display","returning","4",0
"2024-02-04","Caden Lane","display","new","12",384
"2024-02-04","True Classic","click","returning","2",0
"2024-02-04","Solly Baby","display","returning","1",12
"2024-02-04","D.S. & Durga","click","lapsed","1",40
"2024-02-04","Tula Skincare","click","new","1",50
"2024-02-04","Saranoni Luxury Blankets","display","returning","3",30
"2024-02-04","The HoneyPot","display","returning","2",10
"2024-02-04","Primally Pure","click","new","1",10
"2024-02-04","doublesoul","display","returning","1",30
"2024-02-04","SeaVees","click","returning","1",10
"2024-02-04","Snuggle Me Organic","click","new","2",40
"2024-02-04","Girlfriend Collective","display","lapsed","1",25
"2024-02-04","Carve Designs","display","new","2",120
"2024-02-04","Morphe","display","new","1",45
"2024-02-04","Hedley & Bennett","display","returning","1",24.97
"2024-02-04","Buffbunny Collection","display","returning","3",12
"2024-02-04","iota","display","returning","1",10
"2024-02-04","Monica & Andy Inc.","display","lapsed","1",45
"2024-02-04","Vegamour","display","new","1",50
"2024-02-04","Oradina","display","returning","1",20
"2024-02-04","Caraway","display","returning","4",160
"2024-02-04","SPONGELLE","display","returning","2",30
"2024-02-04","Vegamour","click","new","2",100
"2024-02-04","For Days","click","returning","1",15
"2024-02-04","True Botanicals","click","returning","1",5
"2024-02-04","Snuggle Me Organic","display","new","9",180
"2024-02-04","jane iredale","display","lapsed","1",20
"2024-02-04","BlendJet","display","returning","2",10
"2024-02-04","Firebelly Tea","display","returning","1",0
"2024-02-04","Cadence","display","new","1",35
"2024-02-04","jane iredale","display","new","1",20
"2024-02-04","For Days","display","returning","7",105
"2024-02-04","Muslin Comfort","display","returning","1",5
"2024-02-04","Afloral","click","returning","2",40
"2024-02-04","Homesick Candles","click","lapsed","1",23.87
"2024-02-04","Laura Geller","click","new","2",30
"2024-02-04","Kosas Cosmetics","display","returning","2",30
"2024-02-04","Dame","display","new","1",35
"2024-02-04","Girlfriend Collective","click","new","1",25
"2024-02-04","Nanit","display","returning","4",100
"2024-02-04","HATCH","display","new","3",100
"2024-02-04","Thorlos","display","returning","1",5
"2024-02-04","Coco Moon","display","returning","2",20
"2024-02-04","SeaVees","click","new","1",10
"2024-02-04","MANSCAPED","display","returning","1",0.01
"2024-02-04","Liquid I.V.","display","new","3",105
"2024-02-04","Little Words Project","click","returning","1",10
"2024-02-04","August Uncommon Tea","display","returning","1",15
"2024-02-04","Dr. Squatch","display","returning","5",5
"2024-02-04","Lalabu","display","returning","1",4
"2024-02-04","Twillory","display","new","1",15
"2024-02-04","BlendJet","click","new","1",10
"2024-02-04","Dollar Shave Club","display","returning","4",20
"2024-02-04","LIVELY","display","returning","1",20
"2024-02-04","woolino","display","new","1",12
"2024-02-04","Sol de Janeiro","click","new","3",60
"2024-02-04","My Girl Wellness","display","returning","1",2
"2024-02-04","M.M.LaFleur","display","returning","3",150
"2024-02-04","Girlfriend Collective","display","returning","3",15
"2024-02-04","Moonglow","click","new","1",20
