"SOURCE_DATE","ORDER_BRAND_NAME","EVENT_CLASSIFICATION","CUSTOMER_TYPE","CONV_COUNT","AD_SPEND"
"2024-02-12","Cadence","display","returning","4",60
"2024-02-12","Nanit","display","returning","3",75
"2024-02-12","Caraway","display","new","2",140
"2024-02-12","jane iredale","display","returning","4",20
"2024-02-12","Afloral","display","returning","1",20
"2024-02-12","Ancient Nutrition","display","new","1",25
"2024-02-12","True Botanicals","display","new","1",15
"2024-02-12","Liquid I.V.","display","new","4",140
"2024-02-12","Dr. Squatch","display","returning","19",19
"2024-02-12","Caraway","display","lapsed","2",140
"2024-02-12","Laura Geller","click","returning","2",0
"2024-02-12","Gathre","display","lapsed","1",20
"2024-02-12","Vegamour","click","new","2",100
"2024-02-12","Bodily","display","lapsed","1",35
"2024-02-12","Carve Designs","display","returning","3",30
"2024-02-12","Blueland","display","returning","1",0
"2024-02-12","LIVELY","display","returning","1",20
"2024-02-12","Coco Moon","display","returning","2",20
"2024-02-12","Vegamour","display","returning","4",20
"2024-02-12","Caraway","display","returning","5",200
"2024-02-12","Coterie","display","new","5",82.5
"2024-02-12","True Classic","click","returning","4",0
"2024-02-12","MANSCAPED","click","new","1",0.01
"2024-02-12","Vegamour","display","new","2",100
"2024-02-12","cbdMD","display","returning","2",10
"2024-02-12","Dropps","display","returning","1",5
"2024-02-12","Little Words Project","display","new","1",15
"2024-02-12","Caden Lane","display","new","8",256
"2024-02-12","Sol de Janeiro","display","returning","6",50
"2024-02-12","Cardon","display","returning","1",10
"2024-02-12","Dollar Shave Club","click","returning","2",10
"2024-02-12","Cadence","display","lapsed","1",35
"2024-02-12","Bodily","display","new","5",175
"2024-02-12","True Botanicals","click","returning","2",10
"2024-02-12","True Classic","click","new","10",450
"2024-02-12","Tula Skincare","display","new","1",50
"2024-02-12","Wolf & Shepherd","click","new","1",50
"2024-02-12","Blueland","display","new","1",0
"2024-02-12","For Days","display","returning","4",60
"2024-02-12","Kosterina","display","returning","3",15
"2024-02-12","Monica & Andy Inc.","display","new","3",135
"2024-02-12","Caden Lane","display","lapsed","1",32
"2024-02-12","Tushbaby","display","returning","2",10
"2024-02-12","Curie","click","returning","1",5
"2024-02-12","Girlfriend Collective","display","returning","1",5
"2024-02-12","Kate Quinn","display","new","3",90
"2024-02-12","Viori Beauty","display","returning","5",40
"2024-02-12","Shinesty","display","returning","3",30
"2024-02-12","Glamnetic","display","new","1",30
"2024-02-12","Needed","display","new","2",100
"2024-02-12","BlendJet","display","returning","12",60
"2024-02-12","True Classic","display","returning","4",0
"2024-02-12","SPONGELLE","display","returning","1",15
"2024-02-12","Monica & Andy Inc.","display","returning","5",50
"2024-02-12","Buffbunny Collection","display","new","1",12
"2024-02-12","Beekman 1802","click","new","1",35
"2024-02-12","Coco Moon","click","returning","2",20
"2024-02-12","Bodily","click","new","1",35
"2024-02-12","MANSCAPED","display","returning","2",0.02
"2024-02-12","The HoneyPot","display","returning","1",5
"2024-02-12","BlendJet","display","new","3",30
"2024-02-12","For Days","display","lapsed","1",30
"2024-02-12","For Days","click","returning","1",15
"2024-02-12","Bodily","display","returning","8",96
"2024-02-12","Newton Baby","display","new","11",30
"2024-02-12","Snuggle Me Organic","display","returning","3",30
"2024-02-12","MANSCAPED","display","new","1",0.01
"2024-02-12","Twillory","click","new","1",15
"2024-02-12","Volcom","display","lapsed","1",15
"2024-02-12","Curie","click","new","1",10
"2024-02-12","Buffbunny Collection","display","returning","3",12
"2024-02-12","INTO THE AM","click","new","1",20
"2024-02-12","Tula Skincare","display","returning","1",0
"2024-02-12","Sol de Janeiro","click","new","2",20
"2024-02-12","Gibsonlook","click","returning","1",18
"2024-02-12","JACK HENRY","display","returning","2",30
"2024-02-12","Opopop","click","new","1",25
"2024-02-12","Snuggle Me Organic","click","lapsed","1",20
"2024-02-12","Kopari","display","returning","1",30
"2024-02-12","Beekman 1802","display","returning","2",20
"2024-02-12","UNTUCKit","display","new","1",40
"2024-02-12","Dieux Skin","display","returning","1",1
"2024-02-12","Tower 28 Beauty","display","returning","1",5
"2024-02-12","Tushbaby","display","new","5",90
"2024-02-12","Electric Picks Jewelry","display","returning","1",15
"2024-02-12","Twillory","display","new","2",30
"2024-02-12","Dr. Squatch","display","new","4",100
"2024-02-12","Primally Pure","display","returning","3",0
"2024-02-12","Sol de Janeiro","display","new","4",80
"2024-02-12","Glamnetic","display","returning","4",40
"2024-02-12","Verdant Lyfe","display","returning","1",6
"2024-02-12","True Classic","display","lapsed","1",45
"2024-02-12","Nood","display","returning","2",0
"2024-02-12","ByHeart","display","new","1",30
"2024-02-12","M.M.LaFleur","display","new","1",150
"2024-02-12","Electric Picks Jewelry","display","new","1",30
"2024-02-12","Vegamour","display","lapsed","2",100
"2024-02-12","Thorlos","display","returning","2",10
"2024-02-12","Dagne Dover","display","new","1",30
"2024-02-13","Dagne Dover","display","lapsed","1",30
"2024-02-13","Tini Lux","click","returning","1",5
"2024-02-13","Viori Beauty","display","new","2",30
"2024-02-13","Love in Faith","display","returning","2",6
"2024-02-13","Snuggle Me Organic","display","new","9",180
"2024-02-13","Snuggle Me Organic","click","new","1",20
"2024-02-13","woolino","display","returning","1",5
"2024-02-13","Buffbunny Collection","display","returning","4",16
"2024-02-13","Newton Baby","display","new","17",36
"2024-02-13","Dieux Skin","display","returning","3",3
"2024-02-13","Trace Minerals","display","returning","1",10
"2024-02-13","Nanit","display","returning","2",50
"2024-02-13","Branch","display","returning","1",45
"2024-02-13","UNTUCKit","click","new","1",40
"2024-02-13","Dieux Skin","click","returning","1",1
"2024-02-13","Wondery","display","returning","1",18
"2024-02-13","Primally Pure","display","new","5",50
"2024-02-13","TriLASTIN","display","returning","1",10
"2024-02-13","Tower 28 Beauty","display","returning","1",5
"2024-02-13","ByHeart","display","returning","2",20
"2024-02-13","SPONGELLE","display","lapsed","1",20
"2024-02-13","HATCH","display","new","3",80
"2024-02-13","Dollar Shave Club","click","returning","1",5
"2024-02-13","Dermaclara, LLC","display","returning","2",20
"2024-02-13","jane iredale","click","returning","1",5
"2024-02-13","Girlfriend Collective","display","returning","1",5
"2024-02-13","cbdMD","display","new","1",20
"2024-02-13","Bodily","display","new","11",385
"2024-02-13","Vegamour","display","lapsed","1",50
"2024-02-13","Konny","display","returning","1",5
"2024-02-13","Glamnetic","display","new","2",60
"2024-02-13","Monica & Andy Inc.","display","returning","2",20
"2024-02-13","For Days","display","returning","4",60
"2024-02-13","Viori Beauty","display","lapsed","1",15
"2024-02-13","BlendJet","display","returning","4",20
"2024-02-13","Canopy","display","new","1",15
"2024-02-13","Kosterina","display","lapsed","1",50
"2024-02-13","Kopari","display","new","1",35
"2024-02-13","For Days","click","returning","1",15
"2024-02-13","Native Pet","display","returning","1",15
"2024-02-13","Monica & Andy Inc.","display","new","3",135
"2024-02-13","Laura Geller","click","new","8",120
"2024-02-13","Vegamour","click","lapsed","1",50
"2024-02-13","Dropps","display","returning","1",5
"2024-02-13","Ursa Major","display","lapsed","1",30
"2024-02-13","Twillory","click","new","1",15
"2024-02-13","Solly Baby","click","new","1",18
"2024-02-13","Lalo","display","new","2",40
"2024-02-13","HATCH","display","lapsed","1",40
"2024-02-13","Twillory","click","returning","4",20
"2024-02-13","Gibsonlook","display","returning","1",18
"2024-02-13","Caraway","display","returning","4",160
"2024-02-13","Boie USA","display","lapsed","1",8
"2024-02-13","Newton Baby","display","returning","1",0
"2024-02-13","Licorice","display","returning","1",0
"2024-02-13","cbdMD","display","returning","2",10
"2024-02-13","August Uncommon Tea","display","returning","2",30
"2024-02-13","LIVELY","display","new","1",35
"2024-02-13","Vegamour","display","new","5",250
"2024-02-13","Afloral","display","returning","2",40
"2024-02-13","MANSCAPED","display","new","2",0.02
"2024-02-13","Bodily","display","returning","15",180
"2024-02-13","Caden Lane","display","new","15",480
"2024-02-13","Dagne Dover","click","returning","1",20
"2024-02-13","Kopari","display","lapsed","1",35
"2024-02-13","biom","display","returning","2",30
"2024-02-13","True Botanicals","display","returning","2",10
"2024-02-13","Winky Lux","display","returning","1",11
"2024-02-13","Curie","display","returning","3",15
"2024-02-13","Beginning Boutique","display","lapsed","1",30
"2024-02-13","True Classic","display","returning","2",0
"2024-02-13","Dollar Shave Club","display","returning","11",55
"2024-02-13","Thorlos","display","returning","1",5
"2024-02-13","Little Words Project","display","new","1",15
"2024-02-13","Cadence","display","returning","2",30
"2024-02-13","Caden Lane","display","returning","17",340
"2024-02-13","Joanna Vargas Skincare","click","returning","1",10
"2024-02-13","SeaVees","display","returning","1",10
"2024-02-13","Dr. Squatch","click","new","2",50
"2024-02-13","Sol de Janeiro","display","returning","12",80
"2024-02-13","ettitude","click","new","1",75
"2024-02-13","Laura Geller","click","returning","1",0
"2024-02-13","SPONGELLE","display","returning","1",15
"2024-02-13","Coterie","display","new","9",148.5
"2024-02-13","Gibsonlook","display","lapsed","1",38
"2024-02-13","Beekman 1802","display","lapsed","1",35
"2024-02-13","LIVELY","display","returning","1",20
"2024-02-13","For Days","click","new","1",30
"2024-02-13","Elegant Baby","display","lapsed","1",40
"2024-02-13","Love in Faith","click","new","2",20
"2024-02-13","Carve Designs","display","returning","3",30
"2024-02-13","Volcom","display","returning","2",16
"2024-02-13","Licorice","display","new","1",25
"2024-02-13","True Classic","display","lapsed","1",45
"2024-02-13","Create","display","returning","1",15
"2024-02-13","Carve Designs","display","lapsed","1",50
"2024-02-13","Caden Lane","display","lapsed","3",96
"2024-02-13","Glamnetic","display","returning","6",60
"2024-02-13","Oeuf","display","returning","1",20
"2024-02-13","Blueland","display","new","5",99
"2024-02-13","NEIWAI","display","new","1",40
"2024-02-13","Viori Beauty","display","returning","4",32
"2024-02-13","Dr. Squatch","display","new","8",200
"2024-02-13","Tushbaby","display","new","1",18
"2024-02-13","Dr. Squatch","display","returning","19",19
"2024-02-13","Homesick Candles","display","returning","2",29.74
"2024-02-13","True Botanicals","display","new","1",15
"2024-02-13","Gathre","display","returning","2",40
"2024-02-13","Pretzels.com","display","new","2",50
"2024-02-13","Dagne Dover","display","new","1",30
"2024-02-13","Twillory","display","returning","1",5
"2024-02-13","jane iredale","display","returning","3",15
"2024-02-13","Glamnetic","display","lapsed","2",60
"2024-02-13","Vegamour","display","returning","7",35
"2024-02-13","Buffbunny Collection","display","new","1",12
"2024-02-13","Blueland","click","new","1",33
"2024-02-13","Liquid I.V.","display","new","7",245
"2024-02-13","Muslin Comfort","display","returning","1",5
"2024-02-13","Ursa Major","display","returning","5",49.9
"2024-02-13","Alpyn Beauty","click","returning","1",20
"2024-02-13","Foria","click","new","1",20
"2024-02-13","Caraway","display","new","1",70
"2024-02-13","Aura Bora","display","returning","2",20
"2024-02-13","Once Upon a Farm","display","new","1",40
"2024-02-13","Saranoni Luxury Blankets","display","lapsed","1",15
"2024-02-13","Storq","display","returning","2",40
"2024-02-13","Lalo","display","returning","5",50
"2024-02-13","Sol de Janeiro","click","new","4",60
"2024-02-13","Viori Beauty","click","returning","1",8
"2024-02-13","Hello Cake","display","returning","2",40
"2024-02-13","Coterie","display","returning","1",0
"2024-02-13","Dame","display","new","1",35
"2024-02-13","Liquid I.V.","display","returning","5",0
"2024-02-13","Love in Faith","display","new","1",10
"2024-02-13","Tula Skincare","display","new","2",100
"2024-02-13","Sol de Janeiro","click","returning","1",10
"2024-02-13","True Classic","display","new","7",315
"2024-02-13","Nood","display","new","1",60
"2024-02-13","MANSCAPED","display","returning","3",0.03
"2024-02-13","Love in Faith","click","returning","5",15
"2024-02-13","Tini Lux","display","new","1",30
"2024-02-13","Beginning Boutique","display","returning","1",10
"2024-02-13","BlendJet","display","new","3",30
"2024-02-13","Konny","display","new","1",10
"2024-02-13","Sol de Janeiro","display","lapsed","2",40
"2024-02-13","ByHeart","display","new","3",90
"2024-02-13","Little Words Project","display","returning","2",20
"2024-02-13","Tushbaby","click","new","2",36
"2024-02-13","Girlfriend Collective","display","lapsed","1",25
"2024-02-13","Saranoni Luxury Blankets","display","returning","2",20
"2024-02-13","Solly Baby","display","new","1",18
"2024-02-13","ettitude","display","returning","2",110
"2024-02-13","True Classic","click","new","10",450
"2024-02-13","Snuggle Me Organic","display","returning","1",10
"2024-02-13","Shinesty","display","returning","2",20
"2024-02-13","Posh Peanut","display","returning","1",0
"2024-02-13","Sol de Janeiro","display","new","14",240
"2024-02-13","HATCH","display","returning","5",20
"2024-02-13","Siblings","display","returning","1",10
"2024-02-13","Kopari","display","returning","1",30
"2024-02-13","Dagne Dover","display","returning","2",40
"2024-02-13","Cadence","click","returning","1",15
"2024-02-13","Bask Suncare","display","lapsed","1",40
"2024-02-13","Liquid I.V.","display","lapsed","2",70
"2024-02-13","Willow Pumps","display","new","2",80
"2024-02-13","Otteroo","click","new","2",7.5
"2024-02-13","Crown Affair","display","new","1",18.29
"2024-02-13","Koio","display","returning","2",100
"2024-02-13","ettitude","click","returning","1",55
"2024-02-13","Curie","click","returning","1",5
"2024-02-13","M.M.LaFleur","display","returning","1",50
"2024-02-13","IVL Collective","click","new","1",40
"2024-02-13","Wolf & Shepherd","display","returning","2",30
"2024-02-13","Gibsonlook","click","new","1",38
"2024-02-13","Glamnetic","click","new","4",120
"2024-02-13","Willow Pumps","display","returning","1",0
"2024-02-13","Beekman 1802","click","returning","1",10
"2024-02-14","Love in Faith","display","returning","26",78
"2024-02-14","Girlfriend Collective","display","lapsed","4",100
"2024-02-14","D.S. & Durga","click","new","1",40
"2024-02-14","True Botanicals","click","returning","1",5
"2024-02-14","Cadence","display","new","1",0
"2024-02-14","Dollar Shave Club","display","returning","7",35
"2024-02-14","Coterie","click","new","1",16.5
"2024-02-14","Elegant Baby","display","returning","1",20
"2024-02-14","Volcom","display","new","1",15
"2024-02-14","Crown Affair","click","new","1",18.29
"2024-02-14","Nanit","display","returning","1",25
"2024-02-14","For Days","display","new","3",90
"2024-02-14","Wildfang","display","returning","1",15
"2024-02-14","Wolf & Shepherd","display","new","1",50
"2024-02-14","Morphe","display","returning","1",25
"2024-02-14","Bodily","display","new","4",140
"2024-02-14","Highline Wellness","display","returning","1",7
"2024-02-14","Solly Baby","click","lapsed","1",18
"2024-02-14","Twillory","display","returning","3",15
"2024-02-14","Vegamour","display","returning","7",30
"2024-02-14","Viori Beauty","display","lapsed","1",15
"2024-02-14","True Botanicals","display","returning","2",5
"2024-02-14","HATCH","display","returning","11",40
"2024-02-14","M.M.LaFleur","display","returning","2",100
"2024-02-14","Lalo","display","returning","6",60
"2024-02-14","Coterie","display","new","5",82.5
"2024-02-14","MANSCAPED","display","returning","2",0.02
"2024-02-14","Lalabu","display","new","1",7
"2024-02-14","Blueland","display","new","2",0
"2024-02-14","Snuggle Me Organic","display","new","6",120
"2024-02-14","MANSCAPED","display","new","1",0.01
"2024-02-14","True Classic","display","returning","2",0
"2024-02-14","Sol de Janeiro","display","returning","22",150
"2024-02-14","vitruvi","display","returning","2",80
"2024-02-14","Love in Faith","click","returning","2",6
"2024-02-14","Tushbaby","display","returning","1",5
"2024-02-14","Dagne Dover","display","new","2",60
"2024-02-14","Cadence","display","lapsed","1",35
"2024-02-14","Nuudii System","display","returning","1",15
"2024-02-14","Pretzels.com","click","returning","1",0
"2024-02-14","For Days","display","lapsed","1",30
"2024-02-14","Tula Skincare","display","returning","1",0
"2024-02-14","Saranoni Luxury Blankets","display","returning","1",10
"2024-02-14","INH Hair","display","lapsed","1",40
"2024-02-14","Twillory","display","new","1",15
"2024-02-14","MANSCAPED","click","new","1",0.01
"2024-02-14","INH Hair","display","returning","1",10
"2024-02-14","Beekman 1802","display","returning","4",40
"2024-02-14","LIVELY","display","returning","2",40
"2024-02-14","Tula Skincare","display","new","2",100
"2024-02-14","Vegamour","click","returning","1",5
"2024-02-14","Nanit","display","new","1",50
"2024-02-14","Dr. Squatch","display","new","5",125
"2024-02-14","Nood","display","new","1",60
"2024-02-14","Bodily","click","lapsed","1",35
"2024-02-14","Dagne Dover","display","returning","3",60
"2024-02-14","Ursa Major","click","returning","1",9.98
"2024-02-14","Glamnetic","display","returning","6",60
"2024-02-14","Amberjack","display","new","1",60
"2024-02-14","Pretzels.com","display","new","2",50
"2024-02-14","August Uncommon Tea","display","returning","1",15
"2024-02-14","Crown Affair","click","returning","1",12.72
"2024-02-14","JACK HENRY","display","new","1",35
"2024-02-14","LIVELY","click","new","2",70
"2024-02-14","BlendJet","click","new","1",10
"2024-02-14","Kate Quinn","display","new","1",30
"2024-02-14","Vegamour","display","lapsed","2",100
"2024-02-14","INTO THE AM","display","returning","2",20
"2024-02-14","Tushbaby","click","new","1",18
"2024-02-14","Caraway","display","returning","1",40
"2024-02-14","Vacation®","click","new","1",14
"2024-02-14","Storq","display","returning","1",20
"2024-02-14","Carve Designs","display","returning","2",20
"2024-02-14","Newton Baby","click","returning","1",0
"2024-02-14","Lalo","display","new","3",60
"2024-02-14","Corpus Naturals","click","returning","1",10
"2024-02-14","Gibsonlook","display","returning","3",54
"2024-02-14","Love in Faith","click","new","1",10
"2024-02-14","Beyond Polish","click","new","1",8
"2024-02-14","Tushbaby","display","new","3",54
"2024-02-14","Modern Picnic","display","new","2",140
"2024-02-14","Newton Baby","display","new","10",21
"2024-02-14","Love in Faith","display","lapsed","3",30
"2024-02-14","Sol de Janeiro","click","new","3",40
"2024-02-14","Posh Peanut","display","new","1",20
"2024-02-14","Buffbunny Collection","display","returning","2",8
"2024-02-14","Sol de Janeiro","display","lapsed","2",40
"2024-02-14","HATCH","display","new","1",0
"2024-02-14","Foria","display","returning","1",16
"2024-02-14","Glamnetic","display","new","1",30
"2024-02-14","Wildfang","click","new","1",80
"2024-02-14","True Classic","display","new","11",495
"2024-02-14","esmi Skin Minerals","display","returning","1",40
"2024-02-14","Liquid I.V.","display","lapsed","1",35
"2024-02-14","My Girl Wellness","display","returning","1",2
"2024-02-14","For Days","display","returning","4",60
"2024-02-14","Vegamour","display","new","3",150
"2024-02-14","Beginning Boutique","display","new","1",30
"2024-02-14","BlendJet","display","new","2",20
"2024-02-14","Glamnetic","display","lapsed","1",30
"2024-02-14","Carve Designs","display","lapsed","1",50
"2024-02-14","Dollar Shave Club","click","new","1",30
"2024-02-14","Viori Beauty","display","new","1",15
"2024-02-14","Caraway","display","new","3",210
"2024-02-14","Dropps","click","returning","1",5
"2024-02-14","Afloral","display","new","1",30
"2024-02-14","Bodily","display","returning","10",120
"2024-02-14","Wolf & Shepherd","display","returning","4",60
"2024-02-14","Caden Lane","display","new","14",448
"2024-02-14","Kopari","display","returning","2",60
"2024-02-14","SENREVE","display","returning","1",10
"2024-02-14","Ursa Major","display","returning","8",79.84
"2024-02-14","Gathre","display","returning","2",40
"2024-02-14","Billy Reid","display","lapsed","1",100
"2024-02-14","Monica & Andy Inc.","display","returning","1",10
"2024-02-14","Liquid I.V.","display","new","11",385
"2024-02-14","Dieux Skin","click","returning","2",2
"2024-02-14","UNTUCKit","display","returning","2",40
"2024-02-14","Sol de Janeiro","display","new","17",220
"2024-02-14","BlendJet","display","returning","3",15
"2024-02-14","Manduka","click","new","1",32
"2024-02-14","Little Words Project","display","returning","6",60
"2024-02-14","Liquid I.V.","display","returning","5",0
"2024-02-14","SeaVees","display","returning","1",10
"2024-02-14","Caden Lane","display","lapsed","2",64
"2024-02-14","Caden Lane","display","returning","17",340
"2024-02-14","Gathre","click","returning","1",20
"2024-02-14","Dropps","display","returning","2",10
"2024-02-14","Le Mini Macaron","display","returning","1",20
"2024-02-14","For Days","click","new","2",60
"2024-02-14","jane iredale","display","returning","3",15
"2024-02-14","Willow Pumps","display","returning","1",0
"2024-02-14","Dagne Dover","display","lapsed","1",30
"2024-02-14","Laura Geller","click","new","8",120
"2024-02-14","Billy Reid","display","returning","1",70
"2024-02-14","Snuggle Me Organic","display","returning","1",10
"2024-02-14","Dr. Squatch","display","returning","21",21
"2024-02-14","True Classic","click","new","11",495
"2024-02-14","Saranoni Luxury Blankets","click","returning","1",10
"2024-02-14","Cadence","display","returning","4",15
"2024-02-14","Viori Beauty","click","returning","1",8
"2024-02-14","Wolf & Shepherd","click","new","2",100
"2024-02-14","Saranoni Luxury Blankets","display","lapsed","1",15
"2024-02-14","NEIWAI","display","lapsed","1",40
"2024-02-14","Viori Beauty","display","returning","6",48
"2024-02-14","Sol de Janeiro","click","returning","1",10
"2024-02-14","Create","display","returning","1",15
"2024-02-14","Bodily","click","returning","1",12
"2024-02-14","Laura Geller","click","returning","1",0
"2024-02-15","UNTUCKit","display","new","1",40
"2024-02-15","D.S. & Durga","display","new","1",40
"2024-02-15","Bad Birdie","display","returning","1",5
"2024-02-15","Viori Beauty","display","returning","3",24
"2024-02-15","DEUX","display","returning","1",15
"2024-02-15","Thorlos","display","returning","1",5
"2024-02-15","True Botanicals","display","returning","2",10
"2024-02-15","jane iredale","click","returning","2",10
"2024-02-15","Caraway","click","new","1",70
"2024-02-15","NEIWAI","display","returning","1",20
"2024-02-15","Glamnetic","display","lapsed","1",30
"2024-02-15","12|12","display","returning","1",10
"2024-02-15","Dropps","display","returning","1",5
"2024-02-15","Cadence","display","returning","2",30
"2024-02-15","Serenity Kids","display","new","1",30
"2024-02-15","Carve Designs","display","returning","3",30
"2024-02-15","Little Words Project","display","returning","6",60
"2024-02-15","Dermaclara, LLC","display","new","1",15
"2024-02-15","Newton Baby","display","new","12",24
"2024-02-15","Sol de Janeiro","click","returning","2",20
"2024-02-15","INBLOOM","click","returning","1",25
"2024-02-15","JOI","display","lapsed","1",30
"2024-02-15","Dr. Motion","display","returning","1",1.5
"2024-02-15","Bad Birdie","display","lapsed","1",50
"2024-02-15","Caden Lane","display","lapsed","1",32
"2024-02-15","Cadence","click","new","1",35
"2024-02-15","HATCH","display","returning","9",0
"2024-02-15","HATCH","click","returning","1",10
"2024-02-15","Dermaclara, LLC","display","returning","1",10
"2024-02-15","Aura Bora","click","returning","1",10
"2024-02-15","Tula Skincare","click","new","2",100
"2024-02-15","My Medic","display","returning","2",20
"2024-02-15","My Girl Wellness","display","returning","1",2
"2024-02-15","Snuggle Me Organic","display","new","3",60
"2024-02-15","Dr. Squatch","display","new","3",75
"2024-02-15","Glamnetic","display","new","1",30
"2024-02-15","True Classic","display","returning","2",0
"2024-02-15","BlendJet","display","returning","4",20
"2024-02-15","Billy Reid","display","lapsed","1",100
"2024-02-15","Dr. Squatch","click","new","1",25
"2024-02-15","Otteroo","display","new","2",7.5
"2024-02-15","Love in Faith","display","returning","17",51
"2024-02-15","jane iredale","display","returning","4",20
"2024-02-15","Dermaclara, LLC","click","new","1",15
"2024-02-15","Liquid I.V.","display","new","7",245
"2024-02-15","Opopop","click","new","1",25
"2024-02-15","Bodily","display","returning","7",84
"2024-02-15","Vegamour","click","new","1",50
"2024-02-15","Blueland","display","new","3",99
"2024-02-15","Rains","click","new","1",28
"2024-02-15","Wildfang","display","returning","1",15
"2024-02-15","LIVELY","display","returning","1",20
"2024-02-15","MANSCAPED","display","returning","1",0.01
"2024-02-15","Homesick Candles","display","returning","1",14.87
"2024-02-15","Otteroo","click","new","1",3.75
"2024-02-15","Snuggle Me Organic","display","returning","2",20
"2024-02-15","Wolf & Shepherd","display","new","2",100
"2024-02-15","Afloral","click","lapsed","1",30
"2024-02-15","Saranoni Luxury Blankets","display","lapsed","1",15
"2024-02-15","Monica & Andy Inc.","display","new","1",45
"2024-02-15","August Uncommon Tea","display","lapsed","1",20
"2024-02-15","Amberjack","display","returning","1",30
"2024-02-15","FullWell","display","returning","1",15
"2024-02-15","True Classic","display","new","11",495
"2024-02-15","SPONGELLE","display","returning","1",15
"2024-02-15","Girlfriend Collective","display","lapsed","2",50
"2024-02-15","Ursa Major","click","returning","1",9.98
"2024-02-15","Love in Faith","display","lapsed","2",20
"2024-02-15","woolino","display","returning","1",5
"2024-02-15","Vegamour","display","new","1",50
"2024-02-15","Le Mini Macaron","display","returning","1",20
"2024-02-15","Canopy","click","new","1",15
"2024-02-15","Tower 28 Beauty","click","new","1",15
"2024-02-15","Twillory","display","new","1",15
"2024-02-15","Coterie","display","new","9",148.5
"2024-02-15","Caden Lane","display","new","10",320
"2024-02-15","Consciously Baby","click","returning","1",10
"2024-02-15","Bodily","display","new","7",245
"2024-02-15","Caden Lane","click","new","2",64
"2024-02-15","Fable Home","display","returning","1",50
"2024-02-15","Aura Bora","display","returning","1",10
"2024-02-15","Kosterina","display","lapsed","1",50
"2024-02-15","Billy Reid","display","returning","2",140
"2024-02-15","Curie","display","returning","5",25
"2024-02-15","Dagne Dover","display","new","3",90
"2024-02-15","Liquid I.V.","display","returning","4",0
"2024-02-15","Otteroo","display","returning","1",2
"2024-02-15","Love in Faith","click","new","1",10
"2024-02-15","Gathre","display","returning","2",40
"2024-02-15","Beekman 1802","display","returning","2",20
"2024-02-15","Cadence","display","new","1",35
"2024-02-15","Dagne Dover","display","lapsed","1",30
"2024-02-15","Dollar Shave Club","display","returning","8",40
"2024-02-15","Caraway","display","returning","2",80
"2024-02-15","INH Hair","display","returning","1",10
"2024-02-15","Kate Quinn","display","new","2",60
"2024-02-15","Muslin Comfort","display","returning","1",5
"2024-02-15","Shinesty","click","new","1",20
"2024-02-15","Dermaclara, LLC","click","returning","1",10
"2024-02-15","Sol de Janeiro","click","new","1",20
"2024-02-15","Kopari","display","new","1",35
"2024-02-15","Caden Lane","display","returning","16",320
"2024-02-15","NEIWAI","display","new","1",40
"2024-02-15","Koio","display","returning","1",50
"2024-02-15","August Uncommon Tea","display","returning","2",30
"2024-02-15","Dr. Squatch","display","returning","18",18
"2024-02-15","For Days","display","returning","8",120
"2024-02-15","Love in Faith","click","returning","1",3
"2024-02-15","Dame","click","new","1",35
"2024-02-15","Willow Pumps","display","new","5",200
"2024-02-15","Tushbaby","click","new","1",18
"2024-02-15","Dagne Dover","click","new","1",30
"2024-02-15","Love in Faith","display","new","4",40
"2024-02-15","Kopari","display","returning","2",60
"2024-02-15","Mario Badescu Skin Care","click","new","1",12
"2024-02-15","Sol de Janeiro","click","lapsed","1",20
"2024-02-15","California Arts","display","returning","1",20
"2024-02-15","Dr. Squatch","click","returning","3",3
"2024-02-15","Caraway","display","lapsed","1",70
"2024-02-15","Kate Quinn","display","returning","1",0
"2024-02-15","Caden Lane","click","returning","1",20
"2024-02-15","True Classic","click","new","12",540
"2024-02-15","Sol de Janeiro","display","new","9",140
"2024-02-15","UNTUCKit","click","new","1",40
"2024-02-15","Caraway","display","new","1",70
"2024-02-15","Volcom","display","returning","1",8
"2024-02-15","Sunday Citizen","display","new","1",70
"2024-02-15","Tower 28 Beauty","display","returning","1",5
"2024-02-15","The HoneyPot","display","returning","1",5
"2024-02-15","Primally Pure","display","new","1",10
"2024-02-15","Morphe","display","returning","1",25
"2024-02-15","Nanit","display","returning","1",25
"2024-02-15","Dieux Skin","display","new","1",2
"2024-02-15","Buffbunny Collection","display","returning","3",12
"2024-02-15","Sol de Janeiro","display","lapsed","1",20
"2024-02-15","M.M.LaFleur","click","lapsed","1",150
"2024-02-15","Saranoni Luxury Blankets","display","new","1",15
"2024-02-15","Laura Geller","click","new","9",135
"2024-02-15","Lalo","display","new","4",80
"2024-02-15","Ursa Major","display","returning","7",69.86
"2024-02-15","MantraBand","display","returning","1",10
"2024-02-15","cbdMD","display","returning","1",5
"2024-02-15","HATCH","display","lapsed","1",0
"2024-02-15","Hedley & Bennett","click","new","1",40
"2024-02-15","Hedley & Bennett","display","returning","1",24.97
"2024-02-15","Tushbaby","display","new","4",72
"2024-02-15","Twillory","display","returning","1",5
"2024-02-15","Sol de Janeiro","display","returning","20",100
"2024-02-15","HATCH","display","new","2",0
"2024-02-15","Nood","click","new","1",60
"2024-02-15","Ami Colé","display","returning","1",5
"2024-02-15","D.S. & Durga","display","returning","1",40
"2024-02-15","Crown Affair","display","new","1",18.29
