PUBLISHER,BRAND_NAME,DISPLAY_CUSTOMER_TYPE,DISTINCT_MERCHANTS_AT_LOAD_TIME,ML_MODEL,BRAND_IMPRESSIONS,CONV_COUNT,TOTAL_AD_SPEND,REVENUE_PER_BRAND_IMPRESSION,CVR
Thorlos,MANSCAPED,new_customer,1,contextual,110,0,$0.00,$0.0000,0.0000%
Foria,Shinesty,new_customer,2,boost5,110,0,$0.00,$0.0000,0.0000%
Serenity Kids,M.M.LaFleur,new_customer,2,boost5,110,0,$0.00,$0.0000,0.0000%
Moonglow,NOMAD Grills,new_customer,2,boost5,110,0,$0.00,$0.0000,0.0000%
Dreamland Baby,Morphe,new_customer,2,boost5,110,0,$0.00,$0.0000,0.0000%
Dollar Shave Club,Shinesty,new_customer,2,boost5,110,0,$0.00,$0.0000,0.0000%
Posh Peanut,Ruggish Co.,new_customer,6,boost5,109,0,$0.00,$0.0000,0.0000%
Dagne Dover,Cadence,new_customer,0,lookalike,109,0,$0.00,$0.0000,0.0000%
Solly Baby,Willow Pumps,new_customer,3,boost5,109,0,$0.00,$0.0000,0.0000%
Lunya,Year & Day,new_customer,2,boost5,109,0,$0.00,$0.0000,0.0000%
Sol de Janeiro,NEIWAI,new_customer,1,bert4recs1,112,0,$0.00,$0.0000,0.0000%
Twillory,Dagne Dover,new_customer,2,boost5,109,0,$0.00,$0.0000,0.0000%
Electric Picks Jewelry,Mario Badescu Skin Care,new_customer,1,boost5,109,0,$0.00,$0.0000,0.0000%
Snuggle Me Organic,Newton Baby,new_customer,3,bert4recs1,109,0,$0.00,$0.0000,0.0000%
Laura Geller,MantraBand,returning_customer,2,boost5,112,0,$0.00,$0.0000,0.0000%
Dreamland Baby,Oradina,new_customer,2,boost5,109,0,$0.00,$0.0000,0.0000%
Morphe,Glamnetic,new_customer,3,boost5,109,0,$0.00,$0.0000,0.0000%
Bodily,Kindra,new_customer,0,contextual,109,0,$0.00,$0.0000,0.0000%
iota,True Classic,new_customer,1,boost5,109,0,$0.00,$0.0000,0.0000%
Pretzels.com,Lollipetals,new_customer,0,contextual,109,0,$0.00,$0.0000,0.0000%
ByHeart,Snuggle Me Organic,new_customer,2,boost5,109,0,$0.00,$0.0000,0.0000%
Sol de Janeiro,Girlfriend Collective,new_customer,2,boost5,110,0,$0.00,$0.0000,0.0000%
Faherty Brand,Oars + Alps,new_customer,5,boost5,109,0,$0.00,$0.0000,0.0000%
Laura Geller,Ursa Major,new_customer,2,lookalike,112,0,$0.00,$0.0000,0.0000%
Girlfriend Collective,Tula Skincare,new_customer,1,boost5,109,0,$0.00,$0.0000,0.0000%
Dollar Shave Club,Liquid I.V.,new_customer,5,bert4recs1,109,0,$0.00,$0.0000,0.0000%
Morphe,LIVELY,new_customer,2,bert4recs1,109,0,$0.00,$0.0000,0.0000%
Lovevery,Nanit,new_customer,1,boost5,109,0,$0.00,$0.0000,0.0000%
Felix Gray,True Classic,new_customer,0,contextual,109,0,$0.00,$0.0000,0.0000%
Kosas Cosmetics,Glamnetic,new_customer,4,boost5,109,0,$0.00,$0.0000,0.0000%
Olive & June,Laura Geller,new_customer,8,bert4recs1,109,0,$0.00,$0.0000,0.0000%
Buffbunny Collection,ARMRA Colostrum™,new_customer,1,boost5,109,0,$0.00,$0.0000,0.0000%
Verdant Lyfe,NOMAD Grills,new_customer,1,boost5,109,0,$0.00,$0.0000,0.0000%
Willow Pumps,Caden Lane,new_customer,6,bert4recs1,109,1,$32.00,$0.2936,0.9174%
INTO THE AM,BlendJet,new_customer,1,boost5,109,0,$0.00,$0.0000,0.0000%
Faherty Brand,Divi,new_customer,4,boost5,109,0,$0.00,$0.0000,0.0000%
Tubby Todd Bath Co.,Nanit,returning_customer,5,bert4recs1,109,1,$25.00,$0.2294,0.9174%
Spyder,Tini Lux,new_customer,0,,109,0,$0.00,$0.0000,0.0000%
Ursa Major,Lunya,new_customer,4,boost5,109,0,$0.00,$0.0000,0.0000%
Caden Lane,Oradina,new_customer,7,boost5,109,0,$0.00,$0.0000,0.0000%
Sol de Janeiro,Posh Peanut,new_customer,1,boost5,110,0,$0.00,$0.0000,0.0000%
Caden Lane,Once Upon a Farm,new_customer,0,contextual,109,0,$0.00,$0.0000,0.0000%
Buffbunny Collection,Tula Skincare,new_customer,1,contextual,109,0,$0.00,$0.0000,0.0000%
Twillory,Dr. Squatch,new_customer,0,lookalike,109,0,$0.00,$0.0000,0.0000%
Morphe,Caraway,new_customer,1,bert4recs1,109,0,$0.00,$0.0000,0.0000%
Dr. Squatch,GRIP6,new_customer,1,boost5,109,0,$0.00,$0.0000,0.0000%
Needed,Snuggle Me Organic,new_customer,0,contextual,109,0,$0.00,$0.0000,0.0000%
Winky Lux,Lunya,new_customer,2,boost5,109,0,$0.00,$0.0000,0.0000%
Tubby Todd Bath Co.,Snuggle Me Organic,returning_customer,1,boost5,109,0,$0.00,$0.0000,0.0000%
Newton Baby,Tubby Todd Bath Co.,new_customer,6,boost5,109,0,$0.00,$0.0000,0.0000%
Twillory,Amberjack,new_customer,1,contextual,109,0,$0.00,$0.0000,0.0000%
Oradina,Common Era Jewelry,new_customer,0,contextual,109,0,$0.00,$0.0000,0.0000%
Monica & Andy Inc.,Liquid I.V.,new_customer,3,boost5,109,0,$0.00,$0.0000,0.0000%
Nood,Caden Lane,new_customer,1,bert4recs1,109,0,$0.00,$0.0000,0.0000%
Laura Geller,SPONGELLE,returning_customer,4,boost5,111,0,$0.00,$0.0000,0.0000%
Tubby Todd Bath Co.,Bodily,returning_customer,7,bert4recs1,109,0,$0.00,$0.0000,0.0000%
Girlfriend Collective,Laura Geller,new_customer,1,bert4recs1,109,0,$0.00,$0.0000,0.0000%
Buffbunny Collection,Vegamour,new_customer,3,bert4recs1,109,0,$0.00,$0.0000,0.0000%
Dropps,M.M.LaFleur,new_customer,4,boost5,109,0,$0.00,$0.0000,0.0000%
MantraBand,Year & Day,new_customer,3,boost5,109,0,$0.00,$0.0000,0.0000%
Sol de Janeiro,Laura Geller,new_customer,9,boost5,109,0,$0.00,$0.0000,0.0000%
Dreamland Baby,BlendJet,new_customer,2,boost5,109,0,$0.00,$0.0000,0.0000%
Electric Picks Jewelry,Mario Badescu Skin Care,new_customer,1,bert4recs1,109,0,$0.00,$0.0000,0.0000%
Caden Lane,M.M.LaFleur,new_customer,8,boost5,109,0,$0.00,$0.0000,0.0000%
Dagne Dover,Girlfriend Collective,new_customer,5,boost5,109,0,$0.00,$0.0000,0.0000%
Bobbie,M.M.LaFleur,new_customer,1,boost5,109,0,$0.00,$0.0000,0.0000%
Monica & Andy Inc.,Tula Skincare,new_customer,2,boost5,109,0,$0.00,$0.0000,0.0000%
LIVELY,Laura Geller,new_customer,4,bert4recs1,109,0,$0.00,$0.0000,0.0000%
Tushbaby,Posh Peanut,new_customer,0,contextual,109,0,$0.00,$0.0000,0.0000%
Halfdays,Kosas Cosmetics,new_customer,5,boost5,109,0,$0.00,$0.0000,0.0000%
Branch,Caraway,new_customer,0,lookalike,109,0,$0.00,$0.0000,0.0000%
vitruvi,Lunya,new_customer,2,boost5,109,0,$0.00,$0.0000,0.0000%
Crown Affair,KraveBeauty,new_customer,1,boost5,109,0,$0.00,$0.0000,0.0000%
Tubby Todd Bath Co.,Sol de Janeiro,new_customer,0,lookalike,108,0,$0.00,$0.0000,0.0000%
HATCH,Dagne Dover,new_customer,1,bert4recs1,108,0,$0.00,$0.0000,0.0000%
Tubby Todd Bath Co.,Tula Skincare,new_customer,8,boost5,108,1,$50.00,$0.4630,0.9259%
Safari Ltd,MAXPRO Fitness,new_customer,2,boost5,108,0,$0.00,$0.0000,0.0000%
Bodily,Newton Baby,new_customer,1,boost5,108,1,$3.00,$0.0278,0.9259%
vitruvi,Vegamour,new_customer,1,boost5,108,0,$0.00,$0.0000,0.0000%
Beginning Boutique,Tula Skincare,new_customer,1,lookalike,108,0,$0.00,$0.0000,0.0000%
Bobbie,NOMAD Grills,new_customer,3,boost5,108,0,$0.00,$0.0000,0.0000%
True Botanicals,Carve Designs,new_customer,0,lookalike,108,0,$0.00,$0.0000,0.0000%
iHeartRaves,Glamnetic,new_customer,1,boost5,108,0,$0.00,$0.0000,0.0000%
Tubby Todd Bath Co.,Little Words Project,returning_customer,3,boost5,108,0,$0.00,$0.0000,0.0000%
Fuse Lenses,Liquid I.V.,new_customer,2,boost5,108,0,$0.00,$0.0000,0.0000%
Lalo,Snuggle Me Organic,new_customer,6,boost5,108,0,$0.00,$0.0000,0.0000%
Ritual Zero Proof,Blueland,new_customer,1,boost5,108,0,$0.00,$0.0000,0.0000%
Solly Baby,Tula Skincare,new_customer,5,boost5,108,0,$0.00,$0.0000,0.0000%
Halfdays,Little Words Project,new_customer,3,bert4recs1,108,0,$0.00,$0.0000,0.0000%
Tubby Todd Bath Co.,Tushbaby,new_customer,5,bert4recs1,108,0,$0.00,$0.0000,0.0000%
Hello Cake,Dr. Squatch,new_customer,2,boost5,108,0,$0.00,$0.0000,0.0000%
Snuggle Me Organic,HATCH,new_customer,1,contextual,108,0,$0.00,$0.0000,0.0000%
BelliWelli,Liquid I.V.,new_customer,1,boost5,108,0,$0.00,$0.0000,0.0000%
NEIWAI,Dieux Skin,new_customer,0,contextual,108,0,$0.00,$0.0000,0.0000%
For Days,Branch,new_customer,2,boost5,108,0,$0.00,$0.0000,0.0000%
Wolf & Shepherd,Twillory,new_customer,0,lookalike,108,0,$0.00,$0.0000,0.0000%
Posh Peanut,Willow Pumps,new_customer,8,boost5,108,0,$0.00,$0.0000,0.0000%
Dreamland Baby,Dr. Squatch,new_customer,3,bert4recs1,108,0,$0.00,$0.0000,0.0000%
Beyond Polish,Vegamour,new_customer,2,contextual,108,0,$0.00,$0.0000,0.0000%
Morphe,Tubby Todd Bath Co.,new_customer,1,boost5,108,0,$0.00,$0.0000,0.0000%
Dagne Dover,Snuggle Me Organic,new_customer,6,boost5,108,0,$0.00,$0.0000,0.0000%
Laura Geller,Carve Designs,lapsed_customer,4,boost5,111,0,$0.00,$0.0000,0.0000%
Maverick & Co.,MANSCAPED,new_customer,2,bert4recs1,108,0,$0.00,$0.0000,0.0000%
OUAI,M.M.LaFleur,new_customer,2,boost5,108,0,$0.00,$0.0000,0.0000%
For Days,Blueland,new_customer,9,boost5,108,0,$0.00,$0.0000,0.0000%
Dreamland Baby,Vegamour,new_customer,3,bert4recs1,108,0,$0.00,$0.0000,0.0000%
Bobbie,Monica & Andy Inc.,new_customer,1,bert4recs1,108,0,$0.00,$0.0000,0.0000%
Sol de Janeiro,INH Hair,new_customer,2,bert4recs1,109,0,$0.00,$0.0000,0.0000%
SeaVees,Hedley & Bennett,new_customer,1,boost5,108,0,$0.00,$0.0000,0.0000%
Felix Gray,Dagne Dover,new_customer,1,boost5,108,0,$0.00,$0.0000,0.0000%
Maverick & Co.,Goodlife Clothing,new_customer,0,contextual,108,0,$0.00,$0.0000,0.0000%
Dr. Squatch,Twillory,new_customer,2,bert4recs1,108,0,$0.00,$0.0000,0.0000%
INTO THE AM,BlendJet,new_customer,2,bert4recs1,108,0,$0.00,$0.0000,0.0000%
Houseplant,NOMAD Grills,new_customer,0,contextual,108,0,$0.00,$0.0000,0.0000%
Otteroo,Lalabu,new_customer,0,contextual,108,0,$0.00,$0.0000,0.0000%
Crown Affair,LIVELY,new_customer,2,boost5,108,0,$0.00,$0.0000,0.0000%
Buffbunny Collection,ettitude,new_customer,2,boost5,108,0,$0.00,$0.0000,0.0000%
Glamnetic,BlendJet,new_customer,4,boost5,108,0,$0.00,$0.0000,0.0000%
Amberjack,ettitude,new_customer,1,boost5,108,0,$0.00,$0.0000,0.0000%
Beginning Boutique,Sol de Janeiro,returning_customer,3,boost5,108,2,$20.00,$0.1852,1.8519%
DEUX,BlendJet,new_customer,1,bert4recs1,108,0,$0.00,$0.0000,0.0000%
Siete Foods,Liquid I.V.,new_customer,2,boost5,108,0,$0.00,$0.0000,0.0000%
Lunya,HATCH,new_customer,1,boost5,108,0,$0.00,$0.0000,0.0000%
Divi,Liquid I.V.,new_customer,6,boost5,108,0,$0.00,$0.0000,0.0000%
Coterie,Snuggle Me Organic,new_customer,3,bert4recs1,108,1,$20.00,$0.1852,0.9259%
Moby Wrap,Willow Pumps,new_customer,0,contextual,108,0,$0.00,$0.0000,0.0000%
Monica & Andy Inc.,NOMAD Grills,new_customer,4,boost5,108,0,$0.00,$0.0000,0.0000%
Le Mini Macaron,Character Home,new_customer,1,boost5,108,0,$0.00,$0.0000,0.0000%
Primally Pure,Dagne Dover,new_customer,4,boost5,108,0,$0.00,$0.0000,0.0000%
Create,Lunya,new_customer,2,boost5,108,0,$0.00,$0.0000,0.0000%
Dagne Dover,Caden Lane,new_customer,7,boost5,108,0,$0.00,$0.0000,0.0000%
Dieux Skin,LIVELY,new_customer,1,boost5,108,0,$0.00,$0.0000,0.0000%
Lalo,Caden Lane,new_customer,7,boost5,108,0,$0.00,$0.0000,0.0000%
Tower 28 Beauty,LIVELY,new_customer,4,boost5,108,0,$0.00,$0.0000,0.0000%
Tushbaby,Oradina,new_customer,2,boost5,108,0,$0.00,$0.0000,0.0000%
Sol de Janeiro,Bad Birdie,new_customer,0,lookalike,109,0,$0.00,$0.0000,0.0000%
Morphe,Evereden,new_customer,0,contextual,108,0,$0.00,$0.0000,0.0000%
MAXPRO Fitness,esmi Skin Minerals,new_customer,1,boost5,108,0,$0.00,$0.0000,0.0000%
Caden Lane,Koio,new_customer,1,boost5,108,0,$0.00,$0.0000,0.0000%
Dieux Skin,Vegamour,new_customer,1,bert4recs1,107,0,$0.00,$0.0000,0.0000%
Buffbunny Collection,Kosas Cosmetics,new_customer,2,boost5,107,0,$0.00,$0.0000,0.0000%
Dreamland Baby,Willow Pumps,new_customer,5,bert4recs1,107,0,$0.00,$0.0000,0.0000%
MAXPRO Fitness,Laura Geller,new_customer,2,boost5,107,0,$0.00,$0.0000,0.0000%
Dr. Squatch,Liquid I.V.,new_customer,6,boost5,107,0,$0.00,$0.0000,0.0000%
Tubby Todd Bath Co.,Dagne Dover,new_customer,7,boost5,107,0,$0.00,$0.0000,0.0000%
Sol de Janeiro,Winky Lux,new_customer,2,bert4recs1,109,0,$0.00,$0.0000,0.0000%
Little Words Project,Caden Lane,new_customer,2,contextual,107,0,$0.00,$0.0000,0.0000%
Dreamland Baby,Tubby Todd Bath Co.,new_customer,9,boost5,107,2,$20.00,$0.1869,1.8692%
Faherty Brand,esmi Skin Minerals,new_customer,4,boost5,107,0,$0.00,$0.0000,0.0000%
woolino,Dagne Dover,new_customer,3,boost5,107,1,$30.00,$0.2804,0.9346%
Electric Picks Jewelry,Wondery,new_customer,0,,107,0,$0.00,$0.0000,0.0000%
Blueland,M.M.LaFleur,new_customer,4,boost5,107,0,$0.00,$0.0000,0.0000%
Manduka,Carve Designs,new_customer,2,boost5,107,0,$0.00,$0.0000,0.0000%
MantraBand,Liquid I.V.,new_customer,4,boost5,107,0,$0.00,$0.0000,0.0000%
Dieux Skin,Oradina,new_customer,3,boost5,107,0,$0.00,$0.0000,0.0000%
Morphe,Sunday Citizen,new_customer,1,boost5,107,0,$0.00,$0.0000,0.0000%
Tower 28 Beauty,True Classic,new_customer,1,boost5,107,0,$0.00,$0.0000,0.0000%
Dieux Skin,D.S. & Durga,new_customer,0,contextual,107,0,$0.00,$0.0000,0.0000%
Wolf & Shepherd,UNTUCKit,new_customer,1,bert4recs1,107,2,$80.00,$0.7477,1.8692%
For Days,Dropps,new_customer,4,bert4recs1,107,0,$0.00,$0.0000,0.0000%
Tubby Todd Bath Co.,Monica & Andy Inc.,new_customer,6,boost5,107,0,$0.00,$0.0000,0.0000%
DEUX,Vegamour,new_customer,1,boost5,107,0,$0.00,$0.0000,0.0000%
jane iredale,Caden Lane,new_customer,2,boost5,107,0,$0.00,$0.0000,0.0000%
Trace Minerals,Laura Geller,new_customer,2,bert4recs1,107,0,$0.00,$0.0000,0.0000%
Blueland,Liquid I.V.,new_customer,3,boost5,107,0,$0.00,$0.0000,0.0000%
Baby Tula,Willow Pumps,new_customer,2,boost5,107,0,$0.00,$0.0000,0.0000%
Beginning Boutique,Sol de Janeiro,new_customer,5,boost5,107,0,$0.00,$0.0000,0.0000%
Beginning Boutique,Caden Lane,new_customer,3,boost5,107,0,$0.00,$0.0000,0.0000%
Thorlos,Year & Day,new_customer,1,boost5,107,0,$0.00,$0.0000,0.0000%
Birthdate Co.,Laura Geller,new_customer,2,bert4recs1,107,0,$0.00,$0.0000,0.0000%
Laura Geller,Dr. Squatch,new_customer,0,bert4recs1,109,0,$0.00,$0.0000,0.0000%
Hydrant,Character Home,new_customer,1,boost5,107,0,$0.00,$0.0000,0.0000%
Nanit,Tushbaby,new_customer,4,boost5,107,0,$0.00,$0.0000,0.0000%
For Days,Yana Sleep,new_customer,0,,107,0,$0.00,$0.0000,0.0000%
ByHeart,M.M.LaFleur,new_customer,2,boost5,107,0,$0.00,$0.0000,0.0000%
Halfdays,NOMAD Grills,new_customer,3,boost5,107,0,$0.00,$0.0000,0.0000%
Solly Baby,BlendJet,new_customer,2,boost5,107,0,$0.00,$0.0000,0.0000%
Bobbie,Coterie,new_customer,3,bert4recs1,107,1,$16.50,$0.1542,0.9346%
Winky Lux,Liquid I.V.,new_customer,2,boost5,107,0,$0.00,$0.0000,0.0000%
Le Mini Macaron,MANSCAPED,new_customer,1,contextual,107,0,$0.00,$0.0000,0.0000%
Tubby Todd Bath Co.,Snuggle Me Organic,new_customer,10,boost5,107,0,$0.00,$0.0000,0.0000%
Branch,Dagne Dover,new_customer,1,boost5,107,0,$0.00,$0.0000,0.0000%
Dr. Squatch,INTO THE AM,new_customer,3,bert4recs1,107,0,$0.00,$0.0000,0.0000%
Safari Ltd,Solly Baby,new_customer,0,contextual,107,0,$0.00,$0.0000,0.0000%
Tula Skincare,Divi,new_customer,2,bert4recs1,107,0,$0.00,$0.0000,0.0000%
Tower 28 Beauty,Sol de Janeiro,returning_customer,2,boost5,107,1,$10.00,$0.0935,0.9346%
Misaky.Tokyo,Liquid I.V.,new_customer,1,boost5,107,0,$0.00,$0.0000,0.0000%
Dreamland Baby,Primally Pure,new_customer,3,bert4recs1,107,0,$0.00,$0.0000,0.0000%
Maverick & Co.,Wolf & Shepherd,new_customer,2,boost5,107,0,$0.00,$0.0000,0.0000%
SeaVees,MANSCAPED,new_customer,2,boost5,107,0,$0.00,$0.0000,0.0000%
Tubby Todd Bath Co.,Morphe,new_customer,1,bert4recs1,107,0,$0.00,$0.0000,0.0000%
Solly Baby,HATCH,new_customer,3,boost5,107,0,$0.00,$0.0000,0.0000%
Willow Pumps,Sol de Janeiro,new_customer,2,boost5,107,0,$0.00,$0.0000,0.0000%
M.M.LaFleur,Bala,new_customer,2,bert4recs1,107,0,$0.00,$0.0000,0.0000%
SolaWave,Vegamour,new_customer,4,boost5,107,0,$0.00,$0.0000,0.0000%
Needed,Caden Lane,new_customer,6,boost5,107,1,$32.00,$0.2991,0.9346%
Posh Peanut,Lalo,new_customer,5,bert4recs1,107,0,$0.00,$0.0000,0.0000%
Muslin Comfort,Liquid I.V.,new_customer,1,bert4recs1,107,0,$0.00,$0.0000,0.0000%
Sijo,Liquid I.V.,new_customer,1,bert4recs1,107,0,$0.00,$0.0000,0.0000%
Glamnetic,BlendJet,new_customer,4,bert4recs1,107,0,$0.00,$0.0000,0.0000%
Sol de Janeiro,Winged Wellness,new_customer,1,contextual,108,0,$0.00,$0.0000,0.0000%
For Days,BlendJet,new_customer,2,boost5,107,0,$0.00,$0.0000,0.0000%
Afloral,Laura Geller,new_customer,0,lookalike,107,0,$0.00,$0.0000,0.0000%
Natalist Co.,Caden Lane,new_customer,1,boost5,107,0,$0.00,$0.0000,0.0000%
Sol de Janeiro,Carve Designs,new_customer,1,bert4recs1,108,0,$0.00,$0.0000,0.0000%
MantraBand,Manduka,new_customer,1,bert4recs1,107,0,$0.00,$0.0000,0.0000%
Corpus Naturals,Vegamour,new_customer,1,boost5,107,0,$0.00,$0.0000,0.0000%
Fuse Lenses,True Classic,new_customer,2,bert4recs1,107,0,$0.00,$0.0000,0.0000%
Pretzels.com,True Classic,new_customer,3,bert4recs1,107,0,$0.00,$0.0000,0.0000%
Dame,Shinesty,new_customer,0,lookalike,107,0,$0.00,$0.0000,0.0000%
California Arts,MANSCAPED,new_customer,1,bert4recs1,107,0,$0.00,$0.0000,0.0000%
Once Upon a Farm,Willow Pumps,new_customer,1,boost5,107,0,$0.00,$0.0000,0.0000%
Amberjack,Felix Gray,new_customer,1,boost5,106,0,$0.00,$0.0000,0.0000%
Glamnetic,NOMAD Grills,new_customer,4,boost5,106,0,$0.00,$0.0000,0.0000%
Dakine,Common Era Jewelry,new_customer,1,boost5,106,0,$0.00,$0.0000,0.0000%
SolaWave,NOMAD Grills,new_customer,2,boost5,106,0,$0.00,$0.0000,0.0000%
Halfdays,Kosas Cosmetics,new_customer,3,bert4recs1,106,0,$0.00,$0.0000,0.0000%
Ritual Zero Proof,NOMAD Grills,new_customer,6,boost5,106,0,$0.00,$0.0000,0.0000%
Halfdays,Felix Gray,new_customer,1,boost5,106,0,$0.00,$0.0000,0.0000%
Faherty Brand,HATCH,new_customer,5,boost5,106,0,$0.00,$0.0000,0.0000%
INTO THE AM,Felix Gray,new_customer,1,boost5,106,0,$0.00,$0.0000,0.0000%
Fable Home,Character Home,new_customer,3,boost5,106,0,$0.00,$0.0000,0.0000%
Monica & Andy Inc.,Tula Skincare,new_customer,3,bert4recs1,106,0,$0.00,$0.0000,0.0000%
HATCH,Newton Baby,new_customer,2,bert4recs1,106,0,$0.00,$0.0000,0.0000%
Baby Tula,Vegamour,new_customer,1,boost5,106,0,$0.00,$0.0000,0.0000%
Beginning Boutique,Sol de Janeiro,returning_customer,1,boost5,106,0,$0.00,$0.0000,0.0000%
Softies,NOMAD Grills,new_customer,2,boost5,106,0,$0.00,$0.0000,0.0000%
Raskol Apparel,Create,new_customer,3,boost5,106,0,$0.00,$0.0000,0.0000%
Sunday Citizen,Character Home,new_customer,1,boost5,106,0,$0.00,$0.0000,0.0000%
Olive & June,LIVELY,new_customer,6,bert4recs1,106,0,$0.00,$0.0000,0.0000%
Caden Lane,Milton & Goose,new_customer,1,boost5,106,0,$0.00,$0.0000,0.0000%
Mario Badescu Skin Care,Sol de Janeiro,new_customer,4,boost5,106,0,$0.00,$0.0000,0.0000%
Tubby Todd Bath Co.,Caden Lane,returning_customer,10,bert4recs1,106,4,$80.00,$0.7547,3.7736%
Bobbie,Caden Lane,returning_customer,4,boost5,106,0,$0.00,$0.0000,0.0000%
Glamnetic,Girlfriend Collective,new_customer,3,bert4recs1,106,0,$0.00,$0.0000,0.0000%
Evereden,NEIWAI,new_customer,1,bert4recs1,106,0,$0.00,$0.0000,0.0000%
Caden Lane,Liquid I.V.,new_customer,9,boost5,106,0,$0.00,$0.0000,0.0000%
Afloral,Dagne Dover,new_customer,2,boost5,106,0,$0.00,$0.0000,0.0000%
Trace Minerals,Sol de Janeiro,new_customer,1,boost5,106,0,$0.00,$0.0000,0.0000%
Zensah,Shinesty,new_customer,0,,106,0,$0.00,$0.0000,0.0000%
Bodily,Newton Baby,new_customer,3,boost5,106,1,$3.00,$0.0283,0.9434%
Liquid I.V.,Fable Home,new_customer,2,boost5,106,0,$0.00,$0.0000,0.0000%
Dreamland Baby,Bodily,new_customer,7,bert4recs1,106,0,$0.00,$0.0000,0.0000%
Beginning Boutique,Caden Lane,new_customer,3,bert4recs1,106,0,$0.00,$0.0000,0.0000%
MantraBand,Vegamour,new_customer,2,bert4recs1,106,0,$0.00,$0.0000,0.0000%
Ursa Major,Laura Geller,new_customer,5,boost5,106,1,$15.00,$0.1415,0.9434%
Laura Geller,INH Hair,new_customer,2,bert4recs1,109,0,$0.00,$0.0000,0.0000%
woolino,Newton Baby,new_customer,5,boost5,106,0,$0.00,$0.0000,0.0000%
Nood,Vegamour,new_customer,2,bert4recs1,106,0,$0.00,$0.0000,0.0000%
Bodily,Newton Baby,new_customer,3,bert4recs1,106,1,$3.00,$0.0283,0.9434%
Lunya,Laura Geller,new_customer,3,boost5,106,0,$0.00,$0.0000,0.0000%
Laura Geller,QALO,new_customer,2,bert4recs1,109,0,$0.00,$0.0000,0.0000%
Dagne Dover,Morphe,new_customer,2,boost5,106,0,$0.00,$0.0000,0.0000%
Sol de Janeiro,INH Hair,new_customer,0,lookalike,107,0,$0.00,$0.0000,0.0000%
Laura Geller,Mario Badescu Skin Care,new_customer,4,boost5,108,0,$0.00,$0.0000,0.0000%
Manduka,Branch,new_customer,2,bert4recs1,106,0,$0.00,$0.0000,0.0000%
MantraBand,Laura Geller,new_customer,0,lookalike,106,0,$0.00,$0.0000,0.0000%
Coco Moon,Liquid I.V.,new_customer,0,contextual,106,0,$0.00,$0.0000,0.0000%
Frog Hollow Farm,Year & Day,new_customer,2,boost5,106,0,$0.00,$0.0000,0.0000%
Homesick Candles,Moonglow,new_customer,0,,106,0,$0.00,$0.0000,0.0000%
Carve Designs,Ursa Major,new_customer,3,bert4recs1,106,0,$0.00,$0.0000,0.0000%
Vegamour,Ursa Major,new_customer,0,lookalike,106,0,$0.00,$0.0000,0.0000%
Crown Affair,Kosas Cosmetics,new_customer,1,bert4recs1,106,0,$0.00,$0.0000,0.0000%
Divi,Tubby Todd Bath Co.,new_customer,5,boost5,106,0,$0.00,$0.0000,0.0000%
Beyond Polish,Laura Geller,new_customer,6,boost5,106,0,$0.00,$0.0000,0.0000%
Glamnetic,Girlfriend Collective,new_customer,3,boost5,106,0,$0.00,$0.0000,0.0000%
Liquid I.V.,Divi,new_customer,3,boost5,106,0,$0.00,$0.0000,0.0000%
Girlfriend Collective,Kosas Cosmetics,new_customer,2,boost5,106,0,$0.00,$0.0000,0.0000%
Tushbaby,Posh Peanut,new_customer,3,bert4recs1,106,0,$0.00,$0.0000,0.0000%
Andie,Dagne Dover,new_customer,1,bert4recs1,106,0,$0.00,$0.0000,0.0000%
Dr. Squatch,Hedley & Bennett,new_customer,2,bert4recs1,106,0,$0.00,$0.0000,0.0000%
Liquid I.V.,MANSCAPED,lapsed_customer,3,boost5,106,0,$0.00,$0.0000,0.0000%
Laura Geller,Blueland,new_customer,2,lookalike,107,0,$0.00,$0.0000,0.0000%
MantraBand,NOMAD Grills,new_customer,2,boost5,106,0,$0.00,$0.0000,0.0000%
Crown Affair,Dieux Skin,new_customer,2,bert4recs1,106,0,$0.00,$0.0000,0.0000%
Petunia Pickle Bottom,Monica & Andy Inc.,new_customer,0,contextual,106,0,$0.00,$0.0000,0.0000%
Manduka,Dagne Dover,new_customer,3,boost5,105,0,$0.00,$0.0000,0.0000%
Gibsonlook,Sol de Janeiro,new_customer,0,contextual,105,0,$0.00,$0.0000,0.0000%
True Botanicals,Airsign,new_customer,7,boost5,105,0,$0.00,$0.0000,0.0000%
KraveBeauty,Girlfriend Collective,new_customer,1,contextual,105,0,$0.00,$0.0000,0.0000%
Liquid I.V.,My Medic,new_customer,2,boost5,105,0,$0.00,$0.0000,0.0000%
Beginning Boutique,BlendJet,new_customer,2,boost5,105,0,$0.00,$0.0000,0.0000%
Halfdays,Waterboy,new_customer,1,bert4recs1,105,0,$0.00,$0.0000,0.0000%
Dagne Dover,Snuggle Me Organic,new_customer,5,bert4recs1,105,0,$0.00,$0.0000,0.0000%
My Medic,Volcom,new_customer,3,boost5,105,0,$0.00,$0.0000,0.0000%
Le Mini Macaron,MANSCAPED,new_customer,1,bert4recs1,105,0,$0.00,$0.0000,0.0000%
RiotSociety.com,Thorlos,new_customer,0,,105,0,$0.00,$0.0000,0.0000%
Willow Pumps,Nanit,new_customer,4,boost5,105,1,$50.00,$0.4762,0.9524%
