PUBLISHER_NAME,BRAND_NAME,BRAND_IMPRESSIONS,AVG_CPA,AVG_CPO,CONV_COUNT,TOTAL_AD_SPEND
Aura Bora,CanDo,1,,,0,0.00
Opopop,Willow Pumps,9,,,0,0.00
Saranoni Luxury Blankets,Shinesty,5,,,0,0.00
Beekman 1802,ezpz,3,,,0,0.00
Koio,Inamorata,5,,,0,0.00
Otteroo,Needed,16,,,0,0.00
jane iredale,Otteroo,9,,,0,0.00
eyebobs,Nanit,6,,,0,0.00
Lollipetals,Crown Affair,1,,,0,0.00
Veil,LIVELY,1,,,0,0.00
Le Mini Macaron,Molekule,7,,,0,0.00
Gathre,Seafolly Australia,2,,,0,0.00
The Secure Mat,SENREVE,1,,,0,0.00
Banza,woolino,1,,,0,0.00
Blueland,Cardon,8,,,0,0.00
MAXPRO Fitness,Winky Lux,20,,,0,0.00
21Seeds Tequila,Character Home,7,,,0,0.00
Lollipetals,Little Words Project,2,,,0,0.00
biom,Character Home,76,,,0,0.00
The Secure Mat,MantraBand,1,,,0,0.00
Le Mini Macaron,Wolf & Shepherd,3,,,0,0.00
LILAS Wellness,Le Monde Gourmand,3,,,0,0.00
NOTO Botanics,SeaVees,10,,,0,0.00
Amberjack,doublesoul,117,,,0,0.00
The CrunchCup,Shinesty,29,,,0,0.00
Blueland,Petunia Pickle Bottom,7,,,0,0.00
NOTO Botanics,Toad&Co,19,,,0,0.00
Ruggish Co.,Laura Geller,1,,,0,0.00
good light,Laura Geller,346,,,0,0.00
BelliWelli,Surely Wines,4,,,0,0.00
Gathre,Munk Pack,2,,,0,0.00
Lasso,Bala,22,,,0,0.00
Sensory Joy,Beyond Polish,1,,,0,0.00
MantraBand,Thorlos,50,,,0,0.00
Zensah,INH Hair,6,,,0,0.00
GRIP6,Airo Collective,6,,,0,0.00
Pearl Street Swim,Petunia Pickle Bottom,1,,,0,0.00
Coterie,Lalabu,266,,,0,0.00
Halfdays,Siblings,12,,,0,0.00
Girlfriend Collective,good light,42,,,0,0.00
LightWater Skin,Calin,1,,,0,0.00
Sanzo,Liquid I.V.,34,,,0,0.00
Lily Jade,Tubby Todd Bath Co.,395,,,0,0.00
Snuggle Me Organic,BlendJet,488,,,0,0.00
Le Monde Gourmand,Som Sleep,2,,,0,0.00
Siete Foods,Canopy,3,,,0,0.00
Dagne Dover,Wren + Glory,5,,,0,0.00
Thousand Fell,ettitude,18,,,0,0.00
SENREVE,Native Pet,5,,,0,0.00
Baby Delight,Bad Birdie,15,,,0,0.00
Lily Jade,BlendJet,47,,,0,0.00
Baby Delight,My Medic,15,,,0,0.00
Serenity Kids,Birthdate Co.,3,,,0,0.00
Toad&Co,Liquid I.V.,209,,,0,0.00
World Wide Stereo,Airo Collective,6,,,0,0.00
Bloomscape,Bad Birdie,3,,,0,0.00
Revolution Cooking,Just Date,1,,,0,0.00
Better & Better,Fable Home,1,,,0,0.00
SACHEU Beauty,D.S. & Durga,11,,,0,0.00
Liquid I.V.,Quitch,2,,,0,0.00
Firebelly Tea,Molekule,1,,,0,0.00
RIND Snacks,Pulp Pantry,3,,,0,0.00
Serenity Kids,eyebobs,2,,,0,0.00
Leafwell Botanicals,CanDo,1,,,0,0.00
Halfdays,Rains,41,,,0,0.00
GRIP6,Toad&Co,25,,,0,0.00
Dakine,happy being,1,,,0,0.00
iota,Calin,11,,,0,0.00
The CrunchCup,Tula Skincare,6,,,0,0.00
Glimmer Wish,Gibsonlook,6,,,0,0.00
Nuudii System,Coterie,3,,,0,0.00
Dreamland Baby,Popadelics,1,,,0,0.00
Dame,Lollipetals,421,,,0,0.00
Casa de Sante,Kosas Cosmetics,26,,,0,0.00
vitruvi,Dreamland Baby,8,,,0,0.00
The CrunchCup,Surely Wines,1,,,0,0.00
Ancient Nutrition,HATCH,45,,,0,0.00
Tini Lux,Safari Ltd,1,,,0,0.00
Rif Care,Dollar Shave Club,1,,,0,0.00
Bad Birdie,jot,3,,,0,0.00
ByHeart,Spice Tribe,1,,,0,0.00
EVER Skincare,Waterboy,9,,,0,0.00
Snuggle Me Organic,Twillory,1,,,0,0.00
jot,Afloral,4,,,0,0.00
Le Mini Macaron,happy being,9,,,0,0.00
Myles,MAXPRO Fitness,12,,,0,0.00
Le Monde Gourmand,Dagne Dover,100,,,0,0.00
Safari Ltd,Tushbaby,73,,,0,0.00
ZOA Energy,Firebelly Tea,1,,,0,0.00
Amazi Foods,Ry & Pen,1,,,0,0.00
WP Standard,ettitude,1,,,0,0.00
DEUX,Bellway,2,,,0,0.00
Hint,Little Words Project,3,,,0,0.00
Tubby Todd Bath Co.,Sprout Living,5,,,0,0.00
Karma Nuts,Kosas Cosmetics,1,,,0,0.00
Lasso,Manduka,6,,,0,0.00
Las Jaras Wines,Giften Market,3,,,0,0.00
Casa de Sante,D.S. & Durga,4,,,0,0.00
Sijo,Little Words Project,1,,,0,0.00
Firebelly Tea,OOBE BRAND,1,,,0,0.00
INBLOOM,Ursa Major,3,,,0,0.00
jane iredale,Moon Pals,2,,,0,0.00
Thousand Fell,INH Hair,2,,,0,0.00
Moon Pals,Create,1,,,0,0.00
AAVRANI,Afloral,19,,,0,0.00
jot,good light,1,,,0,0.00
Sanikind,SolaWave,1,,,0,0.00
Aura Bora,Le Mini Macaron,1,,,0,0.00
Giften Market,Anyday,10,,,0,0.00
Dirty Labs,RiotSociety.com,2,,,0,0.00
Spritz Society,Caden Lane,16,,,0,0.00
Spritz Society,Birthdate Co.,2,,,0,0.00
NOTO Botanics,Zensah,1,,,0,0.00
Licorice,Modern Fuel,1,,,0,0.00
Sunday Citizen,Canopy,3,,,0,0.00
Oeuf,Afloral,1,,,0,0.00
Hedley & Bennett,Thousand Fell,1,,,0,0.00
Oeuf,vitruvi,3,,,0,0.00
Cali's Books,Dagne Dover,56,,,0,0.00
Spyder,INBLOOM,5,,,0,0.00
Divi,Coco Moon,8,,,0,0.00
Once Upon a Farm,Dollar Shave Club,8,,,0,0.00
Sanzo,Licorice,9,,,0,0.00
Sensory Joy,Pretzels.com,6,,,0,0.00
Cleverman,Fuse Lenses,1,,,0,0.00
Motherhood,Curie,5,,,0,0.00
True Made Foods,embody,1,,,0,0.00
EVER Skincare,RiotSociety.com,1,,,0,0.00
sproos!,vitruvi,17,,,0,0.00
Thousand Fell,Hedley & Bennett,20,,,0,0.00
Tower 28 Beauty,Motherhood,30,,,0,0.00
True Classic,Thousand Fell,21,,,0,0.00
Thousand Fell,IVL Collective,1,,,0,0.00
Character Home,True Botanicals,1,,,0,0.00
Opopop,vitruvi,14,,,0,0.00
My Girl Wellness,Monica & Andy Inc.,5,,,0,0.00
Newton Baby,Corpus Naturals,4,,,0,0.00
Karma Nuts,Tula Skincare,1,,,0,0.00
Conscia,Wildfang,5,,,0,0.00
iota,jot,32,,,0,0.00
Nood,Dieux Skin,128,,,0,0.00
True Classic,Manduka,31,,,0,0.00
Rains,Flying Embers,1,,,0,0.00
World Wide Stereo,Airsign,31,,,0,0.00
Beyond Polish,Explorer Cold Brew,1,,,0,0.00
Halfdays,ettitude,39,,,0,0.00
Bad Birdie,Cardon,2,,,0,0.00
Parken Jewelry,esmi Skin Minerals,7,,,0,0.00
Solly Baby,Modern Picnic,79,,,0,0.00
MatchaBar,21Seeds Tequila,13,,,0,0.00
Love Your Melon,Gibsonlook,1,,,0,0.00
Beekman 1802,Baby Tula,1,,,0,0.00
Anjie + Ash,Evereden,1,,,0,0.00
Licorice,Billy Reid,6,,,0,0.00
True Made Foods,Laura Geller,34,,,0,0.00
Whimsy and Row,Liquid I.V.,35,,,0,0.00
Coterie,Bokksu Market,4,,,0,0.00
jane iredale,Manduka,157,,,0,0.00
woolino,Branch,10,,,0,0.00
Out of the Woods,woolino,3,,,0,0.00
woolino,Buffbunny Collection,56,,,0,0.00
Journ,Willow Pumps,1,,,0,0.00
Carve Designs,Foria,2,,,0,0.00
Evergreen,NEIWAI,1,,,0,0.00
Beyond Polish,Siblings,8,,,0,0.00
World Wide Stereo,Altitude Functional Beverages,1,,,0,0.00
Sunfood Superfoods,AAVRANI,1,,,0,0.00
Boie USA,Create,3,,,0,0.00
Laura Geller,SeaVees,2787,,,0,0.00
Waterboy,Dreamland Baby,2,,,0,0.00
World Wide Stereo,Sparq Life,1,,,0,0.00
Spärkel Beverage Systems,happy being,2,,,0,0.00
Wren + Glory,Little Words Project,3,,,0,0.00
Degs & Sal,HATCH,1,,,0,0.00
Lollipetals,Dagne Dover,9,,,0,0.00
iota,QALO,1,,,0,0.00
Tini Lux,Milton & Goose,1,,,0,0.00
Waterboy,Twillory,74,,,0,0.00
Lunya,ettitude,11,,,0,0.00
jot,ettitude,30,,,0,0.00
iloveplum,Newton Baby,6,,,0,0.00
Amberjack,Anyday,13,,,0,0.00
Sparq Life,SENREVE,1,,,0,0.00
Sani,Ritual Zero Proof,1,,,0,0.00
Saranoni Luxury Blankets,Newton Baby,4,,,0,0.00
Kosas Cosmetics,wildwonder,11,,,0,0.00
Tower 28 Beauty,Fuse Lenses,35,,,0,0.00
Goldmine,Felix Gray,4,,,0,0.00
Tubby Todd Bath Co.,Cardon,2,,,0,0.00
Nuudii System,LightWater Skin,2,,,0,0.00
The Secure Mat,Golde,1,,,0,0.00
Liquid I.V.,ELVY Lab,6,,,0,0.00
Motherhood,Licorice,1,,,0,0.00
Koio,Fuse Lenses,12,,,0,0.00
sproos!,Beekman 1802,12,,,0,0.00
Dropps,Boie USA,14,,,0,0.00
iloveplum,Molekule,1,,,0,0.00
gold + ivy,vitruvi,4,,,0,0.00
Le Mini Macaron,Paperclip,1,,,0,0.00
Haus of Brilliance,Tula Skincare,2,,,0,0.00
EVER Skincare,Year & Day,13,,,0,0.00
Licorice,Petaluma,5,,,0,0.00
Thousand Fell,Dr. Squatch,39,,,0,0.00
Degs & Sal,KraveBeauty,2,,,0,0.00
Nutshell Coolers,Serenity Kids,1,,,0,0.00
Out of the Woods,Natemia,1,,,0,0.00
Nutshell Coolers,SENREVE,1,,,0,0.00
Le Mini Macaron,Opopop,2,,,0,0.00
Baby K'tan,Willow Pumps,11,,,0,0.00
Tini Lux,SENREVE,2,,,0,0.00
Banza,Golde,1,,,0,0.00
Hummii: Healthy+Yummii Snacks,doublesoul,6,,,0,0.00
iota,BelliWelli,37,,,0,0.00
SACHEU Beauty,MantraBand,7,,,0,0.00
woolino,Munk Pack,2,,,0,0.00
Giften Market,WP Standard,2,,,0,0.00
Afloral,Out of the Woods,2,,,0,0.00
The HoneyPot,True Botanicals,7,,,0,0.00
Baby K'tan,SeaVees,11,,,0,0.00
Le Mini Macaron,Willow Pumps,56,,,0,0.00
Frog Hollow Farm,Canopy,5,,,0,0.00
AAVRANI,Koio,2,,,0,0.00
Sanzo,Siete Foods,1,,,0,0.00
Waterboy,Branch,2,,,0,0.00
Bloomscape,Sol de Janeiro,5,,,0,0.00
Willa's,Beekman 1802,8,,,0,0.00
Glimmer Wish,Covey Skincare,2,,,0,0.00
The Plug Drink,Sprout Living,34,,,0,0.00
Blossom,Alpyn Beauty,2,,,0,0.00
Pulp Pantry,Tinto Amorio,2,,,0,0.00
Beekman 1802,INTO THE AM,8,,,0,0.00
Botanical Bones,Moonglow,1,,,0,0.00
Halfdays,NOMAD Grills,781,,,0,0.00
My Girl Wellness,Ursa Major,14,,,0,0.00
Karma Nuts,Aura Bora,2,,,0,0.00
Spärkel Beverage Systems,Dollar Shave Club,10,,,0,0.00
Lalabu,For Days,23,,,0,0.00
Fuse Lenses,Ponto Footwear,1,,,0,0.00
Munk Pack,Beyond Polish,1,,,0,0.00
Laura Geller,Dr Sari's Lunar Sync,27,,,0,0.00
Sparq Life,My Medic,7,,,0,0.00
Pretzels.com,Golde,1,,,0,0.00
Leafwell Botanicals,Needed,7,,,0,0.00
Lollipetals,OUAI,1,,,0,0.00
Beginning Boutique,Native Pet,2,,,0,0.00
MantraBand,BelliWelli,28,,,0,0.00
Liquid I.V.,Koio,80,,,0,0.00
vitruvi,Dollar Shave Club,2,,,0,0.00
Nuudii System,SeaVees,47,,,0,0.00
iloveplum,Sol de Janeiro,9,,,0,0.00
Glimmer Wish,AAVRANI,1,,,0,0.00
Spyder,Modern Picnic,4,,,0,0.00
SENREVE,Licorice,3,,,0,0.00
NOTO Botanics,Ancient Nutrition,1,,,0,0.00
Create,Opopop,5,,,0,0.00
Sanzo,Caden Lane,6,,,0,0.00
Create,Thorlos,6,,,0,0.00
Gathre,eeBoo,3,,,0,0.00
Mario Badescu Skin Care,iloveplum,2,,,0,0.00
AAVRANI,Uncharted Coffee Supply,1,,,0,0.00
Inamorata,Dr. Squatch,1,,,0,0.00
Dr. Squatch,Solly Baby,10,,,0,0.00
Giften Market,Wildfang,70,,,0,0.00
Spyder,12|12,2,,,0,0.00
Dagne Dover,Firebelly Tea,1,,,0,0.00
Dakine,Dollar Shave Club,137,,,0,0.00
Rains,SACHEU Beauty,17,,,0,0.00
woolino,Tula Skincare,523,,,0,0.00
Dakine,Common Era Jewelry,251,,,0,0.00
iota,Spice Tribe,8,,,0,0.00
Zensah,Opopop,16,,,0,0.00
Pretzels.com,Dollar Shave Club,13,,,0,0.00
Liquid I.V.,Evergreen,37,,,0,0.00
Out of the Woods,Houseplant,3,,,0,0.00
True Made Foods,happy being,1,,,0,0.00
Bokksu Market,Muslin Comfort,5,,,0,0.00
Leafwell Botanicals,Flying Embers,1,,,0,0.00
Le Monde Gourmand,Posh Peanut,5,,,0,0.00
Inamorata,Waterboy,2,,,0,0.00
My Medic,Caraway,10,,,0,0.00
Seafolly Australia,Hedley & Bennett,1,,,0,0.00
Billion Dollar Beauty,FRANC,6,,,0,0.00
Girlfriend Collective,Paperclip,4,,,0,0.00
Beekman 1802,Posh Peanut,11,,,0,0.00
Volcom,Create,10,,,0,0.00
SolaWave,Little Words Project,77,,,0,0.00
OrnamentallyYou,Sol de Janeiro,3,,,0,0.00
SENREVE,Snuggle Me Organic,15,,,0,0.00
INTO THE AM,Oars + Alps,46,,,0,0.00
Fuse Lenses,Sijo,3,,,0,0.00
eyebobs,Tushbaby,17,,,0,0.00
Sunfood Superfoods,Alpha-H,1,,,0,0.00
Firebelly Tea,LuminAID,1,,,0,0.00
OUAI,KVRA,1,,,0,0.00
Dirty Labs,Le Monde Gourmand,12,,,0,0.00
Koio,For Days,21,,,0,0.00
Wondery,Bellway,6,,,0,0.00
My Girl Wellness,Corpus Naturals,2,,,0,0.00
BASIK CANDLE CO,Corpus Naturals,1,,,0,0.00
BEHAVE,happy being,5,,,0,0.00
Billion Dollar Beauty,Dr. Squatch,137,,,0,0.00
True Made Foods,Airsign,22,,,0,0.00
Bellway,Evereden,1,,,0,0.00
Primally Pure,wildwonder,1044,,,0,0.00
jane iredale,Estella,1,,,0,0.00
Banza,Posh Peanut,1,,,0,0.00
WP Standard,Girlfriend Collective,11,,,0,0.00
Estella,Sol de Janeiro,6,,,0,0.00
Rains,iloveplum,8,,,0,0.00
Toad&Co,Muslin Comfort,12,,,0,0.00
iHeartRaves,Foria,1,,,0,0.00
Once Upon a Farm,Bloomscape,1,,,0,0.00
Joanna Vargas Skincare,Bellway,2,,,0,0.00
Blueland,Spärkel Beverage Systems,6,,,0,0.00
Lasso,Luca Faloni,26,,,0,0.00
Luca Faloni,cbdMD,4,,,0,0.00
Firebelly Tea,Fuse Lenses,1,,,0,0.00
Giften Market,ZOA Energy,23,,,0,0.00
Coco Moon,Character Home,208,,,0,0.00
Solly Baby,biom,27,,,0,0.00
SENREVE,NOT!CE Hair Co,1,,,0,0.00
Rains,OOBE BRAND,35,,,0,0.00
Electric Picks Jewelry,SeaVees,10,,,0,0.00
Gathre,Golde,1,,,0,0.00
SolaWave,Boie USA,8,,,0,0.00
BASIK CANDLE CO,LuminAID,2,,,0,0.00
True Classic,Softies,5,,,0,0.00
Honest Staging,Sunday Citizen,1,,,0,0.00
Homesick Candles,Estella,1,,,0,0.00
BEHAVE,Curie,1,,,0,0.00
Spice Tribe,Le Mini Macaron,1,,,0,0.00
21Seeds Tequila,Year & Day,1,,,0,0.00
The HoneyPot,Birthdate Co.,5,,,0,0.00
Tubby Todd Bath Co.,Divya's,1,,,0,0.00
Lily Jade,Bodily,16,,,0,0.00
Doré,Create,2,,,0,0.00
Spyder,KraveBeauty,18,,,0,0.00
Estella,MAXPRO Fitness,4,,,0,0.00
120/Life,Opopop,2,,,0,0.00
iota,FRANC,1,,,0,0.00
Goldmine,Winged Wellness,2,,,0,0.00
Estella,Corpus Naturals,2,,,0,0.00
SENREVE,Kortni Jeane,1,,,0,0.00
ByHeart,Homesick Candles,1,,,0,0.00
Beekman 1802,Sijo,25,,,0,0.00
Zensah,vitruvi,1,,,0,0.00
Beyond Polish,Munk Pack,4,,,0,0.00
Beginning Boutique,Baby Delight,32,,,0,0.00
Baby Delight,The HoneyPot,2,,,0,0.00
K2 Energy Solution,Wildfang,1,,,0,0.00
Baby K'tan,Kinflyte,1,,,0,0.00
QALO,Winky Lux,3,,,0,0.00
Bad Birdie,Alpha-H,2,,,0,0.00
Covey Skincare,Create,2,,,0,0.00
Spyder,Tower 28 Beauty,31,,,0,0.00
MantraBand,Bask Suncare,25,,,0,0.00
Waterboy,Kopari,12,,,0,0.00
Winged Wellness,Canopy,3,,,0,0.00
Siren Snacks,jot,1,,,0,0.00
Buffbunny Collection,Canopy,1,,,0,0.00
Seoul Ceuticals,Spice Tribe,1,,,0,0.00
Winky Lux,Les Belles,1,,,0,0.00
Zensah,Hydrant,31,,,0,0.00
Waterboy,eyebobs,3,,,0,0.00
Goodlife Clothing,Dr. Squatch,155,,,0,0.00
Bodily,Beekman 1802,4,,,0,0.00
jot,Surely Wines,4,,,0,0.00
Coco Moon,Moonglow,5,,,0,0.00
The Plug Drink,Manduka,15,,,0,0.00
Dame,Wildfang,1221,,,0,0.00
Girlfriend Collective,ieró Beauty™,8,,,0,0.00
Oradina,Ponto Footwear,26,,,0,0.00
Bodily,Serenity Kids,38,,,0,0.00
SeaVees,Oars + Alps,34,,,0,0.00
Tower 28 Beauty,Maverick & Co.,4,,,0,0.00
Degs & Sal,LIVELY,1,,,0,0.00
Toad&Co,Bask Suncare,1,,,0,0.00
Spice Tribe,esmi Skin Minerals,1,,,0,0.00
Olivers Apparel,Yana Sleep,3,,,0,0.00
Common Heir,NEIWAI,7,,,0,0.00
True Made Foods,Som Sleep,1,,,0,0.00
Electric Picks Jewelry,KraveBeauty,1,,,0,0.00
Billion Dollar Beauty,The HoneyPot,1,,,0,0.00
iota,Kindra,228,,,0,0.00
Leafwell Botanicals,Natalist Co.,2,,,0,0.00
Inamorata,SPONGELLE,1,,,0,0.00
Newton Baby,Pulp Pantry,1,,,0,0.00
Blueland,Giften Market,9,,,0,0.00
120/Life,Saranoni Luxury Blankets,5,,,0,0.00
Aura Bora,DEUX,6,,,0,0.00
Thorlos,For Days,33,,,0,0.00
K2 Energy Solution,Dakine,1,,,0,0.00
Tiege Hanley,happy being,2,,,0,0.00
ettitude,Dropps,5,,,0,0.00
Serenity Kids,vitruvi,6,,,0,0.00
Rains,Waterboy,45,,,0,0.00
Liquid I.V.,Lalabu,76,,,0,0.00
Lalabu,The CrunchCup,14,,,0,0.00
SeaVees,Electric Picks Jewelry,1,,,0,0.00
Opopop,Bodily,9,,,0,0.00
Liquid I.V.,Giapenta,44,,,0,0.00
Liquid I.V.,Inamorata,33,,,0,0.00
Alpyn Beauty,D.S. & Durga,1,,,0,0.00
DEUX,Pulp Pantry,1,,,0,0.00
Common Heir,The HoneyPot,4,,,0,0.00
Spice Tribe,Corpus Naturals,2,,,0,0.00
Zensah,Sunfood Superfoods,2,,,0,0.00
Baby Delight,Kopari,21,,,0,0.00
Molekule,doublesoul,2,,,0,0.00
Seoul Ceuticals,Juna,3,,,0,0.00
Pretzels.com,Bad Birdie,8,,,0,0.00
Serenity Kids,biom,2,,,0,0.00
The Plug Drink,Evergreen,16,,,0,0.00
Bala,ettitude,16,,,0,0.00
Faherty Brand,Giften Market,12,,,0,0.00
Dryft Sleep,Snuggle Me Organic,3,,,0,0.00
jane iredale,12|12,1,,,0,0.00
The CrunchCup,Solly Baby,9,,,0,0.00
Mario Badescu Skin Care,Billy Reid,8,,,0,0.00
Le Mini Macaron,Ursa Major,47,,,0,0.00
Winky Lux,Ponto Footwear,8,,,0,0.00
Koio,Hedley & Bennett,66,,,0,0.00
Homesick Candles,Giften Market,3,,,0,0.00
Ritual Zero Proof,good light,2,,,0,0.00
Lollipetals,LIVELY,29,,,0,0.00
Thorlos,The Secure Mat,21,,,0,0.00
Snuggle Me Organic,For Days,71,,,0,0.00
Willa's,Birthdate Co.,1,,,0,0.00
LIVELY,Character Home,583,,,0,0.00
True Made Foods,Surely Wines,3,,,0,0.00
Liquid I.V.,Brightech,15,,,0,0.00
SolaWave,Munk Pack,3,,,0,0.00
Houseplant,Licorice,483,,,0,0.00
Beekman 1802,IVL Collective,3,,,0,0.00
QALO,Kinflyte,1,,,0,0.00
Inamorata,Lunya,7,,,0,0.00
Tubby Todd Bath Co.,Tiege Hanley,4,,,0,0.00
Foria,JOI,1,,,0,0.00
Oars + Alps,ettitude,10,,,0,0.00
KraveBeauty,Boie USA,140,,,0,0.00
Firebelly Tea,Goodlife Clothing,1,,,0,0.00
Lasso,Seamless Lingerie,1,,,0,0.00
Ritual Zero Proof,iota,7,,,0,0.00
Molekule,Liquid I.V.,255,,,0,0.00
Joanna Vargas Skincare,Bodily,3,,,0,0.00
Homesick Candles,SeaVees,2,,,0,0.00
Bodily,Bloomscape,2,,,0,0.00
Branch,AAVRANI,2,,,0,0.00
Banza,Blueland,16,,,0,0.00
ARMRA Colostrum™,Kinflyte,3,,,0,0.00
WP Standard,JACK HENRY,7,,,0,0.00
Las Jaras Wines,good light,1,,,0,0.00
Billion Dollar Beauty,SeaVees,7,,,0,0.00
Houseplant,Canopy,9,,,0,0.00
Curie,Billy Reid,2,,,0,0.00
Ruggish Co.,eyebobs,1,,,0,0.00
True Classic,Ritual Zero Proof,23,,,0,0.00
Bodily,DEUX,24,,,0,0.00
TriLASTIN,Brightech,1,,,0,0.00
Molekule,Tula Skincare,62,,,0,0.00
The Secure Mat,Mented Cosmetics,2,,,0,0.00
Girlfriend Collective,Baby Delight,12,,,0,0.00
Cleverman,NOT!CE Hair Co,10,,,0,0.00
NOTO Botanics,Kinflyte,1,,,0,0.00
Conscia,Volcom,1,,,0,0.00
Corpus Naturals,Kijibae,2,,,0,0.00
Safari Ltd,Ry & Pen,39,,,0,0.00
KraveBeauty,INH Hair,43,,,0,0.00
eyebobs,Bloomscape,5,,,0,0.00
Divi,Create,10,,,0,0.00
East Olivia,Lunya,10,,,0,0.00
Ritual Zero Proof,Fuse Lenses,32,,,0,0.00
Serenity Kids,Beyond Polish,3,,,0,0.00
Girlfriend Collective,Ancient Nutrition,33,,,0,0.00
Thorlos,Sol de Janeiro,225,,,0,0.00
Journ,good light,1,,,0,0.00
Food Huggers,Kosas Cosmetics,1,,,0,0.00
Covey Skincare,Newton Baby,14,,,0,0.00
Kosas Cosmetics,Haus of Brilliance,9,,,0,0.00
Laura Geller,ELVY Lab,6,,,0,0.00
Divi,Volcom,20,,,0,0.00
Electric Picks Jewelry,Character Home,69,,,0,0.00
SACHEU Beauty,Koio,1,,,0,0.00
SACHEU Beauty,21Seeds Tequila,1,,,0,0.00
Baby K'tan,12|12,1,,,0,0.00
QALO,Kosas Cosmetics,21,,,0,0.00
Revolution Cooking,BelliWelli,1,,,0,0.00
Tubby Todd Bath Co.,August Uncommon Tea,14,,,0,0.00
jane iredale,Glimmer Wish,1,,,0,0.00
Thousand Fell,OUAI,7,,,0,0.00
MAXPRO Fitness,Natemia,2,,,0,0.00
Thorlos,Modern Fuel,29,,,0,0.00
Once Upon a Farm,jane iredale,2,,,0,0.00
ARMRA Colostrum™,Baby Tula,1,,,0,0.00
Amberjack,Lalo,18,,,0,0.00
120/Life,Gathre,2,,,0,0.00
Marea,Joanna Vargas Skincare,1,,,0,0.00
Trace Minerals,Baby Tula,22,,,0,0.00
Molekule,Kosterina,10,,,0,0.00
Faherty Brand,Zensah,7,,,0,0.00
World Wide Stereo,Wolf & Shepherd,31,,,0,0.00
Dagne Dover,Joanna Vargas Skincare,3,,,0,0.00
Beyond Polish,Mario Badescu Skin Care,275,,,0,0.00
Wellgrove Health,Divi,6,,,0,0.00
Cali's Books,Willow Pumps,29,,,0,0.00
Ritual Zero Proof,Hydrant,26,,,0,0.00
Whimsy and Row,Bask Suncare,6,,,0,0.00
Lalabu,WP Standard,1,,,0,0.00
Tini Lux,Natalist Co.,9,,,0,0.00
Renewal Mill,Sijo,3,,,0,0.00
Tubby Todd Bath Co.,Surely Wines,50,,,0,0.00
Ritual Zero Proof,Carve Designs,44,,,0,0.00
vitruvi,ettitude,10,,,0,0.00
Munk Pack,Create,1,,,0,0.00
Dropps,Airo Collective,1,,,0,0.00
Doggy Do Good,Laura Geller,4,,,0,0.00
Citi Collective,eeBoo,1,,,0,0.00
Conscia,Thousand Fell,1,,,0,0.00
Ritual Zero Proof,Captain Blankenship,4,,,0,0.00
SolaWave,D.S. & Durga,33,,,0,0.00
OOBE BRAND,Blueland,1,,,0,0.00
vitruvi,Lalo,35,,,0,0.00
Bear Mattress,Dirty Labs,2,,,0,0.00
Spice Tribe,My Medic,3,,,0,0.00
Coco Moon,Vegamour,427,,,0,0.00
Bodily,Curie,39,,,0,0.00
SolaWave,Nood,12,,,0,0.00
MAXPRO Fitness,Level Select CBD,1,,,0,0.00
Faherty Brand,Covey Skincare,7,,,0,0.00
Foria,Brightech,1,,,0,0.00
Dame,Bala,17,,,0,0.00
Toad&Co,Oars + Alps,1,,,0,0.00
Blume,Fuse Lenses,4,,,0,0.00
Conscia,Laura Geller,30,,,0,0.00
Pretzels.com,Sijo,7,,,0,0.00
World Wide Stereo,Snuggle Me Organic,4,,,0,0.00
Thorlos,Golde,2,,,0,0.00
Giften Market,Alpyn Beauty,3,,,0,0.00
Snuggle Me Organic,Estella,4,,,0,0.00
Bala,Amberjack,1,,,0,0.00
Baby Delight,Carve Designs,9,,,0,0.00
WP Standard,ARMRA Colostrum™,11,,,0,0.00
Lollipetals,Mario Badescu Skin Care,1,,,0,0.00
MAXPRO Fitness,Coterie,3,,,0,0.00
The CrunchCup,MantraBand,6,,,0,0.00
EVER Skincare,CanDo,3,,,0,0.00
IVL Collective,Curie,3,,,0,0.00
Solly Baby,Siblings,22,,,0,0.00
120/Life,World Wide Stereo,1,,,0,0.00
Bokksu Market,The HoneyPot,2,,,0,0.00
Nood,doublesoul,12,,,0,0.00
SACHEU Beauty,Captain Blankenship,1,,,0,0.00
Blueland,LuminAID,59,,,0,0.00
Once Upon a Farm,Laura Geller,19,,,0,0.00
Spice Tribe,GRIP6,1,,,0,0.00
Afloral,Divya's,1,,,0,0.00
Bala,Dr. Squatch,11,,,0,0.00
ETICA Denim,Giapenta,4,,,0,0.00
Lalabu,Consciously Baby,1,,,0,0.00
Lunya,Dirty Labs,5,,,0,0.00
Curie,Toad&Co,18,,,0,0.00
Fuse Lenses,Snuggle Me Organic,52,,,0,0.00
Opopop,Create,11,,,0,0.00
ELVY Lab,Divi,2,,,0,0.00
Afloral,21Seeds Tequila,13,,,0,0.00
Giften Market,Newton Baby,16,,,0,0.00
MAXPRO Fitness,Oat Mama,2,,,0,0.00
Pretzels.com,Muslin Comfort,1,,,0,0.00
Agni,SortJoy,1,,,0,0.00
Beekman 1802,Juna,6,,,0,0.00
Sanikind,Blueland,3,,,0,0.00
LIVELY,NOTO Botanics,5,,,0,0.00
Snuggle Me Organic,Common Era Jewelry,3,,,0,0.00
Karma Nuts,Kosterina,28,,,0,0.00
Aria Beauty,TriLASTIN,2,,,0,0.00
