PUBLISHER,BRAND_NAME,CPA,CPO,BRAND_IMPRESSIONS,CONV_COUNT,NEW_CONV_COUNT,TOTAL_AD_SPEND,RPM,CVR
Morphe,Volcom,15.00000000,8.00000000,282,0,0,0.00,0.00000000,0.000000
The HoneyPot,Liquid I.V.,,,348,0,0,0.00,0.00000000,0.000000
Tiege Hanley,MANSCAPED,,,969,2,1,0.02,0.02063983,0.002064
Solly Baby,Muslin Comfort,,,274,0,0,0.00,0.00000000,0.000000
LuminAID,Caraway,,,388,4,3,250.00,644.32989691,0.010309
mate,MANSCAPED,,,451,0,0,0.00,0.00000000,0.000000
Dieux Skin,Dame,,,632,0,0,0.00,0.00000000,0.000000
Fuse Lenses,Caden Lane,,,211,33,11,792.00,3753.55450237,0.156398
HATCH,Little Words Project,,,307,1,1,15.00,48.85993485,0.003257
Kortni Jeane,Liquid I.V.,,,101,0,0,0.00,0.00000000,0.000000
Rains,SENREVE,,,125,0,0,0.00,0.00000000,0.000000
Dirty Labs,Primally Pure,,,289,1,1,10.00,34.60207612,0.003460
Morphe,SENREVE,,,307,0,0,0.00,0.00000000,0.000000
GoNanas,Primally Pure,,,476,3,3,30.00,63.02521008,0.006303
Manduka,Wildfang,,,248,3,0,45.00,181.45161290,0.012097
Crown Affair,Electric Picks Jewelry,,,124,0,0,0.00,0.00000000,0.000000
Dieux Skin,Beginning Boutique,,,178,1,0,10.00,56.17977528,0.005618
Beginning Boutique,Hello Cake,,,159,0,0,0.00,0.00000000,0.000000
Halfdays,Willow Pumps,,,266,0,0,0.00,0.00000000,0.000000
INH Hair,Laura Geller,,,1299,2,2,30.00,23.09468822,0.001540
Siete Foods,Character Home,150.00000000,50.00000000,461,0,0,0.00,0.00000000,0.000000
Natalist Co.,Yana Sleep,,,125,0,0,0.00,0.00000000,0.000000
Bobbie,A Kids Co.,,,115,0,0,0.00,0.00000000,0.000000
Ursa Major,For Days,30.00000000,15.00000000,160,4,1,75.00,468.75000000,0.025000
Mosi,Character Home,150.00000000,50.00000000,155,0,0,0.00,0.00000000,0.000000
JACK HENRY,True Classic,45.00000000,0.00000000,507,0,0,0.00,0.00000000,0.000000
ByHeart,Kate Quinn,,,227,0,0,0.00,0.00000000,0.000000
HATCH,Faherty Brand,,,317,1,1,85.00,268.13880126,0.003155
Hedley & Bennett,Little Words Project,,,291,0,0,0.00,0.00000000,0.000000
Bodily,Girlfriend Collective,,,202,0,0,0.00,0.00000000,0.000000
Boie USA,MANSCAPED,,,214,0,0,0.00,0.00000000,0.000000
Dagne Dover,Hedley & Bennett,,,487,0,0,0.00,0.00000000,0.000000
Corpus Naturals,Vegamour,50.00000000,0.00000000,631,1,1,50.00,79.23930269,0.001585
Halfdays,Inamorata,,,617,0,0,0.00,0.00000000,0.000000
Serenity Kids,Coterie,,,583,0,0,0.00,0.00000000,0.000000
Amberjack,UNTUCKit,40.00000000,20.00000000,229,0,0,0.00,0.00000000,0.000000
August Uncommon Tea,Laura Geller,,,164,0,0,0.00,0.00000000,0.000000
Caden Lane,Covey Skincare,,,391,0,0,0.00,0.00000000,0.000000
Amberjack,Canopy,,,192,0,0,0.00,0.00000000,0.000000
Misaky.Tokyo,DEUX,,,197,0,0,0.00,0.00000000,0.000000
Sol de Janeiro,Tubby Todd Bath Co.,10.00000000,0.00000000,160,0,0,0.00,0.00000000,0.000000
Blueland,Beekman 1802,,,143,3,0,30.00,209.79020979,0.020979
Newton Baby,Solly Baby,,,491,2,0,24.00,48.87983707,0.004073
The HoneyPot,Morphe,,,192,0,0,0.00,0.00000000,0.000000
Twillory,M.M.LaFleur,,,139,0,0,0.00,0.00000000,0.000000
sproos!,NOMAD Grills,,,197,0,0,0.00,0.00000000,0.000000
Caden Lane,Cali's Books,,,235,2,1,23.00,97.87234043,0.008511
Dr. Squatch,Maverick & Co.,,,100,0,0,0.00,0.00000000,0.000000
SPONGELLE,Morphe,,,190,0,0,0.00,0.00000000,0.000000
Siete Foods,Blueland,33.00000000,0.00000000,121,0,0,0.00,0.00000000,0.000000
Caraway,Ursa Major,30.00000000,0.00000000,152,0,0,0.00,0.00000000,0.000000
California Arts,Rains,28.00000000,15.00000000,252,0,0,0.00,0.00000000,0.000000
Sunday Citizen,OUAI,,,112,0,0,0.00,0.00000000,0.000000
Tushbaby,woolino,,,137,1,0,5.00,36.49635036,0.007299
Maverick & Co.,Tiege Hanley,31.66666667,0.00000000,510,0,0,0.00,0.00000000,0.000000
MAXPRO Fitness,Dollar Shave Club,30.00000000,0.00000000,696,0,0,0.00,0.00000000,0.000000
Zensah,MANSCAPED,,,300,0,0,0.00,0.00000000,0.000000
Kortni Jeane,Tushbaby,,,112,0,0,0.00,0.00000000,0.000000
Willow Pumps,MAXPRO Fitness,,,226,0,0,0.00,0.00000000,0.000000
SACHEU Beauty,True Classic,45.00000000,0.00000000,183,0,0,0.00,0.00000000,0.000000
Mario Badescu Skin Care,"Dermaclara, LLC",,,122,0,0,0.00,0.00000000,0.000000
Faherty Brand,Tower 28 Beauty,,,131,0,0,0.00,0.00000000,0.000000
Electric Picks Jewelry,BlendJet,,,130,0,0,0.00,0.00000000,0.000000
Seoul Ceuticals,BlendJet,,,101,0,0,0.00,0.00000000,0.000000
Maverick & Co.,OOBE BRAND,,,130,0,0,0.00,0.00000000,0.000000
Storq,Liquid I.V.,,,102,0,0,0.00,0.00000000,0.000000
Amberjack,OOBE BRAND,,,179,0,0,0.00,0.00000000,0.000000
Thorlos,Oradina,,,142,0,0,0.00,0.00000000,0.000000
Dagne Dover,Twillory,,,131,0,0,0.00,0.00000000,0.000000
jane iredale,LIVELY,,,231,1,0,20.00,86.58008658,0.004329
Frog Hollow Farm,Dirty Labs,,,136,1,1,20.00,147.05882353,0.007353
MAXPRO Fitness,Glamnetic,,,182,0,0,0.00,0.00000000,0.000000
Amberjack,Distil Union,,,513,1,1,35.00,68.22612086,0.001949
Dieux Skin,Sunday Citizen,,,149,1,0,50.00,335.57046980,0.006711
Dollar Shave Club,Sunday Citizen,,,141,0,0,0.00,0.00000000,0.000000
Sardel,NOMAD Grills,,,230,0,0,0.00,0.00000000,0.000000
Natalist Co.,Tini Lux,,,153,0,0,0.00,0.00000000,0.000000
ByHeart,Tini Lux,,,271,0,0,0.00,0.00000000,0.000000
Bobbie,Evergreen,,,112,0,0,0.00,0.00000000,0.000000
Tushbaby,TriLASTIN,,,171,0,0,0.00,0.00000000,0.000000
Hedley & Bennett,ettitude,,,165,0,0,0.00,0.00000000,0.000000
Laura Geller,Common Era Jewelry,,,141,0,0,0.00,0.00000000,0.000000
The Plug Drink,esmi Skin Minerals,,,133,0,0,0.00,0.00000000,0.000000
Liquid I.V.,Dropps,25.00000000,0.00000000,206,1,0,5.00,24.27184466,0.004854
sproos!,MANSCAPED,,,188,0,0,0.00,0.00000000,0.000000
Kosas Cosmetics,Electric Picks Jewelry,,,125,0,0,0.00,0.00000000,0.000000
Seoul Ceuticals,Sol de Janeiro,20.00000000,10.00000000,109,0,0,0.00,0.00000000,0.000000
Primally Pure,woolino,,,139,1,0,5.00,35.97122302,0.007194
Honest,Caraway,,,140,1,0,40.00,285.71428571,0.007143
Blueland,Toad&Co,,,152,0,0,0.00,0.00000000,0.000000
Amberjack,Tiege Hanley,31.66666667,0.00000000,138,0,0,0.00,0.00000000,0.000000
Laura Geller,Sol de Janeiro,20.00000000,10.00000000,361279,246,90,3410.00,9.43868866,0.000681
Laura Geller,Dollar Shave Club,30.00000000,0.00000000,61306,16,4,180.00,2.93609108,0.000261
Laura Geller,Beyond Polish,,,22756,3,3,24.00,1.05466690,0.000132
Needed,Saranoni Luxury Blankets,,,302,0,0,0.00,0.00000000,0.000000
Dollar Shave Club,NOMAD Grills,,,8621,0,0,0.00,0.00000000,0.000000
Harold Home,NOMAD Grills,,,204,0,0,0.00,0.00000000,0.000000
Dr. Squatch,Licorice,,,10704,3,4,100.00,9.34230194,0.000280
Laura Geller,Bala,,,1078,2,0,10.00,9.27643785,0.001855
Morphe,MantraBand,,,185,0,0,0.00,0.00000000,0.000000
Dr. Squatch,wildwonder,,,3619,0,0,0.00,0.00000000,0.000000
Bodily,Caden Lane,,,7426,135,68,3516.00,473.47158632,0.018179
Morphe,NOMAD Grills,,,672,0,0,0.00,0.00000000,0.000000
Buffbunny Collection,Beekman 1802,,,143,0,0,0.00,0.00000000,0.000000
Le Mini Macaron,Sol de Janeiro,20.00000000,10.00000000,2755,1,0,10.00,3.62976407,0.000363
Waterboy,Laura Geller,,,1750,1,1,15.00,8.57142857,0.000571
Sol de Janeiro,Carve Designs,,,1919,0,0,0.00,0.00000000,0.000000
Caden Lane,Willow Pumps,,,5280,4,4,160.00,30.30303030,0.000758
Coterie,Gathre,,,429,2,1,40.00,93.24009324,0.004662
Nguyen Coffee Supply,Liquid I.V.,,,301,0,0,0.00,0.00000000,0.000000
BlendJet,True Classic,45.00000000,0.00000000,27678,6,6,270.00,9.75504010,0.000217
Manduka,MANSCAPED,,,2623,0,0,0.00,0.00000000,0.000000
SACHEU Beauty,Beginning Boutique,,,164,0,0,0.00,0.00000000,0.000000
MAXPRO Fitness,SolaWave,,,166,0,0,0.00,0.00000000,0.000000
Sol de Janeiro,Beyond Polish,,,11840,1,1,8.00,0.67567568,0.000084
Caden Lane,HATCH,40.00000000,10.00000000,4440,6,3,150.00,33.78378378,0.001351
Natalist Co.,Tula Skincare,,,133,0,0,0.00,0.00000000,0.000000
GoNanas,NOMAD Grills,,,725,0,0,0.00,0.00000000,0.000000
Hedley & Bennett,Liquid I.V.,,,2724,0,0,0.00,0.00000000,0.000000
Faherty Brand,Amberjack,,,7935,6,4,300.00,37.80718336,0.000756
Consciously Baby,Dagne Dover,,,103,0,0,0.00,0.00000000,0.000000
EGG New York,Evereden,,,100,1,1,35.00,350.00000000,0.010000
Wildfang,MANSCAPED,,,633,0,0,0.00,0.00000000,0.000000
Laura Geller,Year & Day,,,273,0,0,0.00,0.00000000,0.000000
Tushbaby,Vegamour,50.00000000,0.00000000,1368,2,1,55.00,40.20467836,0.001462
Frog Hollow Farm,Pretzels.com,,,194,0,0,0.00,0.00000000,0.000000
Willow Pumps,Solly Baby,,,1174,3,3,54.00,45.99659284,0.002555
Primally Pure,ARMRA Colostrum™,,,2094,4,4,200.00,95.51098376,0.001910
Branch,Hedley & Bennett,,,135,1,0,24.97,184.96296296,0.007407
Volcom,Character Home,150.00000000,50.00000000,2711,0,0,0.00,0.00000000,0.000000
Caden Lane,Birthdate Co.,,,403,0,0,0.00,0.00000000,0.000000
Mosi,Liquid I.V.,,,144,0,0,0.00,0.00000000,0.000000
Dr. Squatch,Birthdate Co.,,,251,0,0,0.00,0.00000000,0.000000
Dagne Dover,Tower 28 Beauty,,,414,1,0,5.00,12.07729469,0.002415
Molekule,Vegamour,50.00000000,0.00000000,479,2,1,55.00,114.82254697,0.004175
Koio,Goodlife Clothing,,,135,0,0,0.00,0.00000000,0.000000
Laura Geller,NOMAD Grills,,,55038,0,0,0.00,0.00000000,0.000000
Tushbaby,Serenity Kids,,,376,0,0,0.00,0.00000000,0.000000
Laura Geller,Dagne Dover,,,7509,5,1,110.00,14.64908776,0.000666
Dagne Dover,Afloral,,,315,1,0,20.00,63.49206349,0.003175
Halfdays,happy being,42.00000000,20.00000000,124,0,0,0.00,0.00000000,0.000000
Amberjack,eyebobs,,,272,0,0,0.00,0.00000000,0.000000
GRIP6,MANSCAPED,,,2089,2,1,0.02,0.00957396,0.000957
Gathre,Coterie,,,490,1,1,16.50,33.67346939,0.002041
EVER Skincare,Liquid I.V.,,,488,0,0,0.00,0.00000000,0.000000
Willow Pumps,Laura Geller,,,1058,0,0,0.00,0.00000000,0.000000
Caraway,Tula Skincare,,,387,0,0,0.00,0.00000000,0.000000
My Medic,SeaVees,10.00000000,10.00000000,800,1,1,10.00,12.50000000,0.001250
Kosas Cosmetics,Caden Lane,,,878,0,0,0.00,0.00000000,0.000000
Siblings,M.M.LaFleur,,,191,2,0,200.00,1047.12041885,0.010471
Buffbunny Collection,Posh Peanut,35.00000000,0.00000000,132,0,0,0.00,0.00000000,0.000000
Nuudii System,Glamnetic,,,1019,0,0,0.00,0.00000000,0.000000
Bad Birdie,Dr. Squatch,25.00000000,0.00000000,1062,0,0,0.00,0.00000000,0.000000
Newton Baby,Lunya,150.00000000,75.00000000,390,2,1,225.00,576.92307692,0.005128
Misaky.Tokyo,Pretzels.com,,,218,0,0,0.00,0.00000000,0.000000
MAXPRO Fitness,My Medic,,,1217,2,1,90.00,73.95234182,0.001643
Bala,Little Words Project,,,615,2,0,20.00,32.52032520,0.003252
Kosas Cosmetics,Oradina,,,809,1,0,20.00,24.72187886,0.001236
Foria,Shinesty,20.00000000,10.00000000,1393,0,0,0.00,0.00000000,0.000000
True Botanicals,Snuggle Me Organic,,,552,0,0,0.00,0.00000000,0.000000
Dirty Labs,Vegamour,50.00000000,0.00000000,949,2,2,100.00,105.37407798,0.002107
Buffbunny Collection,Branch,,,154,0,0,0.00,0.00000000,0.000000
MATE the Label,True Botanicals,,,230,1,0,5.00,21.73913043,0.004348
Gibsonlook,Vegamour,50.00000000,0.00000000,444,1,1,50.00,112.61261261,0.002252
Cali's Books,BlendJet,,,124,0,0,0.00,0.00000000,0.000000
Elegant Baby,HATCH,40.00000000,10.00000000,293,4,1,70.00,238.90784983,0.013652
Afloral,Fable Home,,,251,1,1,100.00,398.40637450,0.003984
iHeartRaves,JACK HENRY,,,155,0,0,0.00,0.00000000,0.000000
Felix Gray,Twillory,,,238,0,0,0.00,0.00000000,0.000000
Billy Reid,Tula Skincare,,,172,0,0,0.00,0.00000000,0.000000
Felix Gray,Liquid I.V.,,,904,0,0,0.00,0.00000000,0.000000
Sol de Janeiro,Branch,,,621,0,0,0.00,0.00000000,0.000000
Bear Mattress,Laura Geller,,,236,0,0,0.00,0.00000000,0.000000
Le Mini Macaron,Tula Skincare,,,885,0,0,0.00,0.00000000,0.000000
Cali's Books,Nanit,,,125,0,0,0.00,0.00000000,0.000000
Bobbie,"Dermaclara, LLC",,,419,0,0,0.00,0.00000000,0.000000
NEIWAI,Tubby Todd Bath Co.,10.00000000,0.00000000,779,0,0,0.00,0.00000000,0.000000
Hedley & Bennett,SeaVees,10.00000000,10.00000000,343,0,0,0.00,0.00000000,0.000000
Ritual Zero Proof,Kosterina,,,120,0,0,0.00,0.00000000,0.000000
Giften Market,HATCH,40.00000000,10.00000000,199,0,0,0.00,0.00000000,0.000000
Glamnetic,Caraway,,,293,0,0,0.00,0.00000000,0.000000
120/Life,Dr. Squatch,25.00000000,0.00000000,520,1,1,25.00,48.07692308,0.001923
Otteroo,BlendJet,,,237,0,0,0.00,0.00000000,0.000000
Dreamland Baby,Muslin Comfort,,,277,0,0,0.00,0.00000000,0.000000
SeaVees,Lunya,150.00000000,75.00000000,144,1,1,150.00,1041.66666667,0.006944
Winky Lux,Little Words Project,,,191,0,0,0.00,0.00000000,0.000000
Gathre,Kate Quinn,,,138,0,0,0.00,0.00000000,0.000000
Dirty Labs,ARMRA Colostrum™,,,371,1,1,50.00,134.77088949,0.002695
Honest,M.M.LaFleur,,,362,1,0,50.00,138.12154696,0.002762
Ancient Nutrition,Lunya,150.00000000,75.00000000,2242,0,0,0.00,0.00000000,0.000000
iota,Laura Geller,,,1253,6,6,90.00,71.82761373,0.004789
Manduka,Carve Designs,,,815,0,0,0.00,0.00000000,0.000000
Hedley & Bennett,Caden Lane,,,1029,0,0,0.00,0.00000000,0.000000
Lavinia Lingerie,Laura Geller,,,169,0,0,0.00,0.00000000,0.000000
Bodily,Lalo,,,796,3,1,50.00,62.81407035,0.003769
ARMRA Colostrum™,Beginning Boutique,,,152,1,0,10.00,65.78947368,0.006579
The Nue Co.,Liquid I.V.,,,1383,1,1,35.00,25.30730296,0.000723
Beyond Polish,Caden Lane,,,1112,3,1,72.00,64.74820144,0.002698
Baby Tula,Lunya,150.00000000,75.00000000,690,0,0,0.00,0.00000000,0.000000
Oeuf,Dagne Dover,,,125,0,0,0.00,0.00000000,0.000000
Liquid I.V.,Snuggle Me Organic,,,611,1,1,20.00,32.73322422,0.001637
Sunday Citizen,Divi,,,106,0,0,0.00,0.00000000,0.000000
SENREVE,Vegamour,50.00000000,0.00000000,441,0,0,0.00,0.00000000,0.000000
Winky Lux,Kopari,,,506,0,0,0.00,0.00000000,0.000000
Dollar Shave Club,Vegamour,50.00000000,0.00000000,991,3,3,150.00,151.36226034,0.003027
Crown Affair,Sunday Citizen,,,477,1,1,70.00,146.75052411,0.002096
D.S. & Durga,Blueland,33.00000000,0.00000000,467,0,0,0.00,0.00000000,0.000000
cbdMD,M.M.LaFleur,,,1568,0,0,0.00,0.00000000,0.000000
Moby Wrap,Newton Baby,,,260,0,0,0.00,0.00000000,0.000000
Hedley & Bennett,Dropps,25.00000000,0.00000000,140,1,0,5.00,35.71428571,0.007143
Caraway,For Days,30.00000000,15.00000000,161,3,0,45.00,279.50310559,0.018634
Tushbaby,biom,,,562,1,0,15.00,26.69039146,0.001779
Kosterina,BlendJet,,,356,2,0,10.00,28.08988764,0.005618
Lalo,Nanit,,,4588,8,5,400.00,87.18395815,0.001744
Storq,Vegamour,50.00000000,0.00000000,140,0,0,0.00,0.00000000,0.000000
Beyond Polish,Kopari,,,255,3,1,95.00,372.54901961,0.011765
Vegamour,Tower 28 Beauty,,,174,1,0,5.00,28.73563218,0.005747
MantraBand,Sunday Citizen,,,218,0,0,0.00,0.00000000,0.000000
Modern Fuel,Amberjack,,,146,0,0,0.00,0.00000000,0.000000
Anyday,ARMRA Colostrum™,,,198,0,0,0.00,0.00000000,0.000000
California Arts,Shinesty,20.00000000,10.00000000,166,0,0,0.00,0.00000000,0.000000
SeaVees,Oradina,,,223,0,0,0.00,0.00000000,0.000000
BlendJet,SPONGELLE,,,240,1,0,15.00,62.50000000,0.004167
Sol de Janeiro,"Dermaclara, LLC",,,1357,0,0,0.00,0.00000000,0.000000
12|12,Lalo,,,158,1,1,20.00,126.58227848,0.006329
The Plug Drink,21Seeds Tequila,,,125,0,0,0.00,0.00000000,0.000000
Maverick & Co.,Lunya,150.00000000,75.00000000,118,0,0,0.00,0.00000000,0.000000
SENREVE,Laura Geller,,,456,0,0,0.00,0.00000000,0.000000
TriLASTIN,Caden Lane,,,329,6,6,192.00,583.58662614,0.018237
Rains,Blueland,33.00000000,0.00000000,461,0,0,0.00,0.00000000,0.000000
Maverick & Co.,Esker,,,149,0,0,0.00,0.00000000,0.000000
Lily Jade,Lunya,150.00000000,75.00000000,106,0,0,0.00,0.00000000,0.000000
Birthdate Co.,Dr. Squatch,25.00000000,0.00000000,178,0,0,0.00,0.00000000,0.000000
Toad&Co,Blueland,33.00000000,0.00000000,249,0,0,0.00,0.00000000,0.000000
Verdant Lyfe,Liquid I.V.,,,202,0,0,0.00,0.00000000,0.000000
Serenity Kids,Nanit,,,511,1,0,25.00,48.92367906,0.001957
SeaVees,Dagne Dover,,,277,0,0,0.00,0.00000000,0.000000
INTO THE AM,Primally Pure,,,684,0,0,0.00,0.00000000,0.000000
Marea,Vegamour,50.00000000,0.00000000,119,0,0,0.00,0.00000000,0.000000
Wolf & Shepherd,Caraway,,,134,0,0,0.00,0.00000000,0.000000
Lunya,Monica & Andy Inc.,,,214,2,1,55.00,257.00934579,0.009346
Tula Skincare,Gibsonlook,,,165,1,0,18.00,109.09090909,0.006061
Oars + Alps,Faherty Brand,,,140,1,1,85.00,607.14285714,0.007143
The Secure Mat,Licorice,,,135,0,0,0.00,0.00000000,0.000000
SPONGELLE,Dr. Squatch,25.00000000,0.00000000,630,1,0,1.00,1.58730159,0.001587
Dreamland Baby,Airsign,,,172,0,0,0.00,0.00000000,0.000000
Caden Lane,doublesoul,,,286,0,0,0.00,0.00000000,0.000000
MAXPRO Fitness,Tula Skincare,,,268,0,0,0.00,0.00000000,0.000000
Giften Market,Year & Day,,,101,0,0,0.00,0.00000000,0.000000
Dirty Labs,biom,,,102,0,0,0.00,0.00000000,0.000000
Kindra,Ursa Major,30.00000000,0.00000000,134,0,0,0.00,0.00000000,0.000000
Finn + Emma,Character Home,150.00000000,50.00000000,112,0,0,0.00,0.00000000,0.000000
Nuudii System,Kosas Cosmetics,,,469,0,0,0.00,0.00000000,0.000000
Girlfriend Collective,Cadence,,,771,3,2,85.00,110.24643320,0.003891
Create,Lunya,150.00000000,75.00000000,616,1,0,75.00,121.75324675,0.001623
Caden Lane,eyebobs,,,164,0,0,0.00,0.00000000,0.000000
Bodily,Foria,,,229,0,0,0.00,0.00000000,0.000000
Bad Birdie,Wolf & Shepherd,,,347,1,1,50.00,144.09221902,0.002882
jane iredale,Cadence,,,263,2,2,70.00,266.15969582,0.007605
Blueland,Primally Pure,,,343,2,2,20.00,58.30903790,0.005831
Morphe,Cadence,,,318,0,0,0.00,0.00000000,0.000000
jot,Airsign,,,233,0,0,0.00,0.00000000,0.000000
Muslin Comfort,Snuggle Me Organic,,,117,0,0,0.00,0.00000000,0.000000
ettitude,Laura Geller,,,148,0,0,0.00,0.00000000,0.000000
Hedley & Bennett,Muslin Comfort,,,223,1,1,75.00,336.32286996,0.004484
Ursa Major,NOMAD Grills,,,411,0,0,0.00,0.00000000,0.000000
eeBoo,Laura Geller,,,862,1,1,15.00,17.40139211,0.001160
California Arts,Native Pet,,,104,0,0,0.00,0.00000000,0.000000
AAVRANI,Laura Geller,,,235,0,0,0.00,0.00000000,0.000000
Liquid I.V.,Opopop,,,147,0,0,0.00,0.00000000,0.000000
Create,Dollar Shave Club,30.00000000,0.00000000,156,0,0,0.00,0.00000000,0.000000
Manduka,KraveBeauty,,,177,0,0,0.00,0.00000000,0.000000
Dirty Labs,D.S. & Durga,40.00000000,40.00000000,170,0,0,0.00,0.00000000,0.000000
Little Words Project,Lalo,,,152,2,0,20.00,131.57894737,0.013158
Hedley & Bennett,August Uncommon Tea,,,140,0,0,0.00,0.00000000,0.000000
Ritual Zero Proof,Sunday Citizen,,,124,0,0,0.00,0.00000000,0.000000
RiotSociety.com,Thorlos,,,160,0,0,0.00,0.00000000,0.000000
Vegamour,Evereden,,,104,1,0,15.00,144.23076923,0.009615
Halfdays,Dame,,,148,1,1,35.00,236.48648649,0.006757
Dieux Skin,Canopy,,,253,0,0,0.00,0.00000000,0.000000
RiotSociety.com,Dakine,,,140,0,0,0.00,0.00000000,0.000000
Giften Market,Dollar Shave Club,30.00000000,0.00000000,123,0,0,0.00,0.00000000,0.000000
"Dermaclara, LLC",Divi,,,151,0,0,0.00,0.00000000,0.000000
Bokksu Market,M.M.LaFleur,,,126,0,0,0.00,0.00000000,0.000000
Felix Gray,Sijo,,,116,0,0,0.00,0.00000000,0.000000
Dreamland Baby,Laura Geller,,,314,0,0,0.00,0.00000000,0.000000
SPONGELLE,Pretzels.com,,,147,0,0,0.00,0.00000000,0.000000
LIVELY,Cadence,,,177,0,0,0.00,0.00000000,0.000000
Nuudii System,Tower 28 Beauty,,,167,0,0,0.00,0.00000000,0.000000
Sprout Living,MAXPRO Fitness,,,286,0,0,0.00,0.00000000,0.000000
P.S.,Seoul Ceuticals,,,128,0,0,0.00,0.00000000,0.000000
SolaWave,Morphe,,,128,0,0,0.00,0.00000000,0.000000
Coffee Bros.,Fable Home,,,102,0,0,0.00,0.00000000,0.000000
Tula Skincare,Saranoni Luxury Blankets,,,112,0,0,0.00,0.00000000,0.000000
Baby Delight,Dagne Dover,,,131,0,0,0.00,0.00000000,0.000000
Laura Geller,Newton Baby,,,7420,4,4,12.00,1.61725067,0.000539
KraveBeauty,Liquid I.V.,,,1319,0,0,0.00,0.00000000,0.000000
Molekule,NOMAD Grills,,,1569,0,0,0.00,0.00000000,0.000000
Halfdays,Koio,50.00000000,50.00000000,400,0,0,0.00,0.00000000,0.000000
Buffbunny Collection,Little Words Project,,,1414,1,1,15.00,10.60820368,0.000707
Snibbs,Dakine,,,235,0,0,0.00,0.00000000,0.000000
KraveBeauty,Glamnetic,,,653,0,0,0.00,0.00000000,0.000000
QALO,True Classic,45.00000000,0.00000000,523,0,0,0.00,0.00000000,0.000000
Baby Tula,NOT!CE Hair Co,,,240,0,0,0.00,0.00000000,0.000000
Branch,Lunya,150.00000000,75.00000000,322,1,0,75.00,232.91925466,0.003106
iota,Caden Lane,,,132,2,1,52.00,393.93939394,0.015152
Twillory,Amberjack,,,3953,12,8,600.00,151.78345560,0.003036
Glamnetic,M.M.LaFleur,,,1529,0,0,0.00,0.00000000,0.000000
Manduka,Dr. Squatch,25.00000000,0.00000000,1945,0,0,0.00,0.00000000,0.000000
Serenity Kids,Lalo,,,358,5,0,40.00,111.73184358,0.013966
doublesoul,MANSCAPED,,,185,0,0,0.00,0.00000000,0.000000
Manduka,Tula Skincare,,,519,0,0,0.00,0.00000000,0.000000
Dr. Squatch,GRIP6,,,11057,6,4,150.00,13.56606675,0.000543
Sol de Janeiro,Lunya,150.00000000,75.00000000,17262,0,0,0.00,0.00000000,0.000000
Laura Geller,Ursa Major,30.00000000,0.00000000,11088,11,7,249.92,22.53968254,0.000992
Girlfriend Collective,Blueland,33.00000000,0.00000000,1680,2,2,66.00,39.28571429,0.001190
Dollar Shave Club,Oradina,,,4485,0,0,0.00,0.00000000,0.000000
Liquid I.V.,Dollar Shave Club,30.00000000,0.00000000,2007,1,1,30.00,14.94768311,0.000498
Dame,Shinesty,20.00000000,10.00000000,999,0,0,0.00,0.00000000,0.000000
Amberjack,Faherty Brand,,,839,0,0,0.00,0.00000000,0.000000
ByHeart,Yana Sleep,,,2334,0,0,0.00,0.00000000,0.000000
Cadence,Laura Geller,,,2129,6,6,90.00,42.27336778,0.002818
Muslin Comfort,LIVELY,,,729,2,2,70.00,96.02194787,0.002743
Liquid I.V.,Electric Picks Jewelry,,,175,1,0,15.00,85.71428571,0.005714
Laura Geller,Toad&Co,,,1160,1,0,30.00,25.86206897,0.000862
Safari Ltd,Caden Lane,,,1004,1,0,20.00,19.92031873,0.000996
Manduka,Dieux Skin,,,499,2,0,2.00,4.00801603,0.004008
Glamnetic,Dieux Skin,,,290,2,0,2.00,6.89655172,0.006897
Halfdays,NOMAD Grills,,,659,0,0,0.00,0.00000000,0.000000
SolaWave,LIVELY,,,628,0,0,0.00,0.00000000,0.000000
Liquid I.V.,Buffbunny Collection,,,1128,5,0,20.00,17.73049645,0.004433
Dollar Shave Club,For Days,30.00000000,15.00000000,274,2,0,30.00,109.48905109,0.007299
Joanna Vargas Skincare,Laura Geller,,,167,0,0,0.00,0.00000000,0.000000
Posh Peanut,Gathre,,,498,2,0,40.00,80.32128514,0.004016
Laura Geller,Thorlos,,,837,1,0,5.00,5.97371565,0.001195
Once Upon a Farm,Needed,,,293,0,0,0.00,0.00000000,0.000000
Girlfriend Collective,Muslin Comfort,,,223,0,0,0.00,0.00000000,0.000000
Solly Baby,Morphe,,,509,0,0,0.00,0.00000000,0.000000
WithCo Cocktails,NOMAD Grills,,,120,0,0,0.00,0.00000000,0.000000
Hydrant,Cadence,,,145,0,0,0.00,0.00000000,0.000000
Ritual Zero Proof,Licorice,,,361,0,0,0.00,0.00000000,0.000000
MantraBand,Wildfang,,,422,0,0,0.00,0.00000000,0.000000
Bala,LIVELY,,,690,1,0,20.00,28.98550725,0.001449
Bodily,Needed,,,348,0,0,0.00,0.00000000,0.000000
SolaWave,Vegamour,50.00000000,0.00000000,3399,5,2,115.00,33.83348044,0.001471
Bodily,Snuggle Me Organic,,,2917,20,18,380.00,130.27082619,0.006856
ByHeart,Tula Skincare,,,510,0,0,0.00,0.00000000,0.000000
Moonglow,Little Words Project,,,1151,0,0,0.00,0.00000000,0.000000
Amberjack,Manduka,,,216,0,0,0.00,0.00000000,0.000000
