"ORDER_DATE","IMPRESSION_SEQUENCE","ORDER_COUNT","LOAD_COUNT","ADVERTISER_COUNT","CONV_COUNT","AD_SPEND","LOAD_COUNT_7_DAY_AVG","CONV_COUNT_7_DAY_AVG","AD_SPEND_7_DAY_AVG"
"2024-02-16","first_day","60738","77916","216605","857",11487.55,68325,763.571,11415.76714
"2024-02-17","first_day","60341","75587","214007","849",12512.42,69779.428,767,11249.25428
"2024-02-18","first_day","60145","75535","214480","854",12912.62,71441.857,793,11536.65285
"2024-02-19","first_day","65322","83194","234003","982",13779.61,73849.285,830.428,12044.74142
"2024-02-20","first_day","59325","75471","199288","795",12213.07,74833.428,827,12035.62285
"2024-02-21","first_day","45218","58671","155597","692",10008.67,73388.714,817,11895.95285
"2024-02-22","first_day","44849","55545","150928","586",7520.01,71702.714,802.142,11490.56428
"2024-02-23","first_day","40879","48891","132618","568",8324.1,67556.285,760.857,11038.64285
"2024-02-24","first_day","39638","47265","130308","569",8595.97,63510.285,720.857,10479.15
"2024-02-25","first_day","40010","47532","132098","549",7490.87,59509.857,677.285,9704.61428
"2024-02-26","first_day","42212","50301","139688","566",7891.28,54810.857,617.857,8863.42428
"2024-02-27","first_day","44769","53955","144091","540",7217.9,51737.142,581.428,8149.82857
"2024-02-28","first_day","46736","56121","146159","666",8471.61,51372.857,577.714,7930.24857
"2024-02-29","first_day","50584","60850","161565","635",8811.32,52130.714,584.714,8114.72142
"2024-03-01","first_day","46792","57795","158520","623",9478.26,53402.714,592.571,8279.60142
"2024-03-02","first_day","56007","67831","184056","738",12396.78,56340.714,616.714,8822.57428
"2024-03-03","first_day","46853","56646","154334","588",9138.49,57642.714,622.285,9057.94857
"2024-03-04","first_day","46377","56990","155609","559",8573.95,58598.285,621.285,9155.47285
"2024-03-05","first_day","45564","56307","153841","767",10353.11,58934.285,653.714,9603.36
"2024-03-06","first_day","47569","58856","162075","1019",12752.33,59325,704.142,10214.89142
"2024-03-07","first_day","49373","60849","160552","886",11521.97,59324.857,740,10602.12714
"2024-03-08","first_day","46116","57205","141926","880",10668.27,59240.571,776.714,10772.12857
"2024-03-09","first_day","47553","58019","143860","833",11635.64,57838.857,790.285,10663.39428
"2024-03-10","first_day","43983","53803","133362","577",7448.73,57432.714,788.714,10422
"2024-03-11","first_day","41884","51927","130611","621",8538.66,56709.428,797.571,10416.95857
"2024-03-12","first_day","40357","49724","121902","613",8217.53,55769,775.571,10111.87571
"2024-03-13","first_day","47383","57588","139367","762",10532.88,55587.857,738.857,9794.81142
"2024-03-14","first_day","49983","61137","144167","769",9562.93,55629,722.142,9514.94857
"2024-03-15","first_day","50695","62024","148521","717",9418.47,56317.428,698.857,9336.40571
"2024-03-16","first_day","45624","55615","136354","668",8336.88,55974,675.285,8865.15428
"2024-03-17","first_day","46062","56178","135132","780",9610.9,56313.285,704.285,9174.03571
"2024-03-18","first_day","46509","56765","139847","802",7617.54,57004.428,730.142,9042.44714
"2024-03-19","first_day","43066","52679","129754","545",8865.12,57426.571,720.428,9134.96
"2024-03-20","first_day","43483","53533","130636","497",7666.33,56847.285,682.571,8725.45285
"2024-03-21","first_day","47985","60686","145531","508",7454.45,56782.857,645.285,8424.24142
"2024-03-22","first_day","48782","62375","153439","562",9249.7,56833,623.142,8400.13142
"2024-03-23","first_day","48870","61383","150247","533",8470.46,57657,603.857,8419.21428
"2024-03-24","first_day","45975","57548","140070","516",7754.48,57852.714,566.142,8154.01142
"2024-03-25","first_day","45848","58341","143125","532",7942.19,58077.857,527.571,8200.39
"2024-03-26","first_day","46321","58628","139898","629",9066.82,58927.714,539.571,8229.20428
"2024-03-27","first_day","43764","55907","138693","553",7663.71,59266.857,547.571,8228.83
"2024-03-28","first_day","46859","59238","144100","527",7750.66,59060,550.285,8271.14571
"2024-03-29","first_day","44297","55860","137778","425",7289.9,58129.285,530.714,7991.17428
"2024-03-30","first_day","40285","49908","123021","382",5955.3,56490,509.142,7631.86571
"2024-03-31","first_day","37962","47238","117223","333",6022.72,55017.142,483,7384.47142
"2024-04-01","first_day","43531","55218","136824","355",6028.15,54571,457.714,7111.03714
"2024-04-02","first_day","41654","53500","133007","376",6943.51,53838.428,421.571,6807.70714
"2024-04-03","first_day","38888","49817","123958","355",5845.72,52968.428,393.285,6547.99428
"2024-04-04","first_day","40871","52072","127524","421",6739.27,51944.714,378.142,6403.51
"2024-04-05","first_day","37335","47052","117009","347",5299.62,50686.428,367,6119.18428
"2024-04-06","first_day","40255","50089","126207","372",6211.54,50712.285,365.571,6155.79
"2024-04-07","first_day","40310","49725","126816","369",6513.38,51067.571,370.714,6225.88428
"2024-01-18","subsequent_over_half_week","9412","22815","62437","167",2626.48,22815,167,2626.48
"2024-01-19","subsequent_over_half_week","10034","23831","66909","272",4557.21,23323,219.5,3591.845
"2024-01-20","subsequent_over_half_week","9267","21594","59094","146",2888.71,22746.666,195,3357.46666
"2024-01-21","subsequent_over_half_week","7740","16975","46911","134",3100,21303.75,179.75,3293.1
"2024-01-22","subsequent_over_half_week","7155","15882","43904","119",2588.48,20219.4,167.6,3152.176
"2024-01-23","subsequent_over_half_week","6589","15507","42751","127",2391.51,19434,160.833,3025.39833
"2024-01-24","subsequent_over_half_week","5710","12509","35583","114",2357.08,18444.714,154.142,2929.92428
"2024-01-25","subsequent_over_half_week","8259","19608","53444","161",3023.5,17986.571,153.285,2986.64142
"2024-01-26","subsequent_over_half_week","10514","26966","71688","167",2675,18434.428,138.285,2717.75428
"2024-01-27","subsequent_over_half_week","8519","21093","58004","227",3888.35,18362.857,149.857,2860.56
"2024-01-28","subsequent_over_half_week","7094","16242","44558","140",2458.52,18258.142,150.714,2768.92
"2024-01-29","subsequent_over_half_week","6684","15730","43005","149",2932.48,18236.428,155,2818.06285
"2024-01-30","subsequent_over_half_week","6886","16021","43605","170",2911.5,18309.857,161.142,2892.34714
"2024-01-31","subsequent_over_half_week","8022","19441","53104","169",2791.01,19300.142,169,2954.33714
"2024-02-01","subsequent_over_half_week","7782","18630","50262","154",2456,19160.428,168,2873.26571
"2024-02-02","subsequent_over_half_week","7328","17172","48185","188",2828.37,17761.285,171,2895.17571
"2024-02-03","subsequent_over_half_week","7958","19227","52298","201",3940,17494.714,167.285,2902.55428
"2024-02-04","subsequent_over_half_week","6903","16631","46001","128",2008.46,17550.285,165.571,2838.26
"2024-02-05","subsequent_over_half_week","7203","17494","48016","153",2430.74,17802.285,166.142,2766.58285
"2024-02-06","subsequent_over_half_week","6877","16755","47250","165",2503.94,17907.142,165.428,2708.36
"2024-02-07","subsequent_over_half_week","6865","16913","47072","163",1900,17546,164.571,2581.07285
"2024-02-08","subsequent_over_half_week","8658","20400","55276","168",2211.5,17798.857,166.571,2546.14428
"2024-02-09","subsequent_over_half_week","10029","27921","88579","216",2578.5,19334.428,170.571,2510.44857
"2024-02-10","subsequent_over_half_week","10635","33014","112343","267",3508.99,21304,180,2448.87571
"2024-02-11","subsequent_over_half_week","8763","24075","76936","209",2862.48,22367.428,191.571,2570.87857
"2024-02-12","subsequent_over_half_week","8749","24613","78109","188",2259.1,23384.428,196.571,2546.35857
"2024-02-13","subsequent_over_half_week","8711","23229","72758","186",2188.98,24309.285,199.571,2501.36428
"2024-02-14","subsequent_over_half_week","9547","26572","79677","197",2581.39,25689.142,204.428,2598.70571
"2024-02-15","subsequent_over_half_week","10273","27689","80051","239",2851.96,26730.428,214.571,2690.2
"2024-02-16","subsequent_over_half_week","11206","31047","91888","228",2858.76,27177,216.285,2730.23714
"2024-02-17","subsequent_over_half_week","10558","29062","83000","261",3077,26612.428,215.428,2668.52428
"2024-02-18","subsequent_over_half_week","8939","24348","72243","180",2243.09,26651.428,211.285,2580.04
"2024-02-19","subsequent_over_half_week","8349","22169","63244","182",1992.5,26302.285,210.428,2541.95428
"2024-02-20","subsequent_over_half_week","7516","20176","59046","146",1853,25866.142,204.714,2493.95714
"2024-02-21","subsequent_over_half_week","6532","17082","50951","137",1750,24510.428,196.142,2375.18714
"2024-02-22","subsequent_over_half_week","7035","19033","55842","136",1386.9,23273.857,181.428,2165.89285
"2024-02-23","subsequent_over_half_week","6301","16942","49896","136",1480,21258.857,168.285,1968.92714
"2024-02-24","subsequent_over_half_week","6281","17014","48980","118",1332,19537.714,147.857,1719.64142
"2024-02-25","subsequent_over_half_week","6086","16057","47502","122",1450.07,18353.285,139.571,1606.35285
"2024-02-26","subsequent_over_half_week","6155","15976","47356","107",1275.01,17468.571,128.857,1503.85428
"2024-02-27","subsequent_over_half_week","5809","14651","42563","126",1614.5,16679.285,126,1469.78285
"2024-02-28","subsequent_over_half_week","6027","15253","44158","110",1427.98,16418,122.142,1423.78
"2024-02-29","subsequent_over_half_week","7154","18287","52095","131",1338.98,16311.428,121.428,1416.93428
"2024-03-01","subsequent_over_half_week","7519","20615","58902","186",2436.6,16836.142,128.571,1553.59142
"2024-03-02","subsequent_over_half_week","7788","20562","57999","201",2036.44,17343,140.428,1654.22571
"2024-03-03","subsequent_over_half_week","6267","16387","45197","142",1716.5,17390.142,143.285,1692.28714
"2024-03-04","subsequent_over_half_week","5805","14967","41323","117",1399.94,17246,144.714,1710.13428
"2024-03-05","subsequent_over_half_week","5626","14196","38637","135",1323.72,17181,146,1668.59428
"2024-03-06","subsequent_over_half_week","6231","15927","44826","112",1063,17277.285,146.285,1616.45428
"2024-03-07","subsequent_over_half_week","6430","17048","48026","167",1483.6,17100.285,151.428,1637.11428
"2024-03-08","subsequent_over_half_week","7335","20577","57616","361",3348.77,17094.857,176.428,1767.42428
"2024-03-09","subsequent_over_half_week","7407","20460","56910","380",3482.6,17080.285,202,1974.01857
"2024-03-10","subsequent_over_half_week","6207","16651","45431","334",3340.98,17118,229.428,2206.08714
"2024-03-11","subsequent_over_half_week","5862","15088","42560","287",2541.28,17135.285,253.714,2369.13571
"2024-03-12","subsequent_over_half_week","5692","14593","40613","228",2229.18,17192,267,2498.48714
"2024-03-13","subsequent_over_half_week","6453","16913","47335","202",1690.82,17332.857,279.857,2588.17571
"2024-03-14","subsequent_over_half_week","8169","21228","59507","186",1936.01,17930,282.571,2652.80571
"2024-03-15","subsequent_over_half_week","10160","27758","77701","218",3011.54,18955.857,262.142,2604.63
"2024-03-16","subsequent_over_half_week","9639","26195","73639","245",2389.44,19775.142,242.857,2448.46428
"2024-03-17","subsequent_over_half_week","8779","22801","63424","155",2186.58,20653.714,217.285,2283.55
"2024-03-18","subsequent_over_half_week","8897","24001","65862","190",2583.4,21927,203.428,2289.56714
"2024-03-19","subsequent_over_half_week","8534","23332","65116","118",2090.98,23175.428,187.714,2269.82428
"2024-03-20","subsequent_over_half_week","9337","26206","72372","99",1532.5,24503,173,2247.20714
"2024-03-21","subsequent_over_half_week","10803","29596","82799","140",1637.9,25698.428,166.428,2204.62
"2024-03-22","subsequent_over_half_week","11674","33154","91692","198",2784.11,26469.285,163.571,2172.13
"2024-03-23","subsequent_over_half_week","11311","30841","85144","166",2447.56,27133,152.285,2180.43285
"2024-03-24","subsequent_over_half_week","9408","24774","68546","131",1857.04,27414.857,148.857,2133.35571
"2024-03-25","subsequent_over_half_week","8730","23307","65074","116",1803.21,27315.714,138.285,2021.9
"2024-03-26","subsequent_over_half_week","8569","23084","64269","74",1399.47,27280.285,132,1923.11285
"2024-03-27","subsequent_over_half_week","9782","26625","74053","119",1470.6,27340.142,134.857,1914.27
"2024-03-28","subsequent_over_half_week","11045","30480","85628","117",1754.48,27466.428,131.571,1930.92428
"2024-03-29","subsequent_over_half_week","10702","29696","84706","117",1716.01,26972.428,120,1778.33857
"2024-03-30","subsequent_over_half_week","9966","27567","79322","118",2036.78,26504.714,113.142,1719.65571
"2024-03-31","subsequent_over_half_week","8905","23328","66929","89",1501.5,26298.142,107.142,1668.86428
"2024-04-01","subsequent_over_half_week","9154","23933","68374","104",1523.5,26387.571,105.428,1628.90571
"2024-04-02","subsequent_over_half_week","8879","22947","65225","89",1167.08,26368,107.571,1595.70714
"2024-04-03","subsequent_over_half_week","8615","22350","63281","64",902,25757.285,99.714,1514.47857
"2024-04-04","subsequent_over_half_week","9504","24672","68615","86",1373,24927.571,95.285,1459.98142
"2024-04-05","subsequent_over_half_week","10099","26839","75378","84",1076.95,24519.428,90.571,1368.68714
"2024-04-06","subsequent_over_half_week","10155","26922","75225","75",1092.01,24427.285,84.428,1233.72
"2024-04-07","subsequent_over_half_week","8708","21513","59184","47",595.98,24168,78.428,1104.36
"2024-01-18","subsequent_under_half_week","6426","10978","30022","147",1818,10978,147,1818
"2024-01-19","subsequent_under_half_week","7195","12267","35529","156",2606,11622.5,151.5,2212
"2024-01-20","subsequent_under_half_week","7550","13268","39719","95",2054.98,12171,132.666,2159.66
"2024-01-21","subsequent_under_half_week","7347","13253","37680","95",1696,12441.5,123.25,2043.745
"2024-01-22","subsequent_under_half_week","6567","11493","31408","104",2323,12251.8,119.4,2099.596
"2024-01-23","subsequent_under_half_week","5496","9421","26182","88",1564,11780,114.166,2010.33
"2024-01-24","subsequent_under_half_week","4708","8189","22394","70",1402.72,11267,107.857,1923.52857
"2024-01-25","subsequent_under_half_week","5925","10621","29868","86",1947,11216,99.142,1941.95714
"2024-01-26","subsequent_under_half_week","7092","12805","35906","108",2021.48,11292.857,92.285,1858.45428
"2024-01-27","subsequent_under_half_week","6990","12741","36159","79",1122.96,11217.571,90,1725.30857
"2024-01-28","subsequent_under_half_week","7206","13285","37193","103",1945.48,11222.142,91.142,1760.94857
"2024-01-29","subsequent_under_half_week","7317","13671","38341","168",3085.98,11533.285,100.285,1869.94571
"2024-01-30","subsequent_under_half_week","7010","13103","35679","123",2678.5,12059.285,105.285,2029.16
"2024-01-31","subsequent_under_half_week","6158","10985","28666","125",2227.95,12458.714,113.142,2147.05
"2024-02-01","subsequent_under_half_week","5403","9351","24717","61",1269.75,12277.285,109.571,2050.3
"2024-02-02","subsequent_under_half_week","5539","9779","26867","96",1940.51,11845,107.857,2038.73285
"2024-02-03","subsequent_under_half_week","6390","11392","32716","122",2266.73,11652.285,114,2202.12857
"2024-02-04","subsequent_under_half_week","6965","13116","35675","147",2760.46,11628.142,120.285,2318.55428
"2024-02-05","subsequent_under_half_week","7816","15259","42043","124",2098.94,11855,114,2177.54857
"2024-02-06","subsequent_under_half_week","7566","14498","38891","121",1832.98,12054.285,113.714,2056.76
"2024-02-07","subsequent_under_half_week","6326","11575","30705","112",1519,12138.571,111.857,1955.48142
"2024-02-08","subsequent_under_half_week","6002","10408","27281","101",1907.97,12289.571,117.571,2046.65571
"2024-02-09","subsequent_under_half_week","7314","14357","48201","109",1336.97,12943.571,119.428,1960.43571
"2024-02-10","subsequent_under_half_week","8876","17324","63143","133",2112,13791,121,1938.33142
"2024-02-11","subsequent_under_half_week","7905","14770","48709","155",2255.75,14027.285,122.142,1866.23
"2024-02-12","subsequent_under_half_week","8090","15240","48063","137",2008.87,14024.571,124,1853.36285
"2024-02-13","subsequent_under_half_week","7876","14591","45660","138",1600.4,14037.857,126.428,1820.13714
"2024-02-14","subsequent_under_half_week","7529","13281","40452","106",1395.47,14281.571,125.571,1802.49
"2024-02-15","subsequent_under_half_week","6715","11800","35407","104",1427,14480.428,126,1733.78
"2024-02-16","subsequent_under_half_week","8010","14053","41175","112",1332.1,14437,126.428,1733.08428
"2024-02-17","subsequent_under_half_week","9243","16298","48618","122",1555.38,14290.428,124.857,1653.56714
"2024-02-18","subsequent_under_half_week","9258","17026","47444","155",2127.5,14612.714,124.857,1635.24571
"2024-02-19","subsequent_under_half_week","9493","17535","48425","136",1644.5,14940.571,124.714,1583.19285
"2024-02-20","subsequent_under_half_week","6811","12873","36815","89",1104.74,14695.142,117.714,1512.38428
"2024-02-21","subsequent_under_half_week","5543","10304","29107","80",1043.5,14269.857,114,1462.10285
"2024-02-22","subsequent_under_half_week","4119","7413","20788","61",527,13643.142,107.857,1333.53142
"2024-02-23","subsequent_under_half_week","3126","5328","14989","35",467.01,12396.714,96.857,1209.94714
"2024-02-24","subsequent_under_half_week","3410","6100","17534","58",673,10939.857,87.714,1083.89285
"2024-02-25","subsequent_under_half_week","3488","6141","17362","49",466.11,9384.857,72.571,846.55142
"2024-02-26","subsequent_under_half_week","3615","6802","19437","50",618,7851.571,60.285,699.90857
"2024-02-27","subsequent_under_half_week","3788","6625","18082","51",789,6959,54.857,654.80285
"2024-02-28","subsequent_under_half_week","4211","7414","20006","61",848.08,6546.142,52.142,626.88571
"2024-02-29","subsequent_under_half_week","4430","7706","21330","44",751,6588,49.714,658.88571
"2024-03-01","subsequent_under_half_week","4692","8569","24900","66",592.72,7051,54.142,676.84428
"2024-03-02","subsequent_under_half_week","5444","9917","29325","107",1710.5,7596.285,61.142,825.05857
"2024-03-03","subsequent_under_half_week","5148","9605","28298","78",1168,8091.142,65.285,925.32857
"2024-03-04","subsequent_under_half_week","5191","9826","28279","73",1095.72,8523.142,68.571,993.57428
"2024-03-05","subsequent_under_half_week","4816","8947","25131","100",1083.98,8854.857,75.571,1035.71428
"2024-03-06","subsequent_under_half_week","4868","9080","24162","114",984,9092.857,83.142,1055.13142
"2024-03-07","subsequent_under_half_week","4380","7624","19820","92",717.2,9081.142,90,1050.30285
"2024-03-08","subsequent_under_half_week","4101","7085","18437","100",1042.31,8869.142,94.857,1114.53
"2024-03-09","subsequent_under_half_week","4552","7862","21455","102",956.7,8575.571,94.142,1006.84428
"2024-03-10","subsequent_under_half_week","4669","8517","22582","86",939.25,8420.142,95.285,974.16571
"2024-03-11","subsequent_under_half_week","4887","9249","24745","70",619.1,8337.714,94.857,906.07714
"2024-03-12","subsequent_under_half_week","4235","8065","20978","70",792,8211.714,90.571,864.36571
"2024-03-13","subsequent_under_half_week","4475","8293","21123","67",911.5,8099.285,83.857,854.00857
"2024-03-14","subsequent_under_half_week","4261","7420","19082","81",807,8070.142,82.285,866.83714
"2024-03-15","subsequent_under_half_week","4275","7268","18828","84",881,8096.285,80,843.79285
"2024-03-16","subsequent_under_half_week","4552","7796","20778","70",443.1,8086.857,75.428,770.42142
"2024-03-17","subsequent_under_half_week","4899","8691","22883","67",749.42,8111.714,72.714,743.30285
"2024-03-18","subsequent_under_half_week","5547","9880","25443","74",849.98,8201.857,73.285,776.28571
"2024-03-19","subsequent_under_half_week","5402","9436","24951","48",848,8397.714,70.142,784.28571
"2024-03-20","subsequent_under_half_week","6177","10727","27909","64",1245,8745.428,69.714,831.92857
"2024-03-21","subsequent_under_half_week","6585","11389","29660","75",1338.01,9312.428,68.857,907.78714
"2024-03-22","subsequent_under_half_week","6035","10350","27366","98",1646,9752.714,70.857,1017.07285
"2024-03-23","subsequent_under_half_week","7164","12149","32940","92",994.01,10374.571,74,1095.77428
"2024-03-24","subsequent_under_half_week","7367","13091","34796","125",1852.24,11003.142,82.285,1253.32
"2024-03-25","subsequent_under_half_week","7713","13874","36524","106",1398.8,11573.714,86.857,1331.72285
"2024-03-26","subsequent_under_half_week","6453","11408","29463","55",803.01,11855.428,87.857,1325.29571
"2024-03-27","subsequent_under_half_week","6838","11881","30627","62",967.94,12020.285,87.571,1285.71571
"2024-03-28","subsequent_under_half_week","6280","10562","27321","54",1120.05,11902.142,84.571,1254.57857
"2024-03-29","subsequent_under_half_week","5125","8491","22208","39",771.5,11636.571,76.142,1129.65
"2024-03-30","subsequent_under_half_week","5844","9788","26211","41",735.51,11299.285,68.857,1092.72142
"2024-03-31","subsequent_under_half_week","6590","11908","31975","73",1375,11130.285,61.428,1024.54428
"2024-04-01","subsequent_under_half_week","8053","14967","39699","65",1239.6,11286.428,55.571,1001.80142
"2024-04-02","subsequent_under_half_week","6666","11643","31308","65",958.5,11320,57,1024.01428
"2024-04-03","subsequent_under_half_week","6316","11207","29706","62",799.04,11223.714,57,999.88571
"2024-04-04","subsequent_under_half_week","5936","10328","27532","40",675.5,11190.285,55,936.37857
"2024-04-05","subsequent_under_half_week","5010","8572","23399","35",663.5,11201.857,54.428,920.95
"2024-04-06","subsequent_under_half_week","6120","10119","27502","40",675.1,11249.142,54.285,912.32
"2024-04-07","subsequent_under_half_week","7061","12416","33007","65",820.5,11321.714,53.142,833.10571
