disco_event_time,disco_order_time,DAYS_TO_ATTRIBUTION,EVENT_TYPE,CUSTOMER_TYPE,ATTRIBUTION_METHOD,BILLABLE_AMOUNT,event_sec_dist,order_sec_dist,avg_sec_dist,cl_order_num_count,claim?,cl_order_num,northbeam_platform,cl_source,cl_order_time,cl_event_time,cl_attribution_days
2024-01-22 00:29:09.928000+00:00,2024-01-23 22:22:34+00:00,1,display,new,direct_email_match,32,2158,1803,1980,1,,2384220,Organic,direct,2024-01-23 21:52:31+00:00,2024-01-22 01:05:07.537000+00:00,1
2024-01-10 23:30:44.189000+00:00,2024-01-12 23:02:47+00:00,2,display,returning,direct_email_match,20,3926,50,1988,1,,2360375,Organic,direct,2024-01-12 23:01:57+00:00,2024-01-10 22:25:18.218000+00:00,2
2024-01-02 01:02:07.339000+00:00,2024-01-05 02:40:18+00:00,3,display,returning,direct_email_match,20,3368,649,2008,5,,2345229,Organic,direct,2024-01-05 02:29:29+00:00,2024-01-02 01:58:15.261000+00:00,3
2024-01-25 12:26:37.271000+00:00,2024-01-25 15:37:48+00:00,0,display,new,device_identifier_hash,32,3228,808,2018,4,,2387395,Organic,direct,2024-01-25 15:51:16+00:00,2024-01-25 11:32:48.790000+00:00,0
2024-01-24 00:20:07.053000+00:00,2024-01-24 02:08:37+00:00,0,display,new,device_identifier_hash,32,333,3719,2026,7,,2384554,Google Ads,adwords,2024-01-24 01:06:38+00:00,2024-01-24 00:25:40.011000+00:00,0
2024-01-29 19:08:03.313000+00:00,2024-01-31 20:19:19+00:00,2,display,new,direct_email_match,32,4062,68,2065,2,,2401049,Organic,direct,2024-01-31 20:18:11+00:00,2024-01-29 18:00:21.788000+00:00,2
2024-01-19 21:18:30.550000+00:00,2024-01-21 16:21:13+00:00,2,display,new,direct_email_match,32,4122,25,2073,1,,2379195,Organic,direct,2024-01-21 16:21:38+00:00,2024-01-19 20:09:48.595000+00:00,1
2023-12-29 20:24:40.224000+00:00,2024-01-05 01:02:39+00:00,7,display,new,order_mapping_hash,32,2122,2087,2104,6,,2345087,Microsoft Ads,microsoft,2024-01-05 01:37:26+00:00,2023-12-29 19:49:18.665000+00:00,6
2024-01-03 16:00:12.980000+00:00,2024-01-08 03:14:32+00:00,5,display,new,order_mapping_hash,32,93,4117,2105,3,,2351802,Facebook Ads,fb,2024-01-08 04:23:09+00:00,2024-01-03 15:58:40.289000+00:00,4
2024-01-17 21:44:51.222000+00:00,2024-01-20 18:20:14+00:00,3,display,new,direct_email_match,32,1569,2659,2114,6,,2377235,Organic,direct,2024-01-20 19:04:33+00:00,2024-01-17 21:18:41.839000+00:00,2
2024-01-01 18:38:16.195000+00:00,2024-01-05 20:15:36+00:00,4,display,new,order_mapping_hash,32,2051,2193,2122,1,,2346524,Klaviyo,utm medium - email,2024-01-05 19:39:03+00:00,2024-01-01 19:12:27.325000+00:00,4
2024-01-04 05:01:35.460000+00:00,2024-01-04 15:52:54+00:00,0,display,returning,order_mapping_hash,20,353,3894,2124,1,,2343671,Organic,direct,2024-01-04 14:48:00+00:00,2024-01-04 05:07:28.876000+00:00,0
2024-01-04 15:22:09.633000+00:00,2024-01-07 02:07:19+00:00,3,display,new,order_mapping_hash,32,2109,2187,2148,4,,2349209,Organic,direct,2024-01-07 01:30:52+00:00,2024-01-04 15:57:18.324000+00:00,2
2024-01-26 17:44:03.558000+00:00,2024-01-31 16:01:32+00:00,5,display,returning,direct_email_match,20,1019,3279,2149,1,,2400619,Organic,direct,2024-01-31 16:56:11+00:00,2024-01-26 18:01:02.130000+00:00,4
2024-01-04 17:46:48.836000+00:00,2024-01-07 17:11:26+00:00,3,display,returning,direct_email_match,20,1912,2392,2152,3,,2350266,Facebook Ads,fb,2024-01-07 16:31:34+00:00,2024-01-04 17:14:57.262000+00:00,2
2023-12-30 22:00:21.792000+00:00,2024-01-02 01:00:45+00:00,3,display,returning,order_mapping_hash,20,1702,2608,2155,6,no,2338429,Google Ads,adwords,2024-01-02 01:44:13+00:00,2023-12-30 21:32:00.130000+00:00,2
2024-01-20 16:00:44.034000+00:00,2024-01-20 18:08:11+00:00,0,display,returning,device_identifier_hash,20,2020,2293,2157,2,,2377199,Google Ads,adwords,2024-01-20 18:46:24+00:00,2024-01-20 16:34:24.311000+00:00,0
2023-12-30 02:59:18.506000+00:00,2024-01-01 00:39:18+00:00,2,display,returning,order_mapping_hash,20,1937,2391,2164,4,no,2335883,Organic,direct,2024-01-01 01:19:09+00:00,2023-12-30 03:31:35.341000+00:00,1
2024-01-13 21:24:13.253000+00:00,2024-01-19 20:16:59+00:00,6,display,lapsed,direct_email_match,32,1713,2626,2170,4,,2374887,Klaviyo,utm medium - email,2024-01-19 19:33:13+00:00,2024-01-13 21:52:46.619000+00:00,5
2024-01-29 19:18:19.144000+00:00,2024-01-29 21:03:12+00:00,0,display,new,device_identifier_hash,32,163,4180,2171,1,,2396879,Google Ads,adwords,2024-01-29 19:53:32+00:00,2024-01-29 19:15:36.457000+00:00,0
2024-01-03 13:10:59.383000+00:00,2024-01-04 02:31:15+00:00,1,display,returning,order_mapping_hash,20,4082,287,2185,8,,2342898,MNTN,mntn,2024-01-04 02:26:28+00:00,2024-01-03 14:19:01.584000+00:00,0
2024-01-17 23:30:49.322000+00:00,2024-01-22 19:38:12+00:00,5,display,returning,direct_email_match,20,4144,270,2207,1,,2382071,Klaviyo,utm medium - email,2024-01-22 19:42:42+00:00,2024-01-18 00:39:53.161000+00:00,4
2024-01-01 19:57:13.162000+00:00,2024-01-04 17:15:59+00:00,3,display,new,consumer_hash,32,4258,173,2215,2,,2344061,Facebook Ads,fb,2024-01-04 17:18:52+00:00,2024-01-01 18:46:15.364000+00:00,2
2024-01-11 00:04:43.904000+00:00,2024-01-13 00:55:14+00:00,2,display,returning,direct_email_match,20,3241,1202,2221,2,,2360537,Organic,direct,2024-01-13 00:35:12+00:00,2024-01-11 00:58:44.760000+00:00,1
2024-01-21 11:55:30.109000+00:00,2024-01-21 16:13:54+00:00,0,display,new,device_identifier_hash,32,2925,1535,2230,3,,2379110,Organic,direct,2024-01-21 15:48:19+00:00,2024-01-21 11:06:44.728000+00:00,0
2024-01-16 03:37:55.265000+00:00,2024-01-17 02:33:09+00:00,1,display,new,order_mapping_hash,32,3330,1141,2236,3,,2369893,Organic,direct,2024-01-17 02:52:10+00:00,2024-01-16 02:42:25.152000+00:00,1
2024-01-05 00:07:27.921000+00:00,2024-01-08 18:35:04+00:00,3,display,returning,direct_email_match,20,3698,783,2240,2,,2352585,Klaviyo,utm medium - email,2024-01-08 18:48:07+00:00,2024-01-05 01:09:05.814000+00:00,3
2024-01-26 03:56:58.912000+00:00,2024-01-29 00:26:20+00:00,3,display,new,direct_email_match,32,1453,3039,2246,10,,2395130,Google Ads,adwords,2024-01-29 01:16:59+00:00,2024-01-26 03:32:45.500000+00:00,2
2024-01-25 03:16:03.968000+00:00,2024-01-25 18:56:04+00:00,0,display,returning,order_mapping_hash,20,2466,2035,2250,1,,2387839,Organic,direct,2024-01-25 19:29:59+00:00,2024-01-25 02:34:58.109000+00:00,0
2024-01-23 17:30:06.669000+00:00,2024-01-23 18:50:37+00:00,0,display,returning,device_identifier_hash,20,3866,636,2251,1,,2383869,Facebook Ads,fb,2024-01-23 18:40:01+00:00,2024-01-23 18:34:32.758000+00:00,0
2023-12-31 19:16:45.178000+00:00,2024-01-03 14:22:04+00:00,3,display,returning,order_mapping_hash,20,2050,2469,2259,9,,2341333,MNTN,mntn,2024-01-03 15:03:13+00:00,2023-12-31 19:50:55.176000+00:00,2
2023-12-28 17:02:37.571000+00:00,2024-01-03 16:11:53+00:00,6,display,returning,order_mapping_hash,20,399,4120,2260,9,,2341333,MNTN,mntn,2024-01-03 15:03:13+00:00,2023-12-28 16:55:58.336000+00:00,5
2024-01-02 15:58:01.758000+00:00,2024-01-04 20:32:09+00:00,2,display,new,order_mapping_hash,32,1804,2739,2272,5,,2344602,Organic,direct,2024-01-04 21:17:48+00:00,2024-01-02 15:27:57.287000+00:00,2
2024-01-01 21:40:34.297000+00:00,2024-01-03 17:25:14+00:00,2,display,returning,consumer_hash,20,351,4195,2273,3,,2341881,Klaviyo,utm medium - email,2024-01-03 18:35:09+00:00,2024-01-01 21:34:43.409000+00:00,1
2024-01-19 13:35:48.740000+00:00,2024-01-26 13:59:53+00:00,7,display,returning,direct_email_match,20,3896,651,2273,2,,2389088,Klaviyo,utm medium - email,2024-01-26 13:49:02+00:00,2024-01-19 14:40:44.428000+00:00,6
2024-01-22 21:16:33.513000+00:00,2024-01-22 22:38:14+00:00,0,display,returning,device_identifier_hash,20,318,4230,2274,2,,2382264,Organic,direct,2024-01-22 21:27:44+00:00,2024-01-22 21:21:51.375000+00:00,0
2023-12-29 03:04:47.389000+00:00,2024-01-01 15:43:38+00:00,3,display,new,order_mapping_hash,32,4598,3,2301,4,no,2336898,MNTN,mntn,2024-01-01 15:43:41+00:00,2023-12-29 04:21:25.735000+00:00,3
2024-01-18 13:47:09.288000+00:00,2024-01-18 18:19:33+00:00,0,display,new,device_identifier_hash,32,610,4007,2308,3,,2372522,Organic,direct,2024-01-18 17:12:46+00:00,2024-01-18 13:36:59.294000+00:00,0
2024-01-22 20:45:49.937000+00:00,2024-01-22 22:30:05+00:00,0,display,returning,device_identifier_hash,20,897,3741,2319,2,,2382264,Klaviyo,utm medium - email,2024-01-22 21:27:44+00:00,2024-01-22 20:30:52.926000+00:00,0
2024-01-13 19:01:11.441000+00:00,2024-01-15 02:16:50+00:00,2,display,new,direct_email_match,32,1837,2818,2327,3,,2365355,Klaviyo,utm medium - email,2024-01-15 01:29:52+00:00,2024-01-13 18:30:34.495000+00:00,1
2024-01-02 18:36:17.174000+00:00,2024-01-06 19:19:16+00:00,4,display,new,consumer_hash,32,4056,602,2329,3,,2348426,Google Ads,adwords,2024-01-06 19:09:14+00:00,2024-01-02 17:28:40.993000+00:00,4
2024-01-03 18:15:09.056000+00:00,2024-01-06 00:38:31+00:00,3,display,new,order_mapping_hash,32,4196,463,2329,7,,2347132,MNTN,mntn,2024-01-06 00:46:14+00:00,2024-01-03 19:25:04.815000+00:00,2
2024-01-26 16:23:28.350000+00:00,2024-01-28 19:38:13+00:00,2,display,new,direct_email_match,32,219,4457,2338,1,,2394400,Organic,direct,2024-01-28 20:52:30+00:00,2024-01-26 16:19:49.254000+00:00,2
2024-01-07 23:35:31.826000+00:00,2024-01-08 01:06:09+00:00,1,display,new,direct_email_match,32,4601,141,2371,1,,2351355,Google Ads,adwords,2024-01-08 01:03:48+00:00,2024-01-08 00:52:12.916000+00:00,0
2024-01-10 15:03:37.995000+00:00,2024-01-16 03:39:24+00:00,6,display,returning,direct_email_match,20,595,4183,2389,2,,2367657,Organic,direct,2024-01-16 02:29:41+00:00,2024-01-10 15:13:32.864000+00:00,5
2024-01-12 20:07:58.669000+00:00,2024-01-13 21:03:08+00:00,1,display,returning,direct_email_match,20,4779,26,2402,2,,2362522,Google Ads,adwords,2024-01-13 21:03:34+00:00,2024-01-12 21:27:37.502000+00:00,0
2024-01-16 19:51:53.929000+00:00,2024-01-23 02:55:44+00:00,7,display,new,direct_email_match,32,4068,749,2409,8,,2382887,Organic,direct,2024-01-23 03:08:13+00:00,2024-01-16 18:44:05.702000+00:00,6
2024-01-26 12:57:00.165000+00:00,2024-01-26 15:43:18+00:00,0,display,returning,device_identifier_hash,20,3427,1401,2414,3,,2389305,Google Ads,adwords,2024-01-26 15:19:57+00:00,2024-01-26 13:54:06.877000+00:00,0
2024-01-13 01:55:52.025000+00:00,2024-01-18 17:54:14+00:00,5,display,returning,direct_email_match,20,2347,2488,2417,3,,2372522,Organic,direct,2024-01-18 17:12:46+00:00,2024-01-13 02:34:58.931000+00:00,5
2024-01-01 16:42:32.229000+00:00,2024-01-02 02:17:05+00:00,1,display,returning,consumer_hash,20,4586,289,2437,3,,2338525,Organic,direct,2024-01-02 02:12:16+00:00,2024-01-01 17:58:57.761000+00:00,0
2024-01-23 12:39:09.469000+00:00,2024-01-23 14:43:44+00:00,0,display,new,device_identifier_hash,32,4452,432,2442,2,,2383361,Google Ads,adwords,2024-01-23 14:36:32+00:00,2024-01-23 13:53:21.686000+00:00,0
2024-01-25 20:18:22.466000+00:00,2024-01-25 22:29:51+00:00,0,display,new,device_identifier_hash,32,2743,2159,2451,2,,2388092,Google Ads,adwords,2024-01-25 21:53:52+00:00,2024-01-25 21:04:05.297000+00:00,0
2024-01-09 14:25:27.590000+00:00,2024-01-16 16:38:00+00:00,7,display,returning,direct_email_match,20,414,4508,2461,5,,2368823,MNTN,mntn,2024-01-16 17:53:08+00:00,2024-01-09 14:32:21.892000+00:00,7
2024-01-02 03:32:27.941000+00:00,2024-01-03 15:33:38+00:00,1,display,new,consumer_hash,32,3118,1825,2472,9,,2341333,Facebook Ads,fb,2024-01-03 15:03:13+00:00,2024-01-02 04:24:25.960000+00:00,1
2024-01-29 12:54:23.939000+00:00,2024-01-29 17:49:03+00:00,0,display,returning,device_identifier_hash,20,2037,2917,2477,1,,2396509,Organic,direct,2024-01-29 17:00:26+00:00,2024-01-29 12:20:26.936000+00:00,0
2024-01-12 21:02:03.564000+00:00,2024-01-13 22:00:53+00:00,1,display,returning,direct_email_match,20,1534,3439,2486,2,,2362522,Google Ads,adwords,2024-01-13 21:03:34+00:00,2024-01-12 21:27:37.502000+00:00,0
2024-01-26 01:12:18.376000+00:00,2024-01-29 02:34:45+00:00,3,display,new,direct_email_match,32,334,4666,2500,10,,2395130,Facebook Ads,fb,2024-01-29 01:16:59+00:00,2024-01-26 01:17:51.993000+00:00,2
2024-01-25 18:14:23.704000+00:00,2024-01-25 21:05:58+00:00,0,display,returning,device_identifier_hash,20,2663,2346,2505,1,,2387951,Organic,direct,2024-01-25 20:26:52+00:00,2024-01-25 18:58:46.850000+00:00,0
2024-01-23 01:02:46.441000+00:00,2024-01-24 16:31:06+00:00,1,display,new,direct_email_match,32,5004,26,2515,1,,2385447,Organic,direct,2024-01-24 16:31:32+00:00,2024-01-23 02:26:10.731000+00:00,1
2024-01-07 21:02:47.103000+00:00,2024-01-13 18:05:37+00:00,6,display,new,direct_email_match,32,3806,1238,2522,5,,2362132,Klaviyo,utm medium - email,2024-01-13 18:26:15+00:00,2024-01-07 19:59:21.439000+00:00,5
2023-12-28 04:02:41.030000+00:00,2024-01-04 21:39:12+00:00,7,display,new,consumer_hash,32,52,5010,2531,6,,2344785,MNTN,mntn,2024-01-04 23:02:42+00:00,2023-12-28 04:01:49.073000+00:00,7
2023-12-30 13:52:36.801000+00:00,2024-01-02 19:58:11+00:00,3,display,returning,consumer_hash,20,2064,3008,2536,17,,2339833,Microsoft Ads,microsoft,2024-01-02 19:08:03+00:00,2023-12-30 13:18:12.640000+00:00,3
2023-12-28 20:37:45.498000+00:00,2024-01-03 21:31:39+00:00,6,display,returning,consumer_hash,20,793,4292,2543,2,,2342088,Google Ads,adwords,2024-01-03 20:20:07+00:00,2023-12-28 20:50:58.707000+00:00,5
2023-12-29 13:51:31.596000+00:00,2024-01-04 02:22:49+00:00,6,display,returning,consumer_hash,20,4871,219,2545,8,,2342898,MNTN,mntn,2024-01-04 02:26:28+00:00,2023-12-29 15:12:42.662000+00:00,5
2024-01-04 04:16:09.618000+00:00,2024-01-08 01:33:50+00:00,4,display,new,consumer_hash,32,2371,2724,2548,5,,2351536,Organic,direct,2024-01-08 02:19:14+00:00,2024-01-04 03:36:38.594000+00:00,3
2024-01-03 11:13:47.997000+00:00,2024-01-04 18:11:37+00:00,1,display,new,order_mapping_hash,32,4567,533,2550,1,,2344211,Organic Search,referral,2024-01-04 18:20:30+00:00,2024-01-03 12:29:55.417000+00:00,1
2024-01-02 22:32:52.598000+00:00,2024-01-03 00:36:39+00:00,1,display,returning,consumer_hash,20,2585,2532,2558,1,,2340378,Organic,direct,2024-01-02 23:54:27+00:00,2024-01-02 23:15:57.429000+00:00,0
2024-01-05 11:40:50.926000+00:00,2024-01-05 13:17:14+00:00,0,display,returning,device_identifier_hash,20,395,4746,2570,2,,2345614,Klaviyo,utm medium - email,2024-01-05 11:58:08+00:00,2024-01-05 11:47:25.547000+00:00,0
2024-01-13 02:35:08.483000+00:00,2024-01-13 05:26:03+00:00,0,display,new,device_identifier_hash,32,60,5081,2571,2,,2360949,Organic,direct,2024-01-13 04:01:22+00:00,2024-01-13 02:34:08.276000+00:00,0
2024-01-31 16:47:34.651000+00:00,2024-01-31 19:57:29+00:00,0,display,new,device_identifier_hash,32,3309,1848,2578,10,,2400958,MNTN,mntn,2024-01-31 19:26:41+00:00,2024-01-31 15:52:25.760000+00:00,0
2024-01-08 21:13:30.657000+00:00,2024-01-09 19:59:29+00:00,1,click,returning,direct_email_match,20,4887,286,2587,1,,2354500,Organic,direct,2024-01-09 20:04:15+00:00,2024-01-08 22:34:57.748000+00:00,0
2024-01-28 14:30:45.288000+00:00,2024-01-28 18:40:37+00:00,0,display,new,device_identifier_hash,32,359,4834,2597,2,,2394248,Klaviyo,utm medium - email,2024-01-28 20:01:11+00:00,2024-01-28 14:36:44.661000+00:00,0
2023-12-30 03:40:57.542000+00:00,2024-01-02 17:43:32+00:00,3,display,new,consumer_hash,32,3262,1947,2605,2,,2339550,Organic,direct,2024-01-02 17:11:05+00:00,2023-12-30 02:46:35.324000+00:00,3
2023-12-31 02:05:36.569000+00:00,2024-01-01 15:34:42+00:00,1,display,returning,consumer_hash,20,3291,1921,2606,3,no,2336795,Organic,direct,2024-01-01 15:02:41+00:00,2023-12-31 03:00:27.722000+00:00,1
2024-01-02 13:00:17.048000+00:00,2024-01-07 01:18:01+00:00,5,display,returning,direct_email_match,20,2656,2559,2607,3,,2349048,Google Ads,adwords,2024-01-07 00:35:22+00:00,2024-01-02 13:44:32.813000+00:00,4
2024-01-16 00:32:51.471000+00:00,2024-01-20 19:49:09+00:00,4,display,returning,direct_email_match,20,3502,1716,2609,5,,2377283,Organic,direct,2024-01-20 19:20:33+00:00,2024-01-15 23:34:29.802000+00:00,4
2024-01-03 05:51:13.618000+00:00,2024-01-04 02:51:38+00:00,1,display,returning,order_mapping_hash,20,3711,1510,2610,8,,2342898,MNTN,mntn,2024-01-04 02:26:28+00:00,2024-01-03 06:53:04.283000+00:00,0
2024-01-06 14:40:26.105000+00:00,2024-01-06 16:37:06+00:00,0,display,returning,consumer_hash,20,2034,3195,2614,2,,2348011,Organic,direct,2024-01-06 15:43:51+00:00,2024-01-06 15:14:19.842000+00:00,0
2024-01-25 15:40:26.378000+00:00,2024-01-26 18:45:22+00:00,1,display,returning,direct_email_match,20,1911,3332,2622,1,,2390069,Klaviyo,utm medium - email,2024-01-26 19:40:54+00:00,2024-01-25 15:08:35.087000+00:00,1
2023-12-31 02:22:29.972000+00:00,2024-01-02 00:27:32+00:00,2,display,new,consumer_hash,32,1131,4116,2624,1,,2338400,Google Ads,adwords,2024-01-02 01:36:08+00:00,2023-12-31 02:41:21.080000+00:00,1
2024-01-01 20:33:40.704000+00:00,2024-01-02 00:31:39+00:00,1,display,returning,device_identifier_hash,20,2598,2660,2629,2,no,2338081,Rakuten,utm medium -,2024-01-01 23:47:19+00:00,2024-01-01 21:16:58.649000+00:00,0
2024-01-12 16:24:12.945000+00:00,2024-01-12 18:44:28+00:00,0,display,new,device_identifier_hash,32,304,4960,2632,1,,2359664,MNTN,mntn,2024-01-12 17:21:48+00:00,2024-01-12 16:29:16.978000+00:00,0
2024-01-04 06:25:34.321000+00:00,2024-01-10 15:32:12+00:00,6,display,new,direct_email_match,32,1190,4078,2634,3,,2355605,MNTN,mntn,2024-01-10 14:24:14+00:00,2024-01-04 06:45:23.992000+00:00,6
2024-01-28 04:34:15.149000+00:00,2024-01-30 04:47:30+00:00,2,display,new,direct_email_match,32,5242,26,2634,2,,2398005,Organic,direct,2024-01-30 04:47:56+00:00,2024-01-28 06:01:37.098000+00:00,1
2024-01-02 05:01:25.732000+00:00,2024-01-04 21:05:40+00:00,2,display,lapsed,consumer_hash,32,1942,3341,2642,5,,2344683,Organic,direct,2024-01-04 22:01:21+00:00,2024-01-02 04:29:03.466000+00:00,2
