event_time,order_time,EVENT_CLASSIFICATION,CONVERSION_TYPE,CUSTOMER_TYPE,ATTRIBUTION_METHOD,DAYS_TO_ATTRIBUTION,BILLABLE_AMOUNT,event_date,order_date,event_hour,order_hour,event_minute,order_minute,event_second,order_second
2024-01-03 15:08:59.639000+00:00,2024-01-03 15:23:40+00:00,display,cross-sell,new,device_identifier_hash,0,32.0,2024-01-03,2024-01-03,15,15,8,23,59,40
2024-01-03 15:43:25.741000+00:00,2024-01-03 20:55:44+00:00,display,cross-sell,new,order_mapping_hash,0,32.0,2024-01-03,2024-01-03,15,20,43,55,25,44
2023-12-30 01:30:50.892000+00:00,2024-01-03 22:20:40+00:00,display,cross-sell,returning,order_mapping_hash,4,20.0,2023-12-30,2024-01-03,1,22,30,20,50,40
2023-12-30 01:40:02.263000+00:00,2024-01-03 02:01:09+00:00,display,cross-sell,returning,consumer_hash,4,20.0,2023-12-30,2024-01-03,1,2,40,1,2,9
2023-12-30 02:33:19.112000+00:00,2024-01-05 13:53:54+00:00,display,cross-sell,new,order_mapping_hash,6,32.0,2023-12-30,2024-01-05,2,13,33,53,19,54
2023-12-30 05:16:36.586000+00:00,2024-01-05 16:57:30+00:00,display,cross-sell,returning,order_mapping_hash,6,20.0,2023-12-30,2024-01-05,5,16,16,57,36,30
2023-12-30 05:30:17.079000+00:00,2024-01-05 18:55:24+00:00,display,cross-sell,new,direct_email_match,6,32.0,2023-12-30,2024-01-05,5,18,30,55,17,24
2023-12-30 08:09:29.705000+00:00,2024-01-01 16:35:58+00:00,display,cross-sell,returning,order_mapping_hash,2,20.0,2023-12-30,2024-01-01,8,16,9,35,29,58
2023-12-30 17:06:35.494000+00:00,2024-01-06 11:51:26+00:00,display,cross-sell,new,consumer_hash,7,32.0,2023-12-30,2024-01-06,17,11,6,51,35,26
2023-12-30 17:22:11.835000+00:00,2024-01-02 14:23:44+00:00,display,cross-sell,new,consumer_hash,3,32.0,2023-12-30,2024-01-02,17,14,22,23,11,44
2023-12-30 17:32:14.306000+00:00,2024-01-02 11:34:48+00:00,display,cross-sell,returning,order_mapping_hash,3,20.0,2023-12-30,2024-01-02,17,11,32,34,14,48
2023-12-30 17:48:09.394000+00:00,2024-01-03 06:15:31+00:00,display,cross-sell,new,consumer_hash,4,32.0,2023-12-30,2024-01-03,17,6,48,15,9,31
2024-01-26 20:58:05.093000+00:00,2024-01-26 22:51:57+00:00,display,cross-sell,returning,device_identifier_hash,0,20.0,2024-01-26,2024-01-26,20,22,58,51,5,57
2024-01-26 20:58:14.480000+00:00,2024-01-27 02:01:20+00:00,display,cross-sell,returning,device_identifier_hash,1,20.0,2024-01-26,2024-01-27,20,2,58,1,14,20
2024-01-26 21:25:15.261000+00:00,2024-01-27 02:25:45+00:00,display,cross-sell,new,device_identifier_hash,1,32.0,2024-01-26,2024-01-27,21,2,25,25,15,45
2024-01-26 21:30:07.445000+00:00,2024-01-26 21:47:52+00:00,display,cross-sell,new,device_identifier_hash,0,32.0,2024-01-26,2024-01-26,21,21,30,47,7,52
2024-01-26 22:02:56.580000+00:00,2024-01-31 19:57:06+00:00,display,cross-sell,returning,direct_email_match,5,20.0,2024-01-26,2024-01-31,22,19,2,57,56,6
2024-01-26 22:02:56.580000+00:00,2024-01-29 00:20:07+00:00,display,cross-sell,returning,direct_email_match,3,20.0,2024-01-26,2024-01-29,22,0,2,20,56,7
2023-12-30 22:00:21.792000+00:00,2024-01-02 01:00:45+00:00,display,cross-sell,returning,order_mapping_hash,3,20.0,2023-12-30,2024-01-02,22,1,0,0,21,45
2023-12-30 22:57:19.180000+00:00,2024-01-05 13:26:52+00:00,display,cross-sell,returning,consumer_hash,6,20.0,2023-12-30,2024-01-05,22,13,57,26,19,52
2024-01-21 16:52:43.079000+00:00,2024-01-27 16:11:40+00:00,display,cross-sell,new,direct_email_match,6,32.0,2024-01-21,2024-01-27,16,16,52,11,43,40
2024-01-21 17:46:18.482000+00:00,2024-01-28 04:54:41+00:00,display,cross-sell,new,direct_email_match,7,32.0,2024-01-21,2024-01-28,17,4,46,54,18,41
2024-01-22 02:40:21.923000+00:00,2024-01-27 14:25:28+00:00,display,cross-sell,returning,direct_email_match,5,20.0,2024-01-22,2024-01-27,2,14,40,25,21,28
2024-01-22 02:42:50.333000+00:00,2024-01-29 02:18:16+00:00,display,cross-sell,returning,direct_email_match,7,20.0,2024-01-22,2024-01-29,2,2,42,18,50,16
2024-01-22 02:58:02.551000+00:00,2024-01-23 14:13:19+00:00,display,cross-sell,new,direct_email_match,1,32.0,2024-01-22,2024-01-23,2,14,58,13,2,19
2024-01-22 03:23:27.638000+00:00,2024-01-29 02:19:19+00:00,display,cross-sell,returning,direct_email_match,7,20.0,2024-01-22,2024-01-29,3,2,23,19,27,19
2024-01-22 03:39:22.106000+00:00,2024-01-26 21:23:38+00:00,display,cross-sell,new,direct_email_match,4,32.0,2024-01-22,2024-01-26,3,21,39,23,22,38
2024-01-22 03:42:31.043000+00:00,2024-01-29 21:44:44+00:00,display,cross-sell,new,direct_email_match,7,32.0,2024-01-22,2024-01-29,3,21,42,44,31,44
2024-01-21 20:30:58.921000+00:00,2024-01-26 22:58:11+00:00,display,cross-sell,returning,direct_email_match,5,20.0,2024-01-21,2024-01-26,20,22,30,58,58,11
2024-01-21 21:01:35.551000+00:00,2024-01-21 21:10:13+00:00,display,cross-sell,new,device_identifier_hash,0,32.0,2024-01-21,2024-01-21,21,21,1,10,35,13
2024-01-22 11:57:09.611000+00:00,2024-01-23 01:36:02+00:00,display,cross-sell,returning,direct_email_match,1,20.0,2024-01-22,2024-01-23,11,1,57,36,9,2
2024-01-22 12:14:20.207000+00:00,2024-01-22 15:58:38+00:00,display,cross-sell,returning,device_identifier_hash,0,20.0,2024-01-22,2024-01-22,12,15,14,58,20,38
2024-01-22 13:39:46.942000+00:00,2024-01-28 23:45:38+00:00,display,cross-sell,returning,direct_email_match,6,20.0,2024-01-22,2024-01-28,13,23,39,45,46,38
2024-01-01 17:20:47.822000+00:00,2024-01-04 04:32:44+00:00,display,cross-sell,new,consumer_hash,3,32.0,2024-01-01,2024-01-04,17,4,20,32,47,44
2024-01-01 17:46:09.434000+00:00,2024-01-06 19:55:47+00:00,display,cross-sell,new,direct_email_match,5,32.0,2024-01-01,2024-01-06,17,19,46,55,9,47
2024-01-01 18:17:26.164000+00:00,2024-01-04 01:03:16+00:00,display,cross-sell,new,order_mapping_hash,3,32.0,2024-01-01,2024-01-04,18,1,17,3,26,16
2024-01-01 18:32:57.955000+00:00,2024-01-01 18:45:24+00:00,display,cross-sell,new,device_identifier_hash,0,32.0,2024-01-01,2024-01-01,18,18,32,45,57,24
2024-01-01 18:35:51.908000+00:00,2024-01-06 23:56:23+00:00,display,cross-sell,returning,order_mapping_hash,5,20.0,2024-01-01,2024-01-06,18,23,35,56,51,23
2024-01-01 18:38:16.195000+00:00,2024-01-05 20:15:36+00:00,display,cross-sell,new,order_mapping_hash,4,32.0,2024-01-01,2024-01-05,18,20,38,15,16,36
2024-01-01 18:44:26.299000+00:00,2024-01-01 22:39:12+00:00,display,cross-sell,new,consumer_hash,0,32.0,2024-01-01,2024-01-01,18,22,44,39,26,12
2024-01-01 18:52:47.207000+00:00,2024-01-05 15:34:04+00:00,display,cross-sell,returning,order_mapping_hash,4,20.0,2024-01-01,2024-01-05,18,15,52,34,47,4
2024-01-03 18:15:09.056000+00:00,2024-01-06 00:38:31+00:00,display,cross-sell,new,order_mapping_hash,3,32.0,2024-01-03,2024-01-06,18,0,15,38,9,31
2024-01-03 18:16:01.281000+00:00,2024-01-03 18:23:59+00:00,click,cross-sell,new,device_identifier_hash,0,32.0,2024-01-03,2024-01-03,18,18,16,23,1,59
2024-01-03 18:40:34.662000+00:00,2024-01-05 01:17:38+00:00,display,cross-sell,new,direct_email_match,2,32.0,2024-01-03,2024-01-05,18,1,40,17,34,38
2024-01-03 19:02:10.150000+00:00,2024-01-10 20:46:34+00:00,display,cross-sell,returning,direct_email_match,7,20.0,2024-01-03,2024-01-10,19,20,2,46,10,34
2024-01-03 19:13:51.409000+00:00,2024-01-04 21:15:50+00:00,display,cross-sell,new,direct_email_match,1,32.0,2024-01-03,2024-01-04,19,21,13,15,51,50
2024-01-02 00:13:44.829000+00:00,2024-01-06 14:34:41+00:00,display,cross-sell,returning,direct_email_match,4,20.0,2024-01-02,2024-01-06,0,14,13,34,44,41
2024-01-24 14:24:10.356000+00:00,2024-01-31 23:58:48+00:00,display,cross-sell,new,direct_email_match,7,32.0,2024-01-24,2024-01-31,14,23,24,58,10,48
2024-01-24 14:47:41.229000+00:00,2024-01-27 02:46:51+00:00,display,cross-sell,returning,direct_email_match,3,20.0,2024-01-24,2024-01-27,14,2,47,46,41,51
2024-01-24 14:51:33.960000+00:00,2024-01-24 14:54:43+00:00,display,cross-sell,returning,device_identifier_hash,0,20.0,2024-01-24,2024-01-24,14,14,51,54,33,43
2024-01-24 14:54:23.142000+00:00,2024-01-31 04:27:31+00:00,display,cross-sell,lapsed,direct_email_match,7,32.0,2024-01-24,2024-01-31,14,4,54,27,23,31
2024-01-24 14:57:54.170000+00:00,2024-01-25 22:00:06+00:00,display,cross-sell,new,direct_email_match,1,32.0,2024-01-24,2024-01-25,14,22,57,0,54,6
2024-01-24 15:06:12.603000+00:00,2024-01-24 19:03:27+00:00,display,cross-sell,returning,device_identifier_hash,0,20.0,2024-01-24,2024-01-24,15,19,6,3,12,27
2024-01-24 15:08:33.593000+00:00,2024-01-25 12:23:52+00:00,display,cross-sell,returning,direct_email_match,1,20.0,2024-01-24,2024-01-25,15,12,8,23,33,52
2024-01-24 15:54:31.230000+00:00,2024-01-29 00:35:52+00:00,display,cross-sell,new,direct_email_match,5,32.0,2024-01-24,2024-01-29,15,0,54,35,31,52
2024-01-24 19:26:13.746000+00:00,2024-01-29 01:05:20+00:00,display,cross-sell,returning,direct_email_match,5,20.0,2024-01-24,2024-01-29,19,1,26,5,13,20
2024-01-24 20:15:29.485000+00:00,2024-01-29 15:14:16+00:00,display,cross-sell,returning,order_mapping_hash,5,20.0,2024-01-24,2024-01-29,20,15,15,14,29,16
2024-01-24 20:25:56.626000+00:00,2024-01-31 17:05:34+00:00,display,cross-sell,returning,direct_email_match,7,20.0,2024-01-24,2024-01-31,20,17,25,5,56,34
2024-01-24 21:03:27.424000+00:00,2024-01-26 00:12:56+00:00,display,cross-sell,new,direct_email_match,2,32.0,2024-01-24,2024-01-26,21,0,3,12,27,56
2024-01-24 21:13:56.701000+00:00,2024-01-27 03:21:58+00:00,display,cross-sell,new,direct_email_match,3,32.0,2024-01-24,2024-01-27,21,3,13,21,56,58
2024-01-03 20:47:31.083000+00:00,2024-01-03 21:15:35+00:00,click,cross-sell,returning,order_mapping_hash,0,20.0,2024-01-03,2024-01-03,20,21,47,15,31,35
2024-01-03 20:51:31.448000+00:00,2024-01-05 23:16:24+00:00,display,cross-sell,returning,order_mapping_hash,2,20.0,2024-01-03,2024-01-05,20,23,51,16,31,24
2024-01-03 21:23:53.456000+00:00,2024-01-10 03:37:02+00:00,display,cross-sell,returning,direct_email_match,7,20.0,2024-01-03,2024-01-10,21,3,23,37,53,2
2024-01-03 21:31:22.143000+00:00,2024-01-10 16:14:12+00:00,display,cross-sell,returning,direct_email_match,7,20.0,2024-01-03,2024-01-10,21,16,31,14,22,12
2024-01-03 21:34:26.502000+00:00,2024-01-04 01:39:29+00:00,display,cross-sell,returning,order_mapping_hash,1,20.0,2024-01-03,2024-01-04,21,1,34,39,26,29
2024-01-03 21:50:13.737000+00:00,2024-01-06 20:11:13+00:00,display,cross-sell,returning,order_mapping_hash,3,20.0,2024-01-03,2024-01-06,21,20,50,11,13,13
2024-01-27 19:34:00.873000+00:00,2024-01-28 13:27:41+00:00,display,cross-sell,returning,direct_email_match,1,20.0,2024-01-27,2024-01-28,19,13,34,27,0,41
2024-01-27 19:34:11.490000+00:00,2024-01-28 21:57:09+00:00,display,cross-sell,new,direct_email_match,1,32.0,2024-01-27,2024-01-28,19,21,34,57,11,9
2024-01-27 19:35:37.389000+00:00,2024-01-31 16:29:06+00:00,display,cross-sell,returning,direct_email_match,4,20.0,2024-01-27,2024-01-31,19,16,35,29,37,6
2024-01-27 19:39:03.140000+00:00,2024-01-27 20:22:15+00:00,display,cross-sell,returning,device_identifier_hash,0,20.0,2024-01-27,2024-01-27,19,20,39,22,3,15
2024-01-27 19:44:23.823000+00:00,2024-01-28 00:59:18+00:00,display,cross-sell,new,direct_email_match,1,32.0,2024-01-27,2024-01-28,19,0,44,59,23,18
2024-01-27 19:44:30.079000+00:00,2024-01-28 17:32:45+00:00,display,cross-sell,new,direct_email_match,1,32.0,2024-01-27,2024-01-28,19,17,44,32,30,45
2024-01-27 20:23:06.626000+00:00,2024-01-28 22:24:49+00:00,display,cross-sell,new,direct_email_match,1,32.0,2024-01-27,2024-01-28,20,22,23,24,6,49
2024-01-27 20:38:49.470000+00:00,2024-01-28 07:21:13+00:00,display,cross-sell,returning,direct_email_match,1,20.0,2024-01-27,2024-01-28,20,7,38,21,49,13
2024-01-27 20:46:33.633000+00:00,2024-01-28 19:42:27+00:00,display,cross-sell,returning,direct_email_match,1,20.0,2024-01-27,2024-01-28,20,19,46,42,33,27
2024-01-04 21:44:51.051000+00:00,2024-01-05 18:46:02+00:00,display,cross-sell,new,consumer_hash,1,32.0,2024-01-04,2024-01-05,21,18,44,46,51,2
2024-01-04 21:50:55.595000+00:00,2024-01-04 22:00:52+00:00,display,cross-sell,returning,device_identifier_hash,0,20.0,2024-01-04,2024-01-04,21,22,50,0,55,52
2024-01-04 22:25:20.029000+00:00,2024-01-06 19:53:50+00:00,click,cross-sell,new,consumer_hash,2,32.0,2024-01-04,2024-01-06,22,19,25,53,20,50
2024-01-04 22:34:46.653000+00:00,2024-01-08 02:25:34+00:00,display,cross-sell,new,consumer_hash,4,32.0,2024-01-04,2024-01-08,22,2,34,25,46,34
2024-01-28 18:01:22.197000+00:00,2024-01-28 23:09:34+00:00,display,cross-sell,returning,device_identifier_hash,0,20.0,2024-01-28,2024-01-28,18,23,1,9,22,34
2024-01-28 18:23:50.575000+00:00,2024-01-29 22:20:57+00:00,display,cross-sell,new,consumer_hash,1,32.0,2024-01-28,2024-01-29,18,22,23,20,50,57
2024-01-28 18:46:32.857000+00:00,2024-01-30 02:39:32+00:00,display,cross-sell,returning,direct_email_match,2,20.0,2024-01-28,2024-01-30,18,2,46,39,32,32
2024-01-28 19:21:10.402000+00:00,2024-01-29 14:52:47+00:00,display,cross-sell,returning,direct_email_match,1,20.0,2024-01-28,2024-01-29,19,14,21,52,10,47
2024-01-29 21:21:54.144000+00:00,2024-01-31 17:29:48+00:00,display,cross-sell,new,consumer_hash,2,32.0,2024-01-29,2024-01-31,21,17,21,29,54,48
2024-01-05 20:05:37.453000+00:00,2024-01-06 22:01:18+00:00,display,cross-sell,returning,cookie_hash,1,20.0,2024-01-05,2024-01-06,20,22,5,1,37,18
2024-01-05 20:13:31.862000+00:00,2024-01-08 21:11:51+00:00,display,cross-sell,returning,direct_email_match,3,20.0,2024-01-05,2024-01-08,20,21,13,11,31,51
2024-01-06 02:34:00.481000+00:00,2024-01-08 22:13:46+00:00,display,cross-sell,returning,direct_email_match,2,20.0,2024-01-06,2024-01-08,2,22,34,13,0,46
2024-01-06 02:34:12.803000+00:00,2024-01-07 04:58:41+00:00,display,cross-sell,returning,consumer_hash,1,20.0,2024-01-06,2024-01-07,2,4,34,58,12,41
2024-01-06 02:46:33.065000+00:00,2024-01-06 16:52:56+00:00,display,cross-sell,new,order_mapping_hash,0,32.0,2024-01-06,2024-01-06,2,16,46,52,33,56
2024-01-06 02:47:29.198000+00:00,2024-01-11 04:15:11+00:00,display,cross-sell,returning,direct_email_match,5,20.0,2024-01-06,2024-01-11,2,4,47,15,29,11
2024-01-06 03:21:40.551000+00:00,2024-01-06 16:23:12+00:00,display,cross-sell,returning,direct_email_match,0,20.0,2024-01-06,2024-01-06,3,16,21,23,40,12
2024-01-06 03:21:40.551000+00:00,2024-01-06 16:24:13+00:00,display,cross-sell,returning,direct_email_match,0,20.0,2024-01-06,2024-01-06,3,16,21,24,40,13
2024-01-06 03:56:24.774000+00:00,2024-01-09 17:38:37+00:00,display,cross-sell,returning,direct_email_match,3,20.0,2024-01-06,2024-01-09,3,17,56,38,24,37
2024-01-06 03:56:50.801000+00:00,2024-01-09 21:58:05+00:00,display,cross-sell,new,direct_email_match,3,32.0,2024-01-06,2024-01-09,3,21,56,58,50,5
2024-01-30 15:10:22.306000+00:00,2024-01-31 22:25:54+00:00,display,cross-sell,returning,direct_email_match,1,20.0,2024-01-30,2024-01-31,15,22,10,25,22,54
2024-01-30 15:34:40.046000+00:00,2024-01-31 02:46:43+00:00,display,cross-sell,new,direct_email_match,1,32.0,2024-01-30,2024-01-31,15,2,34,46,40,43
2024-01-06 22:57:03.617000+00:00,2024-01-13 11:42:30+00:00,display,cross-sell,returning,direct_email_match,7,20.0,2024-01-06,2024-01-13,22,11,57,42,3,30
2024-01-06 23:50:54.700000+00:00,2024-01-09 06:46:32+00:00,display,cross-sell,returning,direct_email_match,3,20.0,2024-01-06,2024-01-09,23,6,50,46,54,32
2024-01-07 03:54:08.209000+00:00,2024-01-08 17:21:02+00:00,display,cross-sell,new,order_mapping_hash,1,32.0,2024-01-07,2024-01-08,3,17,54,21,8,2
2024-01-07 04:11:43.040000+00:00,2024-01-12 04:34:34+00:00,display,cross-sell,returning,direct_email_match,5,20.0,2024-01-07,2024-01-12,4,4,11,34,43,34
2024-01-07 04:25:51.396000+00:00,2024-01-12 05:22:21+00:00,display,cross-sell,new,direct_email_match,5,32.0,2024-01-07,2024-01-12,4,5,25,22,51,21
2024-01-07 02:23:54.384000+00:00,2024-01-13 19:20:39+00:00,display,cross-sell,returning,direct_email_match,6,20.0,2024-01-07,2024-01-13,2,19,23,20,54,39
2024-01-07 02:34:05.413000+00:00,2024-01-07 03:00:37+00:00,click,cross-sell,new,consumer_hash,0,32.0,2024-01-07,2024-01-07,2,3,34,0,5,37
2024-01-07 03:16:05.072000+00:00,2024-01-09 12:22:09+00:00,display,cross-sell,returning,direct_email_match,2,20.0,2024-01-07,2024-01-09,3,12,16,22,5,9
2024-01-07 15:29:50.038000+00:00,2024-01-12 03:47:13+00:00,display,cross-sell,returning,direct_email_match,5,20.0,2024-01-07,2024-01-12,15,3,29,47,50,13
2024-01-07 15:54:05.214000+00:00,2024-01-08 21:21:49+00:00,display,cross-sell,returning,direct_email_match,1,20.0,2024-01-07,2024-01-08,15,21,54,21,5,49
2024-01-31 16:47:34.651000+00:00,2024-01-31 19:57:29+00:00,display,cross-sell,new,device_identifier_hash,0,32.0,2024-01-31,2024-01-31,16,19,47,57,34,29
2024-01-31 17:02:08.021000+00:00,2024-01-31 17:30:06+00:00,display,cross-sell,new,device_identifier_hash,0,32.0,2024-01-31,2024-01-31,17,17,2,30,8,6
2024-01-31 21:19:54.712000+00:00,2024-01-31 23:45:24+00:00,display,cross-sell,returning,direct_email_match,0,20.0,2024-01-31,2024-01-31,21,23,19,45,54,24
2024-01-08 03:15:33.210000+00:00,2024-01-11 17:39:17+00:00,display,cross-sell,new,consumer_hash,3,32.0,2024-01-08,2024-01-11,3,17,15,39,33,17
2024-01-08 03:16:22.943000+00:00,2024-01-08 14:38:17+00:00,display,cross-sell,new,order_mapping_hash,0,32.0,2024-01-08,2024-01-08,3,14,16,38,22,17
2024-01-08 03:32:50.928000+00:00,2024-01-08 03:44:39+00:00,click,cross-sell,new,device_identifier_hash,0,32.0,2024-01-08,2024-01-08,3,3,32,44,50,39
2024-01-08 03:33:38.635000+00:00,2024-01-13 02:14:49+00:00,display,cross-sell,new,direct_email_match,5,32.0,2024-01-08,2024-01-13,3,2,33,14,38,49
2024-01-08 03:34:11.421000+00:00,2024-01-08 03:41:13+00:00,display,cross-sell,new,consumer_hash,0,32.0,2024-01-08,2024-01-08,3,3,34,41,11,13
2024-01-08 15:22:24.934000+00:00,2024-01-14 01:33:58+00:00,display,cross-sell,returning,direct_email_match,6,20.0,2024-01-08,2024-01-14,15,1,22,33,24,58
2024-01-08 15:30:28.833000+00:00,2024-01-08 16:05:13+00:00,display,cross-sell,new,cookie_hash,0,32.0,2024-01-08,2024-01-08,15,16,30,5,28,13
2024-01-08 15:59:43.745000+00:00,2024-01-09 19:50:54+00:00,display,cross-sell,returning,consumer_hash,1,20.0,2024-01-08,2024-01-09,15,19,59,50,43,54
2024-01-10 20:11:55.904000+00:00,2024-01-11 01:42:23+00:00,display,cross-sell,returning,device_identifier_hash,1,20.0,2024-01-10,2024-01-11,20,1,11,42,55,23
2024-01-10 20:38:39.205000+00:00,2024-01-10 20:47:34+00:00,display,cross-sell,returning,device_identifier_hash,0,20.0,2024-01-10,2024-01-10,20,20,38,47,39,34
2024-01-10 20:48:22.382000+00:00,2024-01-11 00:03:11+00:00,display,cross-sell,new,direct_email_match,1,32.0,2024-01-10,2024-01-11,20,0,48,3,22,11
2024-01-10 21:11:44.552000+00:00,2024-01-13 22:48:32+00:00,display,cross-sell,new,direct_email_match,3,32.0,2024-01-10,2024-01-13,21,22,11,48,44,32
2024-01-11 15:12:16.819000+00:00,2024-01-13 14:11:44+00:00,display,cross-sell,returning,direct_email_match,2,20.0,2024-01-11,2024-01-13,15,14,12,11,16,44
2024-01-11 15:22:33.546000+00:00,2024-01-15 16:16:34+00:00,display,cross-sell,returning,direct_email_match,4,20.0,2024-01-11,2024-01-15,15,16,22,16,33,34
2024-01-11 14:25:46.369000+00:00,2024-01-16 02:29:14+00:00,display,cross-sell,returning,direct_email_match,5,20.0,2024-01-11,2024-01-16,14,2,25,29,46,14
2024-01-11 14:55:54.874000+00:00,2024-01-11 15:05:50+00:00,click,cross-sell,returning,device_identifier_hash,0,20.0,2024-01-11,2024-01-11,14,15,55,5,54,50
2024-01-11 14:58:22.401000+00:00,2024-01-15 00:29:41+00:00,display,cross-sell,returning,direct_email_match,4,20.0,2024-01-11,2024-01-15,14,0,58,29,22,41
2024-01-11 15:11:15.288000+00:00,2024-01-11 18:09:55+00:00,display,cross-sell,returning,device_identifier_hash,0,20.0,2024-01-11,2024-01-11,15,18,11,9,15,55
2024-01-02 17:14:36.800000+00:00,2024-01-07 18:26:10+00:00,display,cross-sell,new,consumer_hash,5,32.0,2024-01-02,2024-01-07,17,18,14,26,36,10
2024-01-02 17:40:53.267000+00:00,2024-01-07 18:42:41+00:00,display,cross-sell,returning,order_mapping_hash,5,20.0,2024-01-02,2024-01-07,17,18,40,42,53,41
2024-01-02 17:57:32.968000+00:00,2024-01-02 19:47:08+00:00,display,cross-sell,returning,device_identifier_hash,0,20.0,2024-01-02,2024-01-02,17,19,57,47,32,8
2024-01-25 16:29:11.464000+00:00,2024-01-26 14:20:17+00:00,display,cross-sell,lapsed,direct_email_match,1,32.0,2024-01-25,2024-01-26,16,14,29,20,11,17
2024-01-25 16:44:57+00:00,2024-01-29 19:23:53+00:00,display,cross-sell,new,consumer_hash,4,32.0,2024-01-25,2024-01-29,16,19,44,23,57,53
2024-01-25 17:12:23.966000+00:00,2024-01-30 21:23:26+00:00,click,cross-sell,new,direct_email_match,5,32.0,2024-01-25,2024-01-30,17,21,12,23,23,26
2024-01-25 17:23:35.552000+00:00,2024-01-29 06:52:17+00:00,display,cross-sell,returning,direct_email_match,4,20.0,2024-01-25,2024-01-29,17,6,23,52,35,17
2024-01-25 17:33:52.246000+00:00,2024-01-26 04:36:52+00:00,display,cross-sell,returning,direct_email_match,1,20.0,2024-01-25,2024-01-26,17,4,33,36,52,52
2024-01-25 17:48:21.725000+00:00,2024-01-25 20:24:46+00:00,display,cross-sell,new,device_identifier_hash,0,32.0,2024-01-25,2024-01-25,17,20,48,24,21,46
2024-01-25 18:01:13.904000+00:00,2024-01-29 13:35:48+00:00,click,cross-sell,new,direct_email_match,4,32.0,2024-01-25,2024-01-29,18,13,1,35,13,48
2024-01-11 16:48:02.009000+00:00,2024-01-12 17:21:49+00:00,display,cross-sell,returning,direct_email_match,1,20.0,2024-01-11,2024-01-12,16,17,48,21,2,49
2024-01-11 17:35:08.974000+00:00,2024-01-13 11:07:44+00:00,display,cross-sell,returning,direct_email_match,2,20.0,2024-01-11,2024-01-13,17,11,35,7,8,44
2024-01-12 14:53:46.872000+00:00,2024-01-18 18:33:21+00:00,display,cross-sell,returning,direct_email_match,6,20.0,2024-01-12,2024-01-18,14,18,53,33,46,21
2024-01-12 15:23:44.575000+00:00,2024-01-18 21:44:59+00:00,display,cross-sell,new,direct_email_match,6,32.0,2024-01-12,2024-01-18,15,21,23,44,44,59
2024-01-12 15:42:42.373000+00:00,2024-01-16 20:50:24+00:00,display,cross-sell,returning,direct_email_match,4,20.0,2024-01-12,2024-01-16,15,20,42,50,42,24
2024-01-12 15:47:31.285000+00:00,2024-01-16 05:44:42+00:00,display,cross-sell,returning,direct_email_match,4,20.0,2024-01-12,2024-01-16,15,5,47,44,31,42
2024-01-12 21:24:01.721000+00:00,2024-01-15 18:45:07+00:00,display,cross-sell,new,direct_email_match,3,32.0,2024-01-12,2024-01-15,21,18,24,45,1,7
2024-01-12 22:45:44.073000+00:00,2024-01-14 00:39:41+00:00,display,cross-sell,returning,direct_email_match,2,20.0,2024-01-12,2024-01-14,22,0,45,39,44,41
2024-01-13 02:35:08.483000+00:00,2024-01-13 05:26:03+00:00,display,cross-sell,new,device_identifier_hash,0,32.0,2024-01-13,2024-01-13,2,5,35,26,8,3
2024-01-13 02:43:16.464000+00:00,2024-01-16 12:52:22+00:00,display,cross-sell,new,direct_email_match,3,32.0,2024-01-13,2024-01-16,2,12,43,52,16,22
2024-01-13 02:44:34.466000+00:00,2024-01-15 18:18:41+00:00,click,cross-sell,returning,consumer_hash,2,20.0,2024-01-13,2024-01-15,2,18,44,18,34,41
2024-01-13 02:46:18.532000+00:00,2024-01-14 20:09:27+00:00,display,cross-sell,returning,direct_email_match,1,20.0,2024-01-13,2024-01-14,2,20,46,9,18,27
2024-01-13 03:37:08.347000+00:00,2024-01-13 03:43:17+00:00,display,cross-sell,returning,device_identifier_hash,0,20.0,2024-01-13,2024-01-13,3,3,37,43,8,17
2024-01-13 04:34:24.868000+00:00,2024-01-16 02:49:30+00:00,display,cross-sell,new,direct_email_match,3,32.0,2024-01-13,2024-01-16,4,2,34,49,24,30
2024-01-13 18:23:51.919000+00:00,2024-01-20 03:35:27+00:00,display,cross-sell,lapsed,direct_email_match,7,32.0,2024-01-13,2024-01-20,18,3,23,35,51,27
2024-01-13 18:25:18.072000+00:00,2024-01-13 18:37:05+00:00,display,cross-sell,new,device_identifier_hash,0,32.0,2024-01-13,2024-01-13,18,18,25,37,18,5
2024-01-13 18:55:46.221000+00:00,2024-01-13 19:00:07+00:00,display,cross-sell,new,device_identifier_hash,0,32.0,2024-01-13,2024-01-13,18,19,55,0,46,7
2024-01-13 19:01:11.441000+00:00,2024-01-15 02:16:50+00:00,display,cross-sell,new,direct_email_match,2,32.0,2024-01-13,2024-01-15,19,2,1,16,11,50
2024-01-13 19:02:45.120000+00:00,2024-01-16 23:50:02+00:00,display,cross-sell,new,direct_email_match,3,32.0,2024-01-13,2024-01-16,19,23,2,50,45,2
2024-01-14 12:48:30.842000+00:00,2024-01-17 15:58:35+00:00,display,cross-sell,new,direct_email_match,3,32.0,2024-01-14,2024-01-17,12,15,48,58,30,35
2024-01-14 13:36:02.840000+00:00,2024-01-14 15:02:29+00:00,display,cross-sell,new,device_identifier_hash,0,32.0,2024-01-14,2024-01-14,13,15,36,2,2,29
2024-01-14 13:48:33.904000+00:00,2024-01-14 17:34:38+00:00,display,cross-sell,new,direct_email_match,0,32.0,2024-01-14,2024-01-14,13,17,48,34,33,38
