client_event_time,client_order_time,EVENT_CLASSIFICATION,CONVERSION_TYPE,CUSTOMER_TYPE,ATTRIBUTION_METHOD,DAYS_TO_ATTRIBUTION,BILLABLE_AMOUNT,event_distance,order_distance,avg_distance,cadenlane_order_number,cadenlane_northbeam_platform,cadenlane_source,cadenlane_order_time,cadenlane_event_time,cadenlane_attribution_days
2024-01-15 02:11:52.219000+00:00,2024-01-16 01:49:25+00:00,display,cross-sell,lapsed,direct_email_match,1,32.0,7336.911,2696.0,5016.4555,2367675,Organic,direct,2024-01-16 02:34:21+00:00,2024-01-15 00:09:35.308000+00:00,1
2024-01-15 02:27:55.049000+00:00,2024-01-15 03:21:24+00:00,display,cross-sell,returning,direct_email_match,0,20.0,781.932,26.0,403.966,2365646,Organic,direct,2024-01-15 03:21:50+00:00,2024-01-15 02:14:53.117000+00:00,0
2024-01-15 02:43:28.620000+00:00,2024-01-20 15:24:09+00:00,display,cross-sell,lapsed,direct_email_match,5,32.0,13695.064,5430.0,9562.532,2376228,Organic,direct,2024-01-20 13:53:39+00:00,2024-01-14 22:55:13.556000+00:00,5
2024-01-15 03:20:18.765000+00:00,2024-01-19 03:00:18+00:00,display,cross-sell,returning,order_mapping_hash,4,20.0,6197.768,4913.0,5555.384,2373791,MNTN,mntn,2024-01-19 04:22:11+00:00,2024-01-15 05:03:36.533000+00:00,3
2024-01-15 20:24:00.324000+00:00,2024-01-22 12:41:07+00:00,display,cross-sell,returning,direct_email_match,7,20.0,30151.917,10057.0,20104.4585,2381501,Organic,direct,2024-01-22 15:28:44+00:00,2024-01-15 12:01:28.407000+00:00,7
2024-01-15 20:50:03.242000+00:00,2024-01-22 19:30:39+00:00,display,cross-sell,new,direct_email_match,7,32.0,16971.621,1399.0,9185.3105,2382100,Google Ads,adwords,2024-01-22 19:53:58+00:00,2024-01-16 01:32:54.863000+00:00,6
2024-01-16 02:00:33.934000+00:00,2024-01-16 03:17:43+00:00,display,cross-sell,returning,device_identifier_hash,0,20.0,1521.699,347.0,934.3495,2367799,Klaviyo,utm medium - email,2024-01-16 03:11:56+00:00,2024-01-16 02:25:55.633000+00:00,0
2024-01-16 02:01:00.251000+00:00,2024-01-16 12:08:34+00:00,display,cross-sell,new,direct_email_match,0,32.0,8550.664,4258.0,6404.332,2368285,Google Ads,adwords,2024-01-16 13:19:32+00:00,2024-01-16 04:23:30.915000+00:00,0
2024-01-16 02:31:27.791000+00:00,2024-01-16 23:27:49+00:00,display,cross-sell,new,direct_email_match,0,32.0,2094.543,279.0,1186.7715,2369455,Organic,direct,2024-01-16 23:32:28+00:00,2024-01-16 01:56:33.248000+00:00,0
2024-01-16 03:01:35.797000+00:00,2024-01-21 20:24:11+00:00,display,cross-sell,new,direct_email_match,5,32.0,3491.886,20211.0,11851.443,2380625,Organic,direct,2024-01-22 02:01:02+00:00,2024-01-16 03:59:47.683000+00:00,5
2024-01-16 14:33:07.466000+00:00,2024-01-23 05:05:27+00:00,display,cross-sell,returning,direct_email_match,7,20.0,15058.236,7034.0,11046.118,2382887,Organic,direct,2024-01-23 03:08:13+00:00,2024-01-16 18:44:05.702000+00:00,6
2024-01-16 14:51:53.003000+00:00,2024-01-19 01:48:30+00:00,display,cross-sell,returning,direct_email_match,3,20.0,5063.589,20022.0,12542.7945,2372887,Organic,direct,2024-01-18 20:14:48+00:00,2024-01-16 16:16:16.592000+00:00,2
2024-01-16 14:51:53.003000+00:00,2024-01-19 02:35:52+00:00,display,cross-sell,returning,direct_email_match,3,20.0,5063.589,22864.0,13963.7945,2372887,Organic,direct,2024-01-18 20:14:48+00:00,2024-01-16 16:16:16.592000+00:00,2
2024-01-26 13:47:25.429000+00:00,2024-01-26 15:52:15+00:00,display,cross-sell,returning,device_identifier_hash,0,20.0,401.448,1938.0,1169.724,2389305,Google Ads,adwords,2024-01-26 15:19:57+00:00,2024-01-26 13:54:06.877000+00:00,0
2024-01-26 14:13:34.662000+00:00,2024-01-31 16:56:46+00:00,display,cross-sell,returning,direct_email_match,5,20.0,2415.295,26.0,1220.6475,2400623,Organic,direct,2024-01-31 16:57:12+00:00,2024-01-26 13:33:19.367000+00:00,5
2024-01-26 14:41:59.022000+00:00,2024-01-26 18:08:16+00:00,display,cross-sell,returning,device_identifier_hash,0,20.0,1950.746,6037.0,3993.873,2389489,Google Ads,adwords,2024-01-26 16:27:39+00:00,2024-01-26 15:14:29.768000+00:00,0
2024-01-26 15:17:25.972000+00:00,2024-01-27 20:50:03+00:00,display,cross-sell,new,direct_email_match,1,32.0,351.627,5827.0,3089.3135,2392490,Organic,direct,2024-01-27 22:27:10+00:00,2024-01-26 15:11:34.345000+00:00,1
2024-01-26 15:32:22.741000+00:00,2024-01-26 17:02:15+00:00,display,cross-sell,lapsed,device_identifier_hash,0,32.0,2077.261,541.0,1309.1305,2389540,Organic,direct,2024-01-26 16:53:14+00:00,2024-01-26 16:07:00.002000+00:00,0
2024-01-17 15:07:18.513000+00:00,2024-01-20 12:50:51+00:00,display,cross-sell,new,direct_email_match,3,32.0,15294.413,22422.0,18858.2065,2377235,Google Ads,adwords,2024-01-20 19:04:33+00:00,2024-01-17 19:22:12.926000+00:00,2
2024-01-17 15:21:43.769000+00:00,2024-01-21 19:57:10+00:00,display,cross-sell,returning,direct_email_match,4,20.0,793.835,801.0,797.4175,2379750,Organic,direct,2024-01-21 20:10:31+00:00,2024-01-17 15:08:29.934000+00:00,4
2024-01-17 15:21:43.769000+00:00,2024-01-21 20:04:14+00:00,display,cross-sell,returning,direct_email_match,4,20.0,793.835,377.0,585.4175,2379750,Organic,direct,2024-01-21 20:10:31+00:00,2024-01-17 15:08:29.934000+00:00,4
2023-12-28 01:43:52.505000+00:00,2024-01-02 16:31:10+00:00,display,cross-sell,returning,consumer_hash,5,20.0,1850.876,5016.0,3433.438,2339655,Google Ads,adwords,2024-01-02 17:54:46+00:00,2023-12-28 01:13:01.629000+00:00,5
2023-12-28 02:02:04.605000+00:00,2024-01-04 03:17:12+00:00,display,cross-sell,new,consumer_hash,7,32.0,1652.146,1368.0,1510.0729999999999,2342984,OneText,referral,2024-01-04 02:54:24+00:00,2023-12-28 01:34:32.459000+00:00,7
2023-12-28 02:08:30.161000+00:00,2024-01-01 02:59:50+00:00,display,cross-sell,new,consumer_hash,4,32.0,1540.388,6345.0,3942.694,2336310,Organic,direct,2024-01-01 04:45:35+00:00,2023-12-28 02:34:10.549000+00:00,4
2024-01-26 16:23:18.113000+00:00,2024-01-29 01:09:45+00:00,display,cross-sell,new,direct_email_match,3,32.0,4169.581,2904.0,3536.7905,2395312,Organic,direct,2024-01-29 01:58:09+00:00,2024-01-26 15:13:48.532000+00:00,2
2024-01-26 16:23:28.350000+00:00,2024-01-28 19:38:13+00:00,display,cross-sell,new,direct_email_match,2,32.0,219.096,4457.0,2338.048,2394400,Organic,direct,2024-01-28 20:52:30+00:00,2024-01-26 16:19:49.254000+00:00,2
2024-01-26 16:30:18.585000+00:00,2024-01-26 17:11:42+00:00,display,cross-sell,new,device_identifier_hash,0,32.0,980.544,1108.0,1044.272,2389540,Organic,direct,2024-01-26 16:53:14+00:00,2024-01-26 16:46:39.129000+00:00,0
2024-01-26 16:37:08.414000+00:00,2024-01-29 04:26:23+00:00,display,cross-sell,new,direct_email_match,3,32.0,3860.956,6672.0,5266.478,2395491,Organic,direct,2024-01-29 02:35:11+00:00,2024-01-26 15:32:47.458000+00:00,2
2024-01-26 17:09:34.707000+00:00,2024-01-31 19:57:02+00:00,display,cross-sell,returning,direct_email_match,5,20.0,1266.632,1821.0,1543.816,2400958,MNTN,mntn,2024-01-31 19:26:41+00:00,2024-01-26 16:48:28.075000+00:00,5
2024-01-26 17:21:54.262000+00:00,2024-01-26 23:04:46+00:00,display,cross-sell,returning,device_identifier_hash,0,20.0,643.668,368.0,505.834,2390510,Organic Search,referral,2024-01-26 22:58:38+00:00,2024-01-26 17:32:37.930000+00:00,0
2023-12-28 16:05:54.547000+00:00,2024-01-03 03:05:44+00:00,display,cross-sell,returning,consumer_hash,6,20.0,3081.841,5629.0,4355.4205,2340934,Klaviyo,utm medium - email,2024-01-03 04:39:33+00:00,2023-12-28 16:57:16.388000+00:00,5
2023-12-28 22:10:38.688000+00:00,2024-01-03 16:09:07+00:00,display,cross-sell,new,direct_email_match,6,32.0,7563.224,3954.0,5758.612,2341333,MNTN,mntn,2024-01-03 15:03:13+00:00,2023-12-28 20:04:35.464000+00:00,5
2023-12-28 22:11:08.089000+00:00,2024-01-01 07:51:03+00:00,display,cross-sell,new,direct_email_match,4,32.0,16117.701,9981.0,13049.3505,2336345,Organic,direct,2024-01-01 05:04:42+00:00,2023-12-29 02:39:45.790000+00:00,3
2024-01-19 16:45:51.481000+00:00,2024-01-26 18:43:49+00:00,display,cross-sell,lapsed,direct_email_match,7,32.0,10359.455,3434.0,6896.7275,2389662,Organic,direct,2024-01-26 17:46:35+00:00,2024-01-19 19:38:30.936000+00:00,6
2024-01-19 16:51:11.101000+00:00,2024-01-19 21:47:07+00:00,display,cross-sell,returning,direct_email_match,0,20.0,821.811,2288.0,1554.9055,2375096,Organic,direct,2024-01-19 21:08:59+00:00,2024-01-19 16:37:29.290000+00:00,0
2024-01-19 16:51:11.101000+00:00,2024-01-19 21:52:40+00:00,display,cross-sell,returning,direct_email_match,0,20.0,821.811,2621.0,1721.4055,2375096,Organic,direct,2024-01-19 21:08:59+00:00,2024-01-19 16:37:29.290000+00:00,0
2024-01-19 16:51:11.101000+00:00,2024-01-19 21:59:39+00:00,display,cross-sell,returning,direct_email_match,0,20.0,821.811,3040.0,1930.9055,2375096,Organic,direct,2024-01-19 21:08:59+00:00,2024-01-19 16:37:29.290000+00:00,0
2024-01-19 16:58:13.609000+00:00,2024-01-21 19:04:46+00:00,display,cross-sell,returning,direct_email_match,2,20.0,7334.349,432.0,3883.1745,2379556,Facebook Ads,fb,2024-01-21 18:57:34+00:00,2024-01-19 19:00:27.958000+00:00,1
2024-01-19 17:01:03.393000+00:00,2024-01-24 14:38:16+00:00,display,cross-sell,returning,direct_email_match,5,20.0,6350.729,8192.0,7271.3645,2385493,MNTN,mntn,2024-01-24 16:54:48+00:00,2024-01-19 15:15:12.664000+00:00,5
2023-12-29 17:17:55.560000+00:00,2024-01-02 21:07:27+00:00,display,cross-sell,new,consumer_hash,4,32.0,1375.957,7164.0,4269.9785,2339833,MNTN,mntn,2024-01-02 19:08:03+00:00,2023-12-29 17:40:51.517000+00:00,4
2023-12-29 17:36:41.260000+00:00,2024-01-02 23:56:12+00:00,display,cross-sell,returning,consumer_hash,4,20.0,15466.182,553.0,8009.591,2340365,Klaviyo,utm medium - email,2024-01-02 23:46:59+00:00,2023-12-29 13:18:55.078000+00:00,4
2023-12-29 18:07:18.975000+00:00,2024-01-04 21:20:02+00:00,display,cross-sell,returning,consumer_hash,6,20.0,171.58,6160.0,3165.79,2344785,MNTN,mntn,2024-01-04 23:02:42+00:00,2023-12-29 18:10:10.555000+00:00,6
2024-01-20 05:30:45.683000+00:00,2024-01-20 15:16:44+00:00,display,cross-sell,returning,direct_email_match,0,20.0,5499.568,471.0,2985.284,2376518,Organic,direct,2024-01-20 15:24:35+00:00,2024-01-20 03:59:06.115000+00:00,0
2024-01-20 11:27:23.473000+00:00,2024-01-20 11:49:32+00:00,click,cross-sell,new,direct_email_match,0,32.0,2.07,25.0,13.535,2376042,Disco,utm medium - disco_paid,2024-01-20 11:49:57+00:00,2024-01-20 11:27:25.543000+00:00,0
2024-01-03 14:25:57.674000+00:00,2024-01-03 15:33:42+00:00,display,cross-sell,returning,direct_email_match,0,20.0,927.769,1.0,464.3845,2341415,Klaviyo,utm medium - email,2024-01-03 15:33:41+00:00,2024-01-03 14:10:29.905000+00:00,0
2024-01-03 14:26:24.517000+00:00,2024-01-03 19:42:05+00:00,display,cross-sell,new,device_identifier_hash,0,32.0,9484.564,1660.0,5572.282,2342067,Klaviyo,utm medium - email,2024-01-03 20:09:45+00:00,2024-01-03 17:04:29.081000+00:00,0
2024-01-03 14:44:32.421000+00:00,2024-01-05 15:34:42+00:00,display,cross-sell,returning,order_mapping_hash,2,20.0,4267.522,7827.0,6047.261,2345687,Klaviyo,utm medium - email,2024-01-05 13:24:15+00:00,2024-01-03 15:55:39.943000+00:00,1
2024-01-03 14:44:32.421000+00:00,2024-01-08 18:39:02+00:00,display,cross-sell,new,consumer_hash,5,32.0,7538.525,29583.0,18560.7625,2351940,Google Ads,adwords,2024-01-08 10:25:59+00:00,2024-01-03 16:50:10.946000+00:00,4
2024-01-03 14:49:46.904000+00:00,2024-01-03 14:52:50+00:00,click,cross-sell,new,device_identifier_hash,0,32.0,1.909,26.0,13.9545,2341313,Disco,utm medium - disco_paid,2024-01-03 14:53:16+00:00,2024-01-03 14:49:48.813000+00:00,0
2024-01-03 15:08:59.639000+00:00,2024-01-03 15:23:40+00:00,display,cross-sell,new,device_identifier_hash,0,32.0,475.361,405.0,440.1805,2341361,Unattributed,unattributed,2024-01-03 15:16:55+00:00,2024-01-03 15:16:55+00:00,0
2024-01-03 15:43:25.741000+00:00,2024-01-03 20:55:44+00:00,display,cross-sell,new,order_mapping_hash,0,32.0,4863.34,2759.0,3811.17,2342067,Klaviyo,utm medium - email,2024-01-03 20:09:45+00:00,2024-01-03 17:04:29.081000+00:00,0
2023-12-30 01:30:50.892000+00:00,2024-01-03 22:20:40+00:00,display,cross-sell,returning,order_mapping_hash,4,20.0,5258.105,17551.0,11404.5525,2341692,Klaviyo,utm medium - email,2024-01-03 17:28:09+00:00,2023-12-30 00:03:12.787000+00:00,4
2023-12-30 01:40:02.263000+00:00,2024-01-03 02:01:09+00:00,display,cross-sell,returning,consumer_hash,4,20.0,4629.611,8050.0,6339.8055,2340365,Organic,direct,2024-01-02 23:46:59+00:00,2023-12-30 02:57:11.874000+00:00,3
2023-12-30 02:33:19.112000+00:00,2024-01-05 13:53:54+00:00,display,cross-sell,new,order_mapping_hash,6,32.0,15403.853,7712.0,11557.9265,2346050,Klaviyo,utm medium - email,2024-01-05 16:02:26+00:00,2023-12-29 22:16:35.259000+00:00,6
2023-12-30 05:16:36.586000+00:00,2024-01-05 16:57:30+00:00,display,cross-sell,returning,order_mapping_hash,6,20.0,18803.799,4879.0,11841.3995,2346341,Klaviyo,utm medium - email,2024-01-05 18:18:49+00:00,2023-12-30 00:03:12.787000+00:00,6
2023-12-30 05:30:17.079000+00:00,2024-01-05 18:55:24+00:00,display,cross-sell,new,direct_email_match,6,32.0,19624.292,2195.0,10909.646,2346341,Klaviyo,utm medium - email,2024-01-05 18:18:49+00:00,2023-12-30 00:03:12.787000+00:00,6
2023-12-30 08:09:29.705000+00:00,2024-01-01 16:35:58+00:00,display,cross-sell,returning,order_mapping_hash,2,20.0,6119.154,2866.0,4492.577,2337173,MNTN,mntn,2024-01-01 17:23:44+00:00,2023-12-30 06:27:30.551000+00:00,2
2023-12-30 17:06:35.494000+00:00,2024-01-06 11:51:26+00:00,display,cross-sell,new,consumer_hash,7,32.0,3770.132,34900.0,19335.066,2347318,Google Ads,adwords,2024-01-06 02:09:46+00:00,2023-12-30 18:09:25.626000+00:00,6
2023-12-30 17:22:11.835000+00:00,2024-01-02 14:23:44+00:00,display,cross-sell,new,consumer_hash,3,32.0,256.784,17059.0,8657.892,2339833,Microsoft Ads,microsoft,2024-01-02 19:08:03+00:00,2023-12-30 17:26:28.619000+00:00,3
2023-12-30 17:32:14.306000+00:00,2024-01-02 11:34:48+00:00,display,cross-sell,returning,order_mapping_hash,3,20.0,85.371,27195.0,13640.1855,2339833,MNTN,mntn,2024-01-02 19:08:03+00:00,2023-12-30 17:33:39.677000+00:00,3
2023-12-30 17:48:09.394000+00:00,2024-01-03 06:15:31+00:00,display,cross-sell,new,consumer_hash,4,32.0,6687.028,9664.0,8175.514,2341059,Organic,direct,2024-01-03 08:56:35+00:00,2023-12-30 15:56:42.366000+00:00,3
2024-01-26 20:58:05.093000+00:00,2024-01-26 22:51:57+00:00,display,cross-sell,returning,device_identifier_hash,0,20.0,379.994,218.0,298.997,2390503,Organic,direct,2024-01-26 22:55:35+00:00,2024-01-26 20:51:45.099000+00:00,0
2024-01-26 20:58:14.480000+00:00,2024-01-27 02:01:20+00:00,display,cross-sell,returning,device_identifier_hash,1,20.0,7957.257,1121.0,4539.1285,2390888,Organic,direct,2024-01-27 02:20:01+00:00,2024-01-26 18:45:37.223000+00:00,0
2024-01-26 21:25:15.261000+00:00,2024-01-27 02:25:45+00:00,display,cross-sell,new,device_identifier_hash,1,32.0,9578.038,344.0,4961.019,2390888,Organic,direct,2024-01-27 02:20:01+00:00,2024-01-26 18:45:37.223000+00:00,0
2024-01-26 21:30:07.445000+00:00,2024-01-26 21:47:52+00:00,display,cross-sell,new,device_identifier_hash,0,32.0,993.393,26.0,509.6965,2390390,Organic,direct,2024-01-26 21:48:18+00:00,2024-01-26 21:46:40.838000+00:00,0
2024-01-26 22:02:56.580000+00:00,2024-01-31 19:57:06+00:00,display,cross-sell,returning,direct_email_match,5,20.0,5529.022,6268.0,5898.511,2400782,Organic,direct,2024-01-31 18:12:38+00:00,2024-01-26 20:30:47.558000+00:00,4
2024-01-26 22:02:56.580000+00:00,2024-01-29 00:20:07+00:00,display,cross-sell,returning,direct_email_match,3,20.0,1767.934,6478.0,4122.967,2394677,Organic,direct,2024-01-28 22:32:09+00:00,2024-01-26 22:32:24.514000+00:00,1
2023-12-30 22:00:21.792000+00:00,2024-01-02 01:00:45+00:00,display,cross-sell,returning,order_mapping_hash,3,20.0,1701.662,2608.0,2154.831,2338429,Google Ads,adwords,2024-01-02 01:44:13+00:00,2023-12-30 21:32:00.130000+00:00,2
2023-12-30 22:57:19.180000+00:00,2024-01-05 13:26:52+00:00,display,cross-sell,returning,consumer_hash,6,20.0,4860.43,16162.0,10511.215,2346296,Organic,direct,2024-01-05 17:56:14+00:00,2023-12-31 00:18:19.610000+00:00,5
2024-01-21 16:52:43.079000+00:00,2024-01-27 16:11:40+00:00,display,cross-sell,new,direct_email_match,6,32.0,451.74,6264.0,3357.87,2391454,Organic,direct,2024-01-27 14:27:16+00:00,2024-01-21 17:00:14.819000+00:00,5
2024-01-21 17:46:18.482000+00:00,2024-01-28 04:54:41+00:00,display,cross-sell,new,direct_email_match,7,32.0,9256.342,10783.0,10019.671,2392845,Facebook Ads,fb,2024-01-28 01:54:58+00:00,2024-01-21 20:20:34.824000+00:00,6
2024-01-22 02:40:21.923000+00:00,2024-01-27 14:25:28+00:00,display,cross-sell,returning,direct_email_match,5,20.0,2102.705,108.0,1105.3525,2391454,MNTN,mntn,2024-01-27 14:27:16+00:00,2024-01-22 03:15:24.628000+00:00,5
2024-01-22 02:42:50.333000+00:00,2024-01-29 02:18:16+00:00,display,cross-sell,returning,direct_email_match,7,20.0,4495.296,3677.0,4086.148,2395130,Organic,direct,2024-01-29 01:16:59+00:00,2024-01-22 01:27:55.037000+00:00,6
2024-01-22 02:58:02.551000+00:00,2024-01-23 14:13:19+00:00,display,cross-sell,new,direct_email_match,1,32.0,6011.807,346.0,3178.9035,2383319,Facebook Ads,fb,2024-01-23 14:07:33+00:00,2024-01-22 01:17:50.744000+00:00,1
2024-01-22 03:23:27.638000+00:00,2024-01-29 02:19:19+00:00,display,cross-sell,returning,direct_email_match,7,20.0,6932.601,3740.0,5336.300499999999,2395130,Organic,direct,2024-01-29 01:16:59+00:00,2024-01-22 01:27:55.037000+00:00,6
2024-01-22 03:39:22.106000+00:00,2024-01-26 21:23:38+00:00,display,cross-sell,new,direct_email_match,4,32.0,9731.449,406.0,5068.7245,2390348,Organic,direct,2024-01-26 21:30:24+00:00,2024-01-22 00:57:10.657000+00:00,4
2024-01-22 03:42:31.043000+00:00,2024-01-29 21:44:44+00:00,display,cross-sell,new,direct_email_match,7,32.0,13740.662,9506.0,11623.331,2396785,Organic,direct,2024-01-29 19:06:18+00:00,2024-01-21 23:53:30.381000+00:00,7
2024-01-21 20:30:58.921000+00:00,2024-01-26 22:58:11+00:00,display,cross-sell,returning,direct_email_match,5,20.0,9665.267,4516.0,7090.6335,2390625,Organic,direct,2024-01-27 00:13:27+00:00,2024-01-21 17:49:53.654000+00:00,5
2024-01-21 21:01:35.551000+00:00,2024-01-21 21:10:13+00:00,display,cross-sell,new,device_identifier_hash,0,32.0,834.804,336.0,585.402,2379903,Organic,direct,2024-01-21 21:15:49+00:00,2024-01-21 21:15:30.355000+00:00,0
2024-01-22 11:57:09.611000+00:00,2024-01-23 01:36:02+00:00,display,cross-sell,returning,direct_email_match,1,20.0,3070.834,5531.0,4300.9169999999995,2382887,Klaviyo,utm medium - email,2024-01-23 03:08:13+00:00,2024-01-22 12:48:20.445000+00:00,0
2024-01-22 12:14:20.207000+00:00,2024-01-22 15:58:38+00:00,display,cross-sell,returning,device_identifier_hash,0,20.0,768.299,11826.0,6297.1494999999995,2381240,Organic,direct,2024-01-22 12:41:32+00:00,2024-01-22 12:27:08.506000+00:00,0
2024-01-22 13:39:46.942000+00:00,2024-01-28 23:45:38+00:00,display,cross-sell,returning,direct_email_match,6,20.0,1174.41,5072.0,3123.205,2395106,Google Ads,adwords,2024-01-29 01:10:10+00:00,2024-01-22 13:59:21.352000+00:00,6
2024-01-01 17:20:47.822000+00:00,2024-01-04 04:32:44+00:00,display,cross-sell,new,consumer_hash,3,32.0,7476.363,10676.0,9076.1815,2342703,Facebook Ads,utm medium - paid,2024-01-04 01:34:48+00:00,2024-01-01 15:16:11.459000+00:00,2
2024-01-01 17:46:09.434000+00:00,2024-01-06 19:55:47+00:00,display,cross-sell,new,direct_email_match,5,32.0,606.418,21594.0,11100.209,2347822,Organic,direct,2024-01-06 13:55:53+00:00,2024-01-01 17:36:03.016000+00:00,4
2024-01-01 18:17:26.164000+00:00,2024-01-04 01:03:16+00:00,display,cross-sell,new,order_mapping_hash,3,32.0,10874.705,1892.0,6383.3525,2342703,Facebook Ads,utm medium - paid,2024-01-04 01:34:48+00:00,2024-01-01 15:16:11.459000+00:00,2
2024-01-01 18:32:57.955000+00:00,2024-01-01 18:45:24+00:00,display,cross-sell,new,device_identifier_hash,0,32.0,60.139,341.0,200.5695,2337401,Organic,direct,2024-01-01 18:51:05+00:00,2024-01-01 18:33:58.094000+00:00,0
2024-01-01 18:35:51.908000+00:00,2024-01-06 23:56:23+00:00,display,cross-sell,returning,order_mapping_hash,5,20.0,3258.834,20254.0,11756.417,2349757,Organic,direct,2024-01-07 05:33:57+00:00,2024-01-01 17:41:33.074000+00:00,5
2024-01-01 18:38:16.195000+00:00,2024-01-05 20:15:36+00:00,display,cross-sell,new,order_mapping_hash,4,32.0,2051.13,2193.0,2122.065,2346524,Klaviyo,utm medium - email,2024-01-05 19:39:03+00:00,2024-01-01 19:12:27.325000+00:00,4
2024-01-01 18:44:26.299000+00:00,2024-01-01 22:39:12+00:00,display,cross-sell,new,consumer_hash,0,32.0,3272.64,4680.0,3976.3199999999997,2338099,Organic,direct,2024-01-01 23:57:12+00:00,2024-01-01 19:38:58.939000+00:00,0
2024-01-01 18:52:47.207000+00:00,2024-01-05 15:34:04+00:00,display,cross-sell,returning,order_mapping_hash,4,20.0,9294.154,2524.0,5909.077,2345859,Klaviyo,utm medium - email,2024-01-05 14:52:00+00:00,2024-01-01 16:17:53.053000+00:00,3
2024-01-03 18:15:09.056000+00:00,2024-01-06 00:38:31+00:00,display,cross-sell,new,order_mapping_hash,3,32.0,4195.759,463.0,2329.3795,2347132,MNTN,mntn,2024-01-06 00:46:14+00:00,2024-01-03 19:25:04.815000+00:00,2
2024-01-03 18:16:01.281000+00:00,2024-01-03 18:23:59+00:00,click,cross-sell,new,device_identifier_hash,0,32.0,7.398,29.0,18.198999999999998,2341847,Disco,utm medium - disco_paid,2024-01-03 18:24:28+00:00,2024-01-03 18:16:08.679000+00:00,0
2024-01-03 18:40:34.662000+00:00,2024-01-05 01:17:38+00:00,display,cross-sell,new,direct_email_match,2,32.0,520.995,8096.0,4308.4975,2344785,MNTN,mntn,2024-01-04 23:02:42+00:00,2024-01-03 18:31:53.667000+00:00,1
2024-01-03 19:02:10.150000+00:00,2024-01-10 20:46:34+00:00,display,cross-sell,returning,direct_email_match,7,20.0,10915.008,3544.0,7229.504,2356194,Google Ads,adwords,2024-01-10 19:47:30+00:00,2024-01-03 22:04:05.158000+00:00,6
2024-01-03 19:13:51.409000+00:00,2024-01-04 21:15:50+00:00,display,cross-sell,new,direct_email_match,1,32.0,5717.481,118.0,2917.7405,2344602,Organic,direct,2024-01-04 21:17:48+00:00,2024-01-03 20:49:08.890000+00:00,1
2024-01-02 00:13:44.829000+00:00,2024-01-06 14:34:41+00:00,display,cross-sell,returning,direct_email_match,4,20.0,2075.242,10623.0,6349.121,2348249,Google Ads,adwords,2024-01-06 17:31:44+00:00,2024-01-02 00:48:20.071000+00:00,4
2024-01-24 14:24:10.356000+00:00,2024-01-31 23:58:48+00:00,display,cross-sell,new,direct_email_match,7,32.0,3711.965,21109.0,12410.4825,2400765,Klaviyo,utm medium - email,2024-01-31 18:06:59+00:00,2024-01-24 15:26:02.321000+00:00,7
2024-01-24 14:47:41.229000+00:00,2024-01-27 02:46:51+00:00,display,cross-sell,returning,direct_email_match,3,20.0,3460.25,2705.0,3082.625,2390854,Organic Search,referral,2024-01-27 02:01:46+00:00,2024-01-24 15:45:21.479000+00:00,2
2024-01-24 14:51:33.960000+00:00,2024-01-24 14:54:43+00:00,display,cross-sell,returning,device_identifier_hash,0,20.0,771.96,961.0,866.48,2385255,Unattributed,unattributed,2024-01-24 14:38:42+00:00,2024-01-24 14:38:42+00:00,0
2024-01-24 14:54:23.142000+00:00,2024-01-31 04:27:31+00:00,display,cross-sell,lapsed,direct_email_match,7,32.0,7511.181,6621.0,7066.0905,2399761,Organic,direct,2024-01-31 02:37:10+00:00,2024-01-24 12:49:11.961000+00:00,6
2024-01-24 14:57:54.170000+00:00,2024-01-25 22:00:06+00:00,display,cross-sell,new,direct_email_match,1,32.0,11122.328,3410.0,7266.164,2388014,Organic,direct,2024-01-25 21:03:16+00:00,2024-01-24 11:52:31.842000+00:00,1
2024-01-24 15:06:12.603000+00:00,2024-01-24 19:03:27+00:00,display,cross-sell,returning,device_identifier_hash,0,20.0,775.76,19.0,397.38,2385726,Organic,direct,2024-01-24 19:03:08+00:00,2024-01-24 15:19:08.363000+00:00,0
2024-01-24 15:08:33.593000+00:00,2024-01-25 12:23:52+00:00,display,cross-sell,returning,direct_email_match,1,20.0,15228.428,10740.0,12984.214,2387337,Organic,direct,2024-01-25 15:22:52+00:00,2024-01-24 19:22:22.021000+00:00,0
2024-01-24 15:54:31.230000+00:00,2024-01-29 00:35:52+00:00,display,cross-sell,new,direct_email_match,5,32.0,8681.248,1645.0,5163.124,2394912,Klaviyo,utm medium - email,2024-01-29 00:08:27+00:00,2024-01-24 18:19:12.478000+00:00,4
2024-01-24 19:26:13.746000+00:00,2024-01-29 01:05:20+00:00,display,cross-sell,returning,direct_email_match,5,20.0,58.456,699.0,378.728,2395130,Facebook Ads,fb,2024-01-29 01:16:59+00:00,2024-01-24 19:25:15.290000+00:00,4
2024-01-24 20:15:29.485000+00:00,2024-01-29 15:14:16+00:00,display,cross-sell,returning,order_mapping_hash,5,20.0,16989.863,3931.0,10460.4315,2396412,Organic,direct,2024-01-29 16:19:47+00:00,2024-01-25 00:58:39.348000+00:00,4
2024-01-24 20:25:56.626000+00:00,2024-01-31 17:05:34+00:00,display,cross-sell,returning,direct_email_match,7,20.0,6392.16,8467.0,7429.58,2400958,MNTN,mntn,2024-01-31 19:26:41+00:00,2024-01-24 18:39:24.466000+00:00,7
