client_event_time,client_order_time,EVENT_CLASSIFICATION,CONVERSION_TYPE,CUSTOMER_TYPE,ATTRIBUTION_METHOD,DAYS_TO_ATTRIBUTION,BILLABLE_AMOUNT,event_distance,order_distance,avg_distance,cadenlane_order_number,cadenlane_northbeam_platform,cadenlane_source,cadenlane_order_time,cadenlane_event_time,cadenlane_attribution_days
2024-01-03 05:15:21.576000+00:00,2024-01-03 05:21:37+00:00,click,cross-sell,new,consumer_hash,0,32.0,19.483,28.0,23.741500000000002,2340969,Other,referral,2024-01-03 05:22:05+00:00,2024-01-03 05:15:41.059000+00:00,0
2024-01-03 05:23:58.809000+00:00,2024-01-08 13:13:04+00:00,display,cross-sell,returning,order_mapping_hash,5,20.0,2848.236,31795.0,17321.618,2351802,Organic,direct,2024-01-08 04:23:09+00:00,2024-01-03 04:36:30.573000+00:00,4
2024-01-03 05:47:44.002000+00:00,2024-01-09 15:46:53+00:00,display,cross-sell,new,direct_email_match,6,32.0,5100.865,8560.0,6830.4325,2354245,MNTN,mntn,2024-01-09 18:09:33+00:00,2024-01-03 04:22:43.137000+00:00,6
2024-01-03 05:51:13.618000+00:00,2024-01-04 02:51:38+00:00,display,cross-sell,returning,order_mapping_hash,1,20.0,3710.665,1510.0,2610.3325,2342898,MNTN,mntn,2024-01-04 02:26:28+00:00,2024-01-03 06:53:04.283000+00:00,0
2024-01-03 05:58:14.800000+00:00,2024-01-10 01:33:03+00:00,display,cross-sell,new,direct_email_match,7,32.0,16050.839,202.0,8126.4195,2355043,Klaviyo,utm medium - email,2024-01-10 01:29:41+00:00,2024-01-03 01:30:43.961000+00:00,6
2024-01-17 22:14:44.287000+00:00,2024-01-24 01:16:01+00:00,display,cross-sell,new,direct_email_match,7,32.0,5412.635,563.0,2987.8175,2384554,Facebook Ads,fb,2024-01-24 01:06:38+00:00,2024-01-17 20:44:31.652000+00:00,6
2024-01-17 22:29:45.859000+00:00,2024-01-19 17:18:21+00:00,click,cross-sell,new,direct_email_match,2,32.0,6177.563,5695.0,5936.2815,2374796,Klaviyo,utm medium - email,2024-01-19 18:53:16+00:00,2024-01-18 00:12:43.422000+00:00,1
2024-01-17 22:42:35.104000+00:00,2024-01-24 13:41:14+00:00,display,cross-sell,lapsed,order_mapping_hash,7,32.0,17142.612,10678.0,13910.306,2385457,Klaviyo,utm medium - email,2024-01-24 16:39:12+00:00,2024-01-17 17:56:52.492000+00:00,6
2024-01-17 23:11:29.924000+00:00,2024-01-24 03:34:00+00:00,display,cross-sell,returning,direct_email_match,7,20.0,7148.746,8842.0,7995.373,2384554,Organic,direct,2024-01-24 01:06:38+00:00,2024-01-18 01:10:38.670000+00:00,5
2024-01-17 23:30:49.322000+00:00,2024-01-19 17:56:26+00:00,display,cross-sell,new,direct_email_match,2,32.0,2514.1,3410.0,2962.05,2374796,Klaviyo,utm medium - email,2024-01-19 18:53:16+00:00,2024-01-18 00:12:43.422000+00:00,1
2024-01-17 23:30:49.322000+00:00,2024-01-22 19:38:12+00:00,display,cross-sell,returning,direct_email_match,5,20.0,4143.839,270.0,2206.9195,2382071,Klaviyo,utm medium - email,2024-01-22 19:42:42+00:00,2024-01-18 00:39:53.161000+00:00,4
2024-01-18 03:37:35.952000+00:00,2024-01-21 16:37:28+00:00,display,cross-sell,returning,direct_email_match,3,20.0,6152.679,2263.0,4207.8395,2379132,Organic,direct,2024-01-21 15:59:45+00:00,2024-01-18 05:20:08.631000+00:00,3
2024-01-18 17:16:18.162000+00:00,2024-01-24 05:24:35+00:00,display,cross-sell,new,direct_email_match,6,32.0,5429.411,29326.0,17377.7055,2384158,MNTN,mntn,2024-01-23 21:15:49+00:00,2024-01-18 18:46:47.573000+00:00,5
2024-01-18 17:53:35.351000+00:00,2024-01-23 02:28:21+00:00,display,cross-sell,new,consumer_hash,5,32.0,26866.302,300.0,13583.151,2382807,Klaviyo,utm medium - email,2024-01-23 02:33:21+00:00,2024-01-19 01:21:21.653000+00:00,4
2024-01-18 18:01:06.065000+00:00,2024-01-21 18:50:55+00:00,display,cross-sell,returning,direct_email_match,3,20.0,2213.543,4293.0,3253.2715,2379728,Klaviyo,utm medium - email,2024-01-21 20:02:28+00:00,2024-01-18 17:24:12.522000+00:00,3
2024-01-19 01:15:51.588000+00:00,2024-01-19 14:29:03+00:00,display,cross-sell,new,direct_email_match,0,32.0,2059.643,377.0,1218.3215,2374174,Organic,direct,2024-01-19 14:35:20+00:00,2024-01-19 00:41:31.945000+00:00,0
2024-01-19 13:06:25.554000+00:00,2024-01-19 13:44:06+00:00,display,cross-sell,new,device_identifier_hash,0,32.0,731.621,1397.0,1064.3105,2374036,Organic,direct,2024-01-19 13:20:49+00:00,2024-01-19 13:18:37.175000+00:00,0
2024-01-19 13:23:51.375000+00:00,2024-01-24 16:29:31+00:00,display,cross-sell,new,direct_email_match,5,32.0,6681.289,1517.0,4099.1445,2385493,MNTN,mntn,2024-01-24 16:54:48+00:00,2024-01-19 15:15:12.664000+00:00,5
2024-01-19 13:35:48.740000+00:00,2024-01-26 13:59:53+00:00,display,cross-sell,returning,direct_email_match,7,20.0,3895.688,651.0,2273.344,2389088,Klaviyo,utm medium - email,2024-01-26 13:49:02+00:00,2024-01-19 14:40:44.428000+00:00,6
2024-01-19 14:21:34.827000+00:00,2024-01-25 12:01:30+00:00,display,cross-sell,returning,direct_email_match,6,20.0,1263.916,25.0,644.458,2387019,Organic,direct,2024-01-25 12:01:55+00:00,2024-01-19 14:42:38.743000+00:00,5
2023-12-29 18:24:42.455000+00:00,2024-01-02 21:24:05+00:00,display,cross-sell,new,consumer_hash,4,32.0,560.064,8162.0,4361.032,2339833,Facebook Ads,fb,2024-01-02 19:08:03+00:00,2023-12-29 18:15:22.391000+00:00,4
2023-12-29 18:42:16.105000+00:00,2024-01-01 22:41:59+00:00,display,cross-sell,new,consumer_hash,3,32.0,4041.123,8505.0,6273.0615,2337609,Organic,direct,2024-01-01 20:20:14+00:00,2023-12-29 19:49:37.228000+00:00,3
2023-12-29 18:50:25.540000+00:00,2024-01-01 03:34:33+00:00,display,cross-sell,returning,order_mapping_hash,3,20.0,444.599,273.0,358.79949999999997,2336170,Organic,direct,2024-01-01 03:39:06+00:00,2023-12-29 18:57:50.139000+00:00,2
2023-12-29 19:18:17.338000+00:00,2024-01-01 20:31:41+00:00,display,cross-sell,new,direct_email_match,3,32.0,1879.89,687.0,1283.4450000000002,2337609,Organic,direct,2024-01-01 20:20:14+00:00,2023-12-29 19:49:37.228000+00:00,3
2023-12-29 20:52:37.085000+00:00,2024-01-01 20:56:35+00:00,display,cross-sell,returning,consumer_hash,3,20.0,3779.857,2181.0,2980.4285,2337609,Organic,direct,2024-01-01 20:20:14+00:00,2023-12-29 19:49:37.228000+00:00,3
2023-12-29 22:05:38.431000+00:00,2024-01-04 00:56:05+00:00,display,cross-sell,new,consumer_hash,6,32.0,520.948,23622.0,12071.474,2341842,Organic,direct,2024-01-03 18:22:23+00:00,2023-12-29 21:56:57.483000+00:00,4
2024-01-20 19:15:15.488000+00:00,2024-01-20 20:22:40+00:00,display,cross-sell,returning,device_identifier_hash,0,20.0,152.835,3727.0,1939.9175,2377283,Rakuten,utm medium -,2024-01-20 19:20:33+00:00,2024-01-20 19:12:42.653000+00:00,0
2024-01-20 19:41:43.304000+00:00,2024-01-20 20:48:35+00:00,display,cross-sell,new,device_identifier_hash,0,32.0,2442.486,26.0,1234.243,2377505,Organic,direct,2024-01-20 20:49:01+00:00,2024-01-20 20:22:25.790000+00:00,0
2024-01-20 19:50:38.644000+00:00,2024-01-24 22:46:17+00:00,display,cross-sell,new,direct_email_match,4,32.0,9973.82,14787.0,12380.41,2385693,Organic,direct,2024-01-24 18:39:50+00:00,2024-01-20 17:04:24.824000+00:00,4
2024-01-21 00:29:53.265000+00:00,2024-01-23 20:38:40+00:00,display,cross-sell,returning,direct_email_match,2,20.0,14909.828,13245.0,14077.414,2384446,Organic,direct,2024-01-24 00:19:25+00:00,2024-01-20 20:21:23.437000+00:00,3
2024-01-21 00:45:07.342000+00:00,2024-01-24 02:03:31+00:00,display,cross-sell,returning,direct_email_match,3,20.0,15823.905,6246.0,11034.9525,2384446,Organic,direct,2024-01-24 00:19:25+00:00,2024-01-20 20:21:23.437000+00:00,3
2024-01-21 01:20:50.711000+00:00,2024-01-25 18:56:21+00:00,display,cross-sell,returning,direct_email_match,4,20.0,14396.439,16781.0,15588.7195,2387181,Klaviyo,utm medium - email,2024-01-25 14:16:40+00:00,2024-01-21 05:20:47.150000+00:00,4
2024-01-21 01:44:34.651000+00:00,2024-01-27 02:51:05+00:00,display,cross-sell,returning,direct_email_match,6,20.0,12972.499,11866.0,12419.2495,2390559,Klaviyo,utm medium - email,2024-01-26 23:33:19+00:00,2024-01-21 05:20:47.150000+00:00,5
2024-01-21 21:08:25.328000+00:00,2024-01-27 13:48:33+00:00,display,cross-sell,new,direct_email_match,6,32.0,10473.058,1641.0,6057.029,2391332,MNTN,mntn,2024-01-27 13:21:12+00:00,2024-01-21 18:13:52.270000+00:00,5
2024-01-21 21:52:17.879000+00:00,2024-01-21 22:26:05+00:00,display,cross-sell,new,device_identifier_hash,0,32.0,1362.692,15.0,688.846,2380057,Facebook Ads,fb,2024-01-21 22:26:20+00:00,2024-01-21 22:15:00.571000+00:00,0
2024-01-21 21:56:36.497000+00:00,2024-01-21 22:36:38+00:00,display,cross-sell,new,direct_email_match,0,32.0,1371.034,338.0,854.517,2380090,Organic,direct,2024-01-21 22:42:16+00:00,2024-01-21 22:19:27.531000+00:00,0
2024-01-22 02:03:23.219000+00:00,2024-01-27 14:08:58+00:00,display,cross-sell,returning,direct_email_match,5,20.0,292.265,1375.0,833.6324999999999,2391374,Organic,direct,2024-01-27 13:46:03+00:00,2024-01-22 01:58:30.954000+00:00,5
2024-01-22 02:05:38.028000+00:00,2024-01-22 20:04:33+00:00,display,cross-sell,returning,direct_email_match,0,20.0,5670.254,2866.0,4268.127,2382025,Organic,direct,2024-01-22 19:16:47+00:00,2024-01-22 00:31:07.774000+00:00,0
2024-01-21 22:40:30.770000+00:00,2024-01-22 01:04:24+00:00,display,cross-sell,new,device_identifier_hash,1,32.0,3033.19,2497.0,2765.0950000000003,2380303,Organic Search,referral,2024-01-22 00:22:47+00:00,2024-01-21 23:31:03.960000+00:00,0
2024-01-21 22:42:17.502000+00:00,2024-01-26 16:25:30+00:00,display,cross-sell,new,direct_email_match,5,32.0,7396.523,1664.0,4530.2615000000005,2389540,Google Ads,adwords,2024-01-26 16:53:14+00:00,2024-01-22 00:45:34.025000+00:00,4
2024-01-21 22:45:57.363000+00:00,2024-01-22 01:35:32+00:00,display,cross-sell,returning,device_identifier_hash,1,20.0,2706.597,4365.0,3535.7985,2380303,Organic Search,referral,2024-01-22 00:22:47+00:00,2024-01-21 23:31:03.960000+00:00,0
2024-01-21 22:57:34.908000+00:00,2024-01-24 18:39:24+00:00,display,cross-sell,returning,direct_email_match,3,20.0,1730.867,16580.0,9155.4335,2386190,Google Ads,adwords,2024-01-24 23:15:44+00:00,2024-01-21 22:28:44.041000+00:00,3
2024-01-21 23:01:41.121000+00:00,2024-01-22 01:31:02+00:00,display,cross-sell,returning,consumer_hash,1,20.0,1762.839,4095.0,2928.9195,2380303,Organic Search,referral,2024-01-22 00:22:47+00:00,2024-01-21 23:31:03.960000+00:00,0
2024-01-21 23:06:46.283000+00:00,2024-01-22 00:59:15+00:00,display,cross-sell,new,direct_email_match,1,32.0,1457.677,2188.0,1822.8384999999998,2380303,Organic Search,referral,2024-01-22 00:22:47+00:00,2024-01-21 23:31:03.960000+00:00,0
2024-01-21 23:39:22.993000+00:00,2024-01-28 16:39:27+00:00,display,cross-sell,returning,direct_email_match,7,20.0,10849.105,27.0,5438.0525,2393761,Organic,direct,2024-01-28 16:39:54+00:00,2024-01-22 02:40:12.098000+00:00,6
2024-01-21 23:49:29.588000+00:00,2024-01-23 16:39:13+00:00,display,cross-sell,returning,direct_email_match,2,20.0,5301.156,9100.0,7200.5779999999995,2383319,Facebook Ads,fb,2024-01-23 14:07:33+00:00,2024-01-22 01:17:50.744000+00:00,1
2024-01-22 18:19:19.600000+00:00,2024-01-25 19:53:31+00:00,display,cross-sell,returning,direct_email_match,3,20.0,7344.648,3404.0,5374.3240000000005,2387783,Organic,direct,2024-01-25 18:56:47+00:00,2024-01-22 16:16:54.952000+00:00,3
2024-01-22 18:21:56.924000+00:00,2024-01-22 19:40:18+00:00,display,cross-sell,returning,device_identifier_hash,0,20.0,23.376,820.0,421.688,2382100,Organic,direct,2024-01-22 19:53:58+00:00,2024-01-22 18:22:20.300000+00:00,0
2024-01-22 18:43:55.840000+00:00,2024-01-28 15:05:23+00:00,display,cross-sell,returning,direct_email_match,6,20.0,5831.137,25.0,2928.0685,2393517,Facebook Organic,fb,2024-01-28 15:05:48+00:00,2024-01-22 17:06:44.703000+00:00,5
2024-01-22 22:10:21.498000+00:00,2024-01-29 04:18:46+00:00,display,cross-sell,new,direct_email_match,7,32.0,2813.345,6681.0,4747.1725,2395458,Facebook Ads,fb,2024-01-29 02:27:25+00:00,2024-01-22 22:57:14.843000+00:00,6
2024-01-22 22:11:11.531000+00:00,2024-01-29 21:57:34+00:00,display,cross-sell,returning,direct_email_match,7,20.0,584.164,12545.0,6564.582,2397487,Klaviyo,utm medium - email,2024-01-30 01:26:39+00:00,2024-01-22 22:01:27.367000+00:00,7
2024-01-22 22:23:06.094000+00:00,2024-01-28 20:52:03+00:00,display,cross-sell,returning,direct_email_match,6,20.0,2437.647,9052.0,5744.8235,2393987,Facebook Ads,fb,2024-01-28 18:21:11+00:00,2024-01-22 23:03:43.741000+00:00,5
2024-01-22 22:32:25.263000+00:00,2024-01-27 17:09:10+00:00,click,cross-sell,new,direct_email_match,5,32.0,2.604,24.0,13.302,2391830,Disco,utm medium - disco_paid,2024-01-27 17:09:34+00:00,2024-01-22 22:32:27.867000+00:00,4
2024-01-22 22:50:40.681000+00:00,2024-01-23 21:52:05+00:00,display,cross-sell,returning,direct_email_match,1,20.0,150.425,8840.0,4495.2125,2384446,Organic,direct,2024-01-24 00:19:25+00:00,2024-01-22 22:48:10.256000+00:00,1
2024-01-22 23:07:48.184000+00:00,2024-01-25 01:52:33+00:00,display,cross-sell,returning,direct_email_match,3,20.0,1204.663,533.0,868.8315,2386548,Organic,direct,2024-01-25 02:01:26+00:00,2024-01-22 23:27:52.847000+00:00,2
2024-01-22 23:15:10.404000+00:00,2024-01-27 04:13:55+00:00,display,cross-sell,new,direct_email_match,5,32.0,480.222,257.0,368.611,2391070,Google Ads,adwords,2024-01-27 04:09:38+00:00,2024-01-22 23:07:10.182000+00:00,4
2024-01-22 23:32:34.878000+00:00,2024-01-29 02:26:58+00:00,display,cross-sell,returning,direct_email_match,7,20.0,2120.035,27.0,1073.5175,2395458,Facebook Ads,fb,2024-01-29 02:27:25+00:00,2024-01-22 22:57:14.843000+00:00,6
2024-01-22 23:34:42.208000+00:00,2024-01-26 19:57:43+00:00,display,cross-sell,new,direct_email_match,4,32.0,4867.615,2391.0,3629.3075,2390009,Facebook Ads,fb,2024-01-26 19:17:52+00:00,2024-01-23 00:55:49.823000+00:00,3
2024-01-23 01:10:20.143000+00:00,2024-01-23 01:34:48+00:00,click,cross-sell,returning,device_identifier_hash,0,20.0,0.967,26.0,13.4835,2382672,Disco,utm medium - disco_paid,2024-01-23 01:35:14+00:00,2024-01-23 01:10:21.110000+00:00,0
2024-01-23 01:13:13.345000+00:00,2024-01-30 01:26:13+00:00,display,cross-sell,returning,direct_email_match,7,20.0,713.651,26.0,369.8255,2397487,Klaviyo,utm medium - email,2024-01-30 01:26:39+00:00,2024-01-23 01:25:06.996000+00:00,7
2024-01-23 01:14:56.666000+00:00,2024-01-25 01:41:02+00:00,display,cross-sell,new,direct_email_match,2,32.0,6423.819,1224.0,3823.9095,2386548,Organic,direct,2024-01-25 02:01:26+00:00,2024-01-22 23:27:52.847000+00:00,2
2024-01-23 01:21:14.137000+00:00,2024-01-27 13:03:21+00:00,display,cross-sell,returning,consumer_hash,4,20.0,2359.419,1071.0,1715.2095,2391332,MNTN,mntn,2024-01-27 13:21:12+00:00,2024-01-23 02:00:33.556000+00:00,4
2024-01-23 01:21:36.134000+00:00,2024-01-23 01:59:26+00:00,display,cross-sell,returning,device_identifier_hash,0,20.0,404.547,1378.0,891.2735,2382677,Google Ads,adwords,2024-01-23 01:36:28+00:00,2024-01-23 01:14:51.587000+00:00,0
2024-01-23 02:06:14.254000+00:00,2024-01-30 17:32:13+00:00,display,cross-sell,returning,direct_email_match,7,20.0,40120.116,989.0,20554.558,2398674,Facebook Ads,fb,2024-01-30 17:15:44+00:00,2024-01-23 13:14:54.370000+00:00,7
2024-01-23 02:14:35.206000+00:00,2024-01-23 16:47:58+00:00,display,cross-sell,new,consumer_hash,0,32.0,7476.658,14715.0,11095.829,2383215,Organic,direct,2024-01-23 12:42:43+00:00,2024-01-23 00:09:58.548000+00:00,0
2024-01-23 02:24:38.617000+00:00,2024-01-26 12:20:19+00:00,display,cross-sell,returning,consumer_hash,3,20.0,9053.714,10778.0,9915.857,2389305,Google Ads,adwords,2024-01-26 15:19:57+00:00,2024-01-23 04:55:32.331000+00:00,3
2024-01-03 22:04:39.695000+00:00,2024-01-10 04:26:32+00:00,display,cross-sell,returning,direct_email_match,7,20.0,11533.46,2860.0,7196.73,2355285,Klaviyo,utm medium - email,2024-01-10 03:38:52+00:00,2024-01-04 01:16:53.155000+00:00,6
2024-01-03 22:27:15.028000+00:00,2024-01-03 22:29:42+00:00,click,cross-sell,new,consumer_hash,0,32.0,34.286,26.0,30.143,2342315,Disco,utm medium - disco_paid,2024-01-03 22:30:08+00:00,2024-01-03 22:26:40.742000+00:00,0
2024-01-03 23:06:50.528000+00:00,2024-01-07 15:37:13+00:00,display,cross-sell,returning,consumer_hash,4,20.0,7332.071,8300.0,7816.0355,2349907,Organic,direct,2024-01-07 13:18:53+00:00,2024-01-04 01:09:02.599000+00:00,3
2024-01-29 03:06:46.754000+00:00,2024-01-31 01:50:37+00:00,display,cross-sell,new,direct_email_match,2,32.0,3244.505,10516.0,6880.2525000000005,2399992,Organic,direct,2024-01-31 04:45:53+00:00,2024-01-29 04:00:51.259000+00:00,2
2024-01-29 04:21:33.626000+00:00,2024-01-30 00:00:24+00:00,display,cross-sell,returning,direct_email_match,1,20.0,7342.172,27.0,3684.586,2397306,Organic Search,referral,2024-01-30 00:00:51+00:00,2024-01-29 02:19:11.454000+00:00,0
2024-01-05 08:20:58.652000+00:00,2024-01-11 19:27:52+00:00,click,cross-sell,new,direct_email_match,6,32.0,21072.005,30677.0,25874.502500000002,2358817,Klaviyo,utm medium - email,2024-01-12 03:59:09+00:00,2024-01-05 02:29:46.647000+00:00,7
2024-01-05 10:16:14.437000+00:00,2024-01-12 13:41:18+00:00,display,cross-sell,new,direct_email_match,7,32.0,6735.056,5742.0,6238.528,2359032,Organic,direct,2024-01-12 12:05:36+00:00,2024-01-05 12:08:29.493000+00:00,6
2024-01-05 11:40:50.926000+00:00,2024-01-05 13:17:14+00:00,display,cross-sell,returning,device_identifier_hash,0,20.0,394.621,4746.0,2570.3105,2345614,Klaviyo,utm medium - email,2024-01-05 11:58:08+00:00,2024-01-05 11:47:25.547000+00:00,0
2024-01-05 22:09:03.416000+00:00,2024-01-07 18:37:00+00:00,display,cross-sell,new,consumer_hash,2,32.0,17997.029,2727.0,10362.0145,2350451,Klaviyo,utm medium - email,2024-01-07 17:51:33+00:00,2024-01-06 03:09:00.445000+00:00,1
2024-01-05 22:22:09.992000+00:00,2024-01-07 17:38:01+00:00,display,cross-sell,returning,consumer_hash,2,20.0,17210.453,812.0,9011.2265,2350451,Klaviyo,utm medium - email,2024-01-07 17:51:33+00:00,2024-01-06 03:09:00.445000+00:00,1
2024-01-05 22:30:06.321000+00:00,2024-01-12 13:53:16+00:00,display,cross-sell,returning,direct_email_match,7,20.0,9380.361,4470.0,6925.1805,2359329,Facebook Ads,fb,2024-01-12 15:07:46+00:00,2024-01-05 19:53:45.960000+00:00,6
2024-01-05 22:38:52.493000+00:00,2024-01-08 15:07:57+00:00,display,cross-sell,returning,order_mapping_hash,3,20.0,5726.91,21858.0,13792.455,2352805,Organic,direct,2024-01-08 21:12:15+00:00,2024-01-05 21:03:25.583000+00:00,3
2024-01-05 22:59:41.300000+00:00,2024-01-06 20:17:51+00:00,display,cross-sell,returning,order_mapping_hash,1,20.0,7270.064,7562.0,7416.032,2348326,Organic,direct,2024-01-06 18:11:49+00:00,2024-01-05 20:58:31.236000+00:00,0
2024-01-05 23:43:47.511000+00:00,2024-01-09 03:02:27+00:00,display,cross-sell,returning,direct_email_match,4,20.0,9844.348,768.0,5306.174,2353439,Organic,direct,2024-01-09 03:15:15+00:00,2024-01-05 20:59:43.163000+00:00,3
2024-01-06 00:52:59.464000+00:00,2024-01-06 05:26:41+00:00,display,cross-sell,returning,device_identifier_hash,0,20.0,5976.322,4308.0,5142.161,2347558,Organic,direct,2024-01-06 04:14:53+00:00,2024-01-06 02:32:35.786000+00:00,0
2024-01-06 01:34:18.107000+00:00,2024-01-13 01:29:51+00:00,display,cross-sell,returning,direct_email_match,7,20.0,1039.635,7027.0,4033.3175,2360883,Organic Search,referral,2024-01-13 03:26:58+00:00,2024-01-06 01:16:58.472000+00:00,7
2024-01-06 01:37:24.321000+00:00,2024-01-12 22:43:56+00:00,display,cross-sell,new,direct_email_match,6,32.0,4938.768,3602.0,4270.384,2360233,Facebook Ads,fb,2024-01-12 21:43:54+00:00,2024-01-06 00:15:05.553000+00:00,6
2024-01-06 01:55:28.707000+00:00,2024-01-11 13:44:48+00:00,display,cross-sell,new,direct_email_match,5,32.0,5292.258,84034.0,44663.129,2355605,MNTN,mntn,2024-01-10 14:24:14+00:00,2024-01-06 03:23:40.965000+00:00,4
2024-01-06 01:56:17.918000+00:00,2024-01-07 03:01:06+00:00,display,cross-sell,returning,order_mapping_hash,1,20.0,8932.617,2199.0,5565.8085,2349385,Organic,direct,2024-01-07 02:24:27+00:00,2024-01-06 04:25:10.535000+00:00,0
2024-01-06 02:00:32.569000+00:00,2024-01-07 18:41:33+00:00,display,cross-sell,new,order_mapping_hash,1,32.0,4107.876,3000.0,3553.938,2350451,Klaviyo,utm medium - email,2024-01-07 17:51:33+00:00,2024-01-06 03:09:00.445000+00:00,1
2024-01-06 02:11:36.596000+00:00,2024-01-13 12:44:39+00:00,display,cross-sell,returning,direct_email_match,7,20.0,15278.783,7656.0,11467.3915,2361402,Organic,direct,2024-01-13 14:52:15+00:00,2024-01-05 21:56:57.813000+00:00,7
2024-01-06 15:49:20.890000+00:00,2024-01-12 22:52:02+00:00,display,cross-sell,returning,direct_email_match,6,20.0,16803.016,1898.0,9350.508,2360292,Organic,direct,2024-01-12 22:20:24+00:00,2024-01-06 11:09:17.874000+00:00,6
2024-01-06 16:09:14.645000+00:00,2024-01-06 23:17:54+00:00,display,cross-sell,new,consumer_hash,0,32.0,9813.114,12.0,4912.557,2348918,Klaviyo,utm medium - email,2024-01-06 23:18:06+00:00,2024-01-06 13:25:41.531000+00:00,0
2024-01-30 21:05:13.798000+00:00,2024-01-30 21:06:57+00:00,click,cross-sell,returning,device_identifier_hash,0,20.0,5.921,26.0,15.9605,2399149,Disco,utm medium - disco_paid,2024-01-30 21:07:23+00:00,2024-01-30 21:05:19.719000+00:00,0
2024-01-30 21:16:50.704000+00:00,2024-01-31 02:02:13+00:00,display,cross-sell,returning,device_identifier_hash,1,20.0,1015.082,9424.0,5219.541,2399391,Google Ads,adwords,2024-01-30 23:25:09+00:00,2024-01-30 21:33:45.786000+00:00,0
2024-01-06 17:57:56.957000+00:00,2024-01-08 14:42:11+00:00,display,cross-sell,returning,order_mapping_hash,2,20.0,3897.017,8945.0,6421.0085,2352408,MNTN,mntn,2024-01-08 17:11:16+00:00,2024-01-06 19:02:53.974000+00:00,1
2024-01-06 18:29:35.951000+00:00,2024-01-08 14:50:47+00:00,display,cross-sell,returning,order_mapping_hash,2,20.0,1998.023,8429.0,5213.5115,2352408,MNTN,mntn,2024-01-08 17:11:16+00:00,2024-01-06 19:02:53.974000+00:00,1
2024-01-06 18:30:04.081000+00:00,2024-01-13 14:31:14+00:00,display,cross-sell,new,direct_email_match,7,32.0,4098.283,4615.0,4356.6415,2361537,Google Ads,adwords,2024-01-13 15:48:09+00:00,2024-01-06 19:38:22.364000+00:00,6
2024-01-06 18:33:08.581000+00:00,2024-01-07 06:58:56+00:00,display,cross-sell,returning,consumer_hash,1,20.0,1086.613,15686.0,8386.3065,2349429,Organic Search,referral,2024-01-07 02:37:30+00:00,2024-01-06 18:51:15.194000+00:00,0
2024-01-07 00:23:50.983000+00:00,2024-01-07 01:35:07+00:00,display,cross-sell,returning,order_mapping_hash,0,20.0,1656.627,59.0,857.8135,2349222,Organic Search,referral,2024-01-07 01:36:06+00:00,2024-01-06 23:56:14.356000+00:00,0
2024-01-07 01:21:10.940000+00:00,2024-01-07 20:04:47+00:00,display,cross-sell,new,order_mapping_hash,0,32.0,2103.905,3852.0,2977.9525000000003,2350862,Organic,direct,2024-01-07 21:08:59+00:00,2024-01-07 00:46:07.035000+00:00,0
2024-01-07 01:25:18.400000+00:00,2024-01-14 13:46:25+00:00,display,cross-sell,new,direct_email_match,7,32.0,7058.449,3909.0,5483.7245,2363901,Organic,direct,2024-01-14 14:51:34+00:00,2024-01-07 03:22:56.849000+00:00,7
2024-01-31 15:39:57.243000+00:00,2024-01-31 15:54:07+00:00,click,cross-sell,new,device_identifier_hash,0,32.0,3.116,22.0,12.558,2400481,Disco,utm medium - disco_paid,2024-01-31 15:54:29+00:00,2024-01-31 15:40:00.359000+00:00,0
2024-01-31 15:45:45.237000+00:00,2024-01-31 18:33:42+00:00,display,cross-sell,new,consumer_hash,0,32.0,1520.842,1603.0,1561.921,2400765,Organic,direct,2024-01-31 18:06:59+00:00,2024-01-31 16:11:06.079000+00:00,0
2024-01-07 22:33:23.393000+00:00,2024-01-12 17:16:49+00:00,display,cross-sell,returning,direct_email_match,5,20.0,2629.486,20139.0,11384.243,2360355,Facebook Ads,fb,2024-01-12 22:52:28+00:00,2024-01-07 23:17:12.879000+00:00,4
2024-01-07 23:06:38.693000+00:00,2024-01-08 15:43:33+00:00,click,cross-sell,new,consumer_hash,1,32.0,59.603,28.0,43.801500000000004,2352226,Disco,utm medium - disco_paid,2024-01-08 15:44:01+00:00,2024-01-07 23:05:39.090000+00:00,0
2024-01-07 23:35:31.826000+00:00,2024-01-08 01:06:09+00:00,display,cross-sell,new,direct_email_match,1,32.0,4601.09,141.0,2371.045,2351355,Google Ads,adwords,2024-01-08 01:03:48+00:00,2024-01-08 00:52:12.916000+00:00,0
2024-01-08 18:43:45.580000+00:00,2024-01-15 22:06:53+00:00,display,cross-sell,returning,direct_email_match,7,20.0,8297.578,30187.0,19242.289,2366014,Google Ads,adwords,2024-01-15 13:43:46+00:00,2024-01-08 16:25:28.002000+00:00,6
2024-01-08 13:46:43.514000+00:00,2024-01-15 17:51:40+00:00,display,cross-sell,returning,direct_email_match,7,20.0,9524.488,14874.0,12199.243999999999,2366014,Google Ads,adwords,2024-01-15 13:43:46+00:00,2024-01-08 16:25:28.002000+00:00,6
2024-01-08 14:11:56.785000+00:00,2024-01-09 13:40:51+00:00,display,cross-sell,returning,direct_email_match,1,20.0,3154.793,4867.0,4010.8965,2353700,Organic,direct,2024-01-09 12:19:44+00:00,2024-01-08 15:04:31.578000+00:00,0
