order_number,northbeam_platform,source,order_time,event_time,attribution_days,total_tp,tp_seq
2359664,MNTN,mntn,2024-01-12 17:21:48+00:00,2023-12-30 13:04:15.074000+00:00,13,45,10
2359664,MNTN,mntn,2024-01-12 17:21:48+00:00,2023-12-30 13:40:32.088000+00:00,13,45,11
2359664,MNTN,mntn,2024-01-12 17:21:48+00:00,2023-12-30 13:41:37.052000+00:00,13,45,12
2359664,MNTN,mntn,2024-01-12 17:21:48+00:00,2023-12-30 13:43:39.128000+00:00,13,45,13
2359664,MNTN,mntn,2024-01-12 17:21:48+00:00,2023-12-30 15:22:59.575000+00:00,13,45,14
2359664,MNTN,mntn,2024-01-12 17:21:48+00:00,2023-12-30 15:23:00.758000+00:00,13,45,15
2359664,MNTN,mntn,2024-01-12 17:21:48+00:00,2023-12-30 15:29:44.559000+00:00,13,45,16
2359664,MNTN,mntn,2024-01-12 17:21:48+00:00,2023-12-30 19:01:15.647000+00:00,12,45,17
2359664,MNTN,mntn,2024-01-12 17:21:48+00:00,2023-12-30 19:02:14.812000+00:00,12,45,18
2359664,MNTN,mntn,2024-01-12 17:21:48+00:00,2023-12-30 19:04:24.863000+00:00,12,45,19
2359664,MNTN,mntn,2024-01-12 17:21:48+00:00,2023-12-31 00:59:02.591000+00:00,12,45,20
2359664,MNTN,mntn,2024-01-12 17:21:48+00:00,2023-12-31 01:04:33.318000+00:00,12,45,21
2359664,MNTN,mntn,2024-01-12 17:21:48+00:00,2023-12-31 01:29:29.507000+00:00,12,45,22
2359664,MNTN,mntn,2024-01-12 17:21:48+00:00,2023-12-31 01:32:46.249000+00:00,12,45,23
2359664,MNTN,mntn,2024-01-12 17:21:48+00:00,2023-12-31 13:02:55.686000+00:00,12,45,24
2359664,MNTN,mntn,2024-01-12 17:21:48+00:00,2023-12-31 13:02:55.733000+00:00,12,45,25
2359664,MNTN,mntn,2024-01-12 17:21:48+00:00,2023-12-31 13:06:29.179000+00:00,12,45,26
2359664,MNTN,mntn,2024-01-12 17:21:48+00:00,2023-12-31 13:18:08.847000+00:00,12,45,27
2359664,MNTN,mntn,2024-01-12 17:21:48+00:00,2023-12-31 13:21:05.519000+00:00,12,45,28
2359664,MNTN,mntn,2024-01-12 17:21:48+00:00,2023-12-31 13:25:48.626000+00:00,12,45,29
2359664,MNTN,mntn,2024-01-12 17:21:48+00:00,2023-12-31 14:13:12.532000+00:00,12,45,30
2359664,MNTN,mntn,2024-01-12 17:21:48+00:00,2023-12-31 14:13:43.924000+00:00,12,45,31
2359664,MNTN,mntn,2024-01-12 17:21:48+00:00,2023-12-31 14:46:45.644000+00:00,12,45,32
2359664,MNTN,mntn,2024-01-12 17:21:48+00:00,2023-12-31 15:23:47.449000+00:00,12,45,33
2359664,MNTN,mntn,2024-01-12 17:21:48+00:00,2024-01-01 00:52:01.213000+00:00,11,45,34
2359664,MNTN,mntn,2024-01-12 17:21:48+00:00,2024-01-01 00:58:06.604000+00:00,11,45,35
2359664,MNTN,mntn,2024-01-12 17:21:48+00:00,2024-01-01 01:03:54.404000+00:00,11,45,36
2359664,MNTN,mntn,2024-01-12 17:21:48+00:00,2024-01-01 01:49:12.750000+00:00,11,45,37
2359664,MNTN,mntn,2024-01-12 17:21:48+00:00,2024-01-01 01:49:12.813000+00:00,11,45,38
2359664,MNTN,mntn,2024-01-12 17:21:48+00:00,2024-01-06 12:49:45.356000+00:00,6,45,39
2359664,MNTN,mntn,2024-01-12 17:21:48+00:00,2024-01-06 12:51:22.384000+00:00,6,45,40
2359664,MNTN,mntn,2024-01-12 17:21:48+00:00,2024-01-08 12:45:30.099000+00:00,4,45,41
2359664,MNTN,mntn,2024-01-12 17:21:48+00:00,2024-01-08 16:34:12.694000+00:00,4,45,42
2359664,MNTN,mntn,2024-01-12 17:21:48+00:00,2024-01-12 16:29:16.978000+00:00,0,45,43
2359664,MNTN,mntn,2024-01-12 17:21:48+00:00,2024-01-12 17:03:51.819000+00:00,0,45,44
2359664,Unattributed,unattributed,2024-01-12 17:21:48+00:00,2024-01-12 17:21:48+00:00,0,45,45
2359674,Facebook Ads,fb,2024-01-12 17:27:15+00:00,2023-12-28 23:04:07.116000+00:00,14,2,1
2359674,Unattributed,unattributed,2024-01-12 17:27:15+00:00,2024-01-12 17:27:15+00:00,0,2,2
2359682,Google Ads,adwords,2024-01-12 17:29:00+00:00,2024-01-12 17:08:56.042000+00:00,0,2,1
2359682,Unattributed,unattributed,2024-01-12 17:29:00+00:00,2024-01-12 17:29:00+00:00,0,2,2
2359840,Klaviyo,utm medium - email,2024-01-12 18:39:11+00:00,2024-01-11 14:17:18.395000+00:00,1,3,1
2359840,OneText,referral,2024-01-12 18:39:11+00:00,2024-01-11 19:40:42.197000+00:00,0,3,2
2359840,Unattributed,unattributed,2024-01-12 18:39:11+00:00,2024-01-12 18:39:11+00:00,0,3,3
2359909,Unattributed,unattributed,2024-01-12 19:07:01+00:00,2024-01-12 19:07:01+00:00,0,1,1
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2023-12-29 00:47:42.647000+00:00,14,76,1
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2023-12-29 02:36:16.977000+00:00,14,76,2
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2023-12-29 03:16:52.440000+00:00,14,76,3
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2023-12-29 07:38:20.591000+00:00,14,76,4
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2023-12-29 08:37:51.617000+00:00,14,76,5
2359918,Klaviyo,utm medium - email,2024-01-12 19:12:05+00:00,2023-12-29 11:10:09.131000+00:00,14,76,6
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2023-12-29 14:32:28.454000+00:00,14,76,7
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2023-12-30 03:48:12.810000+00:00,13,76,8
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2023-12-30 04:50:31.723000+00:00,13,76,9
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2023-12-30 07:04:14.130000+00:00,13,76,10
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2023-12-30 08:23:08.107000+00:00,13,76,11
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2023-12-30 09:57:12.205000+00:00,13,76,12
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2023-12-30 10:51:13.322000+00:00,13,76,13
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2023-12-30 13:28:44.684000+00:00,13,76,14
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2024-01-01 00:43:35.989000+00:00,11,76,15
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2024-01-01 01:38:57.967000+00:00,11,76,16
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2024-01-01 01:38:58.995000+00:00,11,76,17
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2024-01-02 02:54:11.392000+00:00,10,76,18
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2024-01-02 11:24:44.202000+00:00,10,76,19
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2024-01-02 13:34:42.046000+00:00,10,76,20
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2024-01-03 13:02:26.744000+00:00,9,76,21
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2024-01-03 19:25:04.815000+00:00,8,76,22
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2024-01-04 01:39:20.438000+00:00,8,76,23
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2024-01-04 02:03:40.729000+00:00,8,76,24
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2024-01-04 08:15:22.892000+00:00,8,76,25
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2024-01-04 09:21:54.563000+00:00,8,76,26
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2024-01-05 00:17:36.787000+00:00,7,76,27
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2024-01-05 00:49:08.326000+00:00,7,76,28
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2024-01-05 01:33:11.566000+00:00,7,76,29
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2024-01-05 02:35:58.904000+00:00,7,76,30
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2024-01-05 02:36:04.241000+00:00,7,76,31
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2024-01-05 04:09:18.485000+00:00,7,76,32
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2024-01-05 05:12:09.154000+00:00,7,76,33
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2024-01-05 09:23:18.124000+00:00,7,76,34
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2024-01-05 09:35:03.402000+00:00,7,76,35
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2024-01-05 10:09:17.261000+00:00,7,76,36
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2024-01-05 12:05:40.203000+00:00,7,76,37
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2024-01-05 12:10:55.611000+00:00,7,76,38
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2024-01-05 12:11:01.402000+00:00,7,76,39
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2024-01-05 12:13:41.434000+00:00,7,76,40
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2024-01-05 12:40:52.186000+00:00,7,76,41
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2024-01-05 12:57:47.838000+00:00,7,76,42
2359918,Rakuten,utm medium -,2024-01-12 19:12:05+00:00,2024-01-06 00:44:49.770000+00:00,6,76,43
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2024-01-06 01:46:02.100000+00:00,6,76,44
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2024-01-06 06:12:28.765000+00:00,6,76,45
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2024-01-06 09:32:01.250000+00:00,6,76,46
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2024-01-06 10:38:48.897000+00:00,6,76,47
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2024-01-06 11:17:36.924000+00:00,6,76,48
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2024-01-06 12:32:43.305000+00:00,6,76,49
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2024-01-06 12:39:21.254000+00:00,6,76,50
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2024-01-07 02:50:44.048000+00:00,5,76,51
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2024-01-08 10:59:25.989000+00:00,4,76,52
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2024-01-08 12:41:34.307000+00:00,4,76,53
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2024-01-09 10:12:53.686000+00:00,3,76,54
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2024-01-09 10:19:01.085000+00:00,3,76,55
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2024-01-09 10:23:39.362000+00:00,3,76,56
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2024-01-09 10:30:39.388000+00:00,3,76,57
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2024-01-09 12:07:50.003000+00:00,3,76,58
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2024-01-09 14:32:21.892000+00:00,3,76,59
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2024-01-10 00:22:24.440000+00:00,2,76,60
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2024-01-10 00:25:47.092000+00:00,2,76,61
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2024-01-10 00:34:49.258000+00:00,2,76,62
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2024-01-10 01:12:59.399000+00:00,2,76,63
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2024-01-10 01:41:54.319000+00:00,2,76,64
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2024-01-10 09:54:04.234000+00:00,2,76,65
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2024-01-10 10:49:01.800000+00:00,2,76,66
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2024-01-10 11:22:32.865000+00:00,2,76,67
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2024-01-10 16:44:09.119000+00:00,2,76,68
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2024-01-10 17:11:31.654000+00:00,2,76,69
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2024-01-10 17:36:30.575000+00:00,2,76,70
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2024-01-12 00:52:46.678000+00:00,0,76,71
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2024-01-12 08:10:24.818000+00:00,0,76,72
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2024-01-12 08:10:24.966000+00:00,0,76,73
2359918,MNTN,mntn,2024-01-12 19:12:05+00:00,2024-01-12 12:40:01.957000+00:00,0,76,74
2359918,Rakuten,utm medium -,2024-01-12 19:12:05+00:00,2024-01-12 14:48:30.951000+00:00,0,76,75
2359918,Unattributed,unattributed,2024-01-12 19:12:05+00:00,2024-01-12 19:12:05+00:00,0,76,76
2359922,Facebook Ads,fb,2024-01-12 19:14:31+00:00,2024-01-08 22:59:14.387000+00:00,3,3,1
2359922,Facebook Ads,utm medium -,2024-01-12 19:14:31+00:00,2024-01-12 19:07:02.233000+00:00,0,3,2
2359922,Unattributed,unattributed,2024-01-12 19:14:31+00:00,2024-01-12 19:14:31+00:00,0,3,3
2359924,Facebook Ads,fb,2024-01-12 19:14:50+00:00,2024-01-07 14:29:00.440000+00:00,5,3,1
2359924,Facebook Ads,fb,2024-01-12 19:14:50+00:00,2024-01-12 19:11:44.993000+00:00,0,3,2
2359924,Unattributed,unattributed,2024-01-12 19:14:50+00:00,2024-01-12 19:14:50+00:00,0,3,3
2359948,Google Ads,adwords,2024-01-12 19:24:07+00:00,2024-01-09 23:33:06.767000+00:00,2,4,1
2359948,Facebook Ads,fb,2024-01-12 19:24:07+00:00,2024-01-12 19:16:37.344000+00:00,0,4,2
2359948,Google Ads,adwords,2024-01-12 19:24:07+00:00,2024-01-12 19:17:03.146000+00:00,0,4,3
2359948,Unattributed,unattributed,2024-01-12 19:24:07+00:00,2024-01-12 19:24:07+00:00,0,4,4
2359974,Facebook Ads,fb,2024-01-12 19:40:48+00:00,2024-01-12 19:33:54.672000+00:00,0,3,1
2359974,Facebook Ads,fb,2024-01-12 19:40:48+00:00,2024-01-12 19:34:16.110000+00:00,0,3,2
2359974,Unattributed,unattributed,2024-01-12 19:40:48+00:00,2024-01-12 19:40:48+00:00,0,3,3
2360205,Facebook Ads,fb,2024-01-12 21:30:58+00:00,2024-01-12 00:38:51.839000+00:00,0,3,1
2360205,Google Ads,adwords,2024-01-12 21:30:58+00:00,2024-01-12 21:27:37.502000+00:00,0,3,2
2360205,Unattributed,unattributed,2024-01-12 21:30:58+00:00,2024-01-12 21:30:58+00:00,0,3,3
2360233,Facebook Ads,fb,2024-01-12 21:43:54+00:00,2023-12-31 00:53:44.874000+00:00,12,3,1
2360233,Facebook Ads,fb,2024-01-12 21:43:54+00:00,2024-01-06 00:15:05.553000+00:00,6,3,2
2360233,Unattributed,unattributed,2024-01-12 21:43:54+00:00,2024-01-12 21:43:54+00:00,0,3,3
2360275,Unattributed,unattributed,2024-01-12 22:10:47+00:00,2024-01-12 22:10:47+00:00,0,1,1
2360292,Google Ads,adwords,2024-01-12 22:20:24+00:00,2023-12-30 01:19:06.622000+00:00,13,16,1
2360292,MNTN,mntn,2024-01-12 22:20:24+00:00,2023-12-31 07:10:49.552000+00:00,12,16,2
2360292,Google Ads,adwords,2024-01-12 22:20:24+00:00,2024-01-01 03:05:25.816000+00:00,11,16,3
2360292,Google Ads,adwords,2024-01-12 22:20:24+00:00,2024-01-04 02:06:37.975000+00:00,8,16,4
2360292,Pinterest,pinterest,2024-01-12 22:20:24+00:00,2024-01-05 08:48:25.449000+00:00,7,16,5
2360292,Facebook Ads,fb,2024-01-12 22:20:24+00:00,2024-01-08 00:12:31.029000+00:00,4,16,6
2360292,Facebook Ads,fb,2024-01-12 22:20:24+00:00,2024-01-08 01:01:52.121000+00:00,4,16,7
2360292,MNTN,mntn,2024-01-12 22:20:24+00:00,2024-01-08 08:13:41.780000+00:00,4,16,8
2360292,Klaviyo,utm medium - email,2024-01-12 22:20:24+00:00,2024-01-09 04:02:03.394000+00:00,3,16,9
2360292,MNTN,mntn,2024-01-12 22:20:24+00:00,2024-01-09 17:27:40.101000+00:00,3,16,10
2360292,Klaviyo,utm medium - email,2024-01-12 22:20:24+00:00,2024-01-09 21:34:21.671000+00:00,3,16,11
2360292,MNTN,mntn,2024-01-12 22:20:24+00:00,2024-01-10 16:37:52.730000+00:00,2,16,12
2360292,Google Ads,adwords,2024-01-12 22:20:24+00:00,2024-01-12 14:33:34.802000+00:00,0,16,13
2360292,Other,referral,2024-01-12 22:20:24+00:00,2024-01-12 20:11:24.545000+00:00,0,16,14
2360292,Google Ads,adwords,2024-01-12 22:20:24+00:00,2024-01-12 22:04:39.613000+00:00,0,16,15
2360292,Unattributed,unattributed,2024-01-12 22:20:24+00:00,2024-01-12 22:20:24+00:00,0,16,16
2360297,Google Ads,adwords,2024-01-12 22:25:35+00:00,2024-01-12 22:11:43.606000+00:00,0,2,1
2360297,Unattributed,unattributed,2024-01-12 22:25:35+00:00,2024-01-12 22:25:35+00:00,0,2,2
2360329,Google Ads,adwords,2024-01-12 22:42:25+00:00,2024-01-11 19:45:28.060000+00:00,1,3,1
2360329,Rakuten,utm medium -,2024-01-12 22:42:25+00:00,2024-01-12 22:40:27.985000+00:00,0,3,2
2360329,Unattributed,unattributed,2024-01-12 22:42:25+00:00,2024-01-12 22:42:25+00:00,0,3,3
2360332,Google Ads,adwords,2024-01-12 22:44:22+00:00,2024-01-12 22:15:36.202000+00:00,0,2,1
2360332,Unattributed,unattributed,2024-01-12 22:44:22+00:00,2024-01-12 22:44:22+00:00,0,2,2
2360355,Klaviyo,utm medium - email,2024-01-12 22:52:28+00:00,2023-12-30 15:21:24.718000+00:00,13,15,1
2360355,Klaviyo,utm medium - email,2024-01-12 22:52:28+00:00,2024-01-02 14:28:06.941000+00:00,10,15,2
2360355,Facebook Ads,fb,2024-01-12 22:52:28+00:00,2024-01-02 14:45:35.028000+00:00,10,15,3
2360355,Facebook Organic,fb,2024-01-12 22:52:28+00:00,2024-01-04 02:20:38.942000+00:00,8,15,4
2360355,Facebook Ads,fb,2024-01-12 22:52:28+00:00,2024-01-06 23:56:32.713000+00:00,5,15,5
2360355,Facebook Ads,fb,2024-01-12 22:52:28+00:00,2024-01-07 23:17:12.879000+00:00,4,15,6
2360355,Facebook Ads,fb,2024-01-12 22:52:28+00:00,2024-01-08 20:39:36.374000+00:00,4,15,7
2360355,Facebook Ads,fb,2024-01-12 22:52:28+00:00,2024-01-08 22:27:39.223000+00:00,4,15,8
2360355,Rakuten,utm medium -,2024-01-12 22:52:28+00:00,2024-01-08 22:34:13.359000+00:00,4,15,9
2360355,Facebook Ads,fb,2024-01-12 22:52:28+00:00,2024-01-08 23:00:13.007000+00:00,3,15,10
2360355,Facebook Ads,fb,2024-01-12 22:52:28+00:00,2024-01-08 23:00:13.007000+00:00,3,15,11
2360355,Instagram Shop,utm medium - Social,2024-01-12 22:52:28+00:00,2024-01-10 05:08:27.853000+00:00,2,15,12
2360355,Facebook Ads,fb,2024-01-12 22:52:28+00:00,2024-01-12 22:48:04.851000+00:00,0,15,13
2360355,Rakuten,utm medium -,2024-01-12 22:52:28+00:00,2024-01-12 22:51:24.265000+00:00,0,15,14
2360355,Unattributed,unattributed,2024-01-12 22:52:28+00:00,2024-01-12 22:52:28+00:00,0,15,15
2360375,Unattributed,unattributed,2024-01-12 23:01:57+00:00,2024-01-12 23:01:57+00:00,0,1,1
2360377,Rakuten,utm medium -,2024-01-12 23:02:42+00:00,2023-12-30 03:43:06.495000+00:00,13,5,1
2360377,Rakuten,utm medium -,2024-01-12 23:02:42+00:00,2023-12-30 06:53:37.047000+00:00,13,5,2
2360377,Klaviyo,utm medium - email,2024-01-12 23:02:42+00:00,2024-01-04 00:12:29.161000+00:00,8,5,3
2360377,Klaviyo,utm medium - email,2024-01-12 23:02:42+00:00,2024-01-11 10:19:07.198000+00:00,1,5,4
2360377,Unattributed,unattributed,2024-01-12 23:02:42+00:00,2024-01-12 23:02:42+00:00,0,5,5
2360395,Google Ads,adwords,2024-01-12 23:18:17+00:00,2024-01-12 17:13:00.163000+00:00,0,2,1
2360395,Unattributed,unattributed,2024-01-12 23:18:17+00:00,2024-01-12 23:18:17+00:00,0,2,2
2360407,Facebook Ads,fb,2024-01-12 23:24:43+00:00,2024-01-01 00:20:45.593000+00:00,11,5,1
2360407,Facebook Ads,fb,2024-01-12 23:24:43+00:00,2024-01-01 01:24:02.277000+00:00,11,5,2
2360407,Facebook Ads,fb,2024-01-12 23:24:43+00:00,2024-01-01 02:25:38.495000+00:00,11,5,3
2360407,Facebook Ads,fb,2024-01-12 23:24:43+00:00,2024-01-12 23:10:18.294000+00:00,0,5,4
2360407,Unattributed,unattributed,2024-01-12 23:24:43+00:00,2024-01-12 23:24:43+00:00,0,5,5
2360537,Facebook Ads,fb,2024-01-13 00:35:12+00:00,2023-12-31 21:34:29.758000+00:00,12,7,1
2360537,Organic Search,referral,2024-01-13 00:35:12+00:00,2024-01-02 02:29:18.468000+00:00,10,7,2
2360537,Facebook Ads,fb,2024-01-13 00:35:12+00:00,2024-01-05 19:48:59.049000+00:00,7,7,3
2360537,Google Ads,adwords,2024-01-13 00:35:12+00:00,2024-01-07 03:13:23.304000+00:00,5,7,4
2360537,Facebook Ads,fb,2024-01-13 00:35:12+00:00,2024-01-12 22:58:00.423000+00:00,0,7,5
2360537,Facebook Ads,fb,2024-01-13 00:35:12+00:00,2024-01-13 00:29:31.751000+00:00,0,7,6
2360537,Unattributed,unattributed,2024-01-13 00:35:12+00:00,2024-01-13 00:35:12+00:00,0,7,7
2360553,Klaviyo,utm medium - email,2024-01-13 00:44:36+00:00,2024-01-07 21:24:57.470000+00:00,5,8,1
2360553,Klaviyo,utm medium - email,2024-01-13 00:44:36+00:00,2024-01-09 21:35:27.855000+00:00,3,8,2
2360553,Rakuten,utm medium -,2024-01-13 00:44:36+00:00,2024-01-10 04:54:11.115000+00:00,2,8,3
2360553,Klaviyo,utm medium - email,2024-01-13 00:44:36+00:00,2024-01-11 13:16:30.524000+00:00,1,8,4
2360553,Klaviyo,utm medium - email,2024-01-13 00:44:36+00:00,2024-01-11 17:52:41.906000+00:00,1,8,5
2360553,Klaviyo,utm medium - email,2024-01-13 00:44:36+00:00,2024-01-12 13:30:00.235000+00:00,0,8,6
2360553,Klaviyo,utm medium - email,2024-01-13 00:44:36+00:00,2024-01-12 17:29:00.880000+00:00,0,8,7
2360553,Unattributed,unattributed,2024-01-13 00:44:36+00:00,2024-01-13 00:44:36+00:00,0,8,8
2360567,Unattributed,unattributed,2024-01-13 00:55:40+00:00,2024-01-13 00:55:40+00:00,0,1,1
2360629,Unattributed,unattributed,2024-01-13 01:29:46+00:00,2024-01-13 01:29:46+00:00,0,1,1
2360642,Facebook Ads,fb,2024-01-13 01:39:38+00:00,2024-01-09 20:31:04.368000+00:00,3,3,1
2360642,Facebook Ads,fb,2024-01-13 01:39:38+00:00,2024-01-13 00:57:55.255000+00:00,0,3,2
2360642,Unattributed,unattributed,2024-01-13 01:39:38+00:00,2024-01-13 01:39:38+00:00,0,3,3
2360647,Facebook Ads,fb,2024-01-13 01:42:55+00:00,2024-01-09 15:53:34.572000+00:00,3,8,1
2360647,Facebook Ads,fb,2024-01-13 01:42:55+00:00,2024-01-09 15:54:25.678000+00:00,3,8,2
2360647,Facebook Ads,fb,2024-01-13 01:42:55+00:00,2024-01-09 17:43:03.406000+00:00,3,8,3
2360647,Facebook Ads,fb,2024-01-13 01:42:55+00:00,2024-01-12 22:16:14.797000+00:00,0,8,4
2360647,Klaviyo,utm medium - email,2024-01-13 01:42:55+00:00,2024-01-13 01:06:07.054000+00:00,0,8,5
2360647,Google Ads,adwords,2024-01-13 01:42:55+00:00,2024-01-13 01:27:22.869000+00:00,0,8,6
2360647,Google Ads,adwords,2024-01-13 01:42:55+00:00,2024-01-13 01:39:52.994000+00:00,0,8,7
2360647,Unattributed,unattributed,2024-01-13 01:42:55+00:00,2024-01-13 01:42:55+00:00,0,8,8
2360703,Organic Search,referral,2024-01-13 02:07:53+00:00,2024-01-03 18:24:46.066000+00:00,9,2,1
2360703,Unattributed,unattributed,2024-01-13 02:07:53+00:00,2024-01-13 02:07:53+00:00,0,2,2
2360716,Google Ads,adwords,2024-01-13 02:14:49+00:00,2024-01-01 08:38:29.230000+00:00,11,19,1
2360716,Facebook Ads,fb,2024-01-13 02:14:49+00:00,2024-01-01 19:57:22.019000+00:00,11,19,2
2360716,Pinterest,pinterest,2024-01-13 02:14:49+00:00,2024-01-04 05:25:58.465000+00:00,8,19,3
2360716,Facebook Ads,fb,2024-01-13 02:14:49+00:00,2024-01-07 16:48:14.458000+00:00,5,19,4
2360716,Facebook Ads,fb,2024-01-13 02:14:49+00:00,2024-01-07 18:13:02.662000+00:00,5,19,5
2360716,Facebook Ads,fb,2024-01-13 02:14:49+00:00,2024-01-07 23:45:18.286000+00:00,5,19,6
2360716,Facebook Ads,fb,2024-01-13 02:14:49+00:00,2024-01-08 03:17:47.867000+00:00,4,19,7
2360716,Google Ads,adwords,2024-01-13 02:14:49+00:00,2024-01-08 04:28:54.531000+00:00,4,19,8
2360716,Google Ads,adwords,2024-01-13 02:14:49+00:00,2024-01-08 04:35:03.730000+00:00,4,19,9
2360716,Google Ads,adwords,2024-01-13 02:14:49+00:00,2024-01-08 04:42:23.258000+00:00,4,19,10
2360716,Google Ads,adwords,2024-01-13 02:14:49+00:00,2024-01-08 04:42:49.406000+00:00,4,19,11
2360716,Google Ads,adwords,2024-01-13 02:14:49+00:00,2024-01-08 20:17:07.727000+00:00,4,19,12
2360716,Facebook Ads,fb,2024-01-13 02:14:49+00:00,2024-01-09 04:58:39.368000+00:00,3,19,13
2360716,Google Ads,adwords,2024-01-13 02:14:49+00:00,2024-01-09 17:39:11.650000+00:00,3,19,14
2360716,Rakuten,utm medium -,2024-01-13 02:14:49+00:00,2024-01-09 17:40:44.018000+00:00,3,19,15
2360716,Facebook Ads,fb,2024-01-13 02:14:49+00:00,2024-01-11 04:26:40.922000+00:00,1,19,16
2360716,Facebook Ads,fb,2024-01-13 02:14:49+00:00,2024-01-11 05:36:15.985000+00:00,1,19,17
2360716,Google Ads,adwords,2024-01-13 02:14:49+00:00,2024-01-13 01:13:23.289000+00:00,0,19,18
2360716,Unattributed,unattributed,2024-01-13 02:14:49+00:00,2024-01-13 02:14:49+00:00,0,19,19
2360728,Klaviyo,utm medium - email,2024-01-13 02:20:16+00:00,2023-12-31 23:54:11.662000+00:00,12,6,1
2360728,Klaviyo,utm medium - email,2024-01-13 02:20:16+00:00,2023-12-31 23:54:24.958000+00:00,12,6,2
2360728,Klaviyo,utm medium - email,2024-01-13 02:20:16+00:00,2024-01-03 22:44:26.776000+00:00,9,6,3
2360728,Klaviyo,utm medium - email,2024-01-13 02:20:16+00:00,2024-01-05 23:52:52.604000+00:00,7,6,4
2360728,Facebook Ads,fb,2024-01-13 02:20:16+00:00,2024-01-13 02:16:20.432000+00:00,0,6,5
