CL_ORDER_NUM,ORDER_DATE,DISPLAY_TIME,SOURCE_EVENT,TIME_DELTA_DAYS,SHOPIFY_ORDER_ID
2375018,2024-01-19T20:33:50Z,2024-01-17T21:15:50Z,SERVER_EMAIL_DISPLAY,2,5176906547260
2340109,2024-01-02T21:13:37Z,2023-12-21T04:00:11Z,SERVER_EMAIL_DISPLAY,12,5156395024444
2374887,2024-01-19T19:32:47Z,2024-01-15T16:47:42Z,SERVER_EMAIL_DISPLAY,4,5176851726396
2343538,2024-01-04T13:45:34Z,2024-01-02T19:10:38Z,SERVER_EMAIL_DISPLAY,2,5158542803004
2366867,2024-01-15T20:41:39Z,2024-01-15T13:20:21Z,SERVER_EMAIL_DISPLAY,0,5172886536252
2378712,2024-01-21T08:43:31Z,2024-01-09T19:02:51Z,SERVER_EMAIL_DISPLAY,12,5178398605372
2383060,2024-01-23T04:57:31Z,2024-01-15T16:47:42Z,SERVER_EMAIL_DISPLAY,7,5180363309116
2340978,2024-01-03T05:29:31Z,2024-01-02T20:28:11Z,SERVER_EMAIL_DISPLAY,0,5156915937340
2336621,2024-01-01T13:44:41Z,2023-12-26T20:10:39Z,SERVER_EMAIL_DISPLAY,6,5155073556540
2343436,2024-01-04T12:33:03Z,2024-01-03T17:48:56Z,SERVER_EMAIL_DISPLAY,1,5158478348348
2376228,2024-01-20T13:53:13Z,2024-01-07T22:33:39Z,SERVER_EMAIL_DISPLAY,13,5177530712124
2354700,2024-01-09T21:52:32Z,2024-01-03T21:17:34Z,SERVER_EMAIL_DISPLAY,6,5166088159292
2361537,2024-01-13T15:47:42Z,2024-01-05T04:24:59Z,SERVER_EMAIL_DISPLAY,8,5170537365564
2397037,2024-01-29T21:22:23Z,2024-01-15T19:52:55Z,SERVER_EMAIL_DISPLAY,14,5187047850044
2348949,2024-01-06T23:40:42Z,2024-01-02T00:43:31Z,SERVER_EMAIL_DISPLAY,4,5162078306364
2349264,2024-01-07T01:48:46Z,2024-01-06T06:24:47Z,SERVER_EMAIL_DISPLAY,1,5162187653180
2362783,2024-01-13T22:57:09Z,2024-01-10T19:22:42Z,SERVER_EMAIL_DISPLAY,3,5170934022204
2350629,2024-01-07T19:12:47Z,2024-01-07T01:52:32Z,SERVER_EMAIL_DISPLAY,0,5163110334524
2379528,2024-01-21T18:47:40Z,2024-01-08T12:52:42Z,SERVER_EMAIL_DISPLAY,13,5178762690620
2339207,2024-01-02T14:06:54Z,2023-12-29T01:31:39Z,SERVER_EMAIL_DISPLAY,4,5155987062844
2400765,2024-01-31T18:07:00Z,2024-01-17T02:38:57Z,SERVER_EMAIL_DISPLAY,14,5188885512252
2375625,2024-01-20T02:09:31Z,2024-01-18T00:59:22Z,SERVER_EMAIL_DISPLAY,2,5177177636924
2347109,2024-01-06T00:33:56Z,2023-12-27T02:30:37Z,SERVER_EMAIL_DISPLAY,10,5160664662076
2366837,2024-01-15T20:27:14Z,2024-01-15T18:46:31Z,SERVER_EMAIL_DISPLAY,0,5172872446012
2348478,2024-01-06T19:30:04Z,2024-01-06T17:40:19Z,SERVER_EMAIL_DISPLAY,0,5161830776892
2335867,2024-01-01T01:12:23Z,2023-12-31T03:30:44Z,SERVER_EMAIL_DISPLAY,1,5154721071164
2350486,2024-01-07T18:11:00Z,2023-12-28T18:43:34Z,SERVER_EMAIL_DISPLAY,10,5163035033660
2349839,2024-01-07T09:22:01Z,2023-12-27T18:40:16Z,SERVER_EMAIL_DISPLAY,11,5162582442044
2354206,2024-01-09T17:57:20Z,2024-01-03T17:33:50Z,SERVER_EMAIL_DISPLAY,6,5165811335228
2368108,2024-01-16T05:44:42Z,2024-01-16T05:28:01Z,SERVER_EMAIL_DISPLAY,0,5173308162108
2362663,2024-01-13T22:00:53Z,2024-01-04T15:26:45Z,SERVER_EMAIL_DISPLAY,9,5170889261116
2375055,2024-01-19T20:50:00Z,2024-01-12T07:41:57Z,SERVER_EMAIL_DISPLAY,7,5176921718844
2370285,2024-01-17T12:51:47Z,2024-01-16T14:37:46Z,SERVER_EMAIL_DISPLAY,1,5174489481276
2337401,2024-01-01T18:50:40Z,2024-01-01T04:13:09Z,SERVER_EMAIL_DISPLAY,0,5155274293308
2396442,2024-01-29T16:30:21Z,2024-01-16T17:18:00Z,SERVER_EMAIL_DISPLAY,13,5186793340988
2377919,2024-01-20T23:44:15Z,2024-01-11T17:53:16Z,SERVER_EMAIL_DISPLAY,9,5178057982012
2342014,2024-01-03T19:40:42Z,2023-12-27T00:18:51Z,SERVER_EMAIL_DISPLAY,7,5157568970812
2349630,2024-01-07T04:03:12Z,2024-01-02T07:26:25Z,SERVER_EMAIL_DISPLAY,5,5162308010044
2346044,2024-01-05T16:01:01Z,2023-12-26T19:09:56Z,SERVER_EMAIL_DISPLAY,10,5160074969148
2343983,2024-01-04T16:44:41Z,2023-12-24T06:32:03Z,SERVER_EMAIL_DISPLAY,11,5158750552124
2387951,2024-01-25T20:26:26Z,2024-01-16T00:09:05Z,SERVER_EMAIL_DISPLAY,9,5182984847420
2383959,2024-01-23T19:24:56Z,2024-01-19T18:15:00Z,SERVER_EMAIL_DISPLAY,4,5180925345852
2354574,2024-01-09T20:43:02Z,2023-12-26T17:13:46Z,SERVER_EMAIL_DISPLAY,14,5165984972860
2339227,2024-01-02T14:23:44Z,2023-12-30T17:22:11Z,SERVER_EMAIL_DISPLAY,3,5155999350844
2337785,2024-01-01T21:32:35Z,2023-12-22T07:06:32Z,SERVER_EMAIL_DISPLAY,10,5155400679484
2348455,2024-01-06T19:19:16Z,2024-01-03T22:54:13Z,SERVER_EMAIL_DISPLAY,3,5161818914876
2365049,2024-01-14T23:05:55Z,2024-01-14T02:01:25Z,SERVER_EMAIL_DISPLAY,0,5171954909244
2336276,2024-01-01T04:26:18Z,2023-12-26T17:13:46Z,SERVER_EMAIL_DISPLAY,5,5154810724412
2349624,2024-01-07T04:00:59Z,2024-01-01T04:44:04Z,SERVER_EMAIL_DISPLAY,6,5162306502716
2387338,2024-01-25T15:22:34Z,2024-01-16T06:07:42Z,SERVER_EMAIL_DISPLAY,9,5182722998332
2362291,2024-01-13T19:21:47Z,2024-01-04T17:42:18Z,SERVER_EMAIL_DISPLAY,9,5170747375676
2337614,2024-01-01T20:22:25Z,2023-12-22T17:24:11Z,SERVER_EMAIL_DISPLAY,10,5155343433788
2344591,2024-01-04T21:10:29Z,2023-12-22T22:41:32Z,SERVER_EMAIL_DISPLAY,13,5159052312636
2363047,2024-01-14T00:57:09Z,2024-01-07T17:52:38Z,SERVER_EMAIL_DISPLAY,6,5171016106044
2371551,2024-01-18T01:16:14Z,2024-01-16T01:24:22Z,SERVER_EMAIL_DISPLAY,2,5175087530044
2383472,2024-01-23T15:33:39Z,2024-01-13T17:45:13Z,SERVER_EMAIL_DISPLAY,10,5180732670012
2337189,2024-01-01T17:26:25Z,2023-12-28T22:39:35Z,WIDGET_BRAND_DISPLAY,4,5155212132412
2376506,2024-01-20T15:21:22Z,2024-01-06T15:12:45Z,WIDGET_BRAND_DISPLAY,14,5177598410812
2355558,2024-01-10T13:55:59Z,2024-01-06T14:20:36Z,WIDGET_BRAND_DISPLAY,4,5167072935996
2365304,2024-01-15T01:10:01Z,2024-01-01T03:16:00Z,WIDGET_BRAND_DISPLAY,14,5172044202044
2384776,2024-01-24T02:45:34Z,2024-01-18T01:42:51Z,WIDGET_BRAND_DISPLAY,6,5181276487740
2351649,2024-01-08T03:06:19Z,2024-01-01T19:08:59Z,WIDGET_BRAND_DISPLAY,6,5163572199484
2344454,2024-01-04T20:01:59Z,2024-01-02T13:18:24Z,WIDGET_BRAND_DISPLAY,2,5158983499836
2337500,2024-01-01T19:29:32Z,2024-01-01T16:27:23Z,WIDGET_BRAND_DISPLAY,0,5155303686204
2389305,2024-01-26T15:19:31Z,2024-01-26T04:07:50Z,WIDGET_BRAND_DISPLAY,0,5183759941692
2346399,2024-01-05T18:46:02Z,2024-01-04T21:44:51Z,WIDGET_BRAND_DISPLAY,1,5160294121532
2336892,2024-01-01T15:41:59Z,2023-12-23T18:49:58Z,WIDGET_BRAND_DISPLAY,9,5155136667708
2382200,2024-01-22T20:51:07Z,2024-01-15T04:29:47Z,WIDGET_BRAND_DISPLAY,7,5179989753916
2348659,2024-01-06T20:55:47Z,2024-01-05T04:19:44Z,WIDGET_BRAND_DISPLAY,1,5161920888892
2354647,2024-01-09T21:30:10Z,2024-01-09T19:17:07Z,WIDGET_BRAND_DISPLAY,0,5166037008444
2396879,2024-01-29T19:53:06Z,2024-01-18T03:09:05Z,WIDGET_BRAND_DISPLAY,11,5186967273532
2397884,2024-01-30T03:45:06Z,2024-01-28T20:08:14Z,WIDGET_BRAND_DISPLAY,1,5187341877308
2339735,2024-01-02T18:29:26Z,2024-01-02T05:27:29Z,WIDGET_BRAND_DISPLAY,0,5156224696380
2368823,2024-01-16T17:52:41Z,2024-01-16T14:38:55Z,WIDGET_BRAND_DISPLAY,0,5173743419452
2393185,2024-01-28T05:47:21Z,2024-01-26T12:30:38Z,WIDGET_BRAND_DISPLAY,1,5185365377084
2353832,2024-01-09T14:38:35Z,2023-12-27T13:28:37Z,WIDGET_BRAND_DISPLAY,13,5165518258236
2350965,2024-01-07T21:54:24Z,2023-12-30T13:33:31Z,WIDGET_BRAND_DISPLAY,8,5163281776700
2376149,2024-01-20T13:20:00Z,2024-01-06T21:09:59Z,WIDGET_BRAND_DISPLAY,14,5177512001596
2366371,2024-01-15T16:49:21Z,2024-01-15T12:16:08Z,WIDGET_BRAND_DISPLAY,0,5172654899260
2361155,2024-01-13T11:42:30Z,2024-01-06T22:57:03Z,WIDGET_BRAND_DISPLAY,7,5170382864444
2386721,2024-01-25T03:01:03Z,2024-01-24T16:43:14Z,WIDGET_BRAND_DISPLAY,0,5182283153468
2343014,2024-01-04T03:02:54Z,2023-12-24T02:20:04Z,WIDGET_BRAND_DISPLAY,11,5158074875964
2373484,2024-01-19T01:48:30Z,2024-01-16T14:51:53Z,WIDGET_BRAND_DISPLAY,2,5176058478652
2342226,2024-01-03T21:31:39Z,2023-12-28T20:37:45Z,WIDGET_BRAND_DISPLAY,6,5157701746748
2348667,2024-01-06T20:58:45Z,2024-01-06T19:02:29Z,WIDGET_BRAND_DISPLAY,0,5161924263996
2370562,2024-01-17T15:58:35Z,2024-01-14T12:48:30Z,WIDGET_BRAND_DISPLAY,3,5174628122684
2348537,2024-01-06T19:52:54Z,2024-01-06T19:02:29Z,WIDGET_BRAND_DISPLAY,0,5161855909948
2391005,2024-01-27T03:19:39Z,2024-01-26T16:57:37Z,WIDGET_BRAND_DISPLAY,0,5184328171580
2335779,2024-01-01T00:20:53Z,2023-12-31T19:00:13Z,WIDGET_BRAND_DISPLAY,0,5154693382204
2336456,2024-01-01T07:01:37Z,2024-01-01T02:22:22Z,WIDGET_BRAND_DISPLAY,0,5154887139388
2356280,2024-01-10T20:39:32Z,2023-12-30T19:27:00Z,WIDGET_BRAND_DISPLAY,11,5167520219196
2370492,2024-01-17T15:23:48Z,2024-01-17T02:03:34Z,WIDGET_BRAND_DISPLAY,0,5174600990780
2391486,2024-01-27T14:42:11Z,2024-01-20T01:40:14Z,WIDGET_BRAND_DISPLAY,7,5184654704700
2338506,2024-01-02T02:05:14Z,2023-12-22T00:40:48Z,WIDGET_BRAND_DISPLAY,11,5155571662908
2388469,2024-01-26T01:33:37Z,2024-01-20T16:32:32Z,WIDGET_BRAND_DISPLAY,5,5183225757756
2395841,2024-01-29T04:52:59Z,2024-01-26T12:30:38Z,WIDGET_BRAND_DISPLAY,2,5186358935612
2391697,2024-01-27T16:11:40Z,2024-01-21T16:52:43Z,WIDGET_BRAND_DISPLAY,6,5184724074556
2396237,2024-01-29T14:52:47Z,2024-01-28T19:21:10Z,WIDGET_BRAND_DISPLAY,1,5186715942972
2344280,2024-01-04T18:56:17Z,2023-12-21T19:42:14Z,WIDGET_BRAND_DISPLAY,14,5158908919868
2341068,2024-01-03T10:27:47Z,2023-12-31T14:44:45Z,WIDGET_BRAND_DISPLAY,3,5157086167100
2378255,2024-01-21T02:11:40Z,2024-01-07T19:31:00Z,WIDGET_BRAND_DISPLAY,13,5178162872380
2389223,2024-01-26T14:48:40Z,2024-01-17T12:21:40Z,WIDGET_BRAND_DISPLAY,9,5183732416572
2378866,2024-01-21T13:58:44Z,2024-01-19T02:47:22Z,WIDGET_BRAND_DISPLAY,2,5178514604092
2356447,2024-01-10T22:41:38Z,2024-01-05T17:56:59Z,WIDGET_BRAND_DISPLAY,5,5167624978492
2399582,2024-01-31T01:20:31Z,2024-01-30T19:13:09Z,WIDGET_BRAND_DISPLAY,0,5188232446012
2395824,2024-01-29T04:44:01Z,2024-01-18T15:53:55Z,WIDGET_BRAND_DISPLAY,10,5186353233980
2388506,2024-01-26T01:52:24Z,2024-01-17T01:53:00Z,WIDGET_BRAND_DISPLAY,9,5183238864956
2345468,2024-01-05T04:38:27Z,2023-12-26T22:02:23Z,WIDGET_BRAND_DISPLAY,9,5159505559612
2358799,2024-01-12T03:47:13Z,2024-01-07T15:29:50Z,WIDGET_BRAND_DISPLAY,4,5169068572732
2394187,2024-01-28T19:43:00Z,2024-01-16T16:25:08Z,WIDGET_BRAND_DISPLAY,12,5185860730940
2364952,2024-01-14T22:28:54Z,2024-01-07T21:44:29Z,WIDGET_BRAND_DISPLAY,7,5171923746876
2350527,2024-01-07T18:26:10Z,2024-01-02T17:14:36Z,WIDGET_BRAND_DISPLAY,5,5163055054908
2385457,2024-01-24T16:39:13Z,2024-01-16T16:24:57Z,WIDGET_BRAND_DISPLAY,8,5181780394044
2338769,2024-01-02T03:30:14Z,2023-12-26T20:26:47Z,WIDGET_BRAND_DISPLAY,6,5155626811452
2367273,2024-01-16T00:43:52Z,2024-01-04T15:03:37Z,WIDGET_BRAND_DISPLAY,11,5173087174716
2351572,2024-01-08T02:31:57Z,2024-01-04T01:44:47Z,WIDGET_BRAND_DISPLAY,4,5163538841660
2348349,2024-01-06T18:23:53Z,2023-12-26T10:50:42Z,WIDGET_BRAND_DISPLAY,11,5161752723516
2361614,2024-01-13T16:07:58Z,2024-01-02T22:51:23Z,WIDGET_BRAND_DISPLAY,11,5170555617340
2384449,2024-01-24T00:19:34Z,2024-01-24T00:01:20Z,WIDGET_BRAND_DISPLAY,0,5181162192956
2349161,2024-01-07T01:17:10Z,2023-12-23T22:21:57Z,WIDGET_BRAND_DISPLAY,14,5162160455740
2341886,2024-01-03T18:37:15Z,2024-01-02T09:56:38Z,WIDGET_BRAND_DISPLAY,1,5157496881212
2400204,2024-01-31T13:14:41Z,2024-01-31T12:55:00Z,WIDGET_BRAND_DISPLAY,0,5188641259580
2345593,2024-01-05T10:53:29Z,2023-12-27T00:01:33Z,WIDGET_BRAND_DISPLAY,9,5159787462716
2368675,2024-01-16T16:40:46Z,2024-01-08T17:10:10Z,WIDGET_BRAND_DISPLAY,8,5173682798652
2336631,2024-01-01T13:51:49Z,2023-12-29T19:40:50Z,WIDGET_BRAND_DISPLAY,3,5155076636732
2345448,2024-01-05T04:22:21Z,2024-01-04T01:39:32Z,WIDGET_BRAND_DISPLAY,1,5159491993660
2337460,2024-01-01T19:14:44Z,2024-01-01T16:27:23Z,WIDGET_BRAND_DISPLAY,0,5155292643388
2347844,2024-01-06T14:10:32Z,2024-01-06T10:04:26Z,WIDGET_BRAND_DISPLAY,0,5161452568636
2352901,2024-01-08T22:13:46Z,2024-01-06T02:34:00Z,WIDGET_BRAND_DISPLAY,2,5164609110076
2399412,2024-01-30T23:36:15Z,2024-01-27T22:16:52Z,WIDGET_BRAND_DISPLAY,3,5188158226492
2396768,2024-01-29T18:56:16Z,2024-01-19T02:25:52Z,WIDGET_BRAND_DISPLAY,10,5186917433404
2400686,2024-01-31T17:29:48Z,2024-01-29T21:21:54Z,WIDGET_BRAND_DISPLAY,2,5188852416572
2343188,2024-01-04T04:21:59Z,2024-01-04T01:39:32Z,WIDGET_BRAND_DISPLAY,0,5158155976764
2392100,2024-01-27T19:16:12Z,2024-01-24T18:58:37Z,WIDGET_BRAND_DISPLAY,3,5184912719932
2342947,2024-01-04T02:43:42Z,2023-12-28T01:43:52Z,WIDGET_BRAND_DISPLAY,7,5158051774524
2367678,2024-01-16T02:34:35Z,2024-01-15T13:32:30Z,WIDGET_BRAND_DISPLAY,0,5173177286716
2350279,2024-01-07T16:35:59Z,2023-12-28T02:55:39Z,WIDGET_BRAND_DISPLAY,10,5162912317500
2392009,2024-01-27T18:35:55Z,2024-01-22T04:46:51Z,WIDGET_BRAND_DISPLAY,5,5184867139644
2386733,2024-01-25T03:04:49Z,2024-01-13T01:00:18Z,WIDGET_BRAND_DISPLAY,12,5182286921788
2371722,2024-01-18T02:26:56Z,2024-01-17T19:52:39Z,WIDGET_BRAND_DISPLAY,0,5175140581436
2400232,2024-01-31T13:33:48Z,2024-01-22T21:15:10Z,WIDGET_BRAND_DISPLAY,9,5188652531772
2344030,2024-01-04T17:00:50Z,2024-01-04T16:43:51Z,WIDGET_BRAND_DISPLAY,0,5158769721404
2342448,2024-01-03T23:50:21Z,2023-12-20T04:12:52Z,WIDGET_BRAND_DISPLAY,14,5157843173436
2368471,2024-01-16T15:02:13Z,2024-01-08T17:59:15Z,WIDGET_BRAND_DISPLAY,8,5173602975804
2376948,2024-01-20T17:42:24Z,2024-01-11T23:16:32Z,WIDGET_BRAND_DISPLAY,9,5177733283900
2377590,2024-01-20T21:22:15Z,2024-01-16T21:36:48Z,WIDGET_BRAND_DISPLAY,4,5177939656764
2348275,2024-01-06T17:44:02Z,2024-01-04T00:31:15Z,WIDGET_BRAND_DISPLAY,2,5161700917308
2356491,2024-01-10T23:08:49Z,2024-01-02T05:46:17Z,WIDGET_BRAND_DISPLAY,8,5167644442684
2342867,2024-01-04T02:21:30Z,2024-01-01T16:39:57Z,WIDGET_BRAND_DISPLAY,2,5158021562428
2349048,2024-01-07T00:34:55Z,2024-01-04T16:55:56Z,WIDGET_BRAND_DISPLAY,2,5162123853884
2345087,2024-01-05T01:36:57Z,2024-01-04T00:31:15Z,WIDGET_BRAND_DISPLAY,1,5159312031804
2370247,2024-01-17T11:43:40Z,2024-01-16T23:38:57Z,WIDGET_BRAND_DISPLAY,1,5174461857852
2357762,2024-01-11T17:39:17Z,2024-01-08T03:15:33Z,WIDGET_BRAND_DISPLAY,3,5168548544572
2371328,2024-01-17T22:58:07Z,2024-01-11T21:40:39Z,WIDGET_BRAND_DISPLAY,6,5174991421500
2346870,2024-01-05T22:29:15Z,2023-12-29T23:36:14Z,WIDGET_BRAND_DISPLAY,7,5160548696124
2345117,2024-01-05T01:47:38Z,2023-12-28T02:38:34Z,WIDGET_BRAND_DISPLAY,8,5159323041852
2341124,2024-01-03T12:18:27Z,2023-12-26T18:58:00Z,WIDGET_BRAND_DISPLAY,8,5157135515708
2367909,2024-01-16T03:47:13Z,2024-01-15T12:16:08Z,WIDGET_BRAND_DISPLAY,0,5173238104124
2351527,2024-01-08T02:16:28Z,2023-12-26T22:10:17Z,WIDGET_BRAND_DISPLAY,12,5163520196668
2367899,2024-01-16T03:42:57Z,2024-01-15T13:32:30Z,WIDGET_BRAND_DISPLAY,0,5173234794556
2362978,2024-01-14T00:23:32Z,2024-01-13T22:14:10Z,WIDGET_BRAND_DISPLAY,0,5170995068988
2343605,2024-01-04T14:19:11Z,2024-01-04T01:39:32Z,WIDGET_BRAND_DISPLAY,0,5158579273788
2400105,2024-01-31T10:18:56Z,2024-01-24T05:31:31Z,WIDGET_BRAND_DISPLAY,7,5188559994940
2336848,2024-01-01T15:22:04Z,2024-01-01T14:31:33Z,WIDGET_BRAND_DISPLAY,0,5155124510780
2350451,2024-01-07T17:51:33Z,2024-01-06T09:55:12Z,WIDGET_BRAND_DISPLAY,1,5163008622652
2384053,2024-01-23T20:16:06Z,2024-01-23T19:05:16Z,WIDGET_BRAND_DISPLAY,0,5180966273084
2397097,2024-01-29T21:57:34Z,2024-01-22T22:11:11Z,WIDGET_BRAND_DISPLAY,7,5187081044028
2348070,2024-01-06T16:11:24Z,2024-01-02T05:00:50Z,WIDGET_BRAND_DISPLAY,4,5161577840700
2360647,2024-01-13T01:42:29Z,2024-01-13T00:01:45Z,WIDGET_BRAND_DISPLAY,0,5170041651260
2354443,2024-01-09T19:43:07Z,2024-01-03T16:19:04Z,WIDGET_BRAND_DISPLAY,6,5165922385980
2399658,2024-01-31T01:50:37Z,2024-01-29T03:06:46Z,WIDGET_BRAND_DISPLAY,2,5188254990396
2370020,2024-01-17T03:51:27Z,2024-01-17T01:38:18Z,WIDGET_BRAND_DISPLAY,0,5174223798332
2359674,2024-01-12T17:26:50Z,2024-01-03T16:46:18Z,WIDGET_BRAND_DISPLAY,9,5169625956412
2362132,2024-01-13T18:25:50Z,2023-12-31T13:43:44Z,WIDGET_BRAND_DISPLAY,13,5170695503932
2343641,2024-01-04T14:36:44Z,2024-01-04T00:31:15Z,WIDGET_BRAND_DISPLAY,0,5158598737980
2401015,2024-01-31T19:57:06Z,2024-01-26T22:02:56Z,WIDGET_BRAND_DISPLAY,5,5188994203708
2367357,2024-01-16T01:11:19Z,2024-01-06T13:41:14Z,WIDGET_BRAND_DISPLAY,9,5173107982396
2344261,2024-01-04T18:47:33Z,2024-01-04T01:39:32Z,WIDGET_BRAND_DISPLAY,0,5158899220540
2366191,2024-01-15T15:27:41Z,2024-01-12T13:19:24Z,WIDGET_BRAND_DISPLAY,3,5172578222140
2348774,2024-01-06T22:00:39Z,2024-01-06T19:02:29Z,WIDGET_BRAND_DISPLAY,0,5161986129980
2338050,2024-01-01T23:32:32Z,2023-12-20T20:21:34Z,WIDGET_BRAND_DISPLAY,12,5155476701244
