CL_ORDER_NUM,ORDER_DATE,DISPLAY_TIME,SOURCE_EVENT,TIME_DELTA_DAYS,SHOPIFY_ORDER_ID
2387331,2024-01-25T15:20:47Z,2024-01-24T00:24:46Z,WIDGET_BRAND_DISPLAY,1,5182721916988
2391380,2024-01-27T13:48:33Z,2024-01-21T21:08:25Z,WIDGET_BRAND_DISPLAY,6,5184622559292
2382901,2024-01-23T03:11:53Z,2024-01-22T20:45:40Z,WIDGET_BRAND_DISPLAY,0,5180294889532
2359664,2024-01-12T17:21:49Z,2024-01-11T16:48:02Z,WIDGET_BRAND_DISPLAY,1,5169620746300
2391702,2024-01-27T16:14:20Z,2024-01-22T15:35:08Z,WIDGET_BRAND_DISPLAY,5,5184726106172
2341319,2024-01-03T14:56:43Z,2023-12-27T15:02:40Z,WIDGET_BRAND_DISPLAY,7,5157247647804
2352566,2024-01-08T18:39:18Z,2024-01-08T13:14:42Z,WIDGET_BRAND_DISPLAY,0,5164378128444
2365153,2024-01-15T00:03:01Z,2024-01-09T22:44:49Z,WIDGET_BRAND_DISPLAY,5,5171995967548
2359682,2024-01-12T17:28:35Z,2024-01-07T10:40:04Z,WIDGET_BRAND_DISPLAY,5,5169627693116
2375455,2024-01-20T00:28:06Z,2024-01-18T00:35:36Z,WIDGET_BRAND_DISPLAY,2,5177101942844
2360768,2024-01-13T02:35:49Z,2024-01-12T02:52:23Z,WIDGET_BRAND_DISPLAY,1,5170079629372
2347013,2024-01-05T23:45:09Z,2023-12-25T16:07:47Z,WIDGET_BRAND_DISPLAY,11,5160621801532
2336104,2024-01-01T03:09:40Z,2023-12-30T18:38:21Z,WIDGET_BRAND_DISPLAY,1,5154777628732
2388705,2024-01-26T03:26:06Z,2024-01-25T13:33:07Z,WIDGET_BRAND_DISPLAY,0,5183306203196
2370322,2024-01-17T13:25:11Z,2024-01-06T02:28:41Z,WIDGET_BRAND_DISPLAY,11,5174507700284
2344645,2024-01-04T21:39:12Z,2023-12-28T04:02:41Z,WIDGET_BRAND_DISPLAY,7,5159085604924
2345645,2024-01-05T12:46:36Z,2024-01-04T00:31:15Z,WIDGET_BRAND_DISPLAY,1,5159863484476
2336162,2024-01-01T03:34:47Z,2024-01-01T02:22:22Z,WIDGET_BRAND_DISPLAY,0,5154788638780
2382672,2024-01-23T01:34:48Z,2024-01-23T01:15:50Z,WIDGET_BRAND_DISPLAY,0,5180213493820
2370254,2024-01-17T12:07:12Z,2024-01-17T02:03:34Z,WIDGET_BRAND_DISPLAY,0,5174470180924
2368676,2024-01-16T16:41:50Z,2024-01-08T18:08:25Z,WIDGET_BRAND_DISPLAY,8,5173683585084
2339142,2024-01-02T13:08:49Z,2024-01-02T09:56:38Z,WIDGET_BRAND_DISPLAY,0,5155948560444
2367675,2024-01-16T02:33:56Z,2024-01-15T12:16:08Z,WIDGET_BRAND_DISPLAY,0,5173176762428
2369676,2024-01-17T01:25:07Z,2024-01-16T23:38:57Z,WIDGET_BRAND_DISPLAY,0,5174113599548
2344374,2024-01-04T19:32:36Z,2024-01-04T16:43:51Z,WIDGET_BRAND_DISPLAY,0,5158950993980
2381661,2024-01-22T16:39:22Z,2024-01-08T16:20:58Z,WIDGET_BRAND_DISPLAY,14,5179767226428
2388383,2024-01-26T00:50:19Z,2024-01-13T13:29:58Z,WIDGET_BRAND_DISPLAY,12,5183193940028
2369818,2024-01-17T02:22:55Z,2024-01-08T18:13:00Z,WIDGET_BRAND_DISPLAY,8,5174157705276
2374588,2024-01-19T17:28:32Z,2024-01-09T01:30:22Z,WIDGET_BRAND_DISPLAY,10,5176728584252
2347895,2024-01-06T14:34:41Z,2024-01-02T00:13:44Z,WIDGET_BRAND_DISPLAY,4,5161478291516
2395762,2024-01-29T04:09:46Z,2024-01-26T12:30:38Z,WIDGET_BRAND_DISPLAY,2,5186327511100
2343175,2024-01-04T04:15:15Z,2024-01-04T00:31:15Z,WIDGET_BRAND_DISPLAY,0,5158150471740
2364209,2024-01-14T17:01:47Z,2024-01-06T17:19:15Z,WIDGET_BRAND_DISPLAY,8,5171611140156
2391523,2024-01-27T14:54:39Z,2024-01-26T16:57:37Z,WIDGET_BRAND_DISPLAY,1,5184663814204
2398262,2024-01-30T13:43:00Z,2024-01-24T12:03:01Z,WIDGET_BRAND_DISPLAY,6,5187666313276
2341643,2024-01-03T17:12:46Z,2023-12-29T13:17:58Z,WIDGET_BRAND_DISPLAY,5,5157400248380
2342158,2024-01-03T20:54:35Z,2023-12-23T17:52:39Z,WIDGET_BRAND_DISPLAY,11,5157657182268
2345225,2024-01-05T02:26:45Z,2024-01-04T00:31:15Z,WIDGET_BRAND_DISPLAY,1,5159364788284
2394114,2024-01-28T19:19:54Z,2024-01-23T18:26:53Z,WIDGET_BRAND_DISPLAY,5,5185839071292
2364395,2024-01-14T18:22:52Z,2024-01-05T02:48:51Z,WIDGET_BRAND_DISPLAY,9,5171691651132
2390182,2024-01-26T20:19:35Z,2024-01-26T12:30:38Z,WIDGET_BRAND_DISPLAY,0,5184033554492
2367948,2024-01-16T04:04:00Z,2024-01-15T12:16:08Z,WIDGET_BRAND_DISPLAY,0,5173249474620
2336886,2024-01-01T15:40:07Z,2023-12-19T23:43:19Z,WIDGET_BRAND_DISPLAY,13,5155135422524
2385769,2024-01-24T19:23:52Z,2024-01-24T00:24:46Z,WIDGET_BRAND_DISPLAY,0,5181921329212
2393011,2024-01-28T03:27:12Z,2024-01-15T03:31:54Z,WIDGET_BRAND_DISPLAY,13,5185288896572
2380413,2024-01-22T01:07:17Z,2024-01-09T22:30:25Z,WIDGET_BRAND_DISPLAY,12,5179135885372
2397922,2024-01-30T04:03:16Z,2024-01-26T09:00:03Z,WIDGET_BRAND_DISPLAY,3,5187353772092
2393200,2024-01-28T06:17:03Z,2024-01-19T22:58:23Z,WIDGET_BRAND_DISPLAY,8,5185374683196
2339736,2024-01-02T18:30:00Z,2024-01-02T09:56:38Z,WIDGET_BRAND_DISPLAY,0,5156225220668
2343795,2024-01-04T15:30:57Z,2024-01-04T01:39:32Z,WIDGET_BRAND_DISPLAY,0,5158659817532
2363135,2024-01-14T01:30:21Z,2024-01-01T15:12:59Z,WIDGET_BRAND_DISPLAY,12,5171038912572
2344545,2024-01-04T20:45:47Z,2023-12-26T22:02:23Z,WIDGET_BRAND_DISPLAY,9,5159027376188
2393833,2024-01-28T17:10:44Z,2024-01-17T20:06:07Z,WIDGET_BRAND_DISPLAY,11,5185725136956
2384628,2024-01-24T01:40:34Z,2024-01-24T00:24:46Z,WIDGET_BRAND_DISPLAY,0,5181225238588
2340128,2024-01-02T21:24:05Z,2023-12-29T18:24:43Z,WIDGET_BRAND_DISPLAY,4,5156410261564
2393987,2024-01-28T18:20:47Z,2024-01-19T18:00:40Z,WIDGET_BRAND_DISPLAY,9,5185784610876
2342155,2024-01-03T20:52:17Z,2023-12-30T18:49:35Z,WIDGET_BRAND_DISPLAY,4,5157654429756
2343209,2024-01-04T04:35:21Z,2024-01-04T00:31:15Z,WIDGET_BRAND_DISPLAY,0,5158167642172
2360297,2024-01-12T22:25:07Z,2023-12-30T19:05:04Z,WIDGET_BRAND_DISPLAY,13,5169901699132
2344223,2024-01-04T18:25:51Z,2024-01-04T01:39:32Z,WIDGET_BRAND_DISPLAY,0,5158873169980
2390852,2024-01-27T02:00:37Z,2024-01-26T16:57:37Z,WIDGET_BRAND_DISPLAY,0,5184279707708
2368907,2024-01-16T18:29:51Z,2024-01-11T21:40:39Z,WIDGET_BRAND_DISPLAY,5,5173775990844
2401128,2024-01-31T20:58:01Z,2024-01-31T19:12:13Z,WIDGET_BRAND_DISPLAY,0,5189048762428
2384686,2024-01-24T02:05:35Z,2024-01-21T14:44:18Z,WIDGET_BRAND_DISPLAY,2,5181246472252
2349505,2024-01-07T03:06:57Z,2024-01-04T17:27:10Z,WIDGET_BRAND_DISPLAY,2,5162260103228
2350551,2024-01-07T18:37:00Z,2024-01-05T21:26:06Z,WIDGET_BRAND_DISPLAY,2,5163068457020
2337871,2024-01-01T22:07:42Z,2023-12-31T00:07:04Z,WIDGET_BRAND_DISPLAY,1,5155424862268
2365621,2024-01-15T03:10:51Z,2024-01-07T02:20:00Z,WIDGET_BRAND_DISPLAY,8,5172137459772
2337490,2024-01-01T19:25:13Z,2024-01-01T02:22:22Z,WIDGET_BRAND_DISPLAY,0,5155300114492
2363631,2024-01-14T08:27:27Z,2024-01-09T02:02:18Z,WIDGET_BRAND_DISPLAY,5,5171313180732
2357222,2024-01-11T11:36:47Z,2024-01-02T19:23:45Z,WIDGET_BRAND_DISPLAY,9,5168180101180
2350318,2024-01-07T16:56:22Z,2024-01-03T15:35:33Z,WIDGET_BRAND_DISPLAY,4,5162935943228
2397487,2024-01-30T01:26:13Z,2024-01-23T01:13:13Z,WIDGET_BRAND_DISPLAY,7,5187238330428
2394183,2024-01-28T19:42:27Z,2024-01-27T20:43:50Z,WIDGET_BRAND_DISPLAY,1,5185860075580
2345649,2024-01-05T12:54:52Z,2024-01-04T00:31:15Z,WIDGET_BRAND_DISPLAY,1,5159869907004
2363918,2024-01-14T14:58:46Z,2024-01-13T19:27:35Z,WIDGET_BRAND_DISPLAY,1,5171503235132
2377774,2024-01-20T22:35:05Z,2024-01-20T18:05:27Z,WIDGET_BRAND_DISPLAY,0,5178003390524
2391086,2024-01-27T04:28:58Z,2024-01-26T22:12:48Z,WIDGET_BRAND_DISPLAY,0,5184363462716
2384991,2024-01-24T05:24:35Z,2024-01-18T17:16:18Z,WIDGET_BRAND_DISPLAY,5,5181387604028
2392559,2024-01-27T23:13:24Z,2024-01-20T23:59:34Z,WIDGET_BRAND_DISPLAY,7,5185124302908
2370304,2024-01-17T13:10:31Z,2024-01-04T17:35:12Z,WIDGET_BRAND_DISPLAY,13,5174499999804
2346154,2024-01-05T16:41:37Z,2024-01-04T20:20:10Z,WIDGET_BRAND_DISPLAY,1,5160129626172
2336345,2024-01-01T05:04:14Z,2023-12-19T21:53:09Z,WIDGET_BRAND_DISPLAY,12,5154828615740
2393535,2024-01-28T15:10:30Z,2024-01-20T23:05:47Z,WIDGET_BRAND_DISPLAY,8,5185624637500
2363633,2024-01-14T08:41:53Z,2023-12-31T18:33:28Z,WIDGET_BRAND_DISPLAY,14,5171317833788
2365205,2024-01-15T00:29:41Z,2024-01-11T14:58:22Z,WIDGET_BRAND_DISPLAY,3,5172014874684
2351014,2024-01-07T22:15:36Z,2023-12-24T13:43:12Z,WIDGET_BRAND_DISPLAY,14,5163301732412
2393412,2024-01-28T14:17:13Z,2024-01-23T16:59:28Z,WIDGET_BRAND_DISPLAY,5,5185590591548
2367116,2024-01-15T23:06:26Z,2024-01-09T14:46:44Z,WIDGET_BRAND_DISPLAY,6,5173012791356
2377209,2024-01-20T18:52:10Z,2024-01-20T18:05:27Z,WIDGET_BRAND_DISPLAY,0,5177803669564
2355790,2024-01-10T16:04:13Z,2024-01-09T19:17:07Z,WIDGET_BRAND_DISPLAY,1,5167220686908
2343671,2024-01-04T14:47:31Z,2024-01-04T01:39:32Z,WIDGET_BRAND_DISPLAY,0,5158610272316
2347288,2024-01-06T01:57:44Z,2024-01-04T00:31:15Z,WIDGET_BRAND_DISPLAY,2,5160744058940
2341834,2024-01-03T18:18:47Z,2023-12-29T01:55:54Z,WIDGET_BRAND_DISPLAY,5,5157474992188
2389097,2024-01-26T13:52:14Z,2024-01-20T17:44:59Z,WIDGET_BRAND_DISPLAY,6,5183689752636
2348566,2024-01-06T20:04:57Z,2023-12-26T19:37:14Z,WIDGET_BRAND_DISPLAY,11,5161869443132
2359329,2024-01-12T15:07:20Z,2024-01-10T15:12:09Z,WIDGET_BRAND_DISPLAY,2,5169488789564
2400792,2024-01-31T18:16:35Z,2024-01-25T00:39:52Z,WIDGET_BRAND_DISPLAY,6,5188894687292
2376457,2024-01-20T15:06:39Z,2024-01-15T22:20:24Z,WIDGET_BRAND_DISPLAY,5,5177585696828
2347822,2024-01-06T13:55:28Z,2024-01-04T09:02:07Z,WIDGET_BRAND_DISPLAY,2,5161440346172
2367543,2024-01-16T02:04:16Z,2024-01-15T12:16:08Z,WIDGET_BRAND_DISPLAY,0,5173150548028
2342984,2024-01-04T02:54:24Z,2024-01-04T01:39:32Z,WIDGET_BRAND_DISPLAY,0,5158064193596
2384662,2024-01-24T01:52:54Z,2024-01-13T17:25:26Z,WIDGET_BRAND_DISPLAY,10,5181235232828
2339231,2024-01-02T14:27:28Z,2024-01-02T09:56:38Z,WIDGET_BRAND_DISPLAY,0,5156001808444
2385037,2024-01-24T09:17:26Z,2024-01-18T05:37:13Z,WIDGET_BRAND_DISPLAY,6,5181530177596
2362051,2024-01-13T17:59:07Z,2024-01-07T10:40:04Z,WIDGET_BRAND_DISPLAY,6,5170668961852
2381130,2024-01-22T07:02:43Z,2024-01-17T00:49:33Z,WIDGET_BRAND_DISPLAY,5,5179398848572
2338384,2024-01-02T01:30:37Z,2024-01-01T14:31:33Z,WIDGET_BRAND_DISPLAY,0,5155550789692
2341436,2024-01-03T15:41:00Z,2023-12-26T21:13:18Z,WIDGET_BRAND_DISPLAY,8,5157297782844
2390348,2024-01-26T21:29:58Z,2024-01-26T12:30:38Z,WIDGET_BRAND_DISPLAY,0,5184096010300
2394416,2024-01-28T20:56:30Z,2024-01-26T12:30:38Z,WIDGET_BRAND_DISPLAY,2,5185936883772
2386008,2024-01-24T21:21:37Z,2024-01-24T00:24:46Z,WIDGET_BRAND_DISPLAY,0,5182020550716
2379961,2024-01-21T21:41:41Z,2024-01-19T19:38:00Z,WIDGET_BRAND_DISPLAY,2,5178939801660
2401049,2024-01-31T20:17:49Z,2024-01-26T01:26:01Z,WIDGET_BRAND_DISPLAY,5,5189011767356
2379714,2024-01-21T19:57:10Z,2024-01-17T15:21:43Z,WIDGET_BRAND_DISPLAY,4,5178831732796
2341863,2024-01-03T18:28:40Z,2023-12-30T22:03:54Z,WIDGET_BRAND_DISPLAY,4,5157487214652
2386513,2024-01-25T01:50:51Z,2024-01-11T14:46:58Z,WIDGET_BRAND_DISPLAY,13,5182226071612
2379464,2024-01-21T18:23:36Z,2024-01-15T17:43:21Z,WIDGET_BRAND_DISPLAY,6,5178739130428
2361832,2024-01-13T17:04:56Z,2024-01-02T13:49:24Z,WIDGET_BRAND_DISPLAY,11,5170613715004
2387676,2024-01-25T18:03:47Z,2024-01-24T00:24:46Z,WIDGET_BRAND_DISPLAY,1,5182859706428
2383064,2024-01-23T05:05:27Z,2024-01-16T14:33:07Z,WIDGET_BRAND_DISPLAY,6,5180367405116
2353439,2024-01-09T03:14:49Z,2023-12-28T04:35:35Z,WIDGET_BRAND_DISPLAY,12,5164870500412
2394084,2024-01-28T19:07:04Z,2024-01-24T18:17:46Z,WIDGET_BRAND_DISPLAY,4,5185827012668
2390299,2024-01-26T21:04:00Z,2024-01-17T15:51:45Z,WIDGET_BRAND_DISPLAY,9,5184073236540
2390390,2024-01-26T21:47:52Z,2024-01-16T13:02:06Z,WIDGET_BRAND_DISPLAY,10,5184112459836
2335883,2024-01-01T01:18:40Z,2023-12-31T19:00:13Z,WIDGET_BRAND_DISPLAY,0,5154724347964
2361973,2024-01-13T17:36:09Z,2023-12-30T16:38:19Z,WIDGET_BRAND_DISPLAY,14,5170646745148
2386673,2024-01-25T02:38:11Z,2024-01-18T23:34:12Z,WIDGET_BRAND_DISPLAY,6,5182264803388
2365061,2024-01-14T23:09:40Z,2023-12-31T05:05:18Z,WIDGET_BRAND_DISPLAY,14,5171957891132
2391238,2024-01-27T12:07:56Z,2024-01-16T02:05:59Z,WIDGET_BRAND_DISPLAY,11,5184572194876
2351390,2024-01-08T01:20:27Z,2023-12-28T14:37:05Z,WIDGET_BRAND_DISPLAY,10,5163461705788
2339833,2024-01-02T19:07:38Z,2024-01-02T09:56:38Z,WIDGET_BRAND_DISPLAY,0,5156260413500
2361193,2024-01-13T12:44:39Z,2024-01-06T02:11:36Z,WIDGET_BRAND_DISPLAY,7,5170410487868
2335908,2024-01-01T01:28:32Z,2023-12-24T03:45:53Z,WIDGET_BRAND_DISPLAY,8,5154729754684
2346145,2024-01-05T16:36:35Z,2024-01-05T14:37:35Z,WIDGET_BRAND_DISPLAY,0,5160122548284
2376648,2024-01-20T16:07:51Z,2024-01-18T14:31:33Z,WIDGET_BRAND_DISPLAY,2,5177638125628
2335821,2024-01-01T00:45:19Z,2023-12-31T13:50:04Z,WIDGET_BRAND_DISPLAY,0,5154706948156
2343946,2024-01-04T16:30:15Z,2023-12-21T19:42:14Z,WIDGET_BRAND_DISPLAY,14,5158733381692
2383361,2024-01-23T14:36:07Z,2024-01-20T13:42:09Z,WIDGET_BRAND_DISPLAY,3,5180688334908
2356825,2024-01-11T02:12:15Z,2024-01-02T22:07:15Z,WIDGET_BRAND_DISPLAY,8,5167784919100
2365224,2024-01-15T00:38:21Z,2024-01-14T00:10:06Z,WIDGET_BRAND_DISPLAY,1,5172021559356
2398277,2024-01-30T13:51:38Z,2024-01-16T11:23:43Z,WIDGET_BRAND_DISPLAY,14,5187671982140
2381160,2024-01-22T09:31:30Z,2024-01-16T00:16:10Z,WIDGET_BRAND_DISPLAY,6,5179518517308
2347601,2024-01-06T04:56:14Z,2024-01-04T00:31:15Z,WIDGET_BRAND_DISPLAY,2,5160910454844
2395225,2024-01-29T01:39:35Z,2024-01-26T12:30:38Z,WIDGET_BRAND_DISPLAY,2,5186184937532
2380057,2024-01-21T22:25:54Z,2024-01-17T13:04:38Z,WIDGET_BRAND_DISPLAY,4,5178988691516
2372212,2024-01-18T14:42:21Z,2024-01-16T22:18:45Z,WIDGET_BRAND_DISPLAY,2,5175537795132
2393331,2024-01-28T13:27:41Z,2024-01-27T19:34:00Z,WIDGET_BRAND_DISPLAY,1,5185563295804
2381032,2024-01-22T04:39:12Z,2024-01-20T18:05:27Z,WIDGET_BRAND_DISPLAY,1,5179320139836
2370302,2024-01-17T13:08:36Z,2024-01-17T01:38:18Z,WIDGET_BRAND_DISPLAY,0,5174499213372
2382692,2024-01-23T01:42:24Z,2024-01-15T16:52:48Z,WIDGET_BRAND_DISPLAY,7,5180218835004
2390941,2024-01-27T02:46:51Z,2024-01-24T14:47:41Z,WIDGET_BRAND_DISPLAY,2,5184306872380
2347947,2024-01-06T15:06:46Z,2024-01-04T00:31:15Z,WIDGET_BRAND_DISPLAY,2,5161511059516
2343630,2024-01-04T14:30:55Z,2024-01-04T00:31:15Z,WIDGET_BRAND_DISPLAY,0,5158592905276
2338677,2024-01-02T02:57:54Z,2023-12-20T03:34:53Z,WIDGET_BRAND_DISPLAY,13,5155606167612
2350330,2024-01-07T17:02:44Z,2023-12-26T08:49:02Z,WIDGET_BRAND_DISPLAY,12,5162943414332
2369258,2024-01-16T21:43:27Z,2024-01-15T16:57:11Z,WIDGET_BRAND_DISPLAY,1,5173942943804
2391284,2024-01-27T12:48:07Z,2024-01-19T02:17:16Z,WIDGET_BRAND_DISPLAY,8,5184589889596
2360292,2024-01-12T22:19:59Z,2024-01-03T00:52:15Z,WIDGET_BRAND_DISPLAY,9,5169898094652
2339461,2024-01-02T16:31:10Z,2023-12-28T01:43:52Z,WIDGET_BRAND_DISPLAY,5,5156112826428
2377542,2024-01-20T21:03:22Z,2024-01-20T18:05:27Z,WIDGET_BRAND_DISPLAY,0,5177923338300
2397118,2024-01-29T22:09:10Z,2024-01-23T00:26:25Z,WIDGET_BRAND_DISPLAY,6,5187092512828
2373242,2024-01-18T23:53:26Z,2024-01-08T15:39:17Z,WIDGET_BRAND_DISPLAY,10,5175976165436
2362266,2024-01-13T19:12:51Z,2024-01-02T01:57:00Z,WIDGET_BRAND_DISPLAY,11,5170739347516
2400474,2024-01-31T15:50:23Z,2024-01-27T00:26:51Z,WIDGET_BRAND_DISPLAY,4,5188760830012
2390888,2024-01-27T02:20:02Z,2024-01-26T12:30:38Z,WIDGET_BRAND_DISPLAY,0,5184292061244
2378754,2024-01-21T12:07:42Z,2024-01-19T02:25:52Z,WIDGET_BRAND_DISPLAY,2,5178462470204
2379212,2024-01-21T16:32:14Z,2024-01-14T16:34:05Z,WIDGET_BRAND_DISPLAY,7,5178630996028
2364968,2024-01-14T22:33:49Z,2024-01-11T01:03:25Z,WIDGET_BRAND_DISPLAY,3,5171928105020
2388092,2024-01-25T21:53:25Z,2024-01-15T03:31:54Z,WIDGET_BRAND_DISPLAY,10,5183062409276
2349564,2024-01-07T03:34:11Z,2023-12-27T13:48:20Z,WIDGET_BRAND_DISPLAY,10,5162282647612
2335942,2024-01-01T01:47:33Z,2023-12-31T19:00:13Z,WIDGET_BRAND_DISPLAY,0,5154737291324
2379534,2024-01-21T18:50:55Z,2024-01-18T18:01:06Z,WIDGET_BRAND_DISPLAY,3,5178766098492
2383246,2024-01-23T13:18:17Z,2024-01-19T02:27:13Z,WIDGET_BRAND_DISPLAY,4,5180640002108
2397986,2024-01-30T04:35:20Z,2024-01-16T20:00:32Z,WIDGET_BRAND_DISPLAY,13,5187372056636
2348328,2024-01-06T18:13:11Z,2024-01-04T00:31:15Z,WIDGET_BRAND_DISPLAY,2,5161739386940
2390021,2024-01-26T19:20:57Z,2024-01-14T02:04:51Z,WIDGET_BRAND_DISPLAY,12,5183983419452
2398128,2024-01-30T09:36:41Z,2024-01-24T09:52:51Z,WIDGET_BRAND_DISPLAY,6,5187553427516
2397007,2024-01-29T21:03:12Z,2024-01-29T19:13:33Z,WIDGET_BRAND_DISPLAY,0,5187029041212
2340365,2024-01-02T23:46:33Z,2023-12-21T03:33:25Z,WIDGET_BRAND_DISPLAY,12,5156591730748
2362165,2024-01-13T18:38:43Z,2023-12-30T00:10:41Z,WIDGET_BRAND_DISPLAY,14,5170707267644
2339198,2024-01-02T13:58:46Z,2024-01-02T09:56:38Z,WIDGET_BRAND_DISPLAY,0,5155980410940
2353732,2024-01-09T13:04:39Z,2024-01-09T03:16:27Z,WIDGET_BRAND_DISPLAY,0,5165382762556
2391021,2024-01-27T03:28:49Z,2024-01-18T16:13:25Z,WIDGET_BRAND_DISPLAY,8,5184332726332
2368082,2024-01-16T05:15:23Z,2024-01-15T13:32:30Z,WIDGET_BRAND_DISPLAY,0,5173291647036
2362212,2024-01-13T18:57:59Z,2024-01-07T06:25:32Z,WIDGET_BRAND_DISPLAY,6,5170724569148
2398191,2024-01-30T12:21:20Z,2024-01-16T02:36:39Z,WIDGET_BRAND_DISPLAY,14,5187622174780
2358909,2024-01-12T05:20:04Z,2024-01-05T18:13:56Z,WIDGET_BRAND_DISPLAY,6,5169127194684
2372295,2024-01-18T15:22:23Z,2024-01-09T18:23:01Z,WIDGET_BRAND_DISPLAY,9,5175567581244
2336747,2024-01-01T14:44:39Z,2023-12-18T22:46:15Z,WIDGET_BRAND_DISPLAY,14,5155103670332
2367982,2024-01-16T04:20:37Z,2024-01-04T03:57:07Z,WIDGET_BRAND_DISPLAY,12,5173259993148
2385693,2024-01-24T18:39:24Z,2024-01-21T22:57:34Z,WIDGET_BRAND_DISPLAY,3,5181884596284
2361136,2024-01-13T11:07:44Z,2024-01-11T17:35:09Z,WIDGET_BRAND_DISPLAY,2,5170369134652
2397735,2024-01-30T02:43:51Z,2024-01-22T09:42:32Z,WIDGET_BRAND_DISPLAY,7,5187297738812
2380239,2024-01-21T23:46:53Z,2024-01-08T23:01:25Z,WIDGET_BRAND_DISPLAY,13,5179064057916
2361912,2024-01-13T17:19:38Z,2024-01-07T10:40:04Z,WIDGET_BRAND_DISPLAY,6,5170629279804
2344338,2024-01-04T19:19:11Z,2024-01-04T16:43:51Z,WIDGET_BRAND_DISPLAY,0,5158935461948
2367890,2024-01-16T03:39:24Z,2024-01-10T15:03:38Z,WIDGET_BRAND_DISPLAY,5,5173231616060
2400500,2024-01-31T16:04:46Z,2024-01-30T19:13:09Z,WIDGET_BRAND_DISPLAY,1,5188774527036
2394111,2024-01-28T19:19:13Z,2024-01-20T20:18:52Z,WIDGET_BRAND_DISPLAY,8,5185838350396
2397146,2024-01-29T22:24:00Z,2024-01-17T00:33:51Z,WIDGET_BRAND_DISPLAY,12,5187104931900
2391374,2024-01-27T13:45:36Z,2024-01-19T00:33:14Z,WIDGET_BRAND_DISPLAY,8,5184620527676
2391755,2024-01-27T16:39:58Z,2024-01-18T02:33:22Z,WIDGET_BRAND_DISPLAY,9,5184747110460
2395933,2024-01-29T06:52:17Z,2024-01-25T17:21:53Z,WIDGET_BRAND_DISPLAY,3,5186423652412
2391706,2024-01-27T16:16:24Z,2024-01-26T12:30:38Z,WIDGET_BRAND_DISPLAY,1,5184727875644
2359922,2024-01-12T19:14:06Z,2024-01-02T22:17:02Z,WIDGET_BRAND_DISPLAY,10,5169730584636
2394279,2024-01-28T20:13:12Z,2024-01-28T08:43:07Z,WIDGET_BRAND_DISPLAY,0,5185891369020
2349209,2024-01-07T01:30:23Z,2024-01-04T11:36:59Z,WIDGET_BRAND_DISPLAY,2,5162171990076
2373617,2024-01-19T02:35:52Z,2024-01-16T14:51:53Z,WIDGET_BRAND_DISPLAY,2,5176094359612
2370828,2024-01-17T18:19:56Z,2024-01-05T19:32:46Z,WIDGET_BRAND_DISPLAY,12,5174757031996
2395876,2024-01-29T05:19:16Z,2024-01-23T05:49:52Z,WIDGET_BRAND_DISPLAY,6,5186375548988
2347618,2024-01-06T05:15:15Z,2024-01-04T00:31:15Z,WIDGET_BRAND_DISPLAY,2,5160925921340
2347159,2024-01-06T01:00:30Z,2024-01-03T08:07:50Z,WIDGET_BRAND_DISPLAY,2,5160689369148
2345419,2024-01-05T04:03:44Z,2023-12-27T23:20:58Z,WIDGET_BRAND_DISPLAY,8,5159472562236
2336100,2024-01-01T03:07:47Z,2024-01-01T02:22:22Z,WIDGET_BRAND_DISPLAY,0,5154776514620
2371500,2024-01-18T00:53:58Z,2024-01-09T12:36:38Z,WIDGET_BRAND_DISPLAY,8,5175070064700
2375228,2024-01-19T22:07:33Z,2024-01-06T14:33:29Z,WIDGET_BRAND_DISPLAY,13,5176990990396
2345397,2024-01-05T03:49:31Z,2024-01-04T00:31:15Z,WIDGET_BRAND_DISPLAY,1,5159458832444
2375587,2024-01-20T01:46:55Z,2024-01-13T21:21:59Z,WIDGET_BRAND_DISPLAY,6,5177160761404
2387019,2024-01-25T12:01:30Z,2024-01-19T14:21:34Z,WIDGET_BRAND_DISPLAY,6,5182597038140
2342067,2024-01-03T20:09:17Z,2023-12-31T19:48:27Z,WIDGET_BRAND_DISPLAY,3,5157601247292
2394668,2024-01-28T22:24:49Z,2024-01-27T20:23:06Z,WIDGET_BRAND_DISPLAY,1,5186023948348
2394947,2024-01-29T00:20:07Z,2024-01-26T22:02:56Z,WIDGET_BRAND_DISPLAY,2,5186117828668
2366912,2024-01-15T20:56:29Z,2024-01-05T03:10:33Z,WIDGET_BRAND_DISPLAY,10,5172901347388
2340035,2024-01-02T20:40:38Z,2023-12-19T21:21:11Z,WIDGET_BRAND_DISPLAY,14,5156356325436
2355505,2024-01-10T13:07:15Z,2023-12-27T07:52:24Z,WIDGET_BRAND_DISPLAY,14,5167038070844
2353700,2024-01-09T12:19:18Z,2024-01-09T00:21:16Z,WIDGET_BRAND_DISPLAY,0,5165319946300
2336795,2024-01-01T15:02:41Z,2024-01-01T02:22:22Z,WIDGET_BRAND_DISPLAY,0,5155113599036
2346385,2024-01-05T18:39:45Z,2024-01-01T21:10:09Z,WIDGET_BRAND_DISPLAY,4,5160285995068
2336546,2024-01-01T12:17:06Z,2023-12-18T02:28:49Z,WIDGET_BRAND_DISPLAY,14,5155041509436
2372403,2024-01-18T16:17:39Z,2024-01-16T22:37:08Z,WIDGET_BRAND_DISPLAY,2,5175611490364
2392058,2024-01-27T18:58:23Z,2024-01-21T05:01:04Z,WIDGET_BRAND_DISPLAY,6,5184893452348
