ticket,order_url,timestamp,in_db
PTEST-134,https://lunya.co/2670987/orders/ffe8f5c8ccf2e13c4acfa1014c1d0b0f,02/Mar/24 10:48 AM,True
PTEST-133,https://dryftsleep.com/checkouts/cn/2f7b8ea10a0adc0ef5ddc83084752c30/thank_you,01/Mar/24 9:56 PM,True
PTEST-132,https://www.ursamajorvt.com/18867385/orders/f2049e3f0719129594a6788782ceb1d9,01/Mar/24 9:55 PM,True
PTEST-131,https://www.loveinfaith.life/4215930947/orders/7dbc10fc53fb0e3597af0b905c28125d,01/Mar/24 7:28 PM,True
PTEST-130,https://store.dsanddurga.com/3797669/orders/e6c6df5d0804640edb7207c217d7a943,01/Mar/24 12:23 PM,True
PTEST-129,https://iotabody.com/checkouts/cn/68b95510f971b08d543aa2eff3ef547f/thank_you,29/Feb/24 2:27 PM,True
PTEST-128,https://www.crownaffair.com/checkouts/cn/8c5c0c1287f7810ad5b34229ee17b77c/thank_you,29/Feb/24 2:26 PM,True
PTEST-127,https://www.crownaffair.com/checkouts/cn/d6d216c9b3ffeef72a5a63f00be3c129/thank_you,29/Feb/24 1:44 PM,True
PTEST-126,https://jolieskinco.com/checkouts/cn/46b143e6a943255747bf6e3334559ac4/thank_you,29/Feb/24 1:43 PM,True
PTEST-125,https://checkout.ancientnutrition.com/checkouts/co/7696fea2a67bc0f26e479ecc420dcfb4/thank_you,27/Feb/24 12:32 PM,True
PTEST-124,https://checkout.iliabeauty.com/1272332/checkouts/202d1a2fa13963ddc87cad74eeeb879c/thank_you,23/Feb/24 1:40 PM,True
PTEST-123,https://checkout.iliabeauty.com/1272332/checkouts/202d1a2fa13963ddc87cad74eeeb879c/thank_you,23/Feb/24 1:39 PM,True
PTEST-122,https://amass.com/35473293371/checkouts/8a605b854d4b7445e85707eb537e0a55/thank_you,23/Feb/24 1:22 PM,True
PTEST-121,https://www.drsquatch.com/27577843817/checkouts/72c6bada2a1c8e2aba1b61f625e8595c/thank_you,18/Feb/24 2:39 AM,True
PTEST-120,https://www.crownaffair.com/checkouts/cn/247d4d5aa36c3a3566b5d933d5cd5a11/thank_you,14/Feb/24 10:07 AM,True
PTEST-119,https://www.tower28beauty.com/checkouts/cn/80fcdf8c1f9b672cb3e417bbd678d2b9/thank_you,13/Feb/24 11:46 AM,True
PTEST-118,https://www.trueclassictees.com/checkouts/cn/7743acc8f320d868b6513580d5fc1a0f/thank_you,13/Feb/24 8:44 AM,True
PTEST-117,https://www.ursamajorvt.com/checkouts/co/d8290db2bfaff83322872b112ca1cb68/thank_you,13/Feb/24 8:44 AM,True
PTEST-116,https://www.loom.com/share/8e02cd3327534fc79dcf018806b34f0c,10/Feb/24 6:35 AM,False
PTEST-115,https://shop.carawayhome.com/checkouts/co/2759ffca416b64f06c2bbada05515a3a/thank_you,10/Feb/24 6:14 AM,True
PTEST-114,https://shop.carawayhome.com/checkouts/co/6178b3ef0d50d753e4128718a9d67b13/thank_you,07/Feb/24 10:08 PM,True
PTEST-113,https://aurabora.com/checkouts/cn/b96c05a1db8b0b0e96c049fb49f71a02/thank_you,05/Feb/24 2:51 PM,True
PTEST-112,https://shop.carawayhome.com/25862733906/orders/f7a4f66cedea885a2c54afd44c534472,05/Feb/24 2:49 PM,True
PTEST-111,https://getcanopy.co/46701281438/orders/10d303a2560e4b60d91ad7539962c1bf,04/Feb/24 1:55 PM,True
PTEST-110,https://checkout.monicaandandy.com/23382917/orders/c491f4e6817006d77f48de3270b52b3a,04/Feb/24 1:54 PM,True
PTEST-109,https://jot.co/checkouts/cn/b2e2706b54ce5a5b902f145a2ede11dc/thank_you,31/Jan/24 11:40 PM,True
PTEST-108,https://www.dakine.com/24231411792/checkouts/f59578521b492ce3a775f07068a6618d/thank_you,31/Jan/24 11:13 PM,True
PTEST-107,https://www.flyingembers.com/checkouts/c/77e23cfdb7b5e8eb4806033e650b04d9/thank_you,30/Jan/24 5:38 PM,True
PTEST-106,https://jot.co/26222002236/orders/008f42a65635111be0802c66c9ffdb3c,29/Jan/24 11:06 PM,True
PTEST-105,https://ancientnutrition.com/pages/tracking?search=5669849-S&syclid=65328653-0365-4249-a777-2542549b56d2,29/Jan/24 11:01 PM,False
PTEST-104,https://www.brightcellars.com/69301993746/checkouts/3dc398a1d9cd2fea3e9f1c46ff239af1/thank_you,29/Jan/24 6:45 AM,False
PTEST-103,https://checkout.ancientnutrition.com/539952/checkouts/92146f51d266deffad6befdf3783bcb7/thank_you,28/Jan/24 9:48 AM,True
PTEST-102,https://www.us.rains.com/24181767/checkouts/462b62a186483f49a88fa2fc9edf97e3/thank_you,28/Jan/24 9:36 AM,True
PTEST-101,https://keepyourcadence.com/checkouts/co/c4088d690857f93ab2db5864f054967b/thank_you,27/Jan/24 6:45 PM,True
PTEST-100,https://www.mariobadescu.com/checkouts/cn/947698d7e2a4dabf1b87a899ba80789d/thank_you,27/Jan/24 6:44 PM,True
PTEST-99,https://www.leminimacaron.com/checkouts/cn/04ab77721d9d32778a21b1630367e9fc/thank_you,26/Jan/24 2:14 PM,True
PTEST-98,https://www.ettitude.com/checkouts/co/765bcb6932b7d09b6ed1bb2c880d5572/thank_you,26/Jan/24 2:01 PM,True
PTEST-97,https://haand.us/checkouts/cn/c3d20e922066f0e224298b6340eb33eb/thank_you,18/Jan/24 8:59 AM,True
PTEST-96,https://beekman1802.com/checkouts/cn/abf27e2ea6ab3fe7339bc74529fa7ddf/thank_you,18/Jan/24 8:47 AM,True
PTEST-95,https://doublesoul.co/checkouts/cn/a851270db309bfba877e4fb456b31382/thank_you,09/Jan/24 3:29 PM,True
PTEST-94,https://kosas.com/checkouts/cn/04a6bc998a7757e7208582a756baf594/thank_you,09/Jan/24 3:27 PM,True
PTEST-93,https://sijohome.com/checkouts/cn/98de8a63c8d7d28ea54a3f9100168cc6/thank_you,08/Jan/24 11:45 AM,True
PTEST-92,https://felixgray.com/checkouts/co/62038b2b816f8ec23c625745f4acdbf5/thank_you,08/Jan/24 11:42 AM,True
PTEST-91,https://www.afloral.com/13344597/checkouts/7d63e85755a8c25093cdb2ad1bfd589d/thank_you,02/Jan/24 7:36 AM,True
PTEST-90,https://thehoneypot.co/checkouts/cn/2e86687697ea72b78506f1e4ec8dbdcc/thank_you,02/Jan/24 7:32 AM,True
PTEST-89,https://aavrani.com/checkouts/co/10f71090dd2e2318d58802784ae7e97f/thank_you,31/Dec/23 10:25 PM,True
PTEST-88,https://theouai.com/checkouts/co/6d0ae212b66905d35830ce1a549399c4/thank_you,31/Dec/23 10:06 PM,True
PTEST-87,https://haand.us/checkouts/cn/a099dee5e16c528703378c7b9cb1e035/thank_you,31/Dec/23 7:51 PM,True
PTEST-86,https://oliversapparel.com/2664899/orders/a1fc67473a5e9579fb4d0f4ad99625ad,31/Dec/23 7:49 PM,True
PTEST-85,https://www.tula.com/17369637/checkouts/da6976518e7aba1719d7152a09862d0d/thank_you,31/Dec/23 1:48 PM,True
PTEST-84,https://shop.hedleyandbennett.com/1870608/orders/1085b94ee2adfc467ddff9827c661756,31/Dec/23 10:19 AM,True
PTEST-83,https://soldejaneiro.com/28262250/orders/263a5d8eb06df1311c77c5b007a02fed,29/Dec/23 8:27 PM,True
PTEST-82,https://www.manscaped.com/account/orders,29/Dec/23 8:25 PM,False
PTEST-81,https://sijohome.com/29943212/orders/95b4dbed9aac51e5b2684af83eadca6a,28/Dec/23 5:23 PM,True
PTEST-80,https://www.dakine.com/24231411792/orders/52161795c451d59a5544839470b2aeaa,28/Dec/23 5:13 PM,True
PTEST-79,https://www.seavees.com/checkouts/co/9f226bd17dd285403398570a55aa63e4/thank_you,28/Dec/23 2:00 PM,True
PTEST-78,https://www.us.rains.com/24181767/orders/86473b5482f5e0b82ad1d6f547516113,28/Dec/23 1:46 PM,True
PTEST-77,https://www.ettitude.com/checkouts/cn/c5b73c36c60c49654fb4471a69ac9093/thank_you,26/Dec/23 9:47 AM,True
PTEST-76,https://www.brightcellars.com/checkouts/co/7eb0d3f74fa0847d3f024bd3b31136a0/thank_you,26/Dec/23 9:26 AM,False
PTEST-75,https://yearandday.com/checkouts/co/f624cd3b248f6bc514bf9a9a66982dff/thank_you,20/Dec/23 11:04 AM,True
PTEST-74,https://withcharacter.com/57826050220/orders/83960541259b47046fa984ec438ddad6,18/Dec/23 10:49 AM,True
PTEST-73,https://www.ursamajorvt.com/checkouts/co/ad9cc611b97cc9ad63738e6ff332dc03/thank_you,18/Dec/23 10:48 AM,True
PTEST-72,https://www.tower28beauty.com/checkouts/cn/f5096884862d24223a8c3f92e406023c/thank_you,17/Dec/23 7:50 AM,True
PTEST-71,https://soldejaneiro.com/28262250/orders/6ffdedc39d01ab011eb5282da4681e06,14/Dec/23 12:49 PM,True
PTEST-70,https://shop.liquid-iv.com/checkouts/cn/82dafeab9bb08258511dd073d97047dd/thank_you,14/Dec/23 9:45 AM,False
PTEST-69,https://www.dieuxskin.com/checkouts/cn/2497aeb9de9591dde6b08b1dd2b69371/thank_you,13/Dec/23 6:45 AM,True
PTEST-68,https://sundaycitizen.co/checkouts/cn/7bd9e3d3a7685f9d1578b96b9dc9f30d/thank_you,12/Dec/23 1:45 PM,True
PTEST-67,https://soldejaneiro.com/28262250/checkouts/ead6b874f9b3d60c6564e33d4f4a9a96/thank_you,01/Dec/23 9:33 AM,True
PTEST-66,https://soldejaneiro.com/28262250/checkouts/ead6b874f9b3d60c6564e33d4f4a9a96/thank_you,01/Dec/23 9:30 AM,True
PTEST-65,https://www.tula.com/17369637/checkouts/a72dfc0c7f7dd402b4f55dd94b8094eb/thank_you,30/Nov/23 3:00 PM,True
PTEST-64,https://shop.liquid-iv.com/checkouts/cn/61d6a9174d62f84b54bdaa5c43430933/thank_you,30/Nov/23 9:34 AM,False
PTEST-63,https://theouai.com/10437322/checkouts/a52e0d93b6cff3aa957bef28c9a746c6/thank_you,30/Nov/23 9:33 AM,False
PTEST-62,https://haand.us/checkouts/cn/dd600f489969086496a425c31072482f/thank_you,30/Nov/23 7:07 AM,True
