BRAND_NAME,"VERTICAL_DISPLAY_POSITION",BRAND_DISPLAYS,CONV,AD_SPEND
"LINHART NYC",9,106,0,0.00
"Coco Moon",102,11,0,0.00
"Elevated Faith",92,1,0,0.00
Lunya,45,11,0,0.00
Moonglow,84,9,0,0.00
"Dr Sari's Lunar Sync",153,1,0,0.00
KraveBeauty,67,3,0,0.00
"Willow Pumps",30,95,0,0.00
eeBoo,99,12,0,0.00
"Matador Meggings",92,2,0,0.00
"Posh Peanut",106,3,0,0.00
"Liquid I.V.",207,1,0,0.00
HATCH,35,64,0,0.00
"SoaPen Inc",188,1,0,0.00
Twillory,52,4,0,0.00
Spyder,112,4,0,0.00
Pretzels.com,226,1,0,0.00
"Dagne Dover",47,30,0,0.00
Binto,120,4,0,0.00
UNTUCKit,241,1,0,0.00
RiotSociety.com,90,4,0,0.00
"happy being",173,1,0,0.00
Create,176,1,0,0.00
"Boie USA",135,1,0,0.00
Gooselings,18,9,0,0.00
FullWell,161,1,0,0.00
"Milton & Goose",0,28,0,0.00
Thorlos,152,1,0,0.00
"Snuggle Me Organic",72,7,0,0.00
"SoaPen Inc",136,4,0,0.00
iota,41,31,0,0.00
"Sabrina Zeng",102,1,0,0.00
"The CrunchCup",168,1,0,0.00
"Dirty Labs",46,35,0,0.00
"Billy Reid",162,3,0,0.00
"Ry & Pen",92,1,0,0.00
"Modern Picnic",173,3,0,0.00
Canopy,46,71,0,0.00
Molekule,46,32,0,0.00
"Modern Picnic",150,2,0,0.00
"Love, Plants",107,2,0,0.00
"Dr Sari's Lunar Sync",129,5,0,0.00
"Bad Birdie",83,10,0,0.00
Kopari,27,139,0,0.00
"Love, Plants",224,1,0,0.00
"Petunia Pickle Bottom",138,3,0,0.00
"EGG New York",93,15,0,0.00
biom,65,11,0,0.00
"Bask Suncare",111,3,0,0.00
"Verdant Lyfe",27,8,0,0.00
Houseplant,54,11,0,0.00
Ashlen,70,2,0,0.00
Lunya,86,1,0,0.00
"inklings baby",152,2,0,0.00
"Alpyn Beauty",116,4,0,0.00
"Dieux Skin",78,60,0,0.00
RiotSociety.com,23,36,0,0.00
"Sprout Living",106,5,0,0.00
"Love, Plants",132,1,0,0.00
Paperclip,126,3,0,0.00
"Wolf & Shepherd",392,1,0,0.00
"True Classic",33,6,0,0.00
"Corpus Naturals",41,10,0,0.00
Pretzels.com,253,1,0,0.00
Oeuf,212,2,0,0.00
"Dollar Shave Club",137,1,0,0.00
RiotSociety.com,91,2,0,0.00
"Nuudii System",116,1,0,0.00
"Beginning Boutique",141,2,0,0.00
"Leeway Home",58,3,0,0.00
"Sparq Life",40,3,0,0.00
"Mad Rabbit",69,1,0,0.00
Moonglow,113,1,0,0.00
"The CrunchCup",340,1,0,0.00
"Snuggle Me Organic",145,1,0,0.00
Shinesty,28,89,0,0.00
INBLOOM,47,13,0,0.00
"Laura Geller",128,1,0,0.00
Hydrant,31,170,0,0.00
"My Medic",78,5,0,0.00
KraveBeauty,59,8,0,0.00
"Sunfood Superfoods",211,2,0,0.00
"Ry & Pen",240,3,0,0.00
"NOMAD Grills",94,6,0,0.00
"Ancient Nutrition",33,110,0,0.00
Wondery,89,13,0,0.00
"Tower 28 Beauty",36,89,0,0.00
JOI,8,53,0,0.00
"Wild Cosmetics",122,1,0,0.00
LIVELY,83,1,0,0.00
"Ora Organic",92,2,0,0.00
OrnamentallyYou,40,27,0,0.00
"Surely Wines",92,4,0,0.00
"good light",106,11,0,0.00
"Baby Tula",125,1,0,0.00
"Glimmer Wish",128,5,0,0.00
Gathre,72,8,0,0.00
Evereden,108,13,0,0.00
"Coco Moon",73,17,0,0.00
"Sabrina Zeng",17,1,0,0.00
Sensate,94,2,0,0.00
Foria,10,251,0,0.00
"Tinto Amorio",48,6,0,0.00
"SoaPen Inc",38,2,0,0.00
"Modern Picnic",37,67,0,0.00
"Modern Picnic",60,26,0,0.00
"Just Date",60,2,0,0.00
"West Chop Co",137,1,0,0.00
"Rif Care",197,1,0,0.00
Kindra,54,46,0,0.00
"Sunfood Superfoods",504,1,0,0.00
Canopy,82,14,0,0.00
SortJoy,113,2,0,0.00
Stio,9,1,0,0.00
Inamorata,81,2,0,0.00
"Bushwick Kitchen",89,7,0,0.00
"Covey Skincare",73,8,0,0.00
"Mad Rabbit",178,3,0,0.00
"Electric Picks Jewelry",131,6,0,0.00
Kosterina,79,17,0,0.00
"Natalist Co.",33,53,0,0.00
Zonarch,147,2,0,0.00
"esmi Skin Minerals",94,7,0,0.00
"Reel Paper",90,1,0,0.00
OrnamentallyYou,185,2,0,0.00
LOOPS,19,16,0,0.00
"Modern Fuel",70,24,0,0.00
"LightWater Skin",43,9,0,0.00
"Nampons LLC",63,2,0,0.00
"esmi Skin Minerals",10,164,0,0.00
"ELVY Lab",43,6,0,0.00
Foria,12,312,0,0.00
Shinesty,63,4,0,0.00
TriLASTIN,262,2,0,0.00
ettitude,38,70,0,0.00
Carbon38,46,6,0,0.00
eeBoo,113,6,0,0.00
Estella,66,2,0,0.00
"Homesick Candles",155,3,0,0.00
"Altitude Functional Beverages",7,184,0,0.00
Natemia,83,1,0,0.00
"Character Home",19,133,0,0.00
"The HoneyPot",108,7,0,0.00
"My Girl Wellness",69,7,0,0.00
Nood,216,2,0,0.00
LOOPS,84,1,0,0.00
Doré,125,2,0,0.00
GRIP6,84,2,0,0.00
MORI,43,5,0,0.00
"Winky Lux",111,6,0,0.00
Julep,4,9498,0,0.00
"Beginning Boutique",78,5,0,0.00
Jungmaven,44,1,0,0.00
"Modern Picnic",83,10,0,0.00
NEIWAI,14,242,0,0.00
ByHeart,88,8,0,0.00
"Consciously Baby",27,35,0,0.00
"IVL Collective",143,2,0,0.00
"Kortni Jeane",29,52,0,0.00
"Haand Inc",78,3,0,0.00
Canopy,118,1,0,0.00
Moonglow,34,28,0,0.00
Gibsonlook,115,5,0,0.00
Wildfang,166,1,0,0.00
Moonglow,138,5,0,0.00
"Toad&Co",112,1,0,0.00
"Girlfriend Collective",88,15,0,0.00
"Baby Tula",62,10,0,0.00
"Airo Collective",93,1,0,0.00
woolino,231,1,0,0.00
"Explorer Cold Brew",186,1,0,0.00
"Moon Pals",53,10,0,0.00
Gibsonlook,129,3,0,0.00
"Boie USA",156,1,0,0.00
Wildfang,43,23,0,0.00
"IVL Collective",122,6,0,0.00
"Baby Delight",101,6,0,0.00
"Crown Affair",114,3,0,0.00
"Wren + Glory",252,1,0,0.00
"Consciously Baby",35,31,0,0.00
"Snuggle Me Organic",121,6,0,0.00
"Common Era Jewelry",249,1,0,0.00
Brightech,175,1,0,0.00
"Oat Mama",179,1,0,0.00
"Kosas Cosmetics",37,79,0,0.00
"Elegant Baby",106,5,0,0.00
Wildfang,146,4,0,0.00
"Le Mini Macaron",36,156,0,0.00
"Love Your Melon",39,24,0,0.00
"Wild Cosmetics",46,1,0,0.00
"INH Hair",93,13,0,0.00
"Raw Botanics",233,1,0,0.00
"Bokksu Market",20,31,0,0.00
"The CrunchCup",274,2,0,0.00
"My Girl Wellness",188,3,0,0.00
"Ponto Footwear",181,1,0,0.00
Snowyskin,28,40,0,0.00
MORI,53,6,0,0.00
Nodpod,1,126,0,0.00
"MAXPRO Fitness",83,6,0,0.00
"Tiege Hanley",94,2,0,0.00
Evereden,145,2,0,0.00
120/Life,74,10,0,0.00
Glamnetic,36,57,0,0.00
"TUSOL Wellness",65,1,0,0.00
"Joanna Vargas Skincare",239,1,0,0.00
Caramels.com,67,2,0,0.00
"Joanna Vargas Skincare",30,9,0,0.00
Petaluma,161,1,0,0.00
"Spice Tribe",341,1,0,0.00
"August Uncommon Tea",188,2,0,0.00
"My Medic",14,181,0,0.00
"Love in Faith",148,1,0,0.00
"Oat Mama",228,1,0,0.00
"Seafolly Australia",46,26,0,0.00
"Petunia Pickle Bottom",147,1,0,0.00
"Red Racer Books",16,3,0,0.00
"Sprout Living",29,11,0,0.00
"Ancient Nutrition",205,1,0,0.00
"Bed Babe",203,1,0,0.00
"Dagne Dover",87,23,0,0.00
"Dreamland Baby",65,5,0,0.00
"Covey Skincare",7,15,0,0.00
Cardon,239,1,0,0.00
"NOMAD Grills",86,4,0,0.00
"Tinto Amorio",307,1,0,0.00
Snowyskin,101,14,0,0.00
epi.logic,198,1,0,0.00
"Som Sleep",165,1,0,0.00
"Natalist Co.",53,31,0,0.00
"Degs & Sal",1,8,0,0.00
"Raw Botanics",82,14,0,0.00
"Just Date",147,7,0,0.00
"sproos!",14,2,0,0.00
wildwonder,103,11,0,0.00
"ieró Beauty™",230,2,0,0.00
Afloral,103,2,0,0.00
"The Secure Mat",11,4,0,0.00
"Ry & Pen",165,1,0,0.00
"Tia Lupita",118,1,0,0.00
"Glitter Faced",5,17,0,0.00
UPSAINT,1,8,0,0.00
"Common Era Jewelry",81,23,0,0.00
Jolie,5,1103,0,0.00
"Lily Jade",2,43,0,0.00
Julep,110,1,0,0.00
"Just Date",186,2,0,0.00
iloveplum,46,4,0,0.00
ETOILE,44,2,0,0.00
"Ritual Zero Proof",118,7,0,0.00
"Love in Faith",86,1,0,0.00
Otteroo,143,3,0,0.00
"Altitude Functional Beverages",13,689,0,0.00
"Girlfriend Collective",97,3,0,0.00
"Bushwick Kitchen",84,2,0,0.00
"My Girl Wellness",290,1,0,0.00
"Once Upon a Farm",129,1,0,0.00
"Firebelly Tea",206,2,0,0.00
"Tini Lux",3,106,0,0.00
"Coffee Bros.",112,4,0,0.00
Lalabu,63,66,0,0.00
Petaluma,65,1,0,0.00
"LightWater Skin",244,1,0,0.00
"Explorer Cold Brew",88,3,0,0.00
"Flying Embers",32,2,0,0.00
"Haand Inc",162,1,0,0.00
HATCH,104,2,0,0.00
"Flying Embers",111,13,0,0.00
"Ancient Nutrition",25,197,0,0.00
"Ruggish Co.",157,6,0,0.00
Oeuf,155,1,0,0.00
"Cali's Books",34,78,0,0.00
OUAI,57,1,0,0.00
Giapenta,52,30,0,0.00
"Better & Better",186,4,0,0.00
eeBoo,50,10,0,0.00
"Gravity Blankets",24,7,0,0.00
"Monica & Andy Inc.",98,2,0,0.00
"Girlfriend Collective",122,6,0,0.00
"Beginning Boutique",48,38,0,0.00
ILIA,20,286,0,0.00
Snibbs,6,6,0,0.00
wildwonder,18,592,0,0.00
"Compass Coffee",2,32,0,0.00
"Body High Body Care",24,1,0,0.00
Doré,191,1,0,0.00
"EVER Skincare",192,2,0,0.00
Afloral,44,50,0,0.00
"Solly Baby",77,9,0,0.00
CoverFX,248,1,0,0.00
"Hedley & Bennett",6,1357,0,0.00
"Giften Market",155,1,0,0.00
LIVELY,41,5,0,0.00
"Moby Wrap",110,2,0,0.00
"Compass Coffee",47,2,0,0.00
Evergreen,194,1,0,0.00
"Ponto Footwear",12,148,0,0.00
"Food Huggers",242,1,0,0.00
BelliWelli,114,7,0,0.00
"Sunday Citizen",67,7,0,0.00
Paperclip,42,3,0,0.00
"True Made Foods",150,3,0,0.00
Lollipetals,151,1,0,0.00
"A Kids Co.",140,1,0,0.00
"INTO THE AM",45,16,0,0.00
Lunya,88,1,0,0.00
Motherhood,2,1811,0,0.00
"esmi Skin Minerals",99,13,0,0.00
"Haand Inc",112,9,0,0.00
"Degs & Sal",54,26,0,0.00
"Coco Moon",125,8,0,0.00
"EVER Skincare",69,15,0,0.00
GRIP6,66,2,0,0.00
"Spärkel Beverage Systems",20,7,0,0.00
Bloomscape,122,2,0,0.00
"Billy Reid",196,1,0,0.00
Anyday,35,17,0,0.00
"Sonrei Skin",15,5,0,0.00
"Bed Babe",68,6,0,0.00
Licorice,161,1,0,0.00
eeBoo,95,10,0,0.00
Kopari,41,99,0,0.00
"Billy Reid",156,1,0,0.00
"Newton Baby",264,1,0,0.00
"Ruggish Co.",55,13,0,0.00
"Le Mini Macaron",16,609,0,0.00
jot,35,133,0,0.00
Siblings,250,1,0,0.00
"Monica & Andy Inc.",149,1,0,0.00
"California Arts",236,1,0,0.00
"Duke Cannon Supply Co.",5,2,0,0.00
"Hedley & Bennett",114,2,0,0.00
Coromega,100,1,0,0.00
GhostBed,47,23,0,0.00
NERRĀ,155,1,0,0.00
Binto,89,2,0,0.00
Vacation®,9,300,0,0.00
"LINHART NYC",150,1,0,0.00
"SoaPen Inc",50,4,0,0.00
"Saranoni Luxury Blankets",167,1,0,0.00
"Haus of Brilliance",131,6,0,0.00
"Kosas Cosmetics",50,37,0,0.00
"Saranoni Luxury Blankets",25,85,0,0.00
Gibsonlook,103,5,0,0.00
Moderny,15,14,0,0.00
"Natalist Co.",60,18,0,0.00
doublesoul,67,40,0,0.00
Afloral,143,1,0,0.00
TriLASTIN,72,12,0,0.00
"Viori Beauty",52,3,0,0.00
GRIP6,101,1,0,0.00
"Love in Faith",207,1,0,0.00
"Raw Botanics",30,26,0,0.00
"Las Jaras Wines",138,3,0,0.00
"Mad Rabbit",58,2,0,0.00
"Dr. Motion",119,4,0,0.00
Koot,18,1,0,0.00
"Out of the Woods",107,5,0,0.00
"Munk Pack",55,43,0,0.00
"zing bars",147,1,0,0.00
"Comeback Vinyl",7,282,0,0.00
Dakine,48,29,0,0.00
Gooselings,58,1,0,0.00
Fasteak,129,3,0,0.00
Needed,91,2,0,0.00
INBLOOM,75,9,0,0.00
"Rif Care",150,2,0,0.00
TriLASTIN,105,15,0,0.00
Curie,87,1,0,0.00
"ELVY Lab",53,3,0,0.00
Myles,200,1,0,0.00
"Sensory Joy",105,2,0,0.00
SENREVE,189,1,0,0.00
"Uncharted Coffee Supply",62,1,0,0.00
"Glimmer Wish",158,1,0,0.00
"The Plug Drink",55,19,0,0.00
"Reel Paper",3,85,0,0.00
"Better & Better",26,160,0,0.00
Houseplant,74,1,0,0.00
Tushbaby,169,1,0,0.00
Quitch,19,2,0,0.00
"Clean Age",208,1,0,0.00
"Siete Foods",165,1,0,0.00
Kopari,152,1,0,0.00
NEIWAI,126,1,0,0.00
"Bokksu Market",44,443,0,0.00
"Nuudii System",41,25,0,0.00
"D.S. & Durga",130,5,0,0.00
Inamorata,25,35,0,0.00
Rains,91,3,0,0.00
Otteroo,29,62,0,0.00
"Le Mini Macaron",176,1,0,0.00
"Sprout Living",214,1,0,0.00
"Captain Blankenship",89,8,0,0.00
"Elevated Faith",44,8,0,0.00
Jolie,78,5,0,0.00
Softies,113,6,0,0.00
"Las Jaras Wines",22,16,0,0.00
"Why and Whale",90,3,0,0.00
"Love, Plants",88,1,0,0.00
Kopari,90,5,0,0.00
doublesoul,117,4,0,0.00
Lalo,100,4,0,0.00
Snowyskin,95,14,0,0.00
UPSAINT,27,4,0,0.00
Zensah,12,14,0,0.00
Twillory,68,5,0,0.00
"Highline Wellness",66,17,0,0.00
Snibbs,56,3,0,0.00
"Ami Colé",71,10,0,0.00
"Beekman 1802",80,3,0,0.00
"Hello Cake",131,1,0,0.00
Alkavida,96,4,0,0.00
Kinflyte,67,14,0,0.00
"Siete Foods",8,201,0,0.00
"Beginning Boutique",83,7,0,0.00
Amberjack,95,5,0,0.00
"Saranoni Luxury Blankets",182,2,0,0.00
"Love, Plants",220,4,0,0.00
Thorlos,166,2,0,0.00
Sijo,35,121,0,0.00
"The Plug Drink",25,30,0,0.00
"Tinto Amorio",240,1,0,0.00
TriLASTIN,136,4,0,0.00
Binto,111,2,0,0.00
"Explorer Cold Brew",35,24,0,0.00
Moderny,91,2,0,0.00
StackedSkincare,146,2,0,0.00
"California Arts",214,5,0,0.00
wildwonder,143,1,0,0.00
120/Life,183,1,0,0.00
"SoaPen Inc",108,1,0,0.00
120/Life,78,9,0,0.00
Kosterina,152,4,0,0.00
"Bright Cellars",53,8,0,0.00
Petaluma,141,6,0,0.00
"Love in Faith",51,6,0,0.00
woolino,35,29,0,0.00
ezpz,58,13,0,0.00
Andie,74,1,0,0.00
Create,201,3,0,0.00
Waterboy,17,174,0,0.00
Softies,96,12,0,0.00
Pretzels.com,49,31,0,0.00
Snowyskin,13,39,0,0.00
"SACHEU Beauty",66,11,0,0.00
"Elevated Faith",26,35,0,0.00
"Red Racer Books",164,4,0,0.00
Oeuf,31,27,0,0.00
"SoaPen Inc",192,1,0,0.00
Wondery,72,9,0,0.00
"Oars + Alps",27,38,0,0.00
"KA! Empathogenics",176,2,0,0.00
"Oars + Alps",113,1,0,0.00
Nanit,37,15,0,0.00
"August Uncommon Tea",110,1,0,0.00
"Dermaclara, LLC",25,408,0,0.00
"Wolf Project",3,2,0,0.00
"Wolf & Shepherd",54,41,0,0.00
"Snuggle Me Organic",48,39,0,0.00
"MAXPRO Fitness",14,374,0,0.00
"Wolf & Shepherd",40,77,0,0.00
Lollipetals,90,8,0,0.00
"Kortni Jeane",80,22,0,0.00
Kinflyte,57,6,0,0.00
Amberjack,138,3,0,0.00
Bala,83,3,0,0.00
"Dirty Labs",141,2,0,0.00
"Nutshell Coolers",113,1,0,0.00
Divi,14,278,0,0.00
"Dreamland Baby",71,2,0,0.00
"My Medic",27,44,0,0.00
"Distil Union",269,1,0,0.00
eyebobs,154,1,0,0.00
CanDo,75,6,0,0.00
"Dieux Skin",61,23,0,0.00
Bala,122,8,0,0.00
Evergreen,30,16,0,0.00
"Winged Wellness",5,7,0,0.00
"Fuse Lenses",111,5,0,0.00
"Tia Lupita",20,4,0,0.00
CanDo,104,10,0,0.00
"NOTO Botanics",44,28,0,0.00
Doré,108,6,0,0.00
"sproos!",36,2,0,0.00
"Nurture&",227,1,0,0.00
Lollipetals,195,1,0,0.00
"Once Upon a Farm",117,7,0,0.00
"Ora Organic",133,1,0,0.00
"Boie USA",45,155,0,0.00
"Snuggle Me Organic",112,2,0,0.00
"Elegant Baby",104,4,0,0.00
"Distil Union",38,8,0,0.00
"ZOA Energy",109,2,0,0.00
"Explorer Cold Brew",113,3,0,0.00
"Tower 28 Beauty",129,1,0,0.00
"Once Upon a Farm",24,152,0,0.00
"Buffbunny Collection",85,5,0,0.00
SPONGELLE,143,2,0,0.00
"Las Jaras Wines",154,2,0,0.00
"happy being",44,31,0,0.00
BlendJet,43,33,0,0.00
Giapenta,33,56,0,0.00
"Common Era Jewelry",92,3,0,0.00
"Explorer Cold Brew",3,93,0,0.00
"Milton & Goose",133,1,0,0.00
Opopop,75,8,0,0.00
Paperclip,57,7,0,0.00
"Tinto Amorio",4,15,0,0.00
"INTO THE AM",86,12,0,0.00
"Luca Faloni",141,1,0,0.00
"Serenity Kids",141,2,0,0.00
"Dryft Sleep",192,1,0,0.00
"Thousand Fell",127,1,0,0.00
MantraBand,182,3,0,0.00
ByHeart,54,48,0,0.00
"KA! Empathogenics",125,2,0,0.00
MAVRICKS,59,2,0,0.00
Lalabu,189,2,0,0.00
"Alpyn Beauty",33,17,0,0.00
MantraBand,152,2,0,0.00
"Flying Embers",106,10,0,0.00
"Bask Suncare",151,4,0,0.00
Myles,131,2,0,0.00
"Ry & Pen",122,3,0,0.00
"EVER Skincare",119,3,0,0.00
StackedSkincare,17,2,0,0.00
iloveplum,79,5,0,0.00
woolino,40,18,0,0.00
"Tini Lux",106,4,0,0.00
SeaVees,59,27,0,0.00
"Highline Wellness",119,5,0,0.00
"Raw Botanics",237,1,0,0.00
"Ry & Pen",39,9,0,0.00
"Corpus Naturals",93,4,0,0.00
Otteroo,10,825,0,0.00
Molekule,97,1,0,0.00
"A Kids Co.",147,1,0,0.00
"Sprout Living",39,7,0,0.00
vitruvi,24,185,0,0.00
Kosterina,128,6,0,0.00
"Oars + Alps",123,2,0,0.00
"NOT!CE Hair Co",183,1,0,0.00
LuminAID,2,1653,0,0.00
"Le Monde Gourmand",135,3,0,0.00
Houseplant,68,1,0,0.00
"MAXPRO Fitness",137,2,0,0.00
cbdMD,108,3,0,0.00
Bala,10,368,0,0.00
Evergreen,24,21,0,0.00
"Goodlife Clothing",67,4,0,0.00
Gooselings,71,5,0,0.00
"West Chop Co",122,1,0,0.00
Siblings,14,64,0,0.00
"Baby Tula",143,1,0,0.00
"California Arts",174,1,0,0.00
"Sabrina Zeng",1,2937,0,0.00
"Captain Blankenship",226,2,0,0.00
"Birthdate Co.",76,18,0,0.00
"Luca Faloni",49,4,0,0.00
"MAW Energy",110,1,0,0.00
Kosterina,24,72,0,0.00
Bloomscape,42,94,0,0.00
"Dr Sari's Lunar Sync",45,9,0,0.00
Cardon,69,8,0,0.00
Vacation®,85,2,0,0.00
"Siete Foods",101,5,0,0.00
"ARMRA Colostrum™",55,3,0,0.00
"LightWater Skin",226,3,0,0.00
Giapenta,225,2,0,0.00
"jane iredale",127,2,0,0.00
"Common Era Jewelry",17,285,0,0.00
"Newton Baby",76,5,0,0.00
"Fulton Fish Market",35,1,0,0.00
"Modern Picnic",98,4,0,0.00
HATCH,53,45,0,0.00
"Billy Reid",43,21,0,0.00
"Mented Cosmetics",186,5,0,0.00
Airsign,78,1,0,0.00
"KA! Empathogenics",169,1,0,0.00
"Ry & Pen",50,9,0,0.00
Calin,235,3,0,0.00
INBLOOM,119,3,0,0.00
"Dermaclara, LLC",87,6,0,0.00
"HYER GOODS",5,1,0,0.00
"The HoneyPot",78,8,0,0.00
"Ursa Major",56,33,0,0.00
Amberjack,24,49,0,0.00
"Bed Babe",15,25,0,0.00
Thorlos,138,1,0,0.00
"Solly Baby",132,2,0,0.00
"Crown Affair",10,237,0,0.00
Divi,66,2,0,0.00
"Oars + Alps",214,19,0,0.00
"Hello Bello",188,1,0,0.00
Oeuf,14,12,0,0.00
"Monica & Andy Inc.",17,191,0,0.00
"Coco Moon",175,1,0,0.00
"Love in Faith",92,1,0,0.00
"Siete Foods",210,2,0,0.00
"Glimmer Wish",56,2,0,0.00
"Common Era Jewelry",101,5,0,0.00
"Sonrei Skin",229,1,0,0.00
"EVER Skincare",166,3,0,0.00
"Nutshell Coolers",61,6,0,0.00
Doré,178,2,0,0.00
Zonarch,221,3,0,0.00
"Trace Minerals",123,2,0,0.00
Molekule,103,2,0,0.00
MANSCAPED,181,3,0,0.00
"IVL Collective",75,7,0,0.00
Afloral,46,54,0,0.00
Zensah,111,7,0,0.00
"good light",131,6,0,0.00
"ieró Beauty™",216,3,0,0.00
QALO,31,38,0,0.00
"Trace Minerals",38,8,0,0.00
"Airo Collective",63,2,0,0.00
Gooselings,16,4,0,0.00
"Dieux Skin",149,1,0,0.00
Branch,76,8,0,0.00
Gooselings,112,3,0,0.00
"Dr Sari's Lunar Sync",80,16,0,0.00
120/Life,25,31,0,0.00
Sijo,30,137,0,0.00
Caraway,34,93,0,0.00
Sijo,90,11,0,0.00
"Glimmer Wish",175,1,0,0.00
"Dr. Squatch",82,11,0,0.00
"MAXPRO Fitness",107,2,0,0.00
BlendJet,111,1,0,0.00
FullWell,198,2,0,0.00
Jungmaven,164,1,0,0.00
"Buffbunny Collection",95,5,0,0.00
Pretzels.com,77,5,0,0.00
Canary,88,1,0,0.00
Wildfang,80,9,0,0.00
"Highline Wellness",25,29,0,0.00
"Explorer Cold Brew",148,2,0,0.00
"Seamless Lingerie",20,11,0,0.00
"ZOA Energy",71,4,0,0.00
"Siete Foods",211,1,0,0.00
"Ritual Zero Proof",50,64,0,0.00
"ELVY Lab",41,2,0,0.00
"Why and Whale",53,2,0,0.00
Glamnetic,84,3,0,0.00
"Natalist Co.",177,2,0,0.00
"LINHART NYC",100,4,0,0.00
Volcom,19,278,0,0.00
FNX,78,1,0,0.00
"Crown Affair",182,1,0,0.00
"Seoul Ceuticals",68,5,0,0.00
"INH Hair",81,10,0,0.00
Golde,175,2,0,0.00
"Sonrei Skin",75,6,0,0.00
"Kortni Jeane",7,79,0,0.00
iHeartRaves,29,2,0,0.00
"Tower 28 Beauty",41,40,0,0.00
Sijo,149,3,0,0.00
"Wren + Glory",97,4,0,0.00
"Reel Paper",150,1,0,0.00
"Billion Dollar Beauty",10,3,0,0.00
"Distil Union",41,28,0,0.00
"Monica & Andy Inc.",99,5,0,0.00
"Kosas Cosmetics",72,17,0,0.00
"Nampons LLC",0,204,0,0.00
HATCH,24,92,0,0.00
"Aura Bora",104,4,0,0.00
"Dr. Motion",137,1,0,0.00
"Sunday Citizen",217,1,0,0.00
Natemia,118,5,0,0.00
"Baby Tula",77,30,0,0.00
Lalo,139,3,0,0.00
MORI,24,10,0,0.00
"Compass Coffee",44,4,0,0.00
Licorice,169,3,0,0.00
"Dagne Dover",93,8,0,0.00
Kosterina,29,75,0,0.00
"ieró Beauty™",162,1,0,0.00
Wondery,52,14,0,0.00
"Milton & Goose",100,3,0,0.00
"Snuggle Me Organic",138,2,0,0.00
Snowyskin,37,41,0,0.00
Curie,79,3,0,0.00
Anyday,75,29,0,0.00
"My Medic",20,95,0,0.00
"Sonrei Skin",262,3,0,0.00
MORI,19,20,0,0.00
ezpz,48,8,0,0.00
Lollipetals,55,6,0,0.00
SortJoy,195,2,0,0.00
"Aura Bora",24,30,0,0.00
FullWell,114,18,0,0.00
"Moon Pals",42,17,0,0.00
Vacation®,91,5,0,0.00
Nanit,33,24,0,0.00
"SACHEU Beauty",178,1,0,0.00
"INTO THE AM",44,17,0,0.00
"Kortni Jeane",124,2,0,0.00
"Petunia Pickle Bottom",201,1,0,0.00
FNX,16,5,0,0.00
"NOTO Botanics",132,3,0,0.00
"Ry & Pen",176,1,0,0.00
RiotSociety.com,102,1,0,0.00
"ELVY Lab",89,3,0,0.00
Lillebaby,217,1,0,0.00
"Oars + Alps",111,5,0,0.00
"Trace Minerals",101,4,0,0.00
Moderny,34,5,0,0.00
"D.S. & Durga",132,1,0,0.00
Amberjack,136,8,0,0.00
"A Kids Co.",141,1,0,0.00
"Dirty Labs",49,36,0,0.00
ByHeart,104,7,0,0.00
"Modern Picnic",189,9,0,0.00
wildwonder,139,2,0,0.00
"Verdant Lyfe",93,3,0,0.00
"Tia Lupita",275,1,0,0.00
"NOT!CE Hair Co",197,1,0,0.00
"Solly Baby",43,24,0,0.00
"Winky Lux",17,110,0,0.00
eeBoo,86,11,0,0.00
MantraBand,145,1,0,0.00
Bala,124,1,0,0.00
ezpz,134,1,0,0.00
"Dr. Motion",181,1,0,0.00
Carbon38,83,1,0,0.00
Brightech,101,5,0,0.00
"Dryft Sleep",31,4,0,0.00
Shinesty,55,8,0,0.00
Doré,116,4,0,0.00
Glamnetic,63,10,0,0.00
"Ruggish Co.",33,78,0,0.00
Alkavida,246,4,0,0.00
Natemia,200,1,0,0.00
Julep,94,2,0,0.00
Doré,224,2,0,0.00
"Captain Blankenship",131,4,0,0.00
OUAI,53,3,0,0.00
JOI,173,2,0,0.00
Bliss,135,1,0,0.00
"Elegant Baby",171,1,0,0.00
Siblings,11,84,0,0.00
SPONGELLE,112,4,0,0.00
"Fuse Lenses",132,2,0,0.00
"Reel Paper",140,1,0,0.00
"Yana Sleep",36,9,0,0.00
ETOILE,84,3,0,0.00
"Oars + Alps",76,3,0,0.00
Spyder,59,19,0,0.00
"Cuts Clothing",24,8,0,0.00
"Homesick Candles",164,1,0,0.00
"Beyond Polish",134,6,0,0.00
"Sunfood Superfoods",219,2,0,0.00
"Year & Day",31,13,0,0.00
epi.logic,178,1,0,0.00
"Nampons LLC",91,2,0,0.00
"Serenity Kids",3,647,0,0.00
doublesoul,101,33,0,0.00
"Natalist Co.",95,5,0,0.00
"Firebelly Tea",127,2,0,0.00
"Year & Day",73,5,0,0.00
eeBoo,139,2,0,0.00
Oradina,122,3,0,0.00
Zonarch,284,2,0,0.00
"Wolf & Shepherd",330,1,0,0.00
CoverFX,34,34,0,0.00
"Trace Minerals",11,26,0,0.00
"Modern Fuel",13,175,0,0.00
vitruvi,100,9,0,0.00
Hydrant,81,7,0,0.00
"Posh Peanut",167,1,0,0.00
Molekule,106,5,0,0.00
"Homesick Candles",153,6,0,0.00
"Ponto Footwear",113,2,0,0.00
"Myna Snacks",30,2,0,0.00
"California Arts",87,1,0,0.00
Foria,116,12,0,0.00
