BRAND_NAME,"VERTICAL_DISPLAY_POSITION",BRAND_DISPLAYS,CONV,AD_SPEND
Opopop,127,3,0,0.00
Afloral,167,1,0,0.00
Afloral,55,28,0,0.00
"West Chop Co",198,1,0,0.00
"Crown Affair",150,5,0,0.00
"Tiege Hanley",10,82,0,0.00
"Avocado Green Mattress",34,2,0,0.00
Moonglow,131,1,0,0.00
LIVELY,61,3,0,0.00
"Seafolly Australia",131,3,0,0.00
Binto,98,5,0,0.00
SENREVE,52,10,0,0.00
GhostBed,77,4,0,0.00
"ELVY Lab",77,3,0,0.00
"Joanna Vargas Skincare",153,2,0,0.00
BuddyLove,37,23,0,0.00
"Haus of Brilliance",71,12,0,0.00
"Surely Wines",19,45,0,0.00
"Alpyn Beauty",142,3,0,0.00
"Airo Collective",87,2,0,0.00
"Once Upon a Farm",56,17,0,0.00
"Coffee Bros.",188,1,0,0.00
RiotSociety.com,9,65,0,0.00
"Giften Market",132,3,0,0.00
Giapenta,79,2,0,0.00
Tushbaby,39,117,0,0.00
"Ry & Pen",89,4,0,0.00
"Homesick Candles",61,16,0,0.00
Amberjack,45,17,0,0.00
Doré,111,8,0,0.00
SortJoy,87,17,0,0.00
"ZOA Energy",5,55,0,0.00
"Avocado Green Mattress",30,5,0,0.00
"Corpus Naturals",36,20,0,0.00
"NOMAD Grills",162,3,0,0.00
"HYER GOODS",38,1,0,0.00
TriLASTIN,126,9,0,0.00
ETOILE,178,1,0,0.00
Paperclip,53,8,0,0.00
"Flying Embers",113,11,0,0.00
CanDo,43,16,0,0.00
Lalabu,215,1,0,0.00
Molekule,151,1,0,0.00
Lalo,156,3,0,0.00
"Le Mini Macaron",140,2,0,0.00
"Bask Suncare",84,4,0,0.00
"The CrunchCup",234,1,0,0.00
Myles,51,18,0,0.00
"Flying Embers",108,51,0,0.00
"INTO THE AM",146,2,0,0.00
BlendJet,34,70,0,0.00
"Winky Lux",22,77,0,0.00
Divi,21,100,0,0.00
"Felix Gray",141,1,0,0.00
INBLOOM,95,2,0,0.00
Wondery,17,109,0,0.00
Blueland,58,11,0,0.00
TriLASTIN,40,46,0,0.00
"KA! Empathogenics",36,22,0,0.00
Doré,-1,244,0,0.00
Wondery,157,1,0,0.00
Morphe,234,1,0,0.00
"Sprout Living",88,1,0,0.00
JOI,48,17,0,0.00
"IVL Collective",117,2,0,0.00
Anyday,68,24,0,0.00
Dakine,47,23,0,0.00
"Versed Skin",67,3,0,0.00
"Crown Affair",89,9,0,0.00
"TUSOL Wellness",7,7,0,0.00
"Rif Care",109,5,0,0.00
12|12,200,1,0,0.00
OrnamentallyYou,226,1,0,0.00
"Kate Quinn",65,5,0,0.00
"Posh Peanut",205,1,0,0.00
"The CrunchCup",59,23,0,0.00
"Ora Organic",88,1,0,0.00
"Glimmer Wish",87,2,0,0.00
"Bushwick Kitchen",73,12,0,0.00
"Outer Aisle",126,3,0,0.00
Volcom,48,91,0,0.00
"True Classic",59,1,0,0.00
Myro,240,1,0,0.00
"INTO THE AM",219,1,0,0.00
"Nala Care",192,6,0,0.00
"Newton Baby",53,53,0,0.00
"Carve Designs",104,4,0,0.00
"Newton Baby",179,1,0,0.00
"Ursa Major",34,105,0,0.00
"Bushwick Kitchen",90,7,0,0.00
"Covey Skincare",119,2,0,0.00
"Seoul Ceuticals",283,1,0,0.00
Bandier,100,1,0,0.00
"Joanna Vargas Skincare",68,7,0,0.00
"Rif Care",64,3,0,0.00
Zensah,160,1,0,0.00
"Kortni Jeane",61,13,0,0.00
"Ritual Zero Proof",6,241,0,0.00
"Clean Age",21,2,0,0.00
"Dieux Skin",109,13,0,0.00
"Beginning Boutique",90,10,0,0.00
"Nampons LLC",157,1,0,0.00
Dropps,76,27,0,0.00
Lollipetals,9,326,0,0.00
Manduka,53,27,0,0.00
"Glimmer Wish",129,3,0,0.00
Stix,60,1,0,0.00
doublesoul,86,23,0,0.00
Moonglow,103,7,0,0.00
Needed,60,7,0,0.00
Otteroo,65,10,0,0.00
eeBoo,136,10,0,0.00
"Toad&Co",207,1,0,0.00
"Nampons LLC",176,1,0,0.00
"Bask Suncare",86,17,0,0.00
"Native Pet",131,2,0,0.00
"Sparq Life",33,5,0,0.00
"Oat Mama",132,4,0,0.00
Canary,153,2,0,0.00
"NOT!CE Hair Co",113,2,0,0.00
120/Life,48,23,0,0.00
Canary,111,3,0,0.00
"Ritual Zero Proof",249,2,0,0.00
"Le Monde Gourmand",14,72,0,0.00
"Corpus Naturals",207,2,0,0.00
"Ora Organic",27,14,0,0.00
"ZOA Energy",323,1,0,0.00
Shinesty,128,2,0,0.00
"happy being",10,46,0,0.00
CanDo,122,2,0,0.00
"Firebelly Tea",73,2,0,0.00
Paperclip,52,8,0,0.00
"Little Words Project",44,86,0,0.00
"Uncharted Coffee Supply",49,5,0,0.00
Skidders,-1,45,0,0.00
"Maverick & Co.",11,97,0,0.00
"Sonrei Skin",100,7,0,0.00
Brightech,187,1,0,0.00
Nanit,96,1,0,0.00
"jane iredale",113,3,0,0.00
"Divya's",45,2,0,0.00
Opopop,188,1,0,0.00
"Baby K'tan",158,1,0,0.00
"Ursa Major",27,145,0,0.00
Moonglow,14,31,0,0.00
"happy being",163,1,0,0.00
Konny,119,3,0,0.00
"Dream Linens",173,1,0,0.00
"Coco Moon",155,3,0,0.00
"Giften Market",105,6,0,0.00
"NOTO Botanics",11,31,0,0.00
"Las Jaras Wines",20,7,0,0.00
"Sunday Citizen",272,1,0,0.00
"Beekman 1802",50,54,0,0.00
"Mented Cosmetics",-1,732,0,0.00
"Hey Nice Shoes",115,2,0,0.00
Calin,147,5,0,0.00
"Som Sleep",49,23,0,0.00
"Milton & Goose",51,17,0,0.00
"Newton Baby",121,2,0,0.00
"Billion Dollar Beauty",30,48,0,0.00
"ELVY Lab",47,12,0,0.00
wildwonder,80,14,0,0.00
12|12,96,1,0,0.00
"Le Monde Gourmand",211,1,0,0.00
"Sonic Power",134,2,0,0.00
Binto,37,24,0,0.00
Konny,197,1,0,0.00
SPONGELLE,147,2,0,0.00
"sproos!",61,4,0,0.00
Inamorata,40,25,0,0.00
"Las Jaras Wines",76,8,0,0.00
"Sprout Living",268,2,0,0.00
Petaluma,203,2,0,0.00
Molekule,79,23,0,0.00
Homefield,164,2,0,0.00
iloveplum,64,1,0,0.00
"The Secure Mat",76,1,0,0.00
"Nala Care",164,3,0,0.00
Wondery,33,96,0,0.00
"Airo Collective",82,6,0,0.00
"Gravity Blankets",52,4,0,0.00
"NOTO Botanics",188,1,0,0.00
"SACHEU Beauty",222,1,0,0.00
"Posh Peanut",38,95,0,0.00
ETOILE,48,6,0,0.00
"Trace Minerals",135,1,0,0.00
doublesoul,139,5,0,0.00
"Explorer Cold Brew",84,3,0,0.00
"SACHEU Beauty",142,4,0,0.00
"Red Racer Books",214,2,0,0.00
Bala,91,5,0,0.00
Vegamour,48,7,0,0.00
"Baby Delight",181,1,0,0.00
"Bask Suncare",59,20,0,0.00
"Sol de Janeiro",57,2,0,0.00
Dakine,63,17,0,0.00
"Ruggish Co.",109,1,0,0.00
Houseplant,80,4,0,0.00
"Sunfood Superfoods",181,1,0,0.00
SeaVees,52,47,0,0.00
Petaluma,35,1,0,0.00
"KA! Empathogenics",35,23,0,0.00
Julep,49,8,0,0.00
Curie,16,550,0,0.00
"Better & Better",240,1,0,0.00
Quitch,103,2,0,0.00
"Willow Pumps",177,1,0,0.00
"Billy Reid",120,2,0,0.00
"Snuggle Me Organic",113,1,0,0.00
"Wolf & Shepherd",11,525,0,0.00
"Explorer Cold Brew",30,25,0,0.00
"Elevated Faith",86,3,0,0.00
"Saranoni Luxury Blankets",193,2,0,0.00
Bala,159,2,0,0.00
"Captain Blankenship",167,5,0,0.00
"Tini Lux",79,5,0,0.00
Gooselings,202,1,0,0.00
"happy being",122,5,0,0.00
"Sensory Joy",139,1,0,0.00
"Outer Aisle",22,54,0,0.00
"Yana Sleep",14,173,0,0.00
"Projects Watches",149,1,0,0.00
Zonarch,108,2,0,0.00
"Le Mini Macaron",126,6,0,0.00
"ELVY Lab",0,7,0,0.00
Cardon,48,22,0,0.00
"Alpyn Beauty",128,3,0,0.00
eyebobs,38,49,0,0.00
"Doggy Do Good",99,1,0,0.00
"Raw Botanics",66,18,0,0.00
Spyder,37,29,0,0.00
"Yana Sleep",44,21,0,0.00
ByHeart,117,1,0,0.00
"EVER Skincare",153,2,0,0.00
"Mad Rabbit",150,1,0,0.00
"Captain Blankenship",147,4,0,0.00
"My Girl Wellness",23,79,0,0.00
Oeuf,206,3,0,0.00
"NOT!CE Hair Co",5,2547,0,0.00
"Dr. Squatch",114,1,0,0.00
"True Classic",35,9,0,0.00
"Fuse Lenses",135,5,0,0.00
Doré,30,13,0,0.00
"Dope Dog",88,1,0,0.00
"Sonrei Skin",22,14,0,0.00
"Ry & Pen",295,1,0,0.00
"California Arts",98,3,0,0.00
"Safari Ltd",136,1,0,0.00
Dakine,65,28,0,0.00
"happy being",221,2,0,0.00
Calin,56,25,0,0.00
"Liquid I.V.",217,1,0,0.00
M.M.LaFleur,165,1,0,0.00
woolino,332,1,0,0.00
"Ancient Nutrition",91,7,0,0.00
Juna,39,31,0,0.00
"Baby K'tan",51,1,0,0.00
GetDirty,7,12,0,0.00
"Ingrid + Isabel",2,1,0,0.00
ettitude,12,476,0,0.00
"Sonrei Skin",101,6,0,0.00
Amberjack,44,22,0,0.00
"Bokksu Market",58,41,0,0.00
"Dieux Skin",124,6,0,0.00
"Fuse Lenses",72,55,0,0.00
"LAY LO™",88,3,0,0.00
Morphe,30,113,0,0.00
"Pulp Pantry",0,17,0,0.00
"EGG New York",22,28,0,0.00
SPONGELLE,84,2,0,0.00
"Seafolly Australia",133,7,0,0.00
Bandier,22,23,0,0.00
"Love Your Melon",171,1,0,0.00
NEIWAI,41,57,0,0.00
"EVER Skincare",117,1,0,0.00
"WP Standard",75,4,0,0.00
"Highline Wellness",117,1,0,0.00
"Ponto Footwear",98,2,0,0.00
Lalabu,65,49,0,0.00
iloveplum,75,4,0,0.00
"Baby Delight",143,1,0,0.00
"Viori Beauty",23,268,0,0.00
"Red Racer Books",148,1,0,0.00
"Distil Union",69,7,0,0.00
"Sprout Living",132,3,0,0.00
Esker,207,2,0,0.00
"Petunia Pickle Bottom",209,2,0,0.00
"Sonrei Skin",42,22,0,0.00
Dakine,59,26,0,0.00
"Crown Affair",69,20,0,0.00
Carbon38,130,1,0,0.00
"Modern Picnic",64,28,0,0.00
Airsign,248,1,0,0.00
"Haus of Brilliance",185,3,0,0.00
Bloomscape,153,7,0,0.00
"Dr Sari's Lunar Sync",32,13,0,0.00
"Posh Peanut",207,1,0,0.00
Volcom,5,1848,0,0.00
SENREVE,36,18,0,0.00
Storq,270,2,0,0.00
"Clevr Blends",0,203,0,0.00
"Ry & Pen",248,2,0,0.00
"Flying Embers",112,10,0,0.00
"Dr Sari's Lunar Sync",39,10,0,0.00
M.M.LaFleur,166,2,0,0.00
Thorlos,288,1,0,0.00
Dakine,156,2,0,0.00
"The HoneyPot",341,1,0,0.00
"Uncharted Coffee Supply",245,5,0,0.00
"Modern Picnic",127,10,0,0.00
"Bokksu Market",109,4,0,0.00
"Munk Pack",122,5,0,0.00
"Cuts Clothing",10,104,0,0.00
Kinflyte,163,2,0,0.00
Houseplant,16,38,0,0.00
"Modern Fuel",202,1,0,0.00
FRANC,80,2,0,0.00
"esmi Skin Minerals",157,3,0,0.00
Curie,49,22,0,0.00
"Baby Delight",200,1,0,0.00
jot,14,413,0,0.00
"Raw Botanics",89,8,0,0.00
Siblings,30,31,0,0.00
"Compass Coffee",110,2,0,0.00
"Boie USA",87,3,0,0.00
"Dr Sari's Lunar Sync",110,9,0,0.00
"Posh Peanut",97,5,0,0.00
"Saranoni Luxury Blankets",213,1,0,0.00
LIVELY,27,251,0,0.00
"Faherty Brand",-1,14893,0,0.00
Gathre,39,33,0,0.00
"The Secure Mat",64,1,0,0.00
"For Days",272,1,0,0.00
"Bushwick Kitchen",44,34,0,0.00
"For Days",61,41,0,0.00
"inklings baby",99,3,0,0.00
Julep,81,3,0,0.00
"Revolution Cooking",15,5,0,0.00
Amberjack,164,2,0,0.00
"Bad Birdie",92,7,0,0.00
"Rif Care",125,1,0,0.00
Sensate,103,1,0,0.00
Thorlos,101,7,0,0.00
"Karma Nuts",138,3,0,0.00
"Alpyn Beauty",22,15,0,0.00
"The Secure Mat",134,2,0,0.00
"Mario Badescu Skin Care",155,1,0,0.00
Sensate,131,1,0,0.00
"Elevated Faith",11,201,0,0.00
"Liquid I.V.",215,1,0,0.00
"Dagne Dover",86,12,0,0.00
"Goodlife Clothing",71,2,0,0.00
"Fuse Lenses",144,2,0,0.00
Shinesty,20,199,0,0.00
"Divya's",30,2,0,0.00
"sproos!",67,6,0,0.00
"NOT!CE Hair Co",209,3,0,0.00
Doré,205,1,0,0.00
"Clean Age",39,5,0,0.00
"Bed Babe",234,1,0,0.00
"Consciously Baby",131,1,0,0.00
"Blessed Be Magick",28,7,0,0.00
"Natalist Co.",79,16,0,0.00
"Liquid I.V.",135,2,0,0.00
"Felix Gray",124,3,0,0.00
"Fuse Lenses",106,10,0,0.00
FullWell,67,20,0,0.00
vitruvi,161,1,0,0.00
Wildfang,11,690,0,0.00
FRANC,15,3,0,0.00
Sijo,28,145,0,0.00
"Birthdate Co.",121,1,0,0.00
"Haand Inc",68,14,0,0.00
120/Life,10,193,0,0.00
Pretzels.com,149,2,0,0.00
120/Life,35,44,0,0.00
Alkavida,42,10,0,0.00
"Sunday Citizen",163,2,0,0.00
"Yana Sleep",99,5,0,0.00
"Jordan Craig",46,1,0,0.00
"Compass Coffee",59,7,0,0.00
"ZOA Energy",88,4,0,0.00
"California Arts",110,2,0,0.00
Manduka,107,9,0,0.00
Salio,43,1,0,0.00
Bandier,29,14,0,0.00
"Karma Nuts",14,5,0,0.00
Canopy,166,1,0,0.00
Binto,117,4,0,0.00
Oradina,60,26,0,0.00
"Ponto Footwear",66,5,0,0.00
Gooselings,174,1,0,0.00
"Thousand Fell",227,3,0,0.00
Andie,81,1,0,0.00
Amberjack,110,1,0,0.00
"Compass Coffee",48,3,0,0.00
"The HoneyPot",69,11,0,0.00
Vacation®,26,76,0,0.00
"Oars + Alps",140,3,0,0.00
Thorlos,135,1,0,0.00
Wondery,71,9,0,0.00
M.M.LaFleur,15,358,0,0.00
eyebobs,85,14,0,0.00
Glamnetic,51,28,0,0.00
FRANC,39,3,0,0.00
"August Uncommon Tea",152,1,0,0.00
120/Life,63,18,0,0.00
"Mad Rabbit",105,2,0,0.00
"Le Monde Gourmand",21,74,0,0.00
"TUSOL Wellness",28,1,0,0.00
"Airo Collective",59,4,0,0.00
"inklings baby",294,1,0,0.00
"Bask Suncare",91,8,0,0.00
M.M.LaFleur,91,4,0,0.00
"Outer Aisle",283,1,0,0.00
Siblings,45,26,0,0.00
"A Kids Co.",89,7,0,0.00
Houseplant,27,20,0,0.00
"Why and Whale",36,20,0,0.00
M.M.LaFleur,9,1070,0,0.00
Afloral,227,1,0,0.00
"Native Pet",39,11,0,0.00
M.M.LaFleur,50,21,0,0.00
"Dollar Shave Club",106,3,0,0.00
eeBoo,106,4,0,0.00
"Comeback Vinyl",167,1,0,0.00
"Covey Skincare",1,65,0,0.00
"Llama Naturals",219,1,0,0.00
"Bask Suncare",51,38,0,0.00
"My Girl Wellness",171,1,0,0.00
"Sparq Life",239,1,0,0.00
"Wolf & Shepherd",119,8,0,0.00
LuminAID,13,78,0,0.00
"Bushwick Kitchen",97,8,0,0.00
"Moby Wrap",202,2,0,0.00
"Native Pet",178,1,0,0.00
"Ellie & Becks",208,1,0,0.00
Coterie,82,5,0,0.00
"Ami Colé",166,2,0,0.00
"Character Home",25,41,0,0.00
"Ponto Footwear",296,1,0,0.00
Quitch,123,3,0,0.00
HATCH,74,8,0,0.00
Konny,101,8,0,0.00
"Siete Foods",32,49,0,0.00
FullWell,12,56,0,0.00
"Elevated Faith",23,39,0,0.00
"Buffbunny Collection",137,2,0,0.00
Binto,72,2,0,0.00
"Kate Quinn",38,69,0,0.00
LuminAID,15,77,0,0.00
"inklings baby",158,1,0,0.00
"Spice Tribe",141,2,0,0.00
"Electric Picks Jewelry",92,44,0,0.00
"Dermaclara, LLC",112,2,0,0.00
"Highline Wellness",146,1,0,0.00
"Verdant Lyfe",147,3,0,0.00
Manduka,46,56,0,0.00
StackedSkincare,218,1,0,0.00
mate,0,7,0,0.00
Bellway,0,170,0,0.00
"Kate Quinn",111,1,0,0.00
120/Life,190,1,0,0.00
"True Made Foods",88,6,0,0.00
"Comeback Vinyl",5,5,0,0.00
Opopop,123,1,0,0.00
Hydrant,8,244,0,0.00
"Tiege Hanley",347,1,0,0.00
"Wolf & Shepherd",88,9,0,0.00
"Finn + Emma",38,17,0,0.00
"Once Upon a Farm",102,1,0,0.00
"Seoul Ceuticals",152,5,0,0.00
"Better & Better",177,3,0,0.00
KraveBeauty,193,1,0,0.00
"Wild Cosmetics",19,4,0,0.00
Esker,126,1,0,0.00
"Rif Care",236,3,0,0.00
"Coffee Bros.",62,27,0,0.00
INBLOOM,117,2,0,0.00
Kahlmi,189,1,0,0.00
Morphe,97,2,0,0.00
"SACHEU Beauty",23,63,0,0.00
woolino,55,6,0,0.00
Dropps,28,188,0,0.00
Blueland,99,1,0,0.00
"LINHART NYC",164,3,0,0.00
Gooselings,152,3,0,0.00
GhostBed,112,5,0,0.00
"Seafolly Australia",25,78,0,0.00
Giapenta,217,1,0,0.00
"Blessed Be Magick",19,17,0,0.00
"NOT!CE Hair Co",65,8,0,0.00
"Native Pet",102,14,0,0.00
SENREVE,123,3,0,0.00
"Red Racer Books",218,3,0,0.00
"Sonic Power",271,4,0,0.00
"Clover by CLOVE + HALLOW",48,3,0,0.00
Licorice,81,4,0,0.00
iloveplum,142,1,0,0.00
biom,133,1,0,0.00
"Finn + Emma",162,1,0,0.00
"Joanna Vargas Skincare",215,1,0,0.00
"Lily Jade",71,1,0,0.00
"Bed Babe",256,1,0,0.00
"NOTO Botanics",97,3,0,0.00
"Bright Cellars",50,2,0,0.00
"D.S. & Durga",50,41,0,0.00
"Le Mini Macaron",125,2,0,0.00
"Boie USA",23,151,0,0.00
"Bare Performance Nutrition",26,13,0,0.00
"Bamboo Ave",125,1,0,0.00
"Fable Home",108,12,0,0.00
"The Plug Drink",166,1,0,0.00
Otteroo,212,1,0,0.00
"Distil Union",44,8,0,0.00
"Beekman 1802",109,1,0,0.00
"Once Upon a Farm",119,2,0,0.00
"Ancient Nutrition",110,2,0,0.00
"Monica & Andy Inc.",207,1,0,0.00
"Elegant Baby",83,10,0,0.00
"Boie USA",102,4,0,0.00
"Coco Moon",24,49,0,0.00
"Winky Lux",35,73,0,0.00
"Revolution Cooking",114,1,0,0.00
jot,84,12,0,0.00
Curie,92,5,0,0.00
"Captain Blankenship",41,8,0,0.00
"Alpyn Beauty",187,4,0,0.00
"My Girl Wellness",194,1,0,0.00
"Ami Colé",163,1,0,0.00
OrnamentallyYou,187,1,0,0.00
Myles,256,1,0,0.00
Popadelics,263,1,0,0.00
"Maverick & Co.",59,6,0,0.00
"MAXPRO Fitness",19,141,0,0.00
Petaluma,0,171,0,0.00
"Felix Gray",135,6,0,0.00
Lollipetals,115,7,0,0.00
"Ursa Major",8,1527,0,0.00
"My Medic",73,3,0,0.00
"Thousand Fell",35,81,0,0.00
"Tower 28 Beauty",349,1,0,0.00
"Tiege Hanley",190,1,0,0.00
"Clover by CLOVE + HALLOW",132,2,0,0.00
Afloral,59,21,0,0.00
"NOMAD Grills",85,4,0,0.00
"Revolution Cooking",33,1,0,0.00
"Covey Skincare",70,13,0,0.00
"Moon Pals",212,1,0,0.00
Vegamour,231,1,0,0.00
"NOMAD Grills",82,1,0,0.00
"sproos!",121,4,0,0.00
"EVER Skincare",108,8,0,0.00
Andie,41,2,0,0.00
Pretzels.com,124,1,0,0.00
"Coco Moon",229,1,0,0.00
Opopop,92,2,0,0.00
"Muslin Comfort",146,2,0,0.00
vitruvi,188,2,0,0.00
"inklings baby",166,1,0,0.00
Inamorata,60,16,0,0.00
"Solly Baby",97,4,0,0.00
"Clover by CLOVE + HALLOW",27,4,0,0.00
"Tinto Amorio",100,3,0,0.00
Quitch,25,2,0,0.00
"Le Mini Macaron",5,401,0,0.00
woolino,33,23,0,0.00
"Dr. Motion",65,26,0,0.00
"Milton & Goose",25,31,0,0.00
"Oat Mama",237,2,0,0.00
"Ursa Major",14,509,0,0.00
Salio,243,3,0,0.00
"Captain Blankenship",16,2,0,0.00
ByHeart,55,32,0,0.00
Gooselings,37,14,0,0.00
Zonarch,32,26,0,0.00
Anyday,39,23,0,0.00
BelliWelli,16,17,0,0.00
"Character Home",128,2,0,0.00
"IVL Collective",100,7,0,0.00
120/Life,15,19,0,0.00
"True Classic",51,2,0,0.00
Hydrant,95,2,0,0.00
"Saranoni Luxury Blankets",159,3,0,0.00
"LightWater Skin",70,7,0,0.00
"Baby Delight",81,13,0,0.00
MantraBand,108,2,0,0.00
Tushbaby,161,1,0,0.00
vitruvi,88,2,0,0.00
"Airo Collective",100,1,0,0.00
"Mario Badescu Skin Care",87,3,0,0.00
"Clover by CLOVE + HALLOW",120,3,0,0.00
Zensah,63,12,0,0.00
"Ursa Major",283,2,0,0.00
Oeuf,172,1,0,0.00
"Divya's",116,1,0,0.00
"Year & Day",178,1,0,0.00
Nood,81,4,0,0.00
Morphe,182,3,0,0.00
"Body High Body Care",158,1,0,0.00
"Sunday Citizen",69,13,0,0.00
Thorlos,108,6,0,0.00
"Safari Ltd",59,6,0,0.00
AAVRANI,182,2,0,0.00
"Modern Fuel",226,2,0,0.00
Create,163,2,0,0.00
Brightech,183,3,0,0.00
12|12,65,5,0,0.00
cbdMD,175,1,0,0.00
BelliWelli,56,14,0,0.00
Morphe,198,1,0,0.00
"Surely Wines",21,50,0,0.00
SENREVE,89,2,0,0.00
"Duke Cannon Supply Co.",7,2,0,0.00
Kopari,23,167,0,0.00
"Seamless Lingerie",190,4,0,0.00
"Bushwick Kitchen",197,1,0,0.00
"Love, Plants",180,1,0,0.00
"Baby K'tan",163,4,0,0.00
"Buffbunny Collection",54,52,0,0.00
"Ami Colé",12,70,0,0.00
"Comeback Vinyl",43,2,0,0.00
"Revolution Cooking",75,1,0,0.00
"Ursa Major",74,9,0,0.00
"Dirty Labs",83,13,0,0.00
"Caden Lane",22,219,0,0.00
woolino,146,3,0,0.00
"Birthdate Co.",165,1,0,0.00
"Spärkel Beverage Systems",100,1,0,0.00
"Oars + Alps",103,1,0,0.00
"Beginning Boutique",57,25,0,0.00
"Divya's",66,2,0,0.00
Hydrant,99,3,0,0.00
Canary,169,1,0,0.00
"Wolf & Shepherd",59,32,0,0.00
"Cali's Books",35,51,0,0.00
"NOTO Botanics",202,1,0,0.00
doublesoul,79,28,0,0.00
Anyday,86,15,0,0.00
"Coffee Bros.",38,5,0,0.00
"Nala Care",25,4,0,0.00
"Little Words Project",112,5,0,0.00
SeaVees,303,1,0,0.00
Popadelics,277,1,0,0.00
"Coffee Bros.",157,1,0,0.00
Gooselings,176,1,0,0.00
"Serenity Kids",8,741,0,0.00
Dakine,54,37,0,0.00
Create,165,2,0,0.00
Myles,11,19,0,0.00
"Altitude Functional Beverages",43,6,0,0.00
M.M.LaFleur,188,3,0,0.00
Gathre,45,23,0,0.00
"NOTO Botanics",137,2,0,0.00
"Surely Wines",78,7,0,0.00
"SACHEU Beauty",109,11,0,0.00
"Monica & Andy Inc.",183,2,0,0.00
"Petunia Pickle Bottom",67,11,0,0.00
Spyder,77,18,0,0.00
"Fable Home",41,16,0,0.00
"Dieux Skin",84,7,0,0.00
vitruvi,366,1,0,0.00
"Resist Nutrition",240,1,0,0.00
"Leeway Home",150,3,0,0.00
Siblings,102,5,0,0.00
"Ora Organic",109,1,0,0.00
"Firebelly Tea",166,1,0,0.00
GetDirty,16,1,0,0.00
"Olive & June",-1,231618,0,0.00
"ieró Beauty™",49,6,0,0.00
Giapenta,69,12,0,0.00
neoNutritions,175,1,0,0.00
"Wild Rye",17,1,0,0.00
"Monica & Andy Inc.",184,1,0,0.00
"Out of the Woods",26,2,0,0.00
"Verdant Lyfe",122,1,0,0.00
"Ry & Pen",142,4,0,0.00
"Seafolly Australia",105,5,0,0.00
"Le Mini Macaron",48,84,0,0.00
OrnamentallyYou,281,1,0,0.00
Juna,93,7,0,0.00
LuminAID,50,11,0,0.00
"LINHART NYC",202,4,0,0.00
"Nutshell Coolers",207,2,0,0.00
eeBoo,19,5,0,0.00
TriLASTIN,187,1,0,0.00
FNX,95,2,0,0.00
"Tubby Todd Bath Co.",208,2,0,0.00
120/Life,202,2,0,0.00
Kindra,117,6,0,0.00
"Sparq Life",134,1,0,0.00
"IVL Collective",148,5,0,0.00
Jolie,177,1,0,0.00
M.M.LaFleur,170,1,0,0.00
Evergreen,50,17,0,0.00
Petaluma,146,5,0,0.00
"Tia Lupita",35,1,0,0.00
FRANC,181,1,0,0.00
Twillory,27,16,0,0.00
Myles,37,12,0,0.00
"Oat Mama",26,24,0,0.00
"Love Your Melon",20,280,0,0.00
"Distil Union",85,12,0,0.00
OrnamentallyYou,2,12527,0,0.00
BlendJet,91,4,0,0.00
"Spärkel Beverage Systems",340,1,0,0.00
"Surely Wines",212,1,0,0.00
"Highline Wellness",67,7,0,0.00
"Natalist Co.",154,5,0,0.00
"Carve Designs",124,1,0,0.00
"California Arts",18,52,0,0.00
"LINHART NYC",121,5,0,0.00
"SoaPen Inc",241,2,0,0.00
Shinesty,85,3,0,0.00
woolino,84,6,0,0.00
"Baby Tula",138,4,0,0.00
"Rif Care",2,10,0,0.00
"Kortni Jeane",143,1,0,0.00
"Winky Lux",29,65,0,0.00
"Love Your Melon",130,1,0,0.00
biom,111,6,0,0.00
"Ursa Major",94,5,0,0.00
"Verdant Lyfe",34,2,0,0.00
LuminAID,16,78,0,0.00
INBLOOM,73,10,0,0.00
AAVRANI,206,1,0,0.00
Twillory,87,3,0,0.00
"Mario Badescu Skin Care",84,7,0,0.00
"Ora Organic",39,12,0,0.00
Inamorata,50,13,0,0.00
biom,180,2,0,0.00
"Bed Babe",3,8,0,0.00
"Tinto Amorio",101,4,0,0.00
"Sunday Citizen",20,307,0,0.00
Juna,226,1,0,0.00
Snibbs,40,2,0,0.00
"Viori Beauty",32,59,0,0.00
Inamorata,207,1,0,0.00
Canary,203,1,0,0.00
"good light",18,151,0,0.00
"Blessed Be Magick",37,180,0,0.00
Motherhood,96,1,0,0.00
"Captain Blankenship",99,8,0,0.00
TriLASTIN,64,15,0,0.00
Paperclip,110,1,0,0.00
"Ruggish Co.",39,38,0,0.00
"Bokksu Market",80,10,0,0.00
"Mario Badescu Skin Care",50,32,0,0.00
"Winged Wellness",246,1,0,0.00
Giapenta,67,10,0,0.00
"Just Date",97,2,0,0.00
"ieró Beauty™",16,6,0,0.00
"Snuggle Me Organic",42,89,0,0.00
"Sunfood Superfoods",9,85,0,0.00
"The CrunchCup",35,24,0,0.00
"California Arts",13,100,0,0.00
Tushbaby,137,1,0,0.00
"The CrunchCup",52,45,0,0.00
"sproos!",31,1,0,0.00
"Yana Sleep",192,1,0,0.00
120/Life,160,3,0,0.00
"esmi Skin Minerals",222,1,0,0.00
MORI,86,2,0,0.00
"Solly Baby",203,2,0,0.00
jot,102,1,0,0.00
Koio,157,4,0,0.00
"Flying Embers",24,12,0,0.00
"IVL Collective",63,11,0,0.00
LuminAID,211,1,0,0.00
Evereden,75,31,0,0.00
"happy being",177,1,0,0.00
"The Plug Drink",90,5,0,0.00
Konny,65,1,0,0.00
"Nuudii System",186,1,0,0.00
"True Botanicals",15,201,0,0.00
"Bed Babe",63,2,0,0.00
